,MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_Fmax_LTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_KstiffMachine_REF,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,MV2_DmvMax,HU_T2_DboreMin,HU_T2_DboreMax,MV2_DmvMin,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16933.9705998484,1.0,1.0,1.0,1.0,17.9439583881173,1.0,1.0,1.0,24000.1254004291,1.0,1.0,19.2776212421526,1.0,1.0,1.0,0.06344983389252068,0.03494642723098096,0.0568620666979425,0.02191563946696154,-0.006587767194578181,0.02191563946696154,0.0,0,0,0.0634498338925207,9.73236009732360e-6,102750.000000000,3725.41167568943,0.000457166256842699,2187.38803451121,7.74163995261702,1.3336628540353017,0,1.0,1.0,1.0,13850.6576283361,1.0,1.0,1.0,1.0,17.3589688434128,1.0,1.0,20746.0101618647,1.0,1.0,1.0,1.0,18.6603945549879,1.0,1.0,0.051859386610220604,0.022720434298819647,0.0568620666979425,0.03414163239912285,0.005002680087721895,0.03414163239912285,0.005002680087721895,0.00500268008772189,0.250134004386095,0.0518593866102206,9.73236009732360e-6,102750.000000000,3044.88684240010,0.000517158976316089,1933.64138649079,7.16299192037494,1.3014257115750636,0.250134004386095,1.0,-0.15866552060525604,-0.09077515227602835,0.0,0.0,10.202318435500263,9,11,4.545530017622712,10000,19000,16.5000000000000,19.0000000000000,10000,7066.15480058071,25000,17.0000000000000,20.0000000000000,4.6154964211707785,4.552046587278258,4.588450848974979,4.553504421743998,4499.139831545946,5298.306674134654,0.04828531168904429,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.195976923037891,9,11,4.5488250779850015,10000,19000,16.5000000000000,19.0000000000000,6895.3525335286,10000,25000,17.0000000000000,20.0000000000000,4.612227517855554,4.560368131245333,4.5648211003537496,4.587541534652569,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,22,-121,11,11,18855.13744938352,11,104.60758936726806,500000,1,1,-111,122,111,1,5,11,11,11,0
1,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12940.5615162454,1.0,1.0,1.0,1.0,17.1151346534621,1.0,1.0,1.0,19401.0058287918,1.0,1.0,18.4086189112809,1.0,1.0,1.0,0.04879833155264546,0.028113262303037345,0.05397149457804348,0.025858232275006138,0.005173163025398025,0.025858232275006138,0.005173163025398025,0.00517316302539803,0.258658151269901,0.0487983315526455,9.73236009732360e-6,102750.000000000,2865.15918116247,0.000549236738418858,1820.70850336559,7.10743180049124,1.2934842578188814,0.258658151269901,1.0,1.0,1.0,15652.0205915914,1.0,1.0,1.0,1.0,17.6896231088713,1.0,1.0,22139.4900488878,1.0,1.0,1.0,1.0,18.9885182328177,1.0,1.0,0.05859399839905244,0.03515926330883978,0.05397149457804348,0.0188122312692037,-0.004622503821008955,0.0188122312692037,0.0,0,0,0.0585939983990524,9.73236009732360e-6,102750.000000000,3440.30476314437,0.000490887913258769,2037.12491790943,7.68338772648960,1.2988951239463802,0,1.0,-0.21405919286519248,-0.2681337856874418,0.0,0.0,10.007702852970825,9,11,4.516524457463169,10000,19000,16.5000000000000,19.0000000000000,10000,6460.444312546363,25000,17.0000000000000,20.0000000000000,4.61445846983397,4.565660138281324,4.588089038236747,4.55997577593371,4498.71391195503,4994.606059945554,0.04861290572131658,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.006235382381673,9,11,4.549602918691954,10000,19000,16.5000000000000,19.0000000000000,6487.469457296322,10000,25000,17.0000000000000,20.0000000000000,4.614992990406095,4.5563989920070425,4.556739646051152,4.591898909359991,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,22,-121,11,11,19150.11714009722,11,98.58364513850202,500000,1,1,-111,121,111,1,5,11,11,11,1
2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13182.6214450786,1.0,1.0,1.0,1.0,17.2127466136153,1.0,1.0,1.0,20177.7895100358,1.0,1.0,18.5347147813248,1.0,1.0,1.0,0.049635736118355034,0.03192594348599531,0.055563186478261466,0.023637242992266154,0.005927450359906432,0.023637242992266154,0.005927450359906432,0.00592745035990643,0.296372517995322,0.0496357361183550,9.73236009732360e-6,102750.000000000,2914.32679209199,0.000532115464269004,1879.29137029264,7.01467673053055,1.3219681677095008,0.296372517995322,1.0,1.0,1.0,15218.8985101527,1.0,1.0,1.0,1.0,17.6142788530083,1.0,1.0,22040.4328563187,1.0,1.0,1.0,1.0,18.9034331916645,1.0,1.0,0.057167927409738084,0.03306242556181882,0.055563186478261466,0.022500760916442646,-0.0016047409314766184,0.022500760916442646,0.0,0,0,0.0571679274097381,9.73236009732360e-6,102750.000000000,3356.57402362891,0.000486905866329964,2053.78507253869,7.41017096367371,1.2891543386561348,0,1.0,-0.08492586972997068,-0.05516366400272209,0.0,0.0,10.19806988308476,9,11,4.523384776494389,10000,19000,16.5000000000000,19.0000000000000,10000,6995.168064957205,25000,17.0000000000000,20.0000000000000,4.61298096543249,4.563345229314135,4.589750955812451,4.557825012326456,4500.02720627591,5291.4799583089325,0.04725253667963728,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.204107889334631,9,11,4.534057167521976,10000,19000,16.5000000000000,19.0000000000000,6821.534346165944,10000,25000,17.0000000000000,20.0000000000000,4.61279065333598,4.555622725926242,4.556919209776138,4.589981635337957,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,22,-121,11,11,18872.742705106255,11,101.9638490752083,500000,1,1,-111,122,111,1,5,11,11,11,2
3,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16230.8354043549,1.0,1.0,1.0,1.0,17.7971807114526,1.0,1.0,1.0,22756.4760684102,1.0,1.0,19.1053303838529,1.0,1.0,1.0,0.060878196465299794,0.028932292828861783,0.05339230951481534,0.02446001668595356,-0.007485886950484452,0.02446001668595356,0.0,0,0,0.0608781964652998,9.73236009732360e-6,102750.000000000,3574.41982103403,0.000480228708022444,2082.34114973665,7.79451311635829,1.3081496724002488,0,1.0,1.0,1.0,14590.6265400448,1.0,1.0,1.0,1.0,17.4790033336645,1.0,1.0,21040.0088140217,1.0,1.0,1.0,1.0,18.7718660184517,1.0,1.0,0.05471733332369588,0.03138326296495553,0.05339230951481534,0.022009046549859815,-0.0013250238088805405,0.022009046549859815,0.0,0,0,0.0547173333236959,9.73236009732360e-6,102750.000000000,3212.68914229129,0.000511728746046427,1954.16030020966,7.46644302336882,1.2928626847871778,0,1.0,-0.16509075709481133,-0.22581117183559202,0.0,0.0,10.002667595094355,9,11,4.540830740933933,10000,19000,16.5000000000000,19.0000000000000,10000,6525.640664055291,25000,17.0000000000000,20.0000000000000,4.617284920106087,4.556406723640787,4.588867474869987,4.559935182041126,4501.296116947204,4988.451093735908,0.04817820020239833,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.012560310295695,9,11,4.541561879727567,10000,19000,16.5000000000000,19.0000000000000,6449.38227397694,10000,25000,17.0000000000000,20.0000000000000,4.615730026722238,4.561012693398542,4.559732213714271,4.591115476679226,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,22,-121,11,11,18907.73389400318,11,110.17000254905885,500000,1,1,-111,121,111,1,5,11,11,11,3
4,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15646.4963611303,1.0,1.0,1.0,1.0,17.6781523240802,1.0,1.0,1.0,22749.9376339065,1.0,1.0,19.0218245620099,1.0,1.0,1.0,0.058693304193725204,0.024070851660099812,0.05522974022104012,0.03115888856094031,-0.003463563972685081,0.03115888856094031,0.0,0,0,0.0586933041937252,9.73236009732360e-6,102750.000000000,3446.13543194587,0.000479338050697729,2086.21034475437,7.49996106599331,1.3436722379297767,0,1.0,1.0,1.0,13519.3699587840,1.0,1.0,1.0,1.0,17.3084796748059,1.0,1.0,20657.1841720339,1.0,1.0,1.0,1.0,18.6586538269596,1.0,1.0,0.0510179546638545,0.02740503294107377,0.05522974022104012,0.027824707279966353,0.00421178555718562,0.027824707279966353,0.00421178555718562,0.00421178555718562,0.210589277859281,0.0510179546638545,9.73236009732360e-6,102750.000000000,2995.48276669203,0.000522993933758665,1912.06806704846,7.07054847668316,1.350174152153746,0.210589277859281,1.0,-0.18595280859481728,-0.25693700451676205,0.0,0.0,10.17819125808685,9,11,4.540302222624914,10000,19000,16.5000000000000,19.0000000000000,10000,7103.441272776172,25000,17.0000000000000,20.0000000000000,4.613927703529263,4.5552343993355375,4.591020821959264,4.566949970299164,4500.304828474197,5286.587809331083,0.04701532927409595,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.237931198122713,9,11,4.513252457704406,10000,19000,16.5000000000000,19.0000000000000,7137.814213249925,10000,25000,17.0000000000000,20.0000000000000,4.610670215808468,4.559652261144613,4.562133520806094,4.589538553747167,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,22,-121,11,11,19036.706099873394,11,117.37791944802673,500000,1,1,-111,122,111,1,5,11,11,11,4
5,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16411.3292517459,1.0,1.0,1.0,1.0,17.8051222874269,1.0,1.0,1.0,22871.8910807039,1.0,1.0,19.0974654249811,1.0,1.0,1.0,0.06179131681025396,0.02675077222866218,0.05415092340207793,0.02740015117341575,-0.00764039340817603,0.02740015117341575,0.0,0,0,0.0617913168102540,9.73236009732360e-6,102750.000000000,3628.03302985920,0.000475667168789825,2102.31032455774,7.80633052125560,1.2923431375541565,0,1.0,1.0,1.0,14381.9300701698,1.0,1.0,1.0,1.0,17.4017756413704,1.0,1.0,20900.4658239629,1.0,1.0,1.0,1.0,18.7057156347246,1.0,1.0,0.053931332431532475,0.026705101791828056,0.05415092340207793,0.027445821610249874,0.00021959097054545518,0.027445821610249874,0.00021959097054545518,0.000219590970545455,0.0109795485272728,0.0539313324315325,9.73236009732360e-6,102750.000000000,3166.53966133712,0.000515837859620090,1938.59365176587,7.41874402460222,1.3039399933542073,0.0109795485272728,1.0,-0.08544238047070218,-0.13800911999784532,0.0,0.0,9.998791766171298,9,11,4.52347845697061,10000,19000,16.5000000000000,19.0000000000000,10000,6460.5618289579925,25000,17.0000000000000,20.0000000000000,4.618555141532466,4.556763824722212,4.591126229170063,4.564375456941401,4500.220200075609,4999.107157550297,0.048746920533344514,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,9.983031616768178,9,11,4.541844286926387,10000,19000,16.5000000000000,19.0000000000000,6518.535753793105,10000,25000,17.0000000000000,20.0000000000000,4.612475855295464,4.558544522863931,4.566903913414041,4.593609015205869,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,22,-121,11,11,19005.58617827495,11,102.8688107165502,500000,1,1,-111,121,111,1,5,11,11,11,5
6,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14108.8630579900,1.0,1.0,1.0,1.0,17.4297623592923,1.0,1.0,1.0,21298.9622930257,1.0,1.0,18.7869627440849,1.0,1.0,1.0,0.05234056353623284,0.025654140677433546,0.0570557265154111,0.03140158583797755,0.004715162979178254,0.03140158583797755,0.004715162979178254,0.00471516297917825,0.235758148958913,0.0523405635362328,9.73236009732360e-6,102750.000000000,3073.13880191310,0.000514159824230268,1944.92053418811,7.25421054998507,1.3572003847926835,0.235758148958913,1.0,1.0,1.0,13408.2320222638,1.0,1.0,1.0,1.0,17.2707443082098,1.0,1.0,20350.7921169996,1.0,1.0,1.0,1.0,18.5812192994461,1.0,1.0,0.05046111469677328,0.02228868643292259,0.0570557265154111,0.03476704008248851,0.0065946118186378175,0.03476704008248851,0.0065946118186378175,0.00659461181863782,0.329730590931891,0.0504611146967733,9.73236009732360e-6,102750.000000000,2962.78830576769,0.000526279513691852,1900.13096459901,7.05647782814450,1.310474991236332,0.329730590931891,1.0,-0.11281649720750615,-0.12463535059913161,0.0,0.0,10.175551809307189,9,11,4.591026949126713,10000,19000,16.5000000000000,19.0000000000000,10000,7190.099235035709,25000,17.0000000000000,20.0000000000000,4.61043562879026,4.558095065254027,4.589660259018665,4.564006118341231,4498.469530320981,5297.743292442419,0.04844769425239065,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.214266480065296,9,11,4.525545073929794,10000,19000,16.5000000000000,19.0000000000000,6942.560094735816,10000,25000,17.0000000000000,20.0000000000000,4.615694290212654,4.565233175515881,4.565832089933317,4.58812077636624,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,22,-121,11,11,19251.211143297074,11,111.27786972080682,500000,1,1,-111,122,111,1,5,11,11,11,6
7,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,18173.3881570612,1.0,1.0,1.0,1.0,18.1803744315463,1.0,1.0,1.0,24768.3219874983,1.0,1.0,19.5096659511604,1.0,1.0,1.0,0.0682769375264014,0.03256141337886742,0.05159190346536102,0.0190304900864936,-0.016685034061040382,0.0190304900864936,0.0,0,0,0.0682769375264014,9.73236009732360e-6,102750.000000000,4008.83161762157,0.000451011765613153,2217.23705730935,8.19641187988934,1.329291519614101,0,1.0,1.0,1.0,15275.3425924046,1.0,1.0,1.0,1.0,17.6104097722716,1.0,1.0,21771.2588192774,1.0,1.0,1.0,1.0,18.9197430536237,1.0,1.0,0.05753653016981897,0.03293301561645556,0.05159190346536102,0.01865888784890546,-0.005944626704457945,0.01865888784890546,0.0,0,0,0.0575365301698190,9.73236009732360e-6,102750.000000000,3378.21627139937,0.000497576729535529,2009.74028856507,7.60065500966345,1.309333281352018,0,1.0,-0.10235811119657767,-0.2413974265817196,0.0,0.0,9.983962551656985,9,11,4.533337862627276,10000,19000,16.5000000000000,19.0000000000000,10000,6594.933830437119,25000,17.0000000000000,20.0000000000000,4.615777624906935,4.547500687380533,4.593544161287332,4.560982747908464,4500.7505537456855,4961.239677773357,0.046803279658267145,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.009754762608189,9,11,4.521718375975092,10000,19000,16.5000000000000,19.0000000000000,6495.916226872818,10000,25000,17.0000000000000,20.0000000000000,4.615479077641593,4.557942547471774,4.560148068431415,4.593081084047871,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,22,-121,11,11,18945.95265097589,11,116.87399351589784,500000,1,1,-111,121,111,1,5,11,11,11,7
8,0.0,0.004832995662699263,0.00483299566269926,0.004832995662699263,0.0,1.0,1.0,1.0,18372.9550050236,1.0,1.0,1.0,1.0,18.2017491899496,1.0,1.0,1.0,25400.3595677224,0.0,0.0,19.5283267806340,1.0,1.0,1.0,0.06910024364650091,0.023618218317583484,0.056214004405283687,0.0325957860877002,-0.012886239241217227,0.0325957860877002,0.0,0,0,0.0691002436465009,9.73236009732360e-6,102750.000000000,4057.17144838741,0.000435249189867692,2297.53443149195,7.99681378141210,1.326577590684375,0,1.0,1.0,1.0,12704.8854235702,1.0,1.0,1.0,1.0,17.1354314078790,1.0,1.0,19619.7251103344,1.0,1.0,1.0,1.0,18.4407598957715,1.0,1.0,0.04745504937816225,0.01983025050591003,0.056214004405283687,0.03638375389937366,0.008758955027121436,0.03638375389937366,0.008758955027121436,0.00875895502712144,0.437947751356072,0.0474550493781623,9.73236009732360e-6,102750.000000000,2786.28932777496,0.000547672326444669,1825.90931057574,6.95811415713964,1.3053284878924962,0.442780747018771,0.0,-0.14023142346300374,0.004832995662699263,0.0,0.0,10.204935408537478,9,11,4.528513334659859,10000,19000,16.5000000000000,19.0000000000000,10000,7027.404562698723,25000,17.0000000000000,20.0000000000000,4.62215787994296,4.553057636296459,4.585728419328065,4.562110201010482,4498.80702805181,5297.394296456732,0.04773968935304291,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.177317250739355,9,11,4.559786845150032,10000,19000,16.5000000000000,19.0000000000000,6914.8396867642,10000,25000,17.0000000000000,20.0000000000000,4.6153344535750795,4.567879404196917,4.57009745172507,4.58992770223098,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,22,-121,11,11,18837.777646651637,11,106.58871919621765,500000,1,1,-111,122,111,1,5,11,11,11,8
9,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17304.2012103860,1.0,1.0,1.0,1.0,18.0212740624232,1.0,1.0,1.0,23787.8866882150,1.0,1.0,19.3162300868940,1.0,1.0,1.0,0.06470964251292877,0.021954398982122036,0.054194406669929474,0.03224000768780744,-0.010515235842999293,0.03224000768780744,0.0,0,0,0.0647096425129288,9.73236009732360e-6,102750.000000000,3799.38043897339,0.000462926107206184,2160.17196790892,8.01056650463653,1.2949560244707727,0,1.0,1.0,1.0,16095.0135162078,1.0,1.0,1.0,1.0,17.8440542040902,1.0,1.0,22657.7660783158,1.0,1.0,1.0,1.0,19.1548019256559,1.0,1.0,0.0594509336170832,0.022770567321639845,0.054194406669929474,0.03142383934828963,-0.005256526947153728,0.03142383934828963,0.0,0,0,0.0594509336170832,9.73236009732360e-6,102750.000000000,3490.61910237446,0.000486207430883100,2056.73532834267,7.82551517174415,1.3107477215656627,0,1.0,-0.1527287793804874,-0.18792767830889878,0.0,0.0,10.010707557786679,9,11,4.5544797338225145,10000,19000,16.5000000000000,19.0000000000000,10000,6483.685477829012,25000,17.0000000000000,20.0000000000000,4.616603160520251,4.551893518007322,4.5815133676382915,4.5595589686561695,4500.130880892263,5006.876955901871,0.04870939013979697,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.018539032346096,9,11,4.6109337754037165,10000,19000,16.5000000000000,19.0000000000000,6562.7525621079985,10000,25000,17.0000000000000,20.0000000000000,4.616468168374806,4.557017234757723,4.563473951652675,4.586244518974315,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,22,-121,11,11,18818.82797310447,11,104.97218952809554,500000,1,1,-111,121,111,1,5,11,11,11,9
