,MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_KstiffMachine,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_REF,PF_M1_T1_AleakPF_deltaD_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,MV2_DmvMax,HU_T2_DboreMin,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_E_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15385.2482581934,1.0,1.0,1.0,1.0,17.6064369070580,1.0,1.0,21913.3809963544,1.0,1.0,1.0,18.9223751674720,1.0,1.0,1.0,0.05688627311947059,0.03452641112163324,0.051634760616540355,0.017108349494907117,-0.005251512502930232,0.017108349494907117,0.0,0,0,0.0568862731194706,9.50655127836018e-6,105190.617577197,3419.37268634413,0.000494030884458630,2024.16494890966,7.60078780461091,1.3159382604140462,0,1.0,1.0,1.0,16458.9196439255,1.0,1.0,1.0,17.8340849148844,1.0,1.0,1.0,1.0,22940.6118328308,1.0,1.0,19.1406617088499,1.0,1.0,1.0,0.060541074485492175,0.03492711816587857,0.051634760616540355,0.016707642450661787,-0.00890631386895182,0.016707642450661787,0.0,0,0,0.0605410744854922,9.50655127836018e-6,105190.617577197,3639.05886509487,0.000476375905035378,2099.18257709893,7.84063274127955,1.3065767939654824,0,1.0,-0.101146587592122,-0.058986952083583996,0.0,0.0,10.005649102447084,9,11,4.499435911048005,10000,19000,16.5000000000000,19.0000000000000,6528.132738160907,10000,25000,17.0000000000000,20.0000000000000,4.612385523926348,4.555499250806878,4.592704671567777,4.558178260446144,0.04681533607036419,4497.792747598315,4960.81992183045,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,3000.00000000000,105000.000000000,0.0500000000000000,9.993452173604839,9,11,4.522850619921587,10000,19000,16.5000000000000,19.0000000000000,10000,6481.692188905325,25000,17.0000000000000,20.0000000000000,4.619224973251007,4.558683898765515,4.594541002641288,4.559613884475409,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,12,21133.223973999,11,100.23438550975757,500000,1,1,-111,121,111,1,8,11,11,11,0
1,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16096.0337074849,1.0,1.0,1.0,1.0,17.8053774597960,1.0,1.0,23022.0496534572,1.0,1.0,1.0,19.1115075131310,1.0,1.0,1.0,0.05892932586626198,0.029152124826347325,0.056369319070935245,0.02721719424458792,-0.0025600067953267386,0.02721719424458792,0.0,0,0,0.0589293258662620,9.50655127836018e-6,105190.617577197,3542.17838930286,0.000470895322467987,2123.61421378949,7.57954698314167,1.3061300533350695,0,1.0,1.0,1.0,17178.0484993431,1.0,1.0,1.0,17.9793118975495,1.0,1.0,1.0,1.0,24036.2485024870,1.0,1.0,19.2726530053040,1.0,1.0,1.0,0.06301274532695089,0.02763276503218659,0.056369319070935245,0.028736554038748655,-0.006643426256015647,0.028736554038748655,0.0,0,0,0.0630127453269509,9.50655127836018e-6,105190.617577197,3787.62834067235,0.000452600627878127,2209.45340860038,7.77479553652358,1.293341107754467,0,1.0,-0.16610234319180292,-0.046694402657525697,0.0,0.0,10.2258304766543,9,11,4.544105897120773,10000,19000,16.5000000000000,19.0000000000000,6926.015945972326,10000,25000,17.0000000000000,20.0000000000000,4.616714491502833,4.557785165636571,4.590075993794945,4.560923868968597,0.047825429180656034,4498.970567725292,5302.700085866222,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.204516361025899,9,11,4.535304669384159,10000,19000,16.5000000000000,19.0000000000000,10000,6858.2000031439275,25000,17.0000000000000,20.0000000000000,4.6176443100802596,4.554631564753309,4.591974348883264,4.5643415838510775,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,12,20917.01327877876,11,92.82088006600576,500000,1,1,-111,122,111,1,8,11,11,11,1
2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16977.5576641419,1.0,1.0,1.0,1.0,17.9461882604650,1.0,1.0,24127.0374863866,1.0,1.0,1.0,19.2986152039822,1.0,1.0,1.0,0.06235817829047097,0.02407705619696543,0.05573906261480611,0.03166200641784068,-0.006619115675664859,0.03166200641784068,0.0,0,0,0.0623581782904710,9.50655127836018e-6,105190.617577197,3748.28302020778,0.000455953202519676,2193.20753637397,7.74097178792797,1.3524269435171299,0,1.0,1.0,1.0,15911.2744840605,1.0,1.0,1.0,17.7859766086468,1.0,1.0,1.0,1.0,22776.3151483503,1.0,1.0,19.0845977941824,1.0,1.0,1.0,0.05796431876053454,0.03264383023375039,0.05573906261480611,0.023095232381055715,-0.002225256145728431,0.023095232381055715,0.0,0,0,0.0579643187605345,9.50655127836018e-6,105190.617577197,3484.17285020694,0.000476176550600524,2100.06141364766,7.57657579947806,1.2986211855356018,0,1.0,-0.19107257175385484,-0.14549108292735416,0.0,0.0,10.205216472537078,9,11,4.529422557638344,10000,19000,16.5000000000000,19.0000000000000,7149.479822244725,10000,25000,17.0000000000000,20.0000000000000,4.616554423374237,4.554196245083766,4.587692318970933,4.5636152627739675,0.04745341457294198,4500.579501878176,5286.407414844712,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.209400809168782,9,11,4.566729369673916,10000,19000,16.5000000000000,19.0000000000000,10000,6865.040664289835,25000,17.0000000000000,20.0000000000000,4.615709539841048,4.557745221080514,4.593735095413419,4.561091265179669,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,12,20996.745938248332,11,111.63121415224238,500000,1,1,-111,122,111,1,8,11,11,11,2
3,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16343.0901120565,1.0,1.0,1.0,1.0,17.7756123982340,1.0,1.0,22802.4714901578,1.0,1.0,1.0,19.0655278832554,1.0,1.0,1.0,0.06020581188642016,0.02648528683508644,0.05263124127008527,0.026145954434998828,-0.007574570616334889,0.026145954434998828,0.0,0,0,0.0602058118864202,9.50655127836018e-6,105190.617577197,3618.90659089662,0.000476023000425532,2100.73882796854,7.77968679136598,1.2899154850213481,0,1.0,1.0,1.0,15691.6422046043,1.0,1.0,1.0,17.6569851513451,1.0,1.0,1.0,1.0,22202.1654899968,1.0,1.0,18.9571134933394,1.0,1.0,1.0,0.05784795115305297,0.028870552850290387,0.05263124127008527,0.02376068841979488,-0.005216709882967699,0.02376068841979488,0.0,0,0,0.0578479511530530,9.50655127836018e-6,105190.617577197,3477.17811849439,0.000487285966985522,2052.18304599712,7.64631704526146,1.300128341994294,0,1.0,-0.18084235188786038,-0.1293154593291393,0.0,0.0,9.995925606868068,9,11,4.516029828779662,10000,19000,16.5000000000000,19.0000000000000,6459.381378101374,10000,25000,17.0000000000000,20.0000000000000,4.612167136268416,4.551961324381995,4.587523311846603,4.561038025011516,0.047304611006975264,4500.798122819591,5007.600461509671,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.010668106083616,9,11,4.512751912576398,10000,19000,16.5000000000000,19.0000000000000,10000,6510.523285392429,25000,17.0000000000000,20.0000000000000,4.615088268200271,4.557240317047218,4.585577110331074,4.5567065574807835,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,12,21011.779434372096,11,97.52233972371232,500000,1,1,-111,121,111,1,8,11,11,11,3
4,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16184.9818832904,1.0,1.0,1.0,1.0,17.8277458956651,1.0,1.0,23122.6642287009,1.0,1.0,1.0,19.1400323037682,1.0,1.0,1.0,0.05912008942937952,0.035481936264628366,0.05598460682568233,0.02050267056105396,-0.0031354826036971914,0.02050267056105396,0.0,0,0,0.0591200894293795,9.50655127836018e-6,105190.617577197,3553.64498188318,0.000470554640070506,2125.15171426248,7.61591832463937,1.3122864081031231,0,1.0,1.0,1.0,16480.7393465156,1.0,1.0,1.0,17.8208007891874,1.0,1.0,1.0,1.0,23275.2300011648,1.0,1.0,19.1060019979135,1.0,1.0,1.0,0.06068500357269446,0.03268677558412314,0.05598460682568233,0.023297831241559187,-0.004700396747012135,0.023297831241559187,0.0,0,0,0.0606850035726945,9.50655127836018e-6,105190.617577197,3647.71028770637,0.000463298008143134,2158.43794366380,7.63549371196686,1.285201208726159,0,1.0,-0.10888898202215003,-0.28099412065131596,0.0,0.0,10.211827571025742,9,11,4.5544734957495665,10000,19000,16.5000000000000,19.0000000000000,6937.682345410566,10000,25000,17.0000000000000,20.0000000000000,4.613847931314161,4.554727841884781,4.589491011136111,4.554009074871483,0.04765449628879844,4500.08825468154,5286.713557781041,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.185307077220498,9,11,4.518105344621125,10000,19000,16.5000000000000,19.0000000000000,10000,6794.4906546491675,25000,17.0000000000000,20.0000000000000,4.620716858417303,4.560031854844609,4.59625883110654,4.563572055522417,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,12,20957.92104972742,11,94.49887503873273,500000,1,1,-111,122,111,1,8,11,11,11,4
5,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16886.3169826572,1.0,1.0,1.0,1.0,17.8957822812650,1.0,1.0,23383.4180132035,1.0,1.0,1.0,19.1948236618549,1.0,1.0,1.0,0.062108798657808606,0.025954883049648103,0.052785899519640536,0.026831016469992433,-0.00932289913816807,0.026831016469992433,0.0,0,0,0.0621087986578086,9.50655127836018e-6,105190.617577197,3733.29307873867,0.000467801724199052,2137.65779019338,7.89944819985878,1.2990413805899368,0,1.0,1.0,1.0,14487.1286606564,1.0,1.0,1.0,17.4277666332788,1.0,1.0,1.0,1.0,20933.1857724045,1.0,1.0,18.7166022063194,1.0,1.0,1.0,0.05326720047859457,0.02761045134958451,0.052785899519640536,0.025175448170056028,-0.00048130095895403124,0.025175448170056028,0.0,0,0,0.0532672004785946,9.50655127836018e-6,105190.617577197,3201.83412282956,0.000512262682191241,1952.12346080419,7.42121538495742,1.2888355730406098,0,1.0,-0.08381132848807174,-0.1307242466002629,0.0,0.0,9.996334081406177,9,11,4.523169391341332,10000,19000,16.5000000000000,19.0000000000000,6497.101030546305,10000,25000,17.0000000000000,20.0000000000000,4.616619992336088,4.554511193678279,4.5860520877529405,4.560097204703292,0.04749975370820078,4500.59636994182,5001.458096427814,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.006551248321344,9,11,4.524634351717639,10000,19000,16.5000000000000,19.0000000000000,10000,6446.0571117481395,25000,17.0000000000000,20.0000000000000,4.607836596189717,4.554569395711122,4.588091166824156,4.560480715474571,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,12,21077.262631109214,11,93.74306742962621,500000,1,1,-111,121,111,1,8,11,11,11,5
6,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15465.4648893525,1.0,1.0,1.0,1.0,17.6015883086558,1.0,1.0,22412.1621770401,1.0,1.0,1.0,18.9090325479741,1.0,1.0,1.0,0.05696558677921626,0.030592650205640837,0.05593813141576463,0.025345481210123796,-0.0010274553634516265,0.025345481210123796,0.0,0,0,0.0569655867792163,9.50655127836018e-6,105190.617577197,3424.14014511610,0.000480255034399943,2082.22700101302,7.42736737244710,1.307444239318341,0,1.0,1.0,1.0,14789.4071056825,1.0,1.0,1.0,17.5555595706045,1.0,1.0,1.0,1.0,21915.6150519717,1.0,1.0,18.8967896748836,1.0,1.0,1.0,0.053780156370665466,0.027917344028534075,0.05593813141576463,0.02802078738723056,0.002157975045099167,0.02802078738723056,0.002157975045099167,0.00215797504509917,0.107898752254958,0.0537801563706655,9.50655127836018e-6,105190.617577197,3232.66734973059,0.000497552980101690,2009.83621843772,7.35851357936943,1.341230104279087,0.107898752254958,1.0,-0.106188903996637,-0.1949351805102517,0.0,0.0,10.174220936208703,9,11,4.516598104610617,10000,19000,16.5000000000000,19.0000000000000,6946.697287687565,10000,25000,17.0000000000000,20.0000000000000,4.612768422972522,4.555802836193306,4.5905881964097555,4.559995546204115,0.04738992699770075,4501.25154238787,5313.188187137792,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.197045991235067,9,11,4.574985764283795,10000,19000,16.5000000000000,19.0000000000000,10000,7126.207946289234,25000,17.0000000000000,20.0000000000000,4.613965187600861,4.560185031230196,4.589505117760846,4.561587773732312,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,12,21041.09830525519,11,97.29934921698315,500000,1,1,-111,122,111,1,8,11,11,11,6
7,0.0,0.04050032131707029,0.0405003213170703,0.0,0.04050032131707029,1.0,1.0,1.0,15586.8012975015,1.0,1.0,1.0,1.0,17.6401643477045,1.0,1.0,22096.1370022594,1.0,1.0,1.0,18.9378623266514,1.0,1.0,1.0,0.05732157870898291,0.027239166908987755,0.053350470536855196,0.02611130362786744,-0.003971108172127716,0.02611130362786744,0.0,0,0,0.0573215787089829,9.50655127836018e-6,105190.617577197,3445.53843708447,0.000489589910717153,2042.52575085789,7.63114065560975,1.2976979789468468,0,1.0,1.0,1.0,17925.4634273244,1.0,1.0,1.0,18.1355530639086,1.0,1.0,1.0,1.0,24488.8700260193,1.0,1.0,19.4440305897961,1.0,1.0,1.0,0.06559913495115755,0.03113690207679376,0.053350470536855196,0.022213568460061436,-0.012248664414302349,0.022213568460061436,0.0,0,0,0.0655991349511575,9.50655127836018e-6,105190.617577197,3943.09343888123,0.000452967500012569,2207.66390518581,8.11965235524185,1.3084775258874835,0.0405003213170703,1.0,-0.0777156718806265,0.04050032131707029,0.0,0.0,10.009023692094775,9,11,4.523763580675833,10000,19000,16.5000000000000,19.0000000000000,6509.335704757978,10000,25000,17.0000000000000,20.0000000000000,4.612764553292753,4.55544297458377,4.588321076811767,4.5610819099027795,0.04785887591566094,4499.738559250598,5016.063683816987,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.015900708666727,9,11,4.54604074318115,10000,19000,16.5000000000000,19.0000000000000,10000,6563.406598694906,25000,17.0000000000000,20.0000000000000,4.623177390429749,4.5575782554785915,4.588625773361827,4.557488871285034,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,12,21121.289356272635,11,102.88438176587438,500000,1,1,-111,121,111,1,8,11,11,11,7
8,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12779.1930847610,1.0,1.0,1.0,1.0,17.1191540279243,1.0,1.0,19756.6067360531,1.0,1.0,1.0,18.4378781207303,1.0,1.0,1.0,0.04716153842008275,0.02811563739985168,0.056213862558798344,0.028098225158946666,0.009052324138715595,0.028098225158946666,0.009052324138715595,0.00905232413871560,0.452616206935780,0.0471615384200827,9.50655127836018e-6,105190.617577197,2834.82934417098,0.000541753904776077,1845.85656177841,6.92317775355674,1.318724092806025,0.452616206935780,1.0,1.0,1.0,14747.1736510526,1.0,1.0,1.0,17.5483033762382,1.0,1.0,1.0,1.0,21842.2628555302,1.0,1.0,18.8892680290677,1.0,1.0,1.0,0.054014362366977764,0.026053888151417404,0.056213862558798344,0.03015997440738094,0.0021995001918205803,0.03015997440738094,0.0021995001918205803,0.00219950019182058,0.109975009591029,0.0540143623669778,9.50655127836018e-6,105190.617577197,3246.74522024052,0.000496999745681817,2012.07346419893,7.32934155409872,1.3409646528294894,0.109975009591029,1.0,-0.12335782570581542,-0.048809893306887994,0.0,0.0,10.195976274367522,9,11,4.507923240966099,10000,19000,16.5000000000000,19.0000000000000,6977.413651292007,10000,25000,17.0000000000000,20.0000000000000,4.607506800132747,4.560345261712664,4.589171429987963,4.561055792588111,0.04780424469900012,4499.4928202779565,5291.033726732961,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.218961822139514,9,11,4.54214071344967,10000,19000,16.5000000000000,19.0000000000000,10000,7095.089204477585,25000,17.0000000000000,20.0000000000000,4.6114697395175765,4.557455377150599,4.5891213472720915,4.563067459120674,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,12,20991.764263070192,11,113.81463324895975,500000,1,1,-111,122,111,1,8,11,11,11,8
9,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14857.3337903959,1.0,1.0,1.0,1.0,17.4898916279564,1.0,1.0,21387.9911413690,1.0,1.0,1.0,18.7913663430553,1.0,1.0,1.0,0.05468859574417628,0.02227492126957653,0.055001971373881894,0.032727050104305364,0.0003133756297056117,0.032727050104305364,0.0003133756297056117,0.000313375629705612,0.0156687814852806,0.0546885957441763,9.50655127836018e-6,105190.617577197,3287.27266329119,0.000503490485044832,1986.13485200412,7.48052619659942,1.301474715098888,0.0156687814852806,1.0,1.0,1.0,17545.5320768507,1.0,1.0,1.0,18.0425068949157,1.0,1.0,1.0,1.0,24095.2656966043,1.0,1.0,19.3477832612332,1.0,1.0,1.0,0.06445457272627575,0.028467675574147755,0.055001971373881894,0.02653429579973414,-0.009452601352393855,0.02653429579973414,0.0,0,0,0.0644545727262757,9.50655127836018e-6,105190.617577197,3874.29503471504,0.000457398412753484,2186.27780971106,8.02529852286682,1.3052763663174622,0,1.0,-0.08061669318099837,-0.09257817948770236,0.0,0.0,10.009365431357024,9,11,4.519653619338323,10000,19000,16.5000000000000,19.0000000000000,6530.65735097302,10000,25000,17.0000000000000,20.0000000000000,4.61295839355382,4.558269797809643,4.5848195614846174,4.562544640215041,0.04934093406489329,4501.427646011273,5017.890301831036,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.017208372048893,9,11,4.528703136864012,10000,19000,16.5000000000000,19.0000000000000,10000,6549.733619753648,25000,17.0000000000000,20.0000000000000,4.618011314131462,4.5535567414051865,4.588128782399698,4.55966110682555,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,12,20866.28508761209,11,101.42510542248495,500000,1,1,-111,121,111,1,8,11,11,11,9
