MV1_AleakMV,MV2_AleakMV,HU_Ch1_T2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0_LTL,PF_M1_T1_s0,PF_M1_T1_s0_UTL,PF_M1_T1_Force_LTL,MV1_LmvPF,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_Fmax_LTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,HU_T1_DboreMax,MV1_DmvMin,PF_M1_KstiffMachine_REF,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_REF,PF_M1_T1_AleakPF_deltaD_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0_LTL,PF_M1_T2_s0,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,MV2_DmvMax,HU_T2_DboreMin,HU_T2_DboreMax,MV2_DmvMin,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_E_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,17460.9108050585,1.0,1.0,18.0649180592276,1.0,1.0,1.0,1.0,24377.1391992887,1.0,1.0,1.0,19.3678391568356,1.0,1.0,0.06379762026647917,0.031942193893899073,0.05675234121186165,0.024810147317962578,-0.00704527905461752,0.024810147317962578,0.0,0,0,0.0637976202664792,9.50655127836018e-6,105190.617577197,3834.80632902083,0.000449155433667823,2226.40076250210,7.84266296488123,1.3029210976079995,0,1.0,1.0,1.0,15081.9058262378,1.0,1.0,1.0,1.0,17.5620040671109,1.0,1.0,1.0,22203.7925543367,1.0,1.0,18.9036683303321,1.0,1.0,1.0,0.05556100262897967,0.020379712549521756,0.05675234121186165,0.036372628662339895,0.001191338582881979,0.036372628662339895,0.001191338582881979,0.00119133858288198,0.0595669291440989,0.0555610026289797,9.50655127836018e-6,105190.617577197,3339.71210271465,0.000487813078871142,2049.96553662341,7.35715091634170,1.3416642632212024,0.0595669291440989,1.0,-0.08196051282454458,-0.13158568071939697,0.0,0.0,9,10.222255094346355,11,10000,4.5532705714285555,19000,16.5000000000000,19.0000000000000,10000,6916.2283942302,25000,17.0000000000000,20.0000000000000,4.551895859839558,4.615693480106037,4.56001119602541,4.5919533899193095,4500.783459801499,5308.248064236224,0.04811945401577806,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.204853150769168,11,4.5159299252108145,10000,19000,16.5000000000000,19.0000000000000,10000,7121.886728098868,25000,17.0000000000000,20.0000000000000,4.609813002805854,4.5542520001768745,4.565016882465345,4.585396595014867,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,12,21038.37934418305,11,99.0782687939146,500000,1,1,-111,122,111,1,8,11,11,11,0
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,16267.7850777095,1.0,1.0,17.7916169877763,1.0,1.0,1.0,1.0,22788.3484273870,1.0,1.0,1.0,19.0934362924856,1.0,1.0,0.05958951384357025,0.032701802740274566,0.056083830516286834,0.023382027776012268,-0.003505683327283418,0.023382027776012268,0.0,0,0,0.0595895138435703,9.50655127836018e-6,105190.617577197,3581.86157847434,0.000478832721967465,2088.41199467556,7.78954780914134,1.3018193047093034,0,1.0,1.0,1.0,16835.2426194060,1.0,1.0,1.0,1.0,17.8955416271134,1.0,1.0,1.0,23367.3413356805,1.0,1.0,19.1996639480066,1.0,1.0,1.0,0.061667498496910333,0.03579526188761939,0.056083830516286834,0.020288568628667444,-0.0055836679806234996,0.020288568628667444,0.0,0,0,0.0616674984969103,9.50655127836018e-6,105190.617577197,3706.76700076050,0.000469425157449337,2130.26503614248,7.90288641731244,1.304122320893288,0,1.0,-0.13660398922079983,-0.16408764146538893,0.0,0.0,9,10.002069178634912,11,10000,4.541712380923054,19000,16.5000000000000,19.0000000000000,10000,6520.563349677459,25000,17.0000000000000,20.0000000000000,4.552361136557847,4.611950650401417,4.560742425597226,4.593444228337501,4500.758500939814,5008.808308564377,0.05039517613996976,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,0.0500000000000000,3000.00000000000,9,9.992655209800917,11,4.541759062803781,10000,19000,16.5000000000000,19.0000000000000,10000,6532.098716274559,25000,17.0000000000000,20.0000000000000,4.618422192638265,4.556754694141355,4.559043883999439,4.594839145887058,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,12,21170.91083943152,11,105.98605959782846,500000,1,1,-111,121,111,1,8,11,11,11,1
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,15537.6586776846,1.0,1.0,17.6235987397621,1.0,1.0,1.0,1.0,22410.4993180462,1.0,1.0,1.0,18.9205142918085,1.0,1.0,0.05753761478885089,0.027354677233896396,0.05686433011923507,0.029509652885338675,-0.0006732846696158173,0.029509652885338675,0.0,0,0,0.0575376147888509,9.50655127836018e-6,105190.617577197,3458.52413346177,0.000477842205420420,2092.74105270833,7.42454908961452,1.2969155520463886,0,1.0,1.0,1.0,16574.0056909573,1.0,1.0,1.0,1.0,17.8358189848183,1.0,1.0,1.0,23442.1430101080,1.0,1.0,19.1318470129508,1.0,1.0,1.0,0.06093048057650208,0.02401681070602102,0.05686433011923507,0.03284751941321405,-0.0040661504572670065,0.03284751941321405,0.0,0,0,0.0609304805765021,9.50655127836018e-6,105190.617577197,3662.46564635295,0.000461741634862999,2165.71330046229,7.65290848397126,1.2960280281325014,0,1.0,-0.24517335129696388,-0.24544344532284162,0.0,0.0,9,10.19904965014761,11,10000,4.492569106965384,19000,16.5000000000000,19.0000000000000,10000,6872.840640361594,25000,17.0000000000000,20.0000000000000,4.557150150567097,4.6146877653559475,4.562482110227366,4.5898367874612624,4501.682611020524,5299.374064500202,0.048304792786737126,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.18291050084706,11,4.525368233135921,10000,19000,16.5000000000000,19.0000000000000,10000,6868.1373191507155,25000,17.0000000000000,20.0000000000000,4.618290136810923,4.5573596562344205,4.565387625506573,4.589404436212594,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,12,20998.665179179447,11,107.6487684338616,500000,1,1,-111,122,111,1,8,11,11,11,2
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,16563.3900243190,1.0,1.0,17.7849352589251,1.0,1.0,1.0,1.0,23091.5426801938,1.0,1.0,1.0,19.0838306598826,1.0,1.0,0.06144169910505948,0.02602184745852032,0.05328561129556192,0.0272637638370416,-0.008156087809497559,0.0272637638370416,0.0,0,0,0.0614416991050595,9.50655127836018e-6,105190.617577197,3693.19444220202,0.000469736599849874,2128.85263852039,7.78043051201094,1.298895400957423,0,1.0,1.0,1.0,16803.2353413039,1.0,1.0,1.0,1.0,17.8590790937099,1.0,1.0,1.0,23273.2997093497,1.0,1.0,19.1464167671006,1.0,1.0,1.0,0.06188688960312305,0.01868547263211351,0.05328561129556192,0.03460013866344841,-0.008601278307561133,0.03460013866344841,0.0,0,0,0.0618868896031231,9.50655127836018e-6,105190.617577197,3719.95436416248,0.000467788796729727,2137.71686494187,7.86036524147495,1.2873376733907025,0,1.0,-0.08155366450052295,-0.18626110388840303,0.0,0.0,9,10.004504746914188,11,10000,4.4848410457488175,19000,16.5000000000000,19.0000000000000,10000,6528.152655874782,25000,17.0000000000000,20.0000000000000,4.557578473091085,4.619020172196144,4.561913722315587,4.587935569774107,4499.821725933739,5025.926376414024,0.047707772344749044,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,0.0500000000000000,3000.00000000000,9,9.998713852234985,11,4.517054161519799,10000,19000,16.5000000000000,19.0000000000000,10000,6470.064368045793,25000,17.0000000000000,20.0000000000000,4.621031413133997,4.559144523530874,4.567226733254127,4.585912205886241,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,12,20966.85651613906,11,98.99528675683247,500000,1,1,-111,121,111,1,8,11,11,11,3
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,15710.4985328731,1.0,1.0,17.6765689129646,1.0,1.0,1.0,1.0,22780.8248241661,1.0,1.0,1.0,19.0054553632380,1.0,1.0,0.05773362974886442,0.03289997821803947,0.057127154420898316,0.024227176202858844,-0.0006064753279661078,0.024227176202858844,0.0,0,0,0.0577336297488644,9.50655127836018e-6,105190.617577197,3470.30638186074,0.000476111629273242,2100.34777248866,7.47995105318107,1.3288864502733377,0,1.0,1.0,1.0,16808.2026058391,1.0,1.0,1.0,1.0,17.8762164495874,1.0,1.0,1.0,23833.3034425306,1.0,1.0,19.1966026565408,1.0,1.0,1.0,0.0616618479914699,0.025582102510300686,0.057127154420898316,0.03154505191059763,-0.004534693570571582,0.03154505191059763,0.0,0,0,0.0616618479914699,9.50655127836018e-6,105190.617577197,3706.42735495656,0.000457754225813089,2184.57841262687,7.69402577114543,1.3203862069533794,0,1.0,-0.2806861825924861,-0.13455828071756157,0.0,0.0,9,10.196617859783567,11,10000,4.527121471173763,19000,16.5000000000000,19.0000000000000,10000,7070.326291293063,25000,17.0000000000000,20.0000000000000,4.556612566924163,4.6143461966730275,4.560462341417781,4.593362319635821,4499.748301827509,5320.489414154816,0.048314693646375736,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.182190678441955,11,4.534879817180749,10000,19000,16.5000000000000,19.0000000000000,10000,7025.100836691485,25000,17.0000000000000,20.0000000000000,4.618543432946732,4.556881584955262,4.562998804183287,4.588580906693588,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,12,21056.218253072915,11,84.11018014487571,500000,1,1,-111,122,111,1,8,11,11,11,4
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,17774.8858698188,1.0,1.0,18.0935885900031,1.0,1.0,1.0,1.0,24198.5319964049,1.0,1.0,1.0,19.3762340586994,1.0,1.0,0.06488838508563166,0.027250419487200972,0.05447848783906091,0.027228068351859938,-0.010409897246570751,0.027228068351859938,0.0,0,0,0.0648883850856317,9.50655127836018e-6,105190.617577197,3900.37102899690,0.000456061476525195,2192.68684480689,8.10644069485640,1.2826454686962612,0,1.0,1.0,1.0,16783.0055759654,1.0,1.0,1.0,1.0,17.8514819735184,1.0,1.0,1.0,23275.2742434942,1.0,1.0,19.1478296900434,1.0,1.0,1.0,0.062037919467669234,0.02350183167061015,0.05447848783906091,0.03097665616845076,-0.0075594316286083235,0.03097665616845076,0.0,0,0,0.0620379194676692,9.50655127836018e-6,105190.617577197,3729.03260686203,0.000467841676430657,2137.47524083229,7.85178946420473,1.2963477165250052,0,1.0,-0.21158236175003334,-0.025613424858989223,0.0,0.0,9,9.98714789514671,11,10000,4.557229488598203,19000,16.5000000000000,19.0000000000000,10000,6423.646126586062,25000,17.0000000000000,20.0000000000000,4.551711468023402,4.616599853109034,4.556744255160957,4.583994674648158,4500.632532728662,5008.122886143547,0.04895799489679546,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,0.0500000000000000,3000.00000000000,9,9.999692509313714,11,4.500632562204462,10000,19000,16.5000000000000,19.0000000000000,10000,6492.268667528805,25000,17.0000000000000,20.0000000000000,4.616951514785416,4.554913595317747,4.563723301157455,4.587225132828065,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,12,21017.015785333126,11,97.19318295078902,500000,1,1,-111,121,111,1,8,11,11,11,5
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,16406.6191519431,1.0,1.0,17.7929422007165,1.0,1.0,1.0,1.0,23398.5066773452,1.0,1.0,1.0,19.1174356221152,1.0,1.0,0.06071529425667155,0.03337389194095053,0.05688373729580506,0.02350984535485453,-0.0038315569608664904,0.02350984535485453,0.0,0,0,0.0607152942566715,9.50655127836018e-6,105190.617577197,3649.53102813745,0.000463440693162878,2157.77339960206,7.60349495223588,1.3244934213987443,0,1.0,1.0,1.0,17113.3178239857,1.0,1.0,1.0,1.0,17.9857958928710,1.0,1.0,1.0,24122.2735991805,1.0,1.0,19.3135226020598,1.0,1.0,1.0,0.06289077708354895,0.02641763243717321,0.05688373729580506,0.030466104858631847,-0.006007039787743897,0.030466104858631847,0.0,0,0,0.0628907770835490,9.50655127836018e-6,105190.617577197,3780.29696075906,0.000453962367245821,2202.82576740221,7.76880227080667,1.3277267091887823,0,1.0,-0.10519425579012803,-0.16108741131739066,0.0,0.0,9,10.189447248480612,11,10000,4.495541762886814,19000,16.5000000000000,19.0000000000000,10000,6991.887525402084,25000,17.0000000000000,20.0000000000000,4.556128095764493,4.616843390021165,4.555084009229092,4.588457901170043,4500.1399917364615,5278.914498509349,0.04849193544554809,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.216993622064303,11,4.526977113604719,10000,19000,16.5000000000000,19.0000000000000,10000,7008.95577519477,25000,17.0000000000000,20.0000000000000,4.617795979475219,4.55490520239167,4.561704434827817,4.58812206726499,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,12,21133.925620591475,11,106.38910827009371,500000,1,1,-111,122,111,1,8,11,11,11,6
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,15873.1715412968,1.0,1.0,17.6937554040432,1.0,1.0,1.0,1.0,22381.5967105373,1.0,1.0,1.0,18.9952610599505,1.0,1.0,0.05854370730170633,0.026243350007399968,0.05268516221923598,0.02644181221183601,-0.00585854508247035,0.02644181221183601,0.0,0,0,0.0585437073017063,9.50655127836018e-6,105190.617577197,3518.99927218580,0.000484144137561520,2065.50058632680,7.68490294622718,1.301505655907335,0,1.0,1.0,1.0,17977.4422442173,1.0,1.0,1.0,1.0,18.0906168922675,1.0,1.0,1.0,24399.1054358167,1.0,1.0,19.3747725438833,1.0,1.0,1.0,0.06608735361363305,0.033037337916722365,0.05268516221923598,0.019647824302513613,-0.013402191394397071,0.019647824302513613,0.0,0,0,0.0660873536136330,9.50655127836018e-6,105190.617577197,3972.43973752038,0.000451706906113985,2213.82490828612,8.12053481597825,1.284155651615771,0,1.0,-0.18600251897165399,-0.07296783974815203,0.0,0.0,9,10.00885245781601,11,10000,4.510706116582186,19000,16.5000000000000,19.0000000000000,10000,6508.425169240562,25000,17.0000000000000,20.0000000000000,4.55854820216148,4.617091909463186,4.558918282921386,4.585161632928786,4501.225832626859,5000.689117023669,0.047423026632479055,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,0.0500000000000000,3000.00000000000,9,9.970082076289286,11,4.525541841306553,10000,19000,16.5000000000000,19.0000000000000,10000,6421.663191599424,25000,17.0000000000000,20.0000000000000,4.617585131097615,4.5514977774839815,4.562802759944078,4.5958400978608,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,12,20940.27262376361,11,100.40487985499027,500000,1,1,-111,121,111,1,8,11,11,11,7
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,15694.6165146189,1.0,1.0,17.6567563133029,1.0,1.0,1.0,1.0,22873.9832244869,1.0,1.0,1.0,19.0092993330750,1.0,1.0,0.058068254276030906,0.030394495156612855,0.05505604682584523,0.024661551669232375,-0.0030122074501856763,0.024661551669232375,0.0,0,0,0.0580682542760309,9.50655127836018e-6,105190.617577197,3490.42030224309,0.000474891529944543,2105.74402141217,7.45324044852024,1.3525430197720771,0,1.0,1.0,1.0,14706.9744761446,1.0,1.0,1.0,1.0,17.5154250415596,1.0,1.0,1.0,21753.0015942226,1.0,1.0,18.8428478047097,1.0,1.0,1.0,0.05394244412116933,0.024926586108826143,0.05505604682584523,0.030129460717019087,0.0011136027046758992,0.030129460717019087,0.0011136027046758992,0.00111360270467590,0.0556801352337950,0.0539424441211693,9.50655127836018e-6,105190.617577197,3242.42229184529,0.000496804482277463,2012.86428700437,7.30649084048887,1.327422763150132,0.0556801352337950,1.0,-0.11210796932087749,-0.24314078291404745,0.0,0.0,9,10.20351586478265,11,10000,4.496483275820057,19000,16.5000000000000,19.0000000000000,10000,7179.3667098680635,25000,17.0000000000000,20.0000000000000,4.556741368578298,4.614809622854329,4.561105236474196,4.591499731630809,4498.597542469021,5308.050542509095,0.04666025595749729,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.208934201070697,11,4.535798595122146,10000,19000,16.5000000000000,19.0000000000000,10000,7046.027118077981,25000,17.0000000000000,20.0000000000000,4.6090516953314165,4.555109251210247,4.558503744295764,4.58343033040459,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,12,21026.80617429348,11,105.01175109494179,500000,1,1,-111,122,111,1,8,11,11,11,8
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,15235.4901710596,1.0,1.0,17.5977881514566,1.0,1.0,1.0,1.0,21733.9470051006,1.0,1.0,1.0,18.9007937918062,1.0,1.0,0.05592224154019476,0.027135044343458148,0.05303077577650635,0.0258957314330482,-0.002891465763688414,0.0258957314330482,0.0,0,0,0.0559222415401948,9.50655127836018e-6,105190.617577197,3361.42578509387,0.000498002818600371,2008.02076343761,7.58731704794594,1.30300564034961,0,1.0,1.0,1.0,17806.4153341060,1.0,1.0,1.0,1.0,18.0676814017849,1.0,1.0,1.0,24397.2391476625,1.0,1.0,19.3892075460579,1.0,1.0,1.0,0.06574654729117224,0.02571466911760556,0.05303077577650635,0.027316106658900788,-0.012715771514665894,0.027316106658900788,0.0,0,0,0.0657465472911722,9.50655127836018e-6,105190.617577197,3951.95423607246,0.000453549376746483,2204.83160438552,8.07608857687281,1.3215261442729862,0,1.0,-0.2535010795595137,-0.089186303954879,0.0,0.0,9,10.010471103510662,11,10000,4.5324487717744235,19000,16.5000000000000,19.0000000000000,10000,6498.456834040966,25000,17.0000000000000,20.0000000000000,4.555446314873993,4.611368556414188,4.559295340934019,4.5864303852774775,4498.582246181221,4987.282198024379,0.047834330791209516,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,0.0500000000000000,3000.00000000000,9,9.991592824912079,11,4.505724072301617,10000,19000,16.5000000000000,19.0000000000000,10000,6590.823813556461,25000,17.0000000000000,20.0000000000000,4.618642570048292,4.552896022757119,4.562658879394402,4.588373548512007,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,12,20938.933352318454,11,97.69611942916855,500000,1,1,-111,121,111,1,8,11,11,11,9
