MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Supplier_ID_num,HU_HU_Block_Supplier_ID_num,PF_M1_T1_s0,PF_M1_T1_Force,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_MpGood,PSec_C2_pSection_ID_num,PF_M1_T2_s0,PF_M1_T2_Force,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_MpGood,Sec_C2_Machine1_ProcessResult,batch_ID_num
22.0,22.0,11.0,10.223955415735784,30000.0,0.0,23.72844906017861,0.0,37006.91011372784,0.0,25.053120937558194,0.0,122.0,10.224616944055915,16328.94875175068,1.0,17.84580913728888,1.0,23463.7275115161,1.0,19.19465486543226,1.0,0.0,22.0
21.0,21.0,11.0,10.21388537111887,30000.0,0.0,25.71376182035386,0.0,36933.66669905097,0.0,27.02075161284067,0.0,122.0,10.189579570121014,13282.322935974418,1.0,17.14460560779498,1.0,20223.05651473248,1.0,18.45292750060371,1.0,0.0,6.0
21.0,22.0,12.0,9.994313934982824,30000.0,0.0,24.335852784582247,0.0,36459.37063675435,0.0,25.632029032629998,0.0,121.0,10.011899402019836,17036.39686530599,1.0,17.96048982113623,1.0,23546.9022423512,1.0,19.266927074402965,1.0,0.0,7.0
22.0,22.0,11.0,9.995666692222777,30000.0,0.0,23.723396680363795,0.0,36543.883711141745,0.0,25.025537242834915,0.0,121.0,10.009585062103554,16065.743133797598,1.0,17.74245620468129,1.0,22496.84130425682,1.0,19.02215403530299,1.0,0.0,4.0
22.0,22.0,11.0,10.225093549112396,30000.0,0.0,24.49726795437143,0.0,36972.568329477625,0.0,25.815891548216005,0.0,122.0,10.209645986365816,18427.57368329244,1.0,18.206704698349725,1.0,25249.492753514645,0.0,19.4968381206732,1.0,0.0,28.0
21.0,22.0,11.0,10.005210715111089,30000.0,0.0,25.799558768338734,0.0,36528.79690088893,0.0,27.104348616945988,0.0,121.0,9.99409735263061,15906.797035724947,1.0,17.710376226889586,1.0,22371.35478981303,1.0,19.002327785701436,1.0,0.0,18.0
21.0,22.0,12.0,10.183102183910723,30000.0,0.0,25.435959697336198,0.0,37012.73658157474,0.0,26.76531286728835,0.0,122.0,10.196350583695509,14241.811573102836,1.0,17.407979502904773,1.0,21295.55514570061,1.0,18.74510606814599,1.0,0.0,19.0
22.0,22.0,11.0,10.00243210786278,30000.0,0.0,24.246178239568536,0.0,36558.26852642014,0.0,25.552493574338623,0.0,121.0,9.98290188076104,14500.043076221637,1.0,17.418139996536645,1.0,21017.162143096677,1.0,18.716258934680898,1.0,0.0,24.0
22.0,22.0,12.0,9.987571158249457,30000.0,0.0,24.806215395210565,0.0,36426.6499243422,0.0,26.09760189659266,0.0,121.0,9.99469832668919,15137.497527394631,1.0,17.591816068930715,1.0,21641.343843037288,1.0,18.898714598952058,1.0,0.0,10.0
21.0,22.0,12.0,10.178908457216473,30000.0,0.0,24.71438292703287,0.0,36848.02224413698,0.0,26.000962615528138,0.0,122.0,10.225598859399616,15834.619529132884,1.0,17.755799668029155,1.0,22777.23696572953,1.0,19.06015153203862,1.0,0.0,7.0
22.0,22.0,11.0,10.183912149780216,30000.0,0.0,23.647481114375758,0.0,36943.5110675247,0.0,24.9571925577965,0.0,122.0,10.195400847454804,18496.685160473375,1.0,18.253319872284266,1.0,25417.715896320806,0.0,19.558790990117092,1.0,0.0,16.0
21.0,22.0,11.0,10.014302999951587,30000.0,0.0,25.902263713376108,0.0,36519.7878510881,0.0,27.202598173086347,0.0,121.0,9.984617326142578,11231.178291414855,1.0,16.74613908897033,1.0,17752.24335177866,1.0,18.046728280777902,1.0,0.0,18.0
22.0,22.0,12.0,10.187548365203805,30000.0,0.0,24.46338780078736,0.0,36761.20544209832,0.0,25.744248061521027,0.0,122.0,10.196143183534584,16454.096929127918,1.0,17.804348008851594,1.0,23476.539970482474,1.0,19.13469779661743,1.0,0.0,27.0
22.0,21.0,11.0,10.208570983397752,30000.0,0.0,24.346855523374778,0.0,36995.22300501965,0.0,25.672584264830345,0.0,122.0,10.206283308432655,13059.521177978604,1.0,17.154590799052436,1.0,20157.165951359075,1.0,18.499730427333084,1.0,0.0,12.0
21.0,22.0,12.0,10.002514108237762,30000.0,0.0,25.30013129811525,0.0,36434.94199198789,0.0,26.587999280067795,0.0,121.0,9.998153683513639,14523.540942278936,1.0,17.40687773319838,1.0,20962.28611664144,1.0,18.695506871477725,1.0,0.0,19.0
22.0,21.0,11.0,10.203469555401922,30000.0,0.0,23.645135623365704,0.0,36906.314393359615,0.0,24.94249324575304,0.0,122.0,10.197566826613626,16357.551239443621,1.0,17.76026599565302,1.0,23261.30326820442,1.0,19.057142275452367,1.0,0.0,3.0
22.0,22.0,11.0,10.196541027412687,30000.0,0.0,23.37568186458389,0.0,36877.526954065346,0.0,24.67426913420568,0.0,122.0,10.180025250178655,16991.658458227892,1.0,17.93422794803822,1.0,24009.914258081288,1.0,19.259387078276408,1.0,0.0,0.0
21.0,22.0,12.0,10.222532095719608,30000.0,0.0,25.418393625523123,0.0,37073.00997485619,0.0,26.745889790835314,0.0,122.0,10.181041671348632,17250.081793694553,1.0,17.926901479479397,1.0,24311.404347847143,1.0,19.252204094065437,1.0,0.0,26.0
21.0,22.0,12.0,10.184234955829048,30000.0,0.0,24.853963706688702,0.0,37113.15626948326,0.0,26.19880856750591,0.0,122.0,10.20792137224343,15996.255310506382,1.0,17.799413867597764,1.0,23034.730845946466,1.0,19.130139257736268,1.0,0.0,19.0
22.0,21.0,11.0,10.180896892497504,30000.0,0.0,25.295078746990576,0.0,36857.77345261149,0.0,26.583264392788287,0.0,122.0,10.2177447807884,13901.297215741339,1.0,17.29790759756228,1.0,20884.65639756912,1.0,18.609683660105507,1.0,0.0,21.0
21.0,21.0,11.0,10.200730385434278,30000.0,0.0,26.04974605565277,0.0,36942.060663783624,0.0,27.3552489196221,0.0,122.0,10.19685794533348,14338.57837647473,1.0,17.37929672876375,1.0,21235.351582021838,1.0,18.67628297075395,1.0,0.0,6.0
22.0,22.0,11.0,9.993619043178969,30000.0,0.0,25.166275883459075,0.0,36443.14318142203,0.0,26.457686317033257,0.0,121.0,9.999517029514632,17630.821113176873,1.0,18.07363606461876,1.0,24144.238872819173,1.0,19.37913175456135,1.0,0.0,0.0
22.0,21.0,11.0,10.18694837141846,30000.0,0.0,23.853282198502942,0.0,36927.468669728136,0.0,25.159805454839322,0.0,122.0,10.176841799894206,14019.359457360477,1.0,17.298009221640534,1.0,21023.646250484504,1.0,18.619020405603845,1.0,0.0,2.0
22.0,21.0,11.0,9.995006096681468,30000.0,0.0,23.10261157136513,0.0,36495.25593649253,0.0,24.403746419456773,0.0,121.0,10.00387441674881,13578.863888248006,1.0,17.211262088563053,1.0,20055.777557338857,1.0,18.508722599023862,1.0,0.0,2.0
21.0,22.0,12.0,10.19841560986086,30000.0,0.0,25.692775347761454,0.0,37003.411424431295,0.0,27.0100843804349,0.0,122.0,10.220653915376033,15624.478565431806,1.0,17.637961700838456,1.0,22544.15557903757,1.0,18.93952068128146,1.0,0.0,19.0
22.0,21.0,11.0,10.21038876784548,30000.0,0.0,23.814916205098996,0.0,36866.416517926846,0.0,25.109567770964638,0.0,122.0,10.19239616431838,11622.460355944128,1.0,16.863538575758508,1.0,18583.874935865308,1.0,18.176101870310294,1.0,0.0,14.0
21.0,21.0,11.0,10.201344241738502,30000.0,0.0,24.94381316520164,0.0,37002.06878063213,0.0,26.265351244204304,0.0,122.0,10.204070961507368,12728.698730163009,1.0,17.106918101572443,1.0,19759.382982665855,1.0,18.43385693239725,1.0,0.0,6.0
22.0,21.0,11.0,10.002244748918196,30000.0,0.0,26.10371048671005,0.0,36437.44799900988,0.0,27.396561975107407,0.0,121.0,9.998787921687507,14500.655131767424,1.0,17.399032655156887,1.0,21057.661402581638,1.0,18.71589538056559,1.0,0.0,20.0
22.0,22.0,11.0,9.99405171967307,30000.0,0.0,24.133992366805266,0.0,36557.91724314637,0.0,25.448453469467573,0.0,121.0,10.02040287831436,19110.70114560302,0.0,18.39492278722831,1.0,25627.715543575145,0.0,19.70118537243815,1.0,0.0,24.0
22.0,22.0,11.0,9.98494906516874,30000.0,0.0,23.47359101156345,0.0,36401.81744865431,0.0,24.756663807860086,0.0,121.0,10.008492289336195,14131.880063552608,1.0,17.39672587965078,1.0,20713.2915436303,1.0,18.71579348803707,1.0,0.0,17.0
22.0,22.0,11.0,10.19686604939323,30000.0,0.0,22.264741948908497,0.0,36892.33297949739,0.0,23.566754096788276,0.0,122.0,10.180603352665138,16875.863062335335,1.0,17.93100397893405,1.0,23964.04351196074,1.0,19.270013147415813,1.0,0.0,4.0
22.0,21.0,11.0,10.18478030862124,30000.0,0.0,25.673192398741897,0.0,37178.03047753986,0.0,27.02911564900754,0.0,122.0,10.196969655091143,17256.830967589845,1.0,17.9184309752736,1.0,24299.49317057328,1.0,19.24878328495969,1.0,0.0,2.0
22.0,22.0,11.0,9.999176865153151,30000.0,0.0,24.115736940998445,0.0,36531.95420566425,0.0,25.415449050663245,0.0,121.0,10.011329744834251,15095.917637560382,1.0,17.534974215872893,1.0,21656.404862273965,1.0,18.840363755173,1.0,0.0,13.0
22.0,22.0,11.0,10.228520286821833,30000.0,0.0,24.233968370416406,0.0,37180.97385137535,0.0,25.59068628575582,0.0,122.0,10.19173019116513,13247.458355955874,1.0,17.188789373123132,1.0,20209.169896593758,1.0,18.50408155550583,1.0,0.0,4.0
22.0,22.0,11.0,10.181052378206283,30000.0,0.0,25.225767946589187,0.0,36990.255126646014,0.0,26.545609120485928,0.0,122.0,10.22392528006204,13712.504040192389,1.0,17.345569003267773,1.0,20832.986036222796,1.0,18.68999851922745,1.0,0.0,13.0
22.0,22.0,11.0,10.019580215372441,30000.0,0.0,24.68600775352442,0.0,36529.74218578973,0.0,25.989294389968943,0.0,121.0,10.024022602749392,19060.12269380894,0.0,18.379434238465286,1.0,25451.80918557911,0.0,19.65516601348016,1.0,0.0,17.0
22.0,22.0,12.0,10.012776607042568,30000.0,0.0,24.77418142726851,0.0,36437.368812913934,0.0,26.05423637349685,0.0,121.0,10.000999078296315,15939.274764315116,1.0,17.69641113660075,1.0,22408.935286177628,1.0,18.982887209684346,1.0,0.0,8.0
22.0,22.0,11.0,10.199758441362066,30000.0,0.0,24.234078564223978,0.0,36845.90858892775,0.0,25.52579533515032,0.0,122.0,10.228651193206938,14271.296016502027,1.0,17.424287763477817,1.0,21350.627258381297,1.0,18.760047768638874,1.0,0.0,16.0
22.0,22.0,11.0,9.989068432310786,30000.0,0.0,25.00336065809132,0.0,36516.658749206166,0.0,26.311656291758585,0.0,121.0,10.016592895862926,15017.255226647241,1.0,17.52883619184371,1.0,21495.41472596969,1.0,18.829402649799807,1.0,0.0,0.0
22.0,22.0,12.0,10.206100798164782,30000.0,0.0,23.73015431599966,0.0,36882.87410582561,0.0,25.022355921962777,0.0,122.0,10.218114316476704,15500.156869877655,1.0,17.64598812762285,1.0,22420.74948827597,1.0,18.945271066437858,1.0,0.0,25.0
22.0,21.0,11.0,10.00563113000461,30000.0,0.0,25.59626026943723,0.0,36515.07631599904,0.0,26.90112856674511,0.0,121.0,10.006745430497105,13906.466723896356,1.0,17.25066464513217,1.0,20331.035737791186,1.0,18.53740573970865,1.0,0.0,11.0
22.0,22.0,12.0,10.004944389298709,30000.0,0.0,24.539807258908716,0.0,36482.187708829486,0.0,25.84265900654771,0.0,121.0,9.993565458760491,15288.719524708287,1.0,17.617023610984333,1.0,21783.586528416665,1.0,18.92242376392009,1.0,0.0,8.0
22.0,21.0,11.0,10.00620088602846,30000.0,0.0,26.781633214738573,0.0,36404.96773545303,0.0,28.067584690431126,0.0,121.0,9.98086903643301,14690.534396660292,1.0,17.397820761104207,1.0,21200.83557743171,1.0,18.704920461899782,1.0,0.0,3.0
21.0,22.0,12.0,10.20355159445885,30000.0,0.0,23.827750156811668,0.0,37078.748649664354,0.0,25.162471116583887,0.0,122.0,10.206448810076061,16017.143397398237,1.0,17.722496185252044,1.0,23079.173143245825,1.0,19.054064741618937,1.0,0.0,7.0
22.0,22.0,12.0,10.196747803765868,30000.0,0.0,25.115388487053174,0.0,36891.65989901633,0.0,26.426661375376668,0.0,122.0,10.20694646810324,16331.369149042263,1.0,17.865308783354006,1.0,23418.99567269574,1.0,19.213868149197907,1.0,0.0,27.0
22.0,22.0,11.0,10.194432385101846,30000.0,0.0,25.56147118995278,0.0,36947.82238334758,0.0,26.875223502503335,0.0,122.0,10.188566143861884,14988.532957731592,1.0,17.550005753895967,1.0,21938.536072565155,1.0,18.86417041737818,1.0,0.0,23.0
22.0,22.0,12.0,10.000489873600147,30000.0,0.0,24.284122139503033,0.0,36475.47180064548,0.0,25.574727346378875,0.0,121.0,10.007326716135466,14986.282274547904,1.0,17.558077647418298,1.0,21493.462202791212,1.0,18.85500249799546,1.0,0.0,8.0
22.0,21.0,11.0,10.016292679481813,30000.0,0.0,25.59185223573538,0.0,36575.78119003953,0.0,26.913139308428175,0.0,121.0,10.004502494441962,11465.53481571398,1.0,16.80344422265521,1.0,17955.54608022741,1.0,18.10749734389063,1.0,0.0,21.0
22.0,22.0,12.0,9.986300905885145,30000.0,0.0,24.17537285362541,0.0,36503.87675639507,0.0,25.473765656124645,0.0,121.0,9.994946070891599,15570.163360073355,1.0,17.615827395942596,1.0,22143.157390035612,1.0,18.928018333598644,1.0,0.0,8.0
22.0,22.0,11.0,10.009903670860744,30000.0,0.0,24.33464157818022,0.0,36562.158762250285,0.0,25.647161600063406,0.0,121.0,10.007706057609521,14627.281458950714,1.0,17.504758870372616,1.0,21135.870650094686,1.0,18.806564257455253,1.0,0.0,5.0
21.0,22.0,12.0,10.006290462222681,30000.0,0.0,25.577147528795464,0.0,36509.94061181816,0.0,26.87709371291615,0.0,121.0,10.008237203393566,17179.83602229063,1.0,17.961844553387085,1.0,23652.874630636652,1.0,19.254421911667343,1.0,0.0,26.0
22.0,22.0,11.0,9.991967324565048,30000.0,0.0,25.80868195706819,0.0,36457.73579836802,0.0,27.10324069833679,0.0,121.0,9.996574221637342,17384.92267054816,1.0,18.016232988160233,1.0,23885.41700587842,1.0,19.31936337737428,1.0,0.0,5.0
22.0,22.0,11.0,10.186619666590705,30000.0,0.0,24.089262181669092,0.0,36937.42746827075,0.0,25.40101029940367,0.0,122.0,10.213302681493886,16009.507678887048,1.0,17.785903899168453,1.0,23125.14019813013,1.0,19.131347524532174,1.0,0.0,17.0
