MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Supplier_ID_num,HU_HU_Block_Supplier_ID_num,PF_M1_T1_s0,PF_M1_T1_Force,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_MpGood,PSec_C2_pSection_ID_num,PF_M1_T2_s0,PF_M1_T2_Force,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_MpGood,Sec_C2_Machine1_ProcessResult,batch_ID_num
22.0,22.0,11.0,10.223955415735784,16000.0,1.0,17.42635202610529,1.0,23006.91011372784,1.0,18.751023903484874,1.0,122.0,10.224616944055915,16328.94875175068,1.0,17.84580913728888,1.0,23463.7275115161,1.0,19.19465486543226,1.0,1.0,22.0
21.0,21.0,11.0,10.21388537111887,16000.0,1.0,18.4804861440442,1.0,22933.666699050966,1.0,19.78747593653101,1.0,122.0,10.189579570121014,13282.322935974418,1.0,17.14460560779498,1.0,20223.05651473248,1.0,18.45292750060371,1.0,1.0,6.0
21.0,22.0,12.0,9.994313934982824,16000.0,1.0,17.643134654769185,1.0,22459.37063675435,1.0,18.939310902816935,1.0,121.0,10.011899402019836,17036.39686530599,1.0,17.96048982113623,1.0,23546.9022423512,1.0,19.266927074402965,1.0,1.0,7.0
22.0,22.0,11.0,9.995666692222777,16000.0,1.0,17.317122685897985,1.0,22543.883711141745,1.0,18.61926324836911,1.0,121.0,10.009585062103554,16065.743133797598,1.0,17.74245620468129,1.0,22496.84130425682,1.0,19.02215403530299,1.0,1.0,4.0
22.0,22.0,11.0,10.225093549112396,16000.0,1.0,17.83691989858388,1.0,22972.568329477625,1.0,19.155543492428453,1.0,122.0,10.209645986365816,18427.57368329244,1.0,18.206704698349725,1.0,25249.492753514645,0.0,19.4968381206732,1.0,0.0,28.0
21.0,22.0,11.0,10.005210715111089,16000.0,1.0,18.428863010165834,1.0,22528.796900888927,1.0,19.733652858773088,1.0,121.0,9.99409735263061,15906.797035724947,1.0,17.710376226889586,1.0,22371.35478981303,1.0,19.002327785701436,1.0,1.0,18.0
21.0,22.0,12.0,10.183102183910723,16000.0,1.0,18.31795952440431,1.0,23012.73658157474,1.0,19.64731269435646,1.0,122.0,10.196350583695509,14241.811573102836,1.0,17.407979502904773,1.0,21295.55514570061,1.0,18.74510606814599,1.0,1.0,19.0
22.0,22.0,11.0,10.00243210786278,16000.0,1.0,17.599096711439184,1.0,22558.26852642014,1.0,18.90541204620927,1.0,121.0,9.98290188076104,14500.043076221637,1.0,17.418139996536645,1.0,21017.162143096677,1.0,18.716258934680898,1.0,1.0,24.0
22.0,22.0,12.0,9.987571158249457,16000.0,1.0,17.890848084628715,1.0,22426.649924342204,1.0,19.18223458601081,1.0,121.0,9.99469832668919,15137.497527394631,1.0,17.591816068930715,1.0,21641.343843037288,1.0,18.898714598952058,1.0,1.0,10.0
21.0,22.0,12.0,10.178908457216473,16000.0,1.0,17.931161507785216,1.0,22848.022244136977,1.0,19.217741196280485,1.0,122.0,10.225598859399616,15834.619529132884,1.0,17.755799668029155,1.0,22777.23696572953,1.0,19.06015153203862,1.0,1.0,7.0
