MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Supplier_ID_num,HU_HU_Block_Supplier_ID_num,PF_M1_T1_s0,PF_M1_T1_Force,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_MpGood,PSec_C2_pSection_ID_num,PF_M1_T2_s0,PF_M1_T2_Force,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_MpGood,Sec_C2_Machine1_ProcessResult,batch_ID_num
22.0,22.0,11.0,10.223955415735784,17336.916554423806,0.0,18.02816472985085,1.0,24343.826668151647,1.0,19.352836607230433,1.0,122.0,10.224616944055915,16328.94875175068,1.0,17.84580913728888,1.0,23463.7275115161,1.0,19.19465486543226,1.0,0.0,22.0
21.0,21.0,11.0,10.21388537111887,13742.486723698845,0.0,17.314113581871677,1.0,20676.153422749812,1.0,18.621103374358487,1.0,122.0,10.189579570121014,13282.322935974418,1.0,17.14460560779498,1.0,20223.05651473248,1.0,18.45292750060371,1.0,0.0,6.0
21.0,22.0,12.0,9.994313934982824,16082.395195198606,0.0,17.682523784534553,1.0,22541.765831952955,1.0,18.978700032582303,1.0,121.0,10.011899402019836,17036.39686530599,1.0,17.96048982113623,1.0,23546.9022423512,1.0,19.266927074402965,1.0,0.0,7.0
22.0,22.0,11.0,9.995666692222777,17568.664047785085,0.0,18.03492923556792,1.0,24112.54775892683,1.0,19.33706979803904,1.0,121.0,10.009585062103554,16065.743133797598,1.0,17.74245620468129,1.0,22496.84130425682,1.0,19.02215403530299,1.0,0.0,4.0
22.0,22.0,11.0,10.225093549112396,15738.582434980657,0.0,17.712553329232072,1.0,22711.15076445828,1.0,19.031176923076647,1.0,122.0,10.209645986365816,18427.57368329244,1.0,18.206704698349725,1.0,25249.492753514645,0.0,19.4968381206732,1.0,0.0,28.0
21.0,22.0,11.0,10.005210715111089,13788.424178991705,0.0,17.264516401395575,1.0,20317.22107988063,1.0,18.56930625000283,1.0,121.0,9.99409735263061,15906.797035724947,1.0,17.710376226889586,1.0,22371.35478981303,1.0,19.002327785701436,1.0,0.0,18.0
21.0,22.0,12.0,10.183102183910723,14064.658749411445,0.0,17.33397671323491,1.0,21077.395330986186,1.0,18.663329883187064,1.0,122.0,10.196350583695509,14241.811573102836,1.0,17.407979502904773,1.0,21295.55514570061,1.0,18.74510606814599,1.0,0.0,19.0
22.0,22.0,11.0,10.00243210786278,16456.53054163028,0.0,17.81585354931758,1.0,23014.79906805042,1.0,19.122168884087667,1.0,121.0,9.98290188076104,14500.043076221637,1.0,17.418139996536645,1.0,21017.162143096677,1.0,18.716258934680898,1.0,0.0,24.0
22.0,22.0,12.0,9.987571158249457,15477.447103489996,0.0,17.632730569016204,1.0,21904.0970278322,1.0,18.9241170703983,1.0,121.0,9.99469832668919,15137.497527394631,1.0,17.591816068930715,1.0,21641.343843037288,1.0,18.898714598952058,1.0,0.0,10.0
21.0,22.0,12.0,10.178908457216473,15136.641198476369,0.0,17.512850513857284,1.0,21984.663442613346,1.0,18.799430202352553,1.0,122.0,10.225598859399616,15834.619529132884,1.0,17.755799668029155,1.0,22777.23696572953,1.0,19.06015153203862,1.0,0.0,7.0
