,MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,HU_T1_DboreMax,MV1_DmvMin,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_REF,PF_M1_T1_AleakPF_deltaD_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0_LTL,PF_M1_T2_s0,PF_M1_T2_s0_UTL,PF_M1_T2_Force_LTL,MV2_LmvPF,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,HU_T2_DboreMax,MV2_DmvMin,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_E_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16435.0777257690,1.0,1.0,1.0,17.8233733591719,1.0,1.0,1.0,23460.6163783289,1.0,1.0,1.0,1.0,19.1502593851606,1.0,1.0,0.06187078525282441,0.03287149278675372,0.05581250446548525,0.022941011678731534,-0.006058280787339158,0.022941011678731534,0.0,0,0,0.0618707852528244,9.73236009732360e-6,102750.000000000,3632.69896270155,0.000464143512025649,2154.50603981456,7.62823469605295,1.326886025988612,0,1.0,1.0,1.0,1.0,13684.5042761679,1.0,1.0,17.2234091788893,1.0,1.0,1.0,20680.9215587236,1.0,1.0,1.0,18.5447951655462,1.0,1.0,1.0,0.05109208639760965,0.0314238499766164,0.05581250446548525,0.02438865448886885,0.004720418067875605,0.02438865448886885,0.004720418067875605,0.00472041806787560,0.236020903393780,0.0510920863976096,9.50655127836018e-6,105190.617577197,3071.09035512690,0.000514483342822312,1943.69752481058,7.04044950486907,1.3213859866568107,0.236020903393780,1.0,-0.15900306915623905,-0.20185002949844044,0.0,0.0,10.195138663119,9,11,4.5242058024942065,10000,19000,16.5000000000000,19.0000000000000,7025.538652559885,10000,25000,17.0000000000000,20.0000000000000,4.557363552836187,4.6192343380890115,4.5613978171753,4.594269309962054,5294.756682153937,0.04743441867913614,4499.954045616397,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.182959674020276,11,10000,4.455910668119179,19000,16.5000000000000,19.0000000000000,6996.417282555722,10000,25000,17.0000000000000,20.0000000000000,4.5577251201469435,4.608817206544553,4.561894815100271,4.593318665076888,1.00000000000000,0.0100000000000000,0.500000000000000,215500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,21,-121,11,11,18976.192106405888,11,104.93030640422253,500000,1,1,-111,122,111,1,14,11,11,11,0
1,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17566.9972774945,1.0,1.0,1.0,17.9865315507377,1.0,1.0,1.0,24051.8336447333,1.0,1.0,1.0,1.0,19.2801314479321,1.0,1.0,0.06688293296408787,0.024601504102915506,0.05239484568019918,0.02779334157728367,-0.014488087283888694,0.02779334157728367,0.0,0,0,0.0668829329640879,9.73236009732360e-6,102750.000000000,3926.98363546287,0.000454129105366775,2202.01697751206,7.97768475760914,1.2935998971943918,0,1.0,1.0,1.0,1.0,13308.1918621544,1.0,1.0,17.1704714836933,1.0,1.0,1.0,19777.5490344868,1.0,1.0,1.0,18.4609835797766,1.0,1.0,1.0,0.049207963211996386,0.018731593816129433,0.05239484568019918,0.033663251864069745,0.003186882468202791,0.033663251864069745,0.003186882468202791,0.00318688246820279,0.159344123410140,0.0492079632119964,9.50655127836018e-6,105190.617577197,2957.83773713480,0.000537565537561068,1860.23829677958,7.15402531234486,1.2905120960833747,0.159344123410140,1.0,-0.16011934985165072,-0.012370565183406568,0.0,0.0,10.008846793128528,9,11,4.473407303981258,10000,19000,16.5000000000000,19.0000000000000,6484.836367238791,10000,25000,17.0000000000000,20.0000000000000,4.5483502307805415,4.615233163744629,4.564193635899466,4.588795140002381,5013.015524586349,0.04703821619749063,4500.505822388237,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.0164461713484,11,10000,4.499297475001383,19000,16.5000000000000,19.0000000000000,6469.357172332428,10000,25000,17.0000000000000,20.0000000000000,4.559656627973367,4.608864591185363,4.574340934817004,4.593072528633133,1.00000000000000,0.0100000000000000,0.500000000000000,215500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,21,-121,11,11,18967.19301960919,11,111.50652251716016,500000,1,1,-111,121,111,1,14,11,11,11,1
2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,19089.1994871465,1.0,0.0,0.0,18.3287066559890,1.0,1.0,1.0,25831.2556243275,1.0,0.0,0.0,1.0,19.6020663568497,1.0,1.0,0.07195253598795492,0.0234659693414212,0.05591700340835511,0.03245103406693391,-0.01603553257959981,0.03245103406693391,0.0,0,0,0.0719525359879549,9.73236009732360e-6,102750.000000000,4224.64175586421,0.000425574615834381,2349.76420771573,8.12387873832822,1.2733597008607254,0,1.0,1.0,1.0,1.0,10401.1850975129,1.0,1.0,16.6597215667419,1.0,1.0,1.0,17503.4495346608,1.0,1.0,1.0,18.0011131444901,1.0,1.0,1.0,0.03853697973342651,0.03894847527296896,0.05591700340835511,0.01696852813538615,0.0173800236749286,0.01696852813538615,0.0173800236749286,0.0173800236749286,0.869001183746430,0.0385369797334265,9.50655127836018e-6,105190.617577197,2316.41639869661,0.000620569467269926,1611.42314074733,6.45465789493946,1.3413915777482373,0.869001183746430,0.0,-0.2139870225792898,-0.2437943513359714,0.0,0.0,10.20482791766074,9,11,4.518536858338062,10000,19000,16.5000000000000,19.0000000000000,6742.056137181059,10000,25000,17.0000000000000,20.0000000000000,4.543238888287823,4.615191424275778,4.5634723352417375,4.586938304583159,5294.698844814845,0.04751391280312073,4499.022549440243,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.205063671802446,11,10000,4.4902052598856494,19000,16.5000000000000,19.0000000000000,7102.264437147955,10000,25000,17.0000000000000,20.0000000000000,4.568461713332716,4.606998693066142,4.557222228396565,4.596170703669534,1.00000000000000,0.0100000000000000,0.500000000000000,215500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,21,-121,11,11,18843.052767027453,11,101.42332466472845,500000,1,1,-111,122,111,1,14,11,11,11,2
3,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15712.0593133423,1.0,1.0,1.0,17.6428367603313,1.0,1.0,1.0,22194.3402660092,1.0,1.0,1.0,1.0,18.9343521890083,1.0,1.0,0.05944695613836526,0.026088926330241513,0.05423109810443174,0.028142171774190226,-0.0052158580339335195,0.028142171774190226,0.0,0,0,0.0594469561383653,9.73236009732360e-6,102750.000000000,3490.38556755259,0.000485739104295973,2058.71833491642,7.63196161750810,1.291515428677017,0,1.0,1.0,1.0,1.0,11469.6410429218,1.0,1.0,16.7330396556026,1.0,1.0,1.0,17860.5339290929,1.0,1.0,1.0,18.0063471265040,1.0,1.0,1.0,0.04267767430191505,0.03591022810298927,0.05423109810443174,0.018320870001442467,0.011553423802516692,0.018320870001442467,0.011553423802516692,0.0115534238025167,0.577671190125835,0.0426776743019150,9.50655127836018e-6,105190.617577197,2565.30909518681,0.000589054377975489,1697.63613919123,6.75624227014046,1.2733074709013228,0.577671190125835,1.0,-0.06551036452423774,-0.23572966591047573,0.0,0.0,10.01087514282322,9,11,4.501525407222965,10000,19000,16.5000000000000,19.0000000000000,6482.280952666873,10000,25000,17.0000000000000,20.0000000000000,4.556957033014241,4.616403989152606,4.560613315505394,4.586702241835636,5019.127769388782,0.048617193501736704,4499.556794966939,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,9.976797385462186,11,10000,4.471056164125358,19000,16.5000000000000,19.0000000000000,6390.892886171028,10000,25000,17.0000000000000,20.0000000000000,4.566979628235279,4.609657302537194,4.557563747646382,4.593473975749371,1.00000000000000,0.0100000000000000,0.500000000000000,215500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,21,-121,11,11,18698.442594258147,11,106.84395619687889,500000,1,1,-111,121,111,1,14,11,11,11,3
4,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14916.8807910349,1.0,1.0,1.0,17.5316127012348,1.0,1.0,1.0,21881.6944309968,1.0,1.0,1.0,1.0,18.8489425165999,1.0,1.0,0.05616460941987178,0.03393314792321611,0.057662804207920006,0.023729656284703894,0.0014981947880482252,0.023729656284703894,0.0014981947880482252,0.00149819478804823,0.0749097394024113,0.0561646094198718,9.73236009732360e-6,102750.000000000,3297.66492450962,0.000492385591346124,2030.92864124257,7.34485716933333,1.3173298153650936,0.0749097394024113,1.0,1.0,1.0,1.0,11429.4997131190,1.0,1.0,16.8438909513316,1.0,1.0,1.0,18585.8371418913,1.0,1.0,1.0,18.1974457126025,1.0,1.0,1.0,0.042320010234607075,0.02277282694930438,0.057662804207920006,0.034889977258615625,0.01534279397331293,0.034889977258615625,0.01534279397331293,0.0153427939733129,0.767139698665646,0.0423200102346071,9.50655127836018e-6,105190.617577197,2543.81029282950,0.000582251788121754,1717.47003684751,6.65484664530060,1.3535547612709022,0.767139698665646,1.0,-0.12697446616038074,-0.10353422548521493,0.0,0.0,10.186755531901458,9,11,4.523467705941377,10000,19000,16.5000000000000,19.0000000000000,6964.813639961898,10000,25000,17.0000000000000,20.0000000000000,4.560327346757725,4.616491956177597,4.557948909755126,4.591882057678342,5287.06900787152,0.049070313134326804,4499.2284947428225,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.189044306031025,11,10000,4.493062924281927,19000,16.5000000000000,19.0000000000000,7156.337428772321,10000,25000,17.0000000000000,20.0000000000000,4.5652694876535564,4.6075894978881635,4.570451225303092,4.593224052252396,1.00000000000000,0.0100000000000000,0.500000000000000,215500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,21,-121,11,11,18950.79063063773,11,106.80011244368146,500000,1,1,-111,122,111,1,14,11,11,11,4
5,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17650.6467525017,1.0,1.0,1.0,18.0648196406974,1.0,1.0,1.0,24147.5696324866,1.0,1.0,1.0,1.0,19.3630416599443,1.0,1.0,0.0665175184866511,0.031093146542460204,0.05313311147764062,0.022039964935180414,-0.013384407009010488,0.022039964935180414,0.0,0,0,0.0665175184866511,9.73236009732360e-6,102750.000000000,3905.52858543052,0.000455868347763160,2193.61577724527,8.04637117201416,1.2982220192468112,0,1.0,1.0,1.0,1.0,16088.9314706466,1.0,1.0,17.7076772642644,1.0,1.0,1.0,22500.2207478751,1.0,1.0,1.0,18.9887878862022,1.0,1.0,1.0,0.05969188046941998,0.019124145571346673,0.05313311147764062,0.034008965906293945,-0.00655876899177936,0.034008965906293945,0.0,0,0,0.0596918804694200,9.50655127836018e-6,105190.617577197,3588.01472624144,0.000478526716958096,2089.74747816968,7.69898355601230,1.2811106219377553,0,1.0,-0.22088203474030826,-0.13411542480377506,0.0,0.0,10.018448468683278,9,11,4.519400221098643,10000,19000,16.5000000000000,19.0000000000000,6496.922879984859,10000,25000,17.0000000000000,20.0000000000000,4.547840746172098,4.614358264658749,4.560704570774539,4.591797717316999,5004.477495886393,0.04775551090805163,4497.974483283808,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.008693708252114,11,10000,4.4840762087674735,19000,16.5000000000000,19.0000000000000,6411.289277228517,10000,25000,17.0000000000000,20.0000000000000,4.548990545541521,4.608682426010941,4.571705844434521,4.590829990005868,1.00000000000000,0.0100000000000000,0.500000000000000,215500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,21,-121,11,11,19013.420087928265,11,114.45811157484246,500000,1,1,-111,121,111,1,14,11,11,11,5
6,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16942.3965426197,1.0,1.0,1.0,17.8673647045993,1.0,1.0,1.0,24048.2442843269,1.0,1.0,1.0,1.0,19.2075848444594,1.0,1.0,0.06398372898074367,0.027407352279558594,0.05811690549062543,0.030709553211066838,-0.005866823490118238,0.030709553211066838,0.0,0,0,0.0639837289807437,9.73236009732360e-6,102750.000000000,3756.75894444081,0.000454794952907379,2198.79309039662,7.70531643773886,1.3402201398600744,0,1.0,1.0,1.0,1.0,13938.3128199524,1.0,1.0,17.3363046822520,1.0,1.0,1.0,20935.9309416087,1.0,1.0,1.0,18.6561118437041,1.0,1.0,1.0,0.05172024856320512,0.03172294297418787,0.05811690549062543,0.02639396251643756,0.006396656927420315,0.02639396251643756,0.006396656927420315,0.00639665692742031,0.319832846371016,0.0517202485632051,9.50655127836018e-6,105190.617577197,3108.84850720554,0.000510270563041791,1959.74463829320,7.11231073048970,1.3198071614521303,0.319832846371016,1.0,-0.08387408468541427,-0.13657616710405487,0.0,0.0,10.16204826686044,9,11,4.509843935472829,10000,19000,16.5000000000000,19.0000000000000,7105.8477417072245,10000,25000,17.0000000000000,20.0000000000000,4.548926949664229,4.6129106786449725,4.560574791238239,4.587982143517798,5302.0004179679845,0.049314046010214135,4498.916285211076,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.223993951762298,11,10000,4.483432623894929,19000,16.5000000000000,19.0000000000000,6997.618121656335,10000,25000,17.0000000000000,20.0000000000000,4.5553424895630705,4.607062738126276,4.562686882288957,4.594409825263145,1.00000000000000,0.0100000000000000,0.500000000000000,215500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,21,-121,11,11,18935.83532623421,11,104.29387072559604,500000,1,1,-111,122,111,1,14,11,11,11,6
7,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,19189.4578523875,1.0,0.0,0.0,18.3696060855309,1.0,1.0,1.0,25684.4800068263,1.0,0.0,0.0,1.0,19.6650229769180,1.0,1.0,0.07191487242441674,0.035615966102451324,0.054202159490184525,0.0185861933877332,-0.017712712934232218,0.0185861933877332,0.0,0,0,0.0719148724244167,9.73236009732360e-6,102750.000000000,4222.43036663361,0.000436278077990444,2292.11608478275,8.37193978951827,1.2954168913870874,0,1.0,1.0,1.0,1.0,11366.5286355912,1.0,1.0,16.7250449496332,1.0,1.0,1.0,17860.8087745820,1.0,1.0,1.0,18.0203138477845,1.0,1.0,1.0,0.042518247227201655,0.021277056888395762,0.054202159490184525,0.03292510260178876,0.01168391226298287,0.03292510260178876,0.01168391226298287,0.0116839122629829,0.584195613149143,0.0425182472272017,9.50655127836018e-6,105190.617577197,2555.72610521674,0.000590725883001795,1692.83254513661,6.71450266492480,1.2952688981513354,0.584195613149143,0.0,-0.14507051318826258,-0.11253084543445985,0.0,0.0,9.997666296012644,9,11,4.5446475574886955,10000,19000,16.5000000000000,19.0000000000000,6495.022154438757,10000,25000,17.0000000000000,20.0000000000000,4.540799457130887,4.6127143295553035,4.557521707420843,4.5931376735232945,5013.8470461691395,0.048648660167958976,4500.133267335563,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.010542284708398,11,10000,4.447475264422849,19000,16.5000000000000,19.0000000000000,6494.280138990829,10000,25000,17.0000000000000,20.0000000000000,4.564713055680372,4.607231302907573,4.571387444595957,4.592664501484353,1.00000000000000,0.0100000000000000,0.500000000000000,215500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,21,-121,11,11,18951.221489419793,11,87.45667755894466,500000,1,1,-111,121,111,1,14,11,11,11,7
8,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14986.8420732042,1.0,1.0,1.0,17.5769396474709,1.0,1.0,1.0,22043.6583301971,1.0,1.0,1.0,1.0,18.9035599699951,1.0,1.0,0.056250364528793284,0.030196919050665905,0.05771005383505223,0.02751313478438633,0.0014596893062589489,0.02751313478438633,0.0014596893062589489,0.00145968930625895,0.0729844653129474,0.0562503645287933,9.73236009732360e-6,102750.000000000,3302.69997447629,0.000490773911091335,2037.59812288371,7.35515109917461,1.3266203225242426,0.0729844653129474,1.0,1.0,1.0,1.0,14796.8385637065,1.0,1.0,17.4650401897873,1.0,1.0,1.0,21868.6538287848,1.0,1.0,1.0,18.7944801958939,1.0,1.0,1.0,0.054831811097512784,0.04288719196596791,0.05771005383505223,0.014822861869084325,0.0028782427375394493,0.014822861869084325,0.0028782427375394493,0.00287824273753945,0.143912136876972,0.0548318110975128,9.50655127836018e-6,105190.617577197,3295.88118412776,0.000491400332609329,2035.00065759014,7.27117139177191,1.3294400061066427,0.143912136876972,1.0,-0.10761838339463697,-0.12680761589136536,0.0,0.0,10.22178854829625,9,11,4.537754621680607,10000,19000,16.5000000000000,19.0000000000000,7056.8162569928545,10000,25000,17.0000000000000,20.0000000000000,4.559452032592155,4.615702397120948,4.5580029190759594,4.588199838126625,5319.394055086849,0.04881491911332967,4499.489660383476,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.19386879801538,11,10000,4.489493928047165,19000,16.5000000000000,19.0000000000000,7071.8152650782995,10000,25000,17.0000000000000,20.0000000000000,4.552046592906218,4.606878404003731,4.551732504513951,4.594619696479919,1.00000000000000,0.0100000000000000,0.500000000000000,215500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,21,-121,11,11,19069.925175320146,11,95.51405921970542,500000,1,1,-111,122,111,1,14,11,11,11,8
9,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12460.2704567233,1.0,1.0,1.0,16.9809080996510,1.0,1.0,1.0,18927.5397344901,1.0,1.0,1.0,1.0,18.2791398788504,1.0,1.0,0.0472085959205657,0.016956873207467638,0.05429952111516289,0.03734264790769525,0.0070909251945971905,0.03734264790769525,0.0070909251945971905,0.00709092519459719,0.354546259729860,0.0472085959205657,9.73236009732360e-6,102750.000000000,2771.81898905036,0.000561512704529310,1780.90360544603,6.99660016332138,1.2982317791993834,0.354546259729860,1.0,1.0,1.0,1.0,14981.3827996830,1.0,1.0,17.4593688189833,1.0,1.0,1.0,21512.2894403831,1.0,1.0,1.0,18.7703750851193,1.0,1.0,1.0,0.055889334941457314,0.028721394694038338,0.05429952111516289,0.02557812642112455,-0.0015898138262944242,0.02557812642112455,0.0,0,0,0.0558893349414573,9.50655127836018e-6,105190.617577197,3359.44780484041,0.000498406752829889,2006.39336108937,7.46682235409158,1.3110062661360085,0,1.0,-0.06746337646303456,-0.19127432472181444,0.0,0.0,9.984307936329637,9,11,4.495340606996958,10000,19000,16.5000000000000,19.0000000000000,6467.26927776676,10000,25000,17.0000000000000,20.0000000000000,4.569284119389057,4.616492715309623,4.562881590065799,4.5798384632732665,4981.5983412107735,0.04905047464206417,4500.035324331331,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,9.992546464891728,11,10000,4.459477768369352,19000,16.5000000000000,19.0000000000000,6530.90664070007,10000,25000,17.0000000000000,20.0000000000000,4.553285463772932,4.609174798714389,4.5643509041898485,4.593072298883887,1.00000000000000,0.0100000000000000,0.500000000000000,215500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,21,-121,11,11,19334.411530198176,11,115.81842157938196,500000,1,1,-111,121,111,1,14,11,11,11,9
