,batch_size_planned,percentage_batch_until_standstill,batch_size_run,batch_size_remain,subbatch_ID,time_initial_standstill,time_typeChange_standstill,time_unforeseen_standstill,time_standstill_sum,N_unforeseen_standstills,batch_ID_num,batch_size,cycle_time_mean,cycle_time_std,line_ID_num,partType_ID_num,time_initial,time_typeChange_standstill_mean,time_typeChange_standstill_std,time_unforeseen_standstills_mean,time_unforeseen_standstills_std,interventions,index_orig,partTypeChange,batch_ID_counter,batch_ID_unique,batch_ID_unique_noCounter,T1_MV_Supplier,T2_MV_Supplier,T3_MV_Supplier,T4_MV_Supplier,T5_MV_Supplier,T6_MV_Supplier,T7_MV_Supplier,T8_MV_Supplier,HU_Block_Supplier,subbatch_ID_unique
0,447.280356188576,1.00000000000000,447.280356188576,0,1,0,1155.5940256201873,0.0,1155.59402562019,0.6467398093858567,9,447.280356188576,13.461954408061192,0.10432279392947871,8,913,0,1171.5123841084035,149.7925822126424,706.333701541917,175.0093143322519,,8,1,0,8_0_913_9,8_913_9,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,HU_Block_Supplier_A,8_0_913_9_1
1,571.526495913809,0.9750671050504198,557.276685830289,14.2498100835206,1,1155.59402562019,1281.766255102087,1294.220246397103,3731.58052711938,2.1715796312407436,6,571.5264959138094,13.531692415874415,0.09551623002533201,8,923,0,1184.223606610938,129.69519549480435,946.19928878815,265.1382805239106,,20,1,1,8_1_923_6,8_923_6,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,HU_Block_Supplier_C,8_1_923_6_1
2,14.2498100835206,0.9949485144532041,14.1778273738391,0.0719827096814907,2,3731.58052711938,0.0,927.6291437234798,4659.20967084286,2.1715796312407436,6,571.5264959138094,13.531692415874415,0.09551623002533201,8,923,0,1184.223606610938,129.69519549480435,946.19928878815,265.1382805239106,,20,1,1,8_1_923_6,8_923_6,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,HU_Block_Supplier_C,8_1_923_6_2
3,1,1.00000000000000,1,0,3,4659.20967084286,0.0,0.0,4659.20967084286,2.1715796312407436,6,571.5264959138094,13.531692415874415,0.09551623002533201,8,923,0,1184.223606610938,129.69519549480435,946.19928878815,265.1382805239106,,20,1,1,8_1_923_6,8_923_6,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,HU_Block_Supplier_C,8_1_923_6_3
4,527.103664151846,1.00000000000000,527.103664151846,0,1,4659.20967084286,0.0,0.0,4659.20967084286,0.9608176978614327,1,527.1036641518459,13.527025031775823,0.11344507160210475,8,923,0,1255.583534173988,122.63879022114352,1091.171213998858,162.47561995785912,,15,0,2,8_2_923_1,8_923_1,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,HU_Block_Supplier_C,8_2_923_1_1
5,435.954998978738,0.4849795573029272,211.429262408707,224.525736570032,1,4659.20967084286,1195.7083244484795,1420.626250682466,7275.54424597381,1.1321134903852146,15,435.95499897873816,13.457471390707862,0.08248031427199574,8,913,0,1223.5395709029524,125.3996068449339,865.7985397187613,290.8190613188123,,14,1,3,8_3_913_15,8_913_15,MV_Supplier_C,MV_Supplier_A,MV_Supplier_C,MV_Supplier_A,MV_Supplier_C,MV_Supplier_A,MV_Supplier_C,MV_Supplier_D,HU_Block_Supplier_A,8_3_913_15_1
6,224.525736570032,1.00000000000000,224.525736570032,0,2,7275.54424597381,0.0,0.0,7275.54424597381,1.1321134903852146,15,435.95499897873816,13.457471390707862,0.08248031427199574,8,913,0,1223.5395709029524,125.3996068449339,865.7985397187613,290.8190613188123,,14,1,3,8_3_913_15,8_913_15,MV_Supplier_C,MV_Supplier_A,MV_Supplier_C,MV_Supplier_A,MV_Supplier_C,MV_Supplier_A,MV_Supplier_C,MV_Supplier_D,HU_Block_Supplier_A,8_3_913_15_2
7,586.953507883097,0.6448896376816884,378.520235034727,208.433272848371,1,7275.54424597381,1208.3876791881876,978.8154921253337,9462.74741728733,1.666434862798156,4,586.9535078830974,13.511958090521548,0.11767430040189508,8,923,0,1163.4637378298112,126.40252415493312,994.3519168719376,215.92554982092642,,18,1,4,8_4_923_4,8_923_4,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,HU_Block_Supplier_C,8_4_923_4_1
8,208.433272848371,1.00000000000000,208.433272848371,0,2,9462.74741728733,0.0,0.0,9462.74741728733,1.666434862798156,4,586.9535078830974,13.511958090521548,0.11767430040189508,8,923,0,1163.4637378298112,126.40252415493312,994.3519168719376,215.92554982092642,,18,1,4,8_4_923_4,8_923_4,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,MV_Supplier_C,MV_Supplier_D,HU_Block_Supplier_C,8_4_923_4_2
9,337.736350920145,0.4241811509624652,143.261394055170,194.474956864975,1,9462.74741728733,1139.0257061636896,1012.5018997012228,11614.2750231522,1.4984498982048249,8,337.7363509201445,13.477976248159491,0.0884606019574731,8,912,0,1232.7792083606716,121.04113875551405,928.7723354491914,308.41501826129775,,28,1,5,8_5_912_8,8_912_8,MV_Supplier_C,MV_Supplier_C,MV_Supplier_C,MV_Supplier_A,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_A,HU_Block_Supplier_B,8_5_912_8_1
