,MV1_AleakMV,MV2_AleakMV,HU_Ch1_T1_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_KstiffMachine_REF,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_REF,PF_M1_T1_AleakPF_deltaD_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,15163.8826772374,1.0,1.0,1.0,17.5711691096378,1.0,1.0,1.0,22194.4494813399,1.0,1.0,1.0,1.0,18.9052140994058,1.0,1.0,0.05751534729632368,0.025826417730480777,0.05495945296047138,0.029133035229990605,-0.0025558943358523004,0.029133035229990605,0.0,0,0,0.0575153472963237,9.73236009732360e-6,102750.000000000,3376.97253411272,0.000485872505828320,2058.15309161236,7.36771367447598,1.3340449897679918,0,1.0,1.0,1.0,14004.7399113357,1.0,1.0,1.0,17.4179135618517,1.0,1.0,1.0,1.0,21038.4300156008,1.0,1.0,18.7525511955770,1.0,1.0,1.0,0.052454097560659996,0.026313198000162075,0.05495945296047138,0.028646254960309307,0.002505355399811386,0.028646254960309307,0.002505355399811386,0.00250535539981139,0.125267769990569,0.0524540975606600,9.73236009732360e-6,102750.000000000,3079.80487106161,0.000514445175412655,1943.84173045818,7.20467088029569,1.3346376337253743,0.125267769990569,1.0,-0.21042475086136564,-0.1804819383184655,0.0,0.0,10.20345543516185,9,11,4.490377852961015,10000,19000,16.5000000000000,19.0000000000000,7030.566804102523,10000,25000,17.0000000000000,20.0000000000000,4.612092101082678,4.554576753786354,4.586481655872755,4.5606552381422745,4500.052262436551,5270.112221121742,0.04692886987222492,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,10.213242681555975,9,11,4.547281564142808,10000,19000,16.5000000000000,19.0000000000000,10000,7033.690104265097,25000,17.0000000000000,20.0000000000000,4.560138943433287,4.612593040993947,4.589379932045005,4.563066734044843,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19054.729097793108,11,109.78683927969143,500000,1,1,-111,122,111,1,17,11,11,11,0
1,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,18629.9937270110,1.0,1.0,1.0,18.2591490296393,1.0,1.0,1.0,25116.7189826241,1.0,0.0,0.0,1.0,19.5637695591235,1.0,1.0,0.07060007656540357,0.03579311655723583,0.054097946730128216,0.01830483017289239,-0.016502129835275353,0.01830483017289239,0.0,0,0,0.0706000765654036,9.73236009732360e-6,102750.000000000,4145.23306691155,0.000442362553879155,2260.58917336204,8.24121160383323,1.3046205294842501,0,1.0,1.0,1.0,13599.1289147977,1.0,1.0,1.0,17.2397317730612,1.0,1.0,1.0,1.0,20121.1776202094,1.0,1.0,18.5514566111085,1.0,1.0,1.0,0.05147719235917059,0.03498577154392457,0.054097946730128216,0.019112175186203645,0.0026207543709576286,0.019112175186203645,0.0026207543709576286,0.00262075437095763,0.131037718547881,0.0514771923591706,9.73236009732360e-6,102750.000000000,3022.44657994559,0.000531979386339639,1879.77208455509,7.23445625484770,1.3117248380472877,0.131037718547881,0.0,-0.17026612150990755,-0.3142385904937072,0.0,0.0,10.017937425806066,9,11,4.4943175513389155,10000,19000,16.5000000000000,19.0000000000000,6486.7252556131,10000,25000,17.0000000000000,20.0000000000000,4.617849714059333,4.5472496374939295,4.595553367286455,4.559760250729219,4500.335158500687,4972.116495957233,0.048964840600626856,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,10.005275518213505,9,11,4.499377757420107,10000,19000,16.5000000000000,19.0000000000000,10000,6522.048705411749,25000,17.0000000000000,20.0000000000000,4.564593969861167,4.616071162220337,4.5901245903015475,4.555138818757623,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19105.443906920318,11,94.37018689974269,500000,1,1,-111,121,111,1,17,11,11,11,1
2,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14888.3515677611,1.0,1.0,1.0,17.5149941357865,1.0,1.0,1.0,21729.6433730173,1.0,1.0,1.0,1.0,18.8084641375428,1.0,1.0,0.05633442569535152,0.021409648676479875,0.054939531859917325,0.03352988318343745,-0.0013948938354341953,0.03352988318343745,0.0,0,0,0.0563344256953515,9.73236009732360e-6,102750.000000000,3307.63556582707,0.000491398861680944,2035.00674905771,7.31611901270349,1.2934700017562626,0,1.0,1.0,1.0,19380.8121508291,1.0,0.0,0.0,18.3992828098433,1.0,1.0,1.0,1.0,26223.6462628060,0.0,0.0,19.6930444125915,1.0,1.0,1.0,0.0728987389332083,0.04087875357920101,0.054939531859917325,0.014060778280716314,-0.017959207073290982,0.014060778280716314,0.0,0,0,0.0728987389332083,9.73236009732360e-6,102750.000000000,4280.19738593552,0.000422702178974647,2365.73183139417,8.19231152645377,1.2937616027482262,0,0.0,-0.114631684863843,-0.07039443545556116,0.0,0.0,10.198875123083013,9,11,4.501206759771386,10000,19000,16.5000000000000,19.0000000000000,6841.291805256235,10000,25000,17.0000000000000,20.0000000000000,4.61423431139572,4.557899885700368,4.585813326857358,4.564403678180878,4501.733893837647,5289.099705418129,0.04676091706722912,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,10.20697128338953,9,11,4.528018313948162,10000,19000,16.5000000000000,19.0000000000000,10000,6842.834111976929,25000,17.0000000000000,20.0000000000000,4.549173748293122,4.622072487226331,4.590169646147805,4.549290892568604,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,18943.311725302145,11,123.52797812236693,500000,1,1,-111,122,111,1,17,11,11,11,2
3,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,16473.4742220360,1.0,1.0,1.0,17.8196477134949,1.0,1.0,1.0,23012.4934606290,1.0,1.0,1.0,1.0,19.1313173475800,1.0,1.0,0.06216118011530991,0.030511491449863648,0.051610523752287835,0.021099032302424187,-0.010550656363022076,0.021099032302424187,0.0,0,0,0.0621611801153099,9.73236009732360e-6,102750.000000000,3649.74928962748,0.000474582610089800,2107.11471246446,7.81802439354087,1.3116696340851062,0,1.0,1.0,1.0,17130.0697215410,1.0,1.0,1.0,17.9525802229549,1.0,1.0,1.0,1.0,23668.9125791882,1.0,1.0,19.2642144765766,1.0,1.0,1.0,0.06481652034978858,0.022901180308533498,0.051610523752287835,0.028709343443754337,-0.013205996597500741,0.028709343443754337,0.0,0,0,0.0648165203497886,9.73236009732360e-6,102750.000000000,3805.65569482330,0.000463357995679665,2158.15850664922,7.93735477202615,1.3116342536217334,0,1.0,-0.05684559906995218,-0.0893414316630575,0.0,0.0,10.001623319954062,9,11,4.513590637267407,10000,19000,16.5000000000000,19.0000000000000,6539.019238593024,10000,25000,17.0000000000000,20.0000000000000,4.619018110039106,4.556856929923796,4.590384072999019,4.559872581549155,4500.056076928487,4985.263871839201,0.04658735365180607,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,10.01522545092873,9,11,4.501213744806815,10000,19000,16.5000000000000,19.0000000000000,10000,6538.842857647202,25000,17.0000000000000,20.0000000000000,4.550765566028415,4.615582086378204,4.590150838382278,4.567249658073744,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,18852.039355003137,11,108.3900754021391,500000,1,1,-111,121,111,1,17,11,11,11,3
4,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,15855.2535629075,1.0,1.0,1.0,17.7488489263572,1.0,1.0,1.0,22873.1238832795,1.0,1.0,1.0,1.0,19.0713826670998,1.0,1.0,0.05900465884960493,0.031016656996996517,0.05845355196047864,0.027436894963482124,-0.0005511068891262891,0.027436894963482124,0.0,0,0,0.0590046588496049,9.73236009732360e-6,102750.000000000,3464.41639816966,0.000477101196191151,2095.99139130926,7.56456044077716,1.3225337407426723,0,1.0,1.0,1.0,17547.1626597254,1.0,1.0,1.0,18.0328367425730,1.0,1.0,1.0,1.0,24413.5492702809,1.0,1.0,19.3268230311315,1.0,1.0,1.0,0.06596396571555374,0.027418682677379458,0.05845355196047864,0.031034869283099183,-0.0075104137550751,0.031034869283099183,0.0,0,0,0.0659639657155537,9.73236009732360e-6,102750.000000000,3873.02712987037,0.000446648262001480,2238.89822277353,7.83740970502360,1.2939862885585485,0,1.0,-0.11983632820673204,-0.20934432543087572,0.0,0.0,10.184288485580007,9,11,4.576601580365514,10000,19000,16.5000000000000,19.0000000000000,7017.870320372055,10000,25000,17.0000000000000,20.0000000000000,4.614383821988535,4.55537916313893,4.596646608149776,4.565629951152779,4501.884343916361,5306.382819716306,0.04959143344114195,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,10.195427037549376,9,11,4.530606698929233,10000,19000,16.5000000000000,19.0000000000000,10000,6866.386610555547,25000,17.0000000000000,20.0000000000000,4.550934728062014,4.616898693777568,4.587011298439871,4.559592615762492,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19010.03129979437,11,114.03358887093007,500000,1,1,-111,122,111,1,17,11,11,11,4
5,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,13471.3373986324,1.0,1.0,1.0,17.2616550165659,1.0,1.0,1.0,19970.5310749417,1.0,1.0,1.0,1.0,18.5587880851372,1.0,1.0,0.05025855328406337,0.02858705674478479,0.05299821572760541,0.02441115898282062,0.0027396624435420402,0.02441115898282062,0.0027396624435420402,0.00273966244354204,0.136983122177102,0.0502585532840634,9.73236009732360e-6,102750.000000000,2950.89505710715,0.000538463923414446,1857.13463152539,7.25382918930738,1.2971330685713147,0.136983122177102,1.0,1.0,1.0,15613.7060369574,1.0,1.0,1.0,17.6966326692167,1.0,1.0,1.0,1.0,22101.4925091792,1.0,1.0,18.9914890458815,1.0,1.0,1.0,0.05821925207193246,0.02724327989078823,0.05299821572760541,0.025754935836817178,-0.005221036344327051,0.025754935836817178,0.0,0,0,0.0582192520719325,9.73236009732360e-6,102750.000000000,3418.30180022346,0.000492126614845568,2031.99739626723,7.68392029716166,1.294856376664796,0,1.0,-0.025255120128718236,-0.22080149804698773,0.0,0.0,10.007825827258545,9,11,4.5651699358766065,10000,19000,16.5000000000000,19.0000000000000,6499.193676309251,10000,25000,17.0000000000000,20.0000000000000,4.612630228984986,4.5623716757009225,4.590094048894824,4.561506992150039,4500.256497588528,5010.429410659908,0.047601821149565286,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,10.012712372055017,9,11,4.56767920139079,10000,19000,16.5000000000000,19.0000000000000,10000,6487.786472221818,25000,17.0000000000000,20.0000000000000,4.556092210041775,4.614311462113707,4.590161953335803,4.562918673445015,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19021.903487954918,11,110.54525577100239,500000,1,1,-111,121,111,1,17,11,11,11,5
6,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,16517.8375854569,1.0,1.0,1.0,17.8160192102425,1.0,1.0,1.0,23579.2440570574,1.0,1.0,1.0,1.0,19.1471929260679,1.0,1.0,0.062135974000831595,0.02803260579414424,0.057527558932236926,0.029494953138092687,-0.004608415068594669,0.029494953138092687,0.0,0,0,0.0621359740008316,9.73236009732360e-6,102750.000000000,3648.26933062026,0.000462616532763846,2161.61751510614,7.64142475254039,1.3311737158254433,0,1.0,1.0,1.0,13534.2635774577,1.0,1.0,1.0,17.2987227220826,1.0,1.0,1.0,1.0,20632.5914198314,1.0,1.0,18.6368566318189,1.0,1.0,1.0,0.05060910514543071,0.029499795972339093,0.057527558932236926,0.028027762959897833,0.006918453786806215,0.028027762959897833,0.006918453786806215,0.00691845378680622,0.345922689340311,0.0506091051454307,9.73236009732360e-6,102750.000000000,2971.47745925315,0.000525046887333073,1904.59180718013,7.10612296368954,1.3381339097362632,0.345922689340311,1.0,-0.2865593096733519,-0.24703083202130263,0.0,0.0,10.174594457702094,9,11,4.527581734939679,10000,19000,16.5000000000000,19.0000000000000,7061.406471600534,10000,25000,17.0000000000000,20.0000000000000,4.61728711504309,4.555151141042258,4.593769167274725,4.5657365614805805,4499.669905224157,5304.646859874219,0.04879778663617458,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,10.192599758393088,9,11,4.554725305188551,10000,19000,16.5000000000000,19.0000000000000,10000,7098.327842373681,25000,17.0000000000000,20.0000000000000,4.5625020428104,4.613111147955831,4.59146950970167,4.561969713729331,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19286.663264253653,11,97.09359086866522,500000,1,1,-111,122,111,1,17,11,11,11,6
7,0.0,0.01293926630361153,0.0,0.0129392663036115,0.01293926630361153,1.0,1.0,1.0,15041.1332130937,1.0,1.0,1.0,17.5375459751055,1.0,1.0,1.0,21523.3999225996,1.0,1.0,1.0,1.0,18.8329556270749,1.0,1.0,0.056511402018287527,0.028968959269358052,0.052736067744441936,0.023767108475083884,-0.0037753342738455903,0.023767108475083884,0.0,0,0,0.0565114020182875,9.73236009732360e-6,102750.000000000,3318.02660421660,0.000501222953853681,1995.12012032059,7.53896121837355,1.2954096519693277,0,1.0,1.0,1.0,15369.9708264118,1.0,1.0,1.0,17.6160733424586,1.0,1.0,1.0,1.0,21784.0978938969,1.0,1.0,18.8978660369790,1.0,1.0,1.0,0.057430772635751026,0.03251446238443467,0.052736067744441936,0.020221605360007264,-0.00469470489130909,0.020221605360007264,0.0,0,0,0.0574307726357510,9.73236009732360e-6,102750.000000000,3372.00679332767,0.000496398300703243,2014.51132806722,7.62962740008923,1.281792694520488,0.0129392663036115,1.0,-0.13432851904610246,0.01293926630361153,0.0,0.0,9.99858475673199,9,11,4.533156302598428,10000,19000,16.5000000000000,19.0000000000000,6482.266709505837,10000,25000,17.0000000000000,20.0000000000000,4.609197207544004,4.552685805525717,4.592528989697557,4.563560030428199,4499.043305883778,5004.028416533152,0.04741416970782165,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9.986445942369325,9,11,4.558107906788618,10000,19000,16.5000000000000,19.0000000000000,10000,6414.12706748512,25000,17.0000000000000,20.0000000000000,4.556382250343458,4.613813022979209,4.59604949335833,4.563535030973895,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,18784.456052127018,11,97.74482492675902,500000,1,1,-111,121,111,1,17,11,11,11,7
8,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14378.5555458712,1.0,1.0,1.0,17.4802765391913,1.0,1.0,1.0,21338.3358735932,1.0,1.0,1.0,1.0,18.7932065974305,1.0,1.0,0.05360544690447622,0.031775350897817134,0.056548566853007555,0.02477321595519042,0.002943119948531338,0.02477321595519042,0.002943119948531338,0.00294311994853134,0.147155997426567,0.0536054469044762,9.73236009732360e-6,102750.000000000,3147.40552539139,0.000506367337110624,1974.85091693727,7.28083088326000,1.3129300582392545,0.147155997426567,1.0,1.0,1.0,15421.4641246354,1.0,1.0,1.0,17.5999055330243,1.0,1.0,1.0,1.0,22490.1380204813,1.0,1.0,18.9333778543821,1.0,1.0,1.0,0.058190403324528184,0.025938033152846707,0.056548566853007555,0.030610533700160848,-0.0016418364715206288,0.030610533700160848,0.0,0,0,0.0581904033245282,9.73236009732360e-6,102750.000000000,3416.60796662587,0.000481333285582869,2077.56253297350,7.42286399560912,1.3334723213577078,0,1.0,-0.09014535840314891,-0.2361113424438978,0.0,0.0,10.199445655931262,9,11,4.5683835241037745,10000,19000,16.5000000000000,19.0000000000000,6959.780327722027,10000,25000,17.0000000000000,20.0000000000000,4.61399986917486,4.560394422270384,4.593966933245927,4.56219158234811,4498.534170060857,5300.952845161955,0.047988666884369015,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,10.17704153741523,9,11,4.513676803214031,10000,19000,16.5000000000000,19.0000000000000,10000,7068.673895845858,25000,17.0000000000000,20.0000000000000,4.5560799627246285,4.614270366049157,4.590956306514921,4.5650182733620746,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19026.241282941504,11,101.99742885971042,500000,1,1,-111,122,111,1,17,11,11,11,8
9,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,12523.3563894320,1.0,1.0,1.0,17.0228294539783,1.0,1.0,1.0,18950.5568904087,1.0,1.0,1.0,1.0,18.3087316267384,1.0,1.0,0.04719374672945609,0.027349283305456495,0.051863365754785375,0.02451408244932888,0.004669619025329287,0.02451408244932888,0.004669619025329287,0.00466961902532929,0.233480951266464,0.0471937467294561,9.73236009732360e-6,102750.000000000,2770.94712940092,0.000560959327546290,1782.66043703049,7.02509357883828,1.2859021727601025,0.233480951266464,1.0,1.0,1.0,16116.4248449506,1.0,1.0,1.0,17.7923513546241,1.0,1.0,1.0,1.0,22613.6475627788,1.0,1.0,19.0922630048818,1.0,1.0,1.0,0.06004746663976768,0.03591650657573453,0.051863365754785375,0.015946859179050844,-0.008184100884982302,0.015946859179050844,0.0,0,0,0.0600474666397677,9.73236009732360e-6,102750.000000000,3525.64411270636,0.000483708008569600,2067.36291788336,7.79564376701269,1.2999116502576702,0,1.0,-0.04708216339063159,-0.16578711211681313,0.0,0.0,9.997735875140027,9,11,4.519521955707433,10000,19000,16.5000000000000,19.0000000000000,6427.200500976726,10000,25000,17.0000000000000,20.0000000000000,4.613064721630657,4.565870974901201,4.590395639071034,4.563046355765578,4501.503075111733,4998.203313694675,0.04670940451564681,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9.9967075876114,9,11,4.571200135279479,10000,19000,16.5000000000000,19.0000000000000,10000,6497.2227178282,25000,17.0000000000000,20.0000000000000,4.560597632853438,4.620645099493205,4.5924288480329905,4.556512341457256,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,18941.034009439943,11,97.89355162694189,500000,1,1,-111,121,111,1,17,11,11,11,9
