,partType_ID_num,line_ID_num,batch_ID_num,PSec_MVgeneration_*_Section_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV1_*_T1_MV_Type_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV1_*_T1_MV_Supplier_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV2_*_T2_MV_Type_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV2_*_T2_MV_Supplier_ID_num,PSec_HUgeneration_*_Section_ID_num,PSec_HUgeneration__Section__HUgeneration_machine__HU_*_HU_Block_Type_ID_num,PSec_HUgeneration__Section__HUgeneration_machine__HU_*_HU_Block_Supplier_ID_num,PSec_C2_*_Section_ID_num,PSec_C2__Section__Sec_C2_Machine1_*_ProcessResult,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_MpGood
0,111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.1809475489167,16423.2000024431,17.8107237726706,23535.6313654258,19.1561383153764,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.180223745443765,12175.8654531524,16.9472790282138,19215.3609774196,18.2788967505239,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
1,111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.006743612729524,15759.6841830617,17.6962012635871,22278.6591540075,18.9974742244485,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.990719370438917,12389.2979586458,16.9387278753239,18821.2584630906,18.2226316066720,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
2,111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.187870343133214,14736.1432829820,17.4956953630622,21699.5343461075,18.8043912964258,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.205958208617126,13694.2523926408,17.2395844258627,20729.4683138133,18.5617790840270,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
3,111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,9.999791946183308,16062.4692828965,17.7111829623742,22590.3546377130,19.0114869757904,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.98638500737727,13044.7225124797,17.0672069844109,19552.0712568658,18.3634202646856,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
4,111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.227328716280493,14312.2777230810,17.4762398411961,21271.6032726378,18.7920088079440,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.218378856225906,16115.3726771967,17.7072076174460,23095.8448338952,19.0269746798758,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
5,111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.012160578006421,15199.6920337427,17.5959591749797,21754.1873248397,18.9038594441592,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.012037349925315,15674.2712543134,17.6176740924823,22170.5260732345,18.9139529131973,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
6,111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.214354374433071,17906.3824279289,18.1333599692088,24926.3240794098,19.4506942787506,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.22911099041909,13170.3779716621,17.1943692068815,20224.0583566183,18.5180347928603,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
7,111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,9.979686397856225,13538.5715358636,17.2709061030280,19993.1952551076,18.5683755680689,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.010718172277166,17725.0912340795,18.0348555008814,24196.0235808832,19.3356032277073,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
8,111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.214983037545341,17522.8273351733,18.0643013570943,24693.7212105465,19.4202748091521,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.194807504306755,10614.7775987576,16.6653103332043,17736.5054162850,18.0119867756648,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
9,111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,9.995625859715112,16636.7332482041,17.8598195114326,23182.4274333300,19.1721267146479,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.005758466387386,17764.8536786442,18.0443552123400,24228.3138656811,19.3401758115391,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
10,111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.210492962248091,17574.8885020951,18.0249826585286,24531.6440623859,19.3349678725940,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.226925001088658,14212.1651325512,17.3780584441749,21188.9938744034,18.6918235195301,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
11,111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,9.976333473999896,17265.4447216653,17.9415684152955,23731.8582582085,19.2347170442358,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.008307552375307,12273.6529932823,16.9563200609530,18680.4453930319,18.2375456987538,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
12,111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.192938641683014,15151.6463327198,17.6133395485766,22294.5820449315,18.9619809915219,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.181437559580324,14684.0117017639,17.4063923233082,21715.3627777048,18.7339657249139,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
13,111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,9.998974467290807,15405.1395619314,17.6439647740985,21908.3453247785,18.9431521108435,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.998142273191142,14415.3996808039,17.3731367578826,20857.7771474998,18.6601720337891,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
14,111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.195166861433664,15914.6016253184,17.7087582129281,22770.4857955483,18.9977531792955,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.186391980968818,16701.4592824775,17.7930658310799,23683.8568806581,19.1058469594882,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
15,111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.013659220564227,17255.5399736508,18.0178928155420,23739.7160873194,19.3163574763480,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.008655302984186,12221.8178841798,16.9397484524050,18797.3788519456,18.2565130485456,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
16,111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.201012953852713,15905.6423031458,17.7564104543363,22763.6205446415,19.0496006591004,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.225496132483993,15296.1816424247,17.6111687852693,22390.8491216131,18.9489908323897,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
17,111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.000555514738771,14834.3565597467,17.4626890097941,21389.6384390012,18.7686955519189,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.999519639703763,12606.0559505072,16.9636474639655,19124.3145801680,18.2622778768755,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
18,111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.213724435335848,17299.7163786461,17.9914740483435,24513.1769003146,19.3444461483920,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.200570996997671,13196.6742131359,17.1095289917427,20075.6537569525,18.3997651234343,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0
