MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0_LTL,PF_M1_T1_s0,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T2_s0_LTL,PF_M1_T2_s0,PF_M1_T2_s0_UTL,PF_M1_T2_Force_LTL,MV2_LmvPF,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_REF,PF_M1_T2_AleakPF_deltaD_REF,MV2_Emv,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_E_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13395.9262237626,1.0,1.0,1.0,17.1921929232028,1.0,1.0,1.0,20347.7012488908,1.0,1.0,1.0,18.5007453209843,1.0,1.0,1.0,0.049709137444447826,0.0412223991047318,0.057242210560270394,0.016019811455538595,0.007533073115822568,0.016019811455538595,0.007533073115822568,0.00753307311582257,0.376653655791128,0.0497091374444478,9.50655127836018e-6,105190.617577197,2987.96278114928,0.000522909036188958,1912.37850332087,7.00485087052608,1.3085523977815054,0.376653655791128,1.0,1.0,1.0,1.0,15046.2842841299,1.0,1.0,17.5868178324174,1.0,1.0,1.0,1.0,22005.4315776118,1.0,1.0,18.8967579332527,1.0,1.0,1.0,0.05623035310394009,0.022655557026228124,0.057242210560270394,0.03458665353404227,0.0010118574563303048,0.03458665353404227,0.0010118574563303048,0.00101185745633030,0.0505928728165152,0.0562303531039401,9.73236009732360e-6,102750.000000000,3301.52501795991,0.000491123175342898,2036.14907665843,7.38957891473381,1.3099401008352471,0.0505928728165152,1.0,-0.13115439548143767,-0.09814680093283198,0.0,0.0,9,10.187342052676676,11,4.483297552525067,10000,19000,16.5000000000000,19.0000000000000,6951.775025128237,10000,25000,17.0000000000000,20.0000000000000,4.610705922986078,4.56099678554163,4.601075304129142,4.55985290502441,0.04848424777870041,5312.569093078842,4499.754878947212,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.197238917683618,11,10000,4.557374002098979,19000,16.5000000000000,19.0000000000000,10000,6959.147293481916,25000,17.0000000000000,20.0000000000000,4.555933489845644,4.612163842949584,4.587865624644519,4.565210067618291,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,21,11,22,-121,11,11,19150.449247302797,11,121.71160438412743,500000,1,1,-111,122,111,1,18,11,11,11,0
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14041.7317018341,1.0,1.0,1.0,17.2860881672903,1.0,1.0,1.0,20619.4078280891,1.0,1.0,1.0,18.5991293517726,1.0,1.0,1.0,0.05212992941531702,0.033599208934939284,0.05112043266863627,0.017521223733696988,-0.0010094967466807506,0.017521223733696988,0.0,0,0,0.0521299294153170,9.50655127836018e-6,105190.617577197,3133.47398254451,0.000518755443378168,1927.69061561636,7.28422475478222,1.3130411844823473,0,1.0,1.0,1.0,1.0,14518.8306631407,1.0,1.0,17.3872018142362,1.0,1.0,1.0,1.0,20970.1670697559,1.0,1.0,18.6750229587015,1.0,1.0,1.0,0.05491529177240473,0.02528478077976093,0.05112043266863627,0.025835651888875343,-0.0037948591037684568,0.025835651888875343,0.0,0,0,0.0549152917724047,9.73236009732360e-6,102750.000000000,3224.31213120834,0.000509764503281903,1961.69014037251,7.40118450122999,1.287821144465331,0,1.0,-0.0996562555793804,-0.06093325653634238,0.0,0.0,9,10.001863412508074,11,4.481202582199714,10000,19000,16.5000000000000,19.0000000000000,6577.676126255065,10000,25000,17.0000000000000,20.0000000000000,4.607769257393167,4.5556393279778495,4.594051768080111,4.560452559145172,0.0459270893948783,5009.497191703279,4500.58055725149,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,9.98601731300617,11,10000,4.502923436788874,19000,16.5000000000000,19.0000000000000,10000,6451.336406615178,25000,17.0000000000000,20.0000000000000,4.552444138277063,4.607359430049468,4.592489198274603,4.567204417494842,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,21,11,22,-121,11,11,18860.349732384162,11,101.33472704185753,500000,1,1,-111,121,111,1,18,11,11,11,1
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13665.2504539453,1.0,1.0,1.0,17.2217482134467,1.0,1.0,1.0,20237.9476142346,1.0,1.0,1.0,18.5351418581646,1.0,1.0,1.0,0.05059683904062684,0.02666726164035005,0.05626612174363087,0.02959886010328082,0.005669282703004028,0.02959886010328082,0.005669282703004028,0.00566928270300403,0.283464135150201,0.0505968390406268,9.50655127836018e-6,105190.617577197,3041.32156922147,0.000528630103060964,1891.68190424577,7.22386275582301,1.3133936447178458,0.283464135150201,1.0,1.0,1.0,1.0,16504.4683606099,1.0,1.0,17.8320573447704,1.0,1.0,1.0,1.0,22965.6356248799,1.0,1.0,19.1231644527658,1.0,1.0,1.0,0.06210264977021396,0.04073702387918843,0.05626612174363087,0.01552909786444244,-0.0058365280265830904,0.01552909786444244,0.0,0,0,0.0621026497702140,9.73236009732360e-6,102750.000000000,3646.31272222256,0.000474075328039145,2109.36942054371,7.82436125216781,1.2911071079954834,0,1.0,-0.2152811189498841,-0.23971492258391724,0.0,0.0,9,9.997885457623733,11,4.493194863785293,10000,19000,16.5000000000000,19.0000000000000,6572.6971602893,10000,25000,17.0000000000000,20.0000000000000,4.60928032645523,4.558683487414603,4.593711429939984,4.567044168299634,0.050601337316717225,5004.361934232826,4500.530664666241,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.007696092602549,11,10000,4.526344726282769,19000,16.5000000000000,19.0000000000000,10000,6461.167264270028,25000,17.0000000000000,20.0000000000000,4.557103160583662,4.619205810353876,4.595349086222944,4.554612062343756,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,21,11,22,-121,11,11,18622.743932081532,11,110.81761746941054,500000,1,1,-111,121,111,1,18,11,11,11,2
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,11459.6337784251,1.0,1.0,1.0,16.8517271503146,1.0,1.0,1.0,18347.0607626560,1.0,1.0,1.0,18.1562963848225,1.0,1.0,1.0,0.04270372881782425,0.03752381651016634,0.05637154555261091,0.01884772904244457,0.013667816734786661,0.01884772904244457,0.013667816734786661,0.0136678167347867,0.683390836739333,0.0427037288178242,9.50655127836018e-6,105190.617577197,2566.87520411205,0.000578991886111884,1727.13992024192,6.63503497552178,1.3045692345078304,0.683390836739333,1.0,1.0,1.0,1.0,16318.1456165562,1.0,1.0,17.8006787506837,1.0,1.0,1.0,1.0,23284.8386774926,1.0,1.0,19.1202620223997,1.0,1.0,1.0,0.06140720985928105,0.019536413825528065,0.05637154555261091,0.036835131727082845,-0.005035664306670143,0.036835131727082845,0.0,0,0,0.0614072098592811,9.73236009732360e-6,102750.000000000,3605.48046459493,0.000466768694342671,2142.38875083141,7.61679952353351,1.3195832717160414,0,1.0,-0.23142505097726668,-0.20349108794412096,0.0,0.0,9,10.216692174792865,11,4.464429653637664,10000,19000,16.5000000000000,19.0000000000000,6887.426984230986,10000,25000,17.0000000000000,20.0000000000000,4.607731881450826,4.565028152633002,4.596643271078678,4.559119454568512,0.048044787847028335,5279.464517518979,4499.623882999337,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.183879227150168,11,10000,4.52592817428828,19000,16.5000000000000,19.0000000000000,10000,6966.693060936446,25000,17.0000000000000,20.0000000000000,4.5511957481041465,4.612602957963428,4.583269631463055,4.563733217637527,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,21,11,22,-121,11,11,19160.95574770481,11,100.6445602135006,500000,1,1,-111,122,111,1,18,11,11,11,3
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12662.3549812625,1.0,1.0,1.0,17.0532373851641,1.0,1.0,1.0,19580.8477417672,1.0,1.0,1.0,18.3594310306489,1.0,1.0,1.0,0.04722057964515347,0.02642465578062403,0.05551921990841131,0.029094564127787284,0.008298640263257842,0.029094564127787284,0.008298640263257842,0.00829864026325784,0.414932013162892,0.0472205796451535,9.50655127836018e-6,105190.617577197,2838.37824870110,0.000541111290041442,1848.04867021609,6.85174323887365,1.306193645484736,0.414932013162892,1.0,1.0,1.0,1.0,17674.7644512510,1.0,1.0,18.0599700287765,1.0,1.0,1.0,1.0,24480.7449723545,1.0,1.0,19.3449216527354,1.0,1.0,1.0,0.06654583504925515,0.034464747613601965,0.05551921990841131,0.021054472294809348,-0.01102661514084384,0.021054472294809348,0.0,0,0,0.0665458350492552,9.73236009732360e-6,102750.000000000,3907.19117217770,0.000444735763161261,2248.52616504646,7.86059985692262,1.2849516239588836,0,1.0,-0.23794263935444898,-0.1981353657223728,0.0,0.0,9,10.201494146290484,11,4.461123173790205,10000,19000,16.5000000000000,19.0000000000000,6918.492760504714,10000,25000,17.0000000000000,20.0000000000000,4.611177914360713,4.5639573347155595,4.589684536005764,4.56325988022514,0.04717321378886091,5296.682298540215,4500.450958297022,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.199370171853873,11,10000,4.52364977099389,19000,16.5000000000000,19.0000000000000,10000,6805.980521103522,25000,17.0000000000000,20.0000000000000,4.552726690190905,4.61927252524016,4.589331448008279,4.554866700394677,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,21,11,22,-121,11,11,18827.87410412634,11,97.39216224243509,500000,1,1,-111,122,111,1,18,11,11,11,4
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13163.5724165534,1.0,1.0,1.0,17.1149219612546,1.0,1.0,1.0,19644.8442146768,1.0,1.0,1.0,18.4153185898492,1.0,1.0,1.0,0.048984993118464715,0.03190508553704774,0.052364320904131324,0.020459235367083585,0.0033793277856666096,0.020459235367083585,0.0033793277856666096,0.00337932778566661,0.168966389283330,0.0489849931184647,9.50655127836018e-6,105190.617577197,2944.43524465489,0.000540262816251876,1850.95099999218,7.11178870570264,1.3003966285945971,0.168966389283330,1.0,1.0,1.0,1.0,14573.3982522788,1.0,1.0,17.4521763277521,1.0,1.0,1.0,1.0,21027.0176048000,1.0,1.0,18.7470247941721,1.0,1.0,1.0,0.054710414872729984,0.023093042021420374,0.052364320904131324,0.02927127888271095,-0.00234609396859866,0.02927127888271095,0.0,0,0,0.0547104148727300,9.73236009732360e-6,102750.000000000,3212.28293038458,0.000511944195275796,1953.33790133371,7.46076664069657,1.29484846642001,0,1.0,-0.18004454424103541,-0.11110949103838119,0.0,0.0,9,10.003133255551997,11,4.4706612041985165,10000,19000,16.5000000000000,19.0000000000000,6481.27179812343,10000,25000,17.0000000000000,20.0000000000000,4.604055597490685,4.5550706043722204,4.593277259382346,4.561372173845299,0.047297666050435644,4984.073055563102,4501.8252673338775,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,9.991409687055485,11,10000,4.536772933178112,19000,16.5000000000000,19.0000000000000,10000,6453.619352521175,25000,17.0000000000000,20.0000000000000,4.565631402681054,4.620341817553784,4.587485155011494,4.564392112990074,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,21,11,22,-121,11,11,18712.57126605158,11,90.7789809748174,500000,1,1,-111,121,111,1,18,11,11,11,5
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14992.1045796568,1.0,1.0,1.0,17.5113898135652,1.0,1.0,1.0,21981.5796399632,1.0,1.0,1.0,18.8280520927076,1.0,1.0,1.0,0.05573144190085788,0.033087558586351484,0.05670970031725078,0.0236221417308993,0.000978258416392902,0.0236221417308993,0.000978258416392902,0.000978258416392902,0.0489129208196451,0.0557314419008579,9.50655127836018e-6,105190.617577197,3349.95702401081,0.000486889141419534,2053.85562118819,7.29949292686098,1.3166622791424376,0.0489129208196451,1.0,1.0,1.0,1.0,16390.5860146516,1.0,1.0,17.8943333547736,1.0,1.0,1.0,1.0,23394.0823248813,1.0,1.0,19.2136369268201,1.0,1.0,1.0,0.060709097136485646,0.03179435510366968,0.05670970031725078,0.024915345213581103,-0.003999396819234863,0.024915345213581103,0.0,0,0,0.0607090971364856,9.73236009732360e-6,102750.000000000,3564.49127472794,0.000468922791816310,2132.54722835423,7.68591935349579,1.31930357204658,0,1.0,-0.11645263557761948,-0.13380756302908126,0.0,0.0,9,10.21189688670421,11,4.475312510638479,10000,19000,16.5000000000000,19.0000000000000,6989.475060306353,10000,25000,17.0000000000000,20.0000000000000,4.610431188081835,4.554699746180977,4.592542052789721,4.5594544942033695,0.04805840111730036,5308.479760549308,4498.649229820458,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.208414001277783,11,10000,4.59829601235385,19000,16.5000000000000,19.0000000000000,10000,7003.496310229675,25000,17.0000000000000,20.0000000000000,4.5610808404250625,4.621789937561548,4.596282382362411,4.564488027258741,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,21,11,22,-121,11,11,19404.232301851527,11,100.84460287504888,500000,1,1,-111,122,111,1,18,11,11,11,6
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12204.6765800603,1.0,1.0,1.0,16.9618118505270,1.0,1.0,1.0,18712.0160343919,1.0,1.0,1.0,18.2624200105403,1.0,1.0,1.0,0.044984160747498336,0.022341697119585113,0.05356404061988983,0.031222343500304714,0.008579879872391491,0.031222343500304714,0.008579879872391491,0.00857987987239149,0.428993993619575,0.0449841607474983,9.50655127836018e-6,105190.617577197,2703.94951441215,0.000569697273077286,1755.31821417783,6.95297096645060,1.3006081600133006,0.428993993619575,1.0,1.0,1.0,1.0,14421.0405211289,1.0,1.0,17.4146297904474,1.0,1.0,1.0,1.0,20925.5732776468,1.0,1.0,18.7146769817107,1.0,1.0,1.0,0.05426005218053387,0.017469883206553405,0.05356404061988983,0.03609415741333642,-0.0006960115606440415,0.03609415741333642,0.0,0,0,0.0542600521805339,9.73236009732360e-6,102750.000000000,3185.84020659992,0.000513756821181003,1946.44617603566,7.40890793625764,1.3000471912633556,0,1.0,-0.15808067157668176,-0.20709878125092912,0.0,0.0,9,10.00884088407639,11,4.513648096981463,10000,19000,16.5000000000000,19.0000000000000,6507.339454331526,10000,25000,17.0000000000000,20.0000000000000,4.6049066396608795,4.559922478913381,4.591930160697313,4.569588463577728,0.04817453663424534,5003.305110945159,4499.882805145074,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.00572185418974,11,10000,4.5266050981633414,19000,16.5000000000000,19.0000000000000,10000,6504.532756517845,25000,17.0000000000000,20.0000000000000,4.5604575390179685,4.614717591198502,4.583788796144437,4.566318912937883,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,21,11,22,-121,11,11,19031.42408685733,11,94.35440390048237,500000,1,1,-111,121,111,1,18,11,11,11,7
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16249.1271030931,1.0,1.0,1.0,17.7292710432722,1.0,1.0,1.0,23321.6932262830,1.0,1.0,1.0,19.0628783671722,1.0,1.0,1.0,0.060235614450117936,0.03679391926016695,0.05582645512274396,0.019032535862577006,-0.004409159327373978,0.019032535862577006,0.0,0,0,0.0602356144501179,9.50655127836018e-6,105190.617577197,3620.69799094277,0.000464750442050513,2151.69241278809,7.55178900409751,1.3336073239,0,1.0,1.0,1.0,1.0,15672.6445913140,1.0,1.0,17.6849796054392,1.0,1.0,1.0,1.0,22634.4124743041,1.0,1.0,18.9976947464975,1.0,1.0,1.0,0.058912223453924106,0.03985418129728835,0.05582645512274396,0.01597227382545561,-0.0030857683311801484,0.01597227382545561,0.0,0,0,0.0589122234539241,9.73236009732360e-6,102750.000000000,3458.98911993754,0.000477662407284914,2093.52878675153,7.48623314400796,1.3127151410582985,0,1.0,-0.21383801709237438,-0.10656569398457416,0.0,0.0,9,10.177482039174727,11,4.487843820097831,10000,19000,16.5000000000000,19.0000000000000,7072.566123189901,10000,25000,17.0000000000000,20.0000000000000,4.605010498861204,4.544774884411086,4.59737504510282,4.560581125842653,0.04738047767556051,5303.334794613227,4500.993933605949,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.198746461431211,11,10000,4.530989849310954,19000,16.5000000000000,19.0000000000000,10000,6961.767882990085,25000,17.0000000000000,20.0000000000000,4.561433686366223,4.620345909820147,4.592705866984093,4.552851685686805,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,21,11,22,-121,11,11,18836.02344818993,11,103.5741046516805,500000,1,1,-111,122,111,1,18,11,11,11,8
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14099.2693133075,1.0,1.0,1.0,17.2909654142784,1.0,1.0,1.0,20665.0556813712,1.0,1.0,1.0,18.6053862684137,1.0,1.0,1.0,0.05238891266236401,0.0321315303415064,0.055371533887249164,0.023240003545742766,0.002982621224885157,0.023240003545742766,0.002982621224885157,0.00298262122488516,0.149131061244258,0.0523889126623640,9.50655127836018e-6,105190.617577197,3149.04118694395,0.000517749426300374,1931.43622996474,7.29988859821942,1.3144208541353337,0.149131061244258,1.0,1.0,1.0,1.0,14664.8039816573,1.0,1.0,17.4931617536555,1.0,1.0,1.0,1.0,21156.0531295665,1.0,1.0,18.7926608191294,1.0,1.0,1.0,0.05476667218796205,0.022285602160686757,0.055371533887249164,0.033085931726562406,0.0006048616992871125,0.033085931726562406,0.0006048616992871125,0.000604861699287113,0.0302430849643556,0.0547666721879621,9.73236009732360e-6,102750.000000000,3215.58603846463,0.000511177752696928,1956.26666990903,7.49632154308452,1.2994990654739094,0.0302430849643556,1.0,-0.291334442506459,-0.09026396597778896,0.0,0.0,9,9.991076816058994,11,4.47732134205282,10000,19000,16.5000000000000,19.0000000000000,6565.786368063737,10000,25000,17.0000000000000,20.0000000000000,4.607644201301923,4.555255288639559,4.594612608318258,4.562481077976751,0.04985091598646456,4995.193394419258,4497.16575936647,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,9.996840210570948,11,10000,4.560538516537216,19000,16.5000000000000,19.0000000000000,10000,6491.2491479092705,25000,17.0000000000000,20.0000000000000,4.56119554287615,4.615962215064112,4.593714804061025,4.571429201900338,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,21,11,22,-121,11,11,19223.37443019982,11,102.81933338099897,500000,1,1,-111,121,111,1,18,11,11,11,9
