,MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,HU_T1_DboreMax,MV1_DmvMin,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T2_s0_LTL,PF_M1_T2_s0,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_REF,PF_M1_T2_AleakPF_deltaD_REF,MV2_Emv,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16363.1563977721,1.0,1.0,1.0,17.8583106433858,1.0,1.0,1.0,23294.2477582590,1.0,1.0,1.0,1.0,19.1707318286252,1.0,1.0,0.061126540822274755,0.032532251560128955,0.056116131729665744,0.02358388016953679,-0.005010409092609011,0.02358388016953679,0.0,0,0,0.0611265408222748,9.73236009732360e-6,102750.000000000,3589.00118256499,0.000467981799285023,2136.83523916483,7.65765937301161,1.3124211852393968,0,1.0,1.0,1.0,14600.4707709250,1.0,1.0,1.0,17.5518624329164,1.0,1.0,1.0,21522.6522997665,1.0,1.0,1.0,1.0,18.8625965170630,1.0,1.0,0.054635911118955605,0.022503820175051814,0.056116131729665744,0.03361231155461393,0.0014802206107101396,0.03361231155461393,0.0014802206107101396,0.00148022061071014,0.0740110305355070,0.0546359111189556,9.73236009732360e-6,102750.000000000,3207.90849569868,0.000501082336446027,1995.68000559069,7.31603800710703,1.310734084146628,0.0740110305355070,1.0,-0.18388891198233087,-0.02947011174313363,0.0,0.0,10.200651270374202,9,11,4.55925076794699,10000,19000,16.5000000000000,19.0000000000000,6931.091360486901,10000,25000,17.0000000000000,20.0000000000000,4.61625690472399,4.555130363901715,4.558587774626215,4.591120026186344,0.04781585601297227,5281.14864224979,4500.000895953135,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.235824425809323,11,4.551398766673693,10000,19000,16.5000000000000,19.0000000000000,6922.181528841486,10000,25000,17.0000000000000,20.0000000000000,4.562567778247177,4.617203689366133,4.586919200656152,4.5644153804811,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19072.801055139316,11,93.81539530385622,500000,1,1,-111,122,111,1,4,11,11,11,0
1,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15638.1600708649,1.0,1.0,1.0,17.6037270612600,1.0,1.0,1.0,22041.1847983251,1.0,1.0,1.0,1.0,18.8822614503265,1.0,1.0,0.05923697775985293,0.024108625151582075,0.052996978480025006,0.02888835332844293,-0.006239999279827921,0.02888835332844293,0.0,0,0,0.0592369777598529,9.73236009732360e-6,102750.000000000,3478.05683704279,0.000487193493940850,2052.57256600682,7.61880984373098,1.2785343890664476,0,1.0,1.0,1.0,14991.9652235479,1.0,1.0,1.0,17.5161677484008,1.0,1.0,1.0,21450.2791705124,1.0,1.0,1.0,1.0,18.8057421024041,1.0,1.0,0.05623819817688247,0.02485705652906134,0.052996978480025006,0.028139921950963667,-0.003241219696857464,0.028139921950963667,0.0,0,0,0.0562381981768825,9.73236009732360e-6,102750.000000000,3301.98563581410,0.000502524705361719,1989.95191545896,7.53383290675654,1.2895743540033018,0,1.0,-0.13852368771656165,-0.17233400650349573,0.0,0.0,9.984917217529043,9,11,4.496234766583408,10000,19000,16.5000000000000,19.0000000000000,6403.024727460131,10000,25000,17.0000000000000,20.0000000000000,4.611284672009358,4.552047694249505,4.5618766163604585,4.585985241512041,0.047637334120320604,5008.097382609671,4501.622831429906,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,9.982334841644308,11,4.540287838003158,10000,19000,16.5000000000000,19.0000000000000,6458.313946964492,10000,25000,17.0000000000000,20.0000000000000,4.564969038465043,4.621207236641926,4.584387054164905,4.559529997635844,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19133.50245626577,11,115.91414738753889,500000,1,1,-111,121,111,1,4,11,11,11,1
2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14198.7342128439,1.0,1.0,1.0,17.4657013440755,1.0,1.0,1.0,21272.3325381309,1.0,1.0,1.0,1.0,18.8025593077565,1.0,1.0,0.05293485875519455,0.026199908638923297,0.05667635117440325,0.03047644253547995,0.0037414924192087015,0.03047644253547995,0.0037414924192087015,0.00374149241920870,0.187074620960435,0.0529348587551945,9.73236009732360e-6,102750.000000000,3108.03242119785,0.000510739597221229,1957.94492034822,7.25185579291918,1.3368579636810112,0.187074620960435,1.0,1.0,1.0,16464.6024041402,1.0,1.0,1.0,17.8686672194884,1.0,1.0,1.0,23404.0981297071,1.0,1.0,1.0,1.0,19.1801807799192,1.0,1.0,0.0613989894263387,0.0314738938817376,0.05667635117440325,0.025202457292665646,-0.004722638251935453,0.025202457292665646,0.0,0,0,0.0613989894263387,9.73236009732360e-6,102750.000000000,3604.99780774646,0.000466385310873088,2144.14986211287,7.67884871065670,1.3115135604307964,0,1.0,-0.14780992058627415,-0.16723049763609033,0.0,0.0,10.21384555115631,9,11,4.568399646028031,10000,19000,16.5000000000000,19.0000000000000,7073.598325287036,10000,25000,17.0000000000000,20.0000000000000,4.614421649107829,4.561486790352634,4.564580128816684,4.590780037455607,0.048185404907406415,5291.211570307759,4498.510695959912,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.18981850883166,11,4.567160171016148,10000,19000,16.5000000000000,19.0000000000000,6939.495725566953,10000,25000,17.0000000000000,20.0000000000000,4.557993613286962,4.619392602713301,4.588094577755392,4.556620683873654,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19158.61693066316,11,107.94583995817528,500000,1,1,-111,122,111,1,4,11,11,11,2
3,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15798.8718896725,1.0,1.0,1.0,17.7011867591766,1.0,1.0,1.0,22375.3466702734,1.0,1.0,1.0,1.0,19.0174005518296,1.0,1.0,0.059262560141656095,0.0249544319497792,0.05094620991838142,0.02599177796860222,-0.008316350223274677,0.02599177796860222,0.0,0,0,0.0592625601416561,9.73236009732360e-6,102750.000000000,3479.55888831724,0.000487532466323678,2051.14544994444,7.70246297750383,1.3162137926530322,0,1.0,1.0,1.0,13449.4511394492,1.0,1.0,1.0,17.2357880143817,1.0,1.0,1.0,19970.7353125196,1.0,1.0,1.0,1.0,18.5409559745363,1.0,1.0,0.050407758761137345,0.03762506396317189,0.05094620991838142,0.013321145955209529,0.0005384511572440742,0.013321145955209529,0.0005384511572440742,0.000538451157244074,0.0269225578622037,0.0504077587611373,9.73236009732360e-6,102750.000000000,2959.65555011821,0.000538016871658219,1858.67777141989,7.23603162756654,1.3051679601546058,0.0269225578622037,1.0,-0.07150879502828301,-0.17041314466442115,0.0,0.0,9.998723781672764,9,11,4.540481249711802,10000,19000,16.5000000000000,19.0000000000000,6576.474780600904,10000,25000,17.0000000000000,20.0000000000000,4.616264209298408,4.557001649156752,4.561034140481494,4.5859885724312734,0.04588404396272333,4996.509546784951,4500.041594303768,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,9.99975638681513,11,4.544262300696468,10000,19000,16.5000000000000,19.0000000000000,6521.2841730703285,10000,25000,17.0000000000000,20.0000000000000,4.564829770277576,4.615237529038714,4.596404901645965,4.558779837682793,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,18865.09598482065,11,116.04960004762455,500000,1,1,-111,121,111,1,4,11,11,11,3
4,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15771.8533630773,1.0,1.0,1.0,17.7279780786507,1.0,1.0,1.0,22714.0499895589,1.0,1.0,1.0,1.0,19.0370473374188,1.0,1.0,0.059039008515377134,0.02718505222305012,0.05616454588041618,0.02897949365736606,-0.002874462634960953,0.02897949365736606,0.0,0,0,0.0590390085153771,9.73236009732360e-6,102750.000000000,3466.43321426000,0.000477047975081844,2096.22522730222,7.52393071014381,1.3090692587681074,0,1.0,1.0,1.0,14491.8890220657,1.0,1.0,1.0,17.4548981084937,1.0,1.0,1.0,21566.5596183383,1.0,1.0,1.0,1.0,18.7889475876115,1.0,1.0,0.05446820242322481,0.024401887132187383,0.05616454588041618,0.0317626587482288,0.001696343457191371,0.0317626587482288,0.001696343457191371,0.00169634345719137,0.0848171728595686,0.0544682024232248,9.73236009732360e-6,102750.000000000,3198.06159942077,0.000501256421391203,1994.98691153834,7.26415243039910,1.334049479117808,0.0848171728595686,1.0,-0.23470210137432918,-0.10436540732678243,0.0,0.0,10.20404736850692,9,11,4.549879483671006,10000,19000,16.5000000000000,19.0000000000000,6942.196626481592,10000,25000,17.0000000000000,20.0000000000000,4.620129329474006,4.561090320958629,4.558180403332441,4.5853654555554915,0.04765459278226561,5303.154573360395,4499.6299301160925,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.190745678094556,11,4.53146025226356,10000,19000,16.5000000000000,19.0000000000000,7074.670596272656,10000,25000,17.0000000000000,20.0000000000000,4.561812399213667,4.616280601636892,4.590718481552157,4.56631659441997,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19137.43532906957,11,105.41259416455199,500000,1,1,-111,122,111,1,4,11,11,11,4
5,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,19103.7126994311,1.0,0.0,0.0,18.3476319678316,1.0,1.0,1.0,25637.9274815861,1.0,0.0,0.0,1.0,19.6543467931636,1.0,1.0,0.07187831386658239,0.02725324990527067,0.051003484417091315,0.023750234511820643,-0.020874829449491074,0.023750234511820643,0.0,0,0,0.0718783138665824,9.73236009732360e-6,102750.000000000,4220.28385702362,0.000436931276957544,2288.68944096480,8.34700958439250,1.3067148253319887,0,1.0,1.0,1.0,16032.2225518818,1.0,1.0,1.0,17.6806567647742,1.0,1.0,1.0,22491.4518256995,1.0,1.0,1.0,1.0,18.9723759588489,1.0,1.0,0.06088536270542022,0.029314264860374806,0.051003484417091315,0.02168921955671651,-0.009881878288328906,0.02168921955671651,0.0,0,0,0.0608853627054202,9.73236009732360e-6,102750.000000000,3574.84058170396,0.000479713144454280,2084.57911057992,7.69086789295406,1.2917191940746722,0,0.0,-0.14586940213334265,-0.30047044900688036,0.0,0.0,10.000622383439099,9,11,4.526641654124214,10000,19000,16.5000000000000,19.0000000000000,6534.214782154925,10000,25000,17.0000000000000,20.0000000000000,4.619406799010321,4.547528485143738,4.563106005658992,4.5903592555642625,0.045897128706147775,5000.490279502889,4499.852286077862,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,9.989788871820153,11,4.484737762555001,10000,19000,16.5000000000000,19.0000000000000,6459.229273817704,10000,25000,17.0000000000000,20.0000000000000,4.551691876295926,4.612577239001347,4.588888281884678,4.559574017024303,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19003.269620435163,11,97.19055714634266,500000,1,1,-111,121,111,1,4,11,11,11,5
6,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12153.8348681977,1.0,1.0,1.0,16.9904468264025,1.0,1.0,1.0,19266.6338585250,1.0,1.0,1.0,1.0,18.3348576407218,1.0,1.0,0.04577170052301849,0.03162361289126192,0.055417305167377494,0.023793692276115573,0.009645604644359006,0.023793692276115573,0.009645604644359006,0.00964560464435901,0.482280232217950,0.0457717005230185,9.73236009732360e-6,102750.000000000,2687.45270213723,0.000561112478947647,1782.17387336577,6.81966841161477,1.3444108143193492,0.482280232217950,1.0,1.0,1.0,14183.9112155341,1.0,1.0,1.0,17.3727794078969,1.0,1.0,1.0,21319.0464135670,1.0,1.0,1.0,1.0,18.7214120537668,1.0,1.0,0.05373391477598233,0.033078968372925566,0.055417305167377494,0.022338336794451928,0.0016833903913951662,0.022338336794451928,0.0016833903913951662,0.00168339039139517,0.0841695195697583,0.0537339147759823,9.73236009732360e-6,102750.000000000,3154.94842470411,0.000505975299247376,1976.38106343822,7.17670872177808,1.3486326458699303,0.0841695195697583,1.0,-0.15857849212302977,-0.1873028018374312,0.0,0.0,10.170778414787684,9,11,4.522436751549983,10000,19000,16.5000000000000,19.0000000000000,7112.798990327245,10000,25000,17.0000000000000,20.0000000000000,4.614694421010824,4.568922720487805,4.561082272202148,4.59270588509341,0.047151253374180226,5290.643986621251,4501.490903830731,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.196070686118778,11,4.495766429799682,10000,19000,16.5000000000000,19.0000000000000,7135.135198032854,10000,25000,17.0000000000000,20.0000000000000,4.5604288219989435,4.614162736774926,4.589978200675045,4.556899232302119,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,19162.340261061574,11,117.59191958131771,500000,1,1,-111,122,111,1,4,11,11,11,6
7,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13971.6063232774,1.0,1.0,1.0,17.3046784140973,1.0,1.0,1.0,20516.2093888247,1.0,1.0,1.0,1.0,18.6173443439845,1.0,1.0,0.05271876764564798,0.025527029743266816,0.05416650958762365,0.028639479844356837,0.0014477419419756735,0.028639479844356837,0.0014477419419756735,0.00144774194197567,0.0723870970987837,0.0527187676456480,9.73236009732360e-6,102750.000000000,3095.34478605162,0.000523638062832646,1909.71602520728,7.31606486978134,1.3126659298871328,0.0723870970987837,1.0,1.0,1.0,13302.6253428074,1.0,1.0,1.0,17.1448417311807,1.0,1.0,1.0,19847.2653030627,1.0,1.0,1.0,1.0,18.4575150611234,1.0,1.0,0.050586511738138995,0.026852249882608703,0.05416650958762365,0.02731425970501495,0.0035799978494846577,0.02731425970501495,0.0035799978494846577,0.00357999784948466,0.178999892474233,0.0505865117381390,9.73236009732360e-6,102750.000000000,2970.15090348216,0.000537255505696939,1861.31177697803,7.14690870564692,1.3126733299426807,0.178999892474233,1.0,-0.11164240034420009,-0.24185897529710426,0.0,0.0,9.98861354431599,9,11,4.513747995453336,10000,19000,16.5000000000000,19.0000000000000,6544.603065547263,10000,25000,17.0000000000000,20.0000000000000,4.616090206050477,4.563371438404829,4.563067434565309,4.588594464308576,0.04889742971390687,4985.733930117306,4500.743656479841,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,9.997933025533786,11,4.4787708689183505,10000,19000,16.5000000000000,19.0000000000000,6544.639960255293,10000,25000,17.0000000000000,20.0000000000000,4.561540108852559,4.612126620590698,4.594871408574347,4.5680191586917385,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,18734.085733479606,11,99.91736062037353,500000,1,1,-111,121,111,1,4,11,11,11,7
8,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,18172.0921829440,1.0,1.0,1.0,18.1134671176578,1.0,1.0,1.0,25094.0714950847,1.0,0.0,0.0,1.0,19.4158745469954,1.0,1.0,0.06877000223322938,0.028020571958613516,0.05457622319928274,0.026555651240669227,-0.014193779033946634,0.026555651240669227,0.0,0,0,0.0687700022332294,9.73236009732360e-6,102750.000000000,4037.78155969390,0.000435816096104794,2294.54581631502,7.91969027322711,1.3024074293375614,0,1.0,1.0,1.0,15920.8116446860,1.0,1.0,1.0,17.7156846683071,1.0,1.0,1.0,23041.0437634425,1.0,1.0,1.0,1.0,19.0553944235518,1.0,1.0,0.05996386886943661,0.0144728007083188,0.05457622319928274,0.04010342249096394,-0.005387645670153866,0.04010342249096394,0.0,0,0,0.0599638688694366,9.73236009732360e-6,102750.000000000,3520.73572933406,0.000472186890952990,2117.80551124948,7.51759855195245,1.3397097552446393,0,0.0,-0.21883801137225495,-0.1829724328127637,0.0,0.0,10.193776844430694,9,11,4.500513936747399,10000,19000,16.5000000000000,19.0000000000000,6921.979312140626,10000,25000,17.0000000000000,20.0000000000000,4.615793086604783,4.547023084371554,4.560419892366239,4.588440464324853,0.0461908733020276,5314.757238187229,4498.172717517154,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.198086116354666,11,4.5220126895742245,10000,19000,16.5000000000000,19.0000000000000,7120.232118756488,10000,25000,17.0000000000000,20.0000000000000,4.557387813208125,4.617351682077562,4.5865964303296565,4.572123629621338,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,18763.630820415918,11,91.30079831893123,500000,1,1,-111,122,111,1,4,11,11,11,8
9,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13352.5985037022,1.0,1.0,1.0,17.1661173071179,1.0,1.0,1.0,19820.9277582930,1.0,1.0,1.0,1.0,18.4600423238027,1.0,1.0,0.05052075198383754,0.024121769121601133,0.05391723756238793,0.029795468440786795,0.003396485578550386,0.029795468440786795,0.003396485578550386,0.00339648557855039,0.169824278927519,0.0505207519838375,9.73236009732360e-6,102750.000000000,2966.28986647960,0.000537161536800373,1861.63738743571,7.17250233252701,1.2939250166847927,0.169824278927519,1.0,1.0,1.0,15873.3625213885,1.0,1.0,1.0,17.7296542221742,1.0,1.0,1.0,22289.6476731461,1.0,1.0,1.0,1.0,19.0131683330476,1.0,1.0,0.059410719080592145,0.03316469310045633,0.05391723756238793,0.020752544461931595,-0.005493481518204217,0.020752544461931595,0.0,0,0,0.0594107190805921,9.73236009732360e-6,102750.000000000,3488.25793458905,0.000486716115139282,2054.58576138132,7.72582134060769,1.2835141108733565,0,1.0,-0.17418620915224914,-0.034931367240238806,0.0,0.0,9.993614974590889,9,11,4.501447634835845,10000,19000,16.5000000000000,19.0000000000000,6468.329254590864,10000,25000,17.0000000000000,20.0000000000000,4.608686070423682,4.558165318439844,4.565103500266577,4.589225269388178,0.048554816644364625,4998.998528650123,4501.815522043323,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.003832881566508,11,4.550512840231959,10000,19000,16.5000000000000,19.0000000000000,6416.285151757581,10000,25000,17.0000000000000,20.0000000000000,4.556968534845201,4.6163792539257935,4.596288633046825,4.563123939946369,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,11,18455.824498322243,11,116.86320930562472,500000,1,1,-111,121,111,1,4,11,11,11,9
