,MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0_LTL,PF_M1_T1_s0,PF_M1_T1_s0_UTL,PF_M1_T1_Force_LTL,MV1_LmvPF,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,HU_T1_DboreMax,MV1_DmvMin,PF_M1_KstiffMachine,PF_M1_KstiffMachine_REF,PF_M1_LeakTolMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,PF_M1_T2_Force_LTL,MV2_LmvPF,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15786.1585588387,1.0,1.0,17.7108679281723,1.0,1.0,1.0,22779.5947112356,1.0,1.0,1.0,19.0347317764467,1.0,1.0,1.0,0.056853253918864866,0.03625505295690257,0.05763194131499389,0.021376888358091324,0.0007786873961290255,0.021376888358091324,0.0007786873961290255,0.000778687396129026,0.0389343698064513,0.0568532539188649,9.28074245939675e-6,107750.000000000,3500.53606271868,0.000474971445139128,2105.38972444350,7.49797454388706,1.3238638482744463,0.0389343698064513,1.0,1.0,1.0,1.0,16989.4068936648,1.0,1.0,17.9616471633366,1.0,1.0,1.0,1.0,23969.3766174026,1.0,1.0,19.2829618043717,1.0,1.0,1.0,0.062389400295765896,0.03139948235719636,0.05763194131499389,0.02623245895779753,-0.004757458980772004,0.02623245895779753,0.0,0,0,0.0623894002957659,9.50655127836018e-6,105190.617577197,3750.15974136147,0.000455956220710277,2193.19301849249,7.74642575934453,1.321314641035182,0,1.0,-0.21293220585651398,-0.2025488757052234,0.0,0.0,9,10.212893384285202,11,10000,4.509640316797216,19000,16.5000000000000,19.0000000000000,6993.436152396805,10000,25000,17.0000000000000,20.0000000000000,4.609065173846121,4.552211919927256,4.559713486750605,4.595968539707507,5282.594703006813,4500.362273318407,0.04909795829774155,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,105000.000000000,0.0500000000000000,3000.00000000000,10.215221403992036,9,11,10000,4.53031552397202,19000,16.5000000000000,19.0000000000000,10000,6979.9697237378,25000,17.0000000000000,20.0000000000000,4.555803894548397,4.618193294844163,4.5898824700649214,4.558482987707725,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,21,11,22,-121,11,12,20962.109346693884,11,98.55024927891257,500000,1,1,-111,122,111,1,7,11,11,11,0
1,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14102.5663701627,1.0,1.0,17.2941169149685,1.0,1.0,1.0,20559.6136272428,1.0,1.0,1.0,18.5867506837285,1.0,1.0,1.0,0.05111300303095323,0.03640133694185277,0.05424394222699043,0.01784260528513766,0.0031309391960371996,0.01784260528513766,0.0031309391960371996,0.00313093919603720,0.156546959801860,0.0511130030309532,9.28074245939675e-6,107750.000000000,3147.10061519155,0.000517942399193427,1930.71662323313,7.30431706054659,1.292633768759968,0.156546959801860,1.0,1.0,1.0,1.0,15745.3589270347,1.0,1.0,17.7012761629420,1.0,1.0,1.0,1.0,22259.1180349918,1.0,1.0,19.0052630549817,1.0,1.0,1.0,0.0576454125265462,0.029932770365191708,0.05424394222699043,0.024311171861798722,-0.0034014702995557727,0.024311171861798722,0.0,0,0,0.0576454125265462,9.50655127836018e-6,105190.617577197,3465.00373951982,0.000488789586611083,2045.87009910192,7.69616748098840,1.30398689203966,0,1.0,-0.11088256733863963,-0.043911423252088744,0.0,0.0,9,9.989799854421937,11,10000,4.481129806300878,19000,16.5000000000000,19.0000000000000,6457.047257080165,10000,25000,17.0000000000000,20.0000000000000,4.605757698510993,4.5546446954800395,4.5595610600800525,4.595962397021905,4995.264252824257,4499.1320261108785,0.04885640585640246,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,105000.000000000,0.0500000000000000,3000.00000000000,10.005108681953631,9,11,10000,4.544110226333163,19000,16.5000000000000,19.0000000000000,10000,6513.759107957117,25000,17.0000000000000,20.0000000000000,4.55784527976592,4.615490692292466,4.591183271404825,4.561250501039633,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,21,11,22,-121,11,12,21019.242154743966,11,100.51862039603081,500000,1,1,-111,121,111,1,7,11,11,11,1
2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15721.8872348103,1.0,1.0,17.6775208199243,1.0,1.0,1.0,22769.8879449379,1.0,1.0,1.0,19.0072100083814,1.0,1.0,1.0,0.056886564653869875,0.03588256827123537,0.055953022295489395,0.020070454024254024,-0.0009335423583804806,0.020070454024254024,0.0,0,0,0.0568865646538699,9.28074245939675e-6,107750.000000000,3502.58705225970,0.000474165151388759,2108.96983270734,7.45477104081081,1.329689188457081,0,1.0,1.0,1.0,1.0,15643.6946669190,1.0,1.0,17.6701017390439,1.0,1.0,1.0,1.0,22577.6870370302,1.0,1.0,18.9782818977281,1.0,1.0,1.0,0.05759949792735597,0.032157412701229404,0.055953022295489395,0.02379560959425999,-0.0016464756318665744,0.02379560959425999,0.0,0,0,0.0575994979273560,9.50655127836018e-6,105190.617577197,3462.24386235146,0.000477491928023743,2094.27624072899,7.46973792792187,1.308180158684148,0,1.0,-0.21341755772384446,-0.20981554984127643,0.0,0.0,9,10.222749779113489,11,10000,4.4886499607960495,19000,16.5000000000000,19.0000000000000,7048.000710127639,10000,25000,17.0000000000000,20.0000000000000,4.613570013722153,4.5566834490682835,4.560620014251379,4.596502582522614,5300.487340433189,4499.296225749199,0.04749548595521816,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,105000.000000000,0.0500000000000000,3000.00000000000,10.20036381112204,9,11,10000,4.518368806145901,19000,16.5000000000000,19.0000000000000,10000,6933.992370111207,25000,17.0000000000000,20.0000000000000,4.555335751448533,4.612935249375889,4.595909710077698,4.563752297376468,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,21,11,22,-121,11,12,20989.603926636246,11,92.753430210139,500000,1,1,-111,122,111,1,7,11,11,11,2
3,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15354.5986808363,1.0,1.0,17.5748600533353,1.0,1.0,1.0,21822.4129986789,1.0,1.0,1.0,18.8704550143701,1.0,1.0,1.0,0.05547197762365563,0.041844159339675,0.05320209934277076,0.011357940003095757,-0.002269878280884874,0.011357940003095757,0.0,0,0,0.0554719776236556,9.28074245939675e-6,107750.000000000,3415.48890797080,0.000493098038427692,2027.99427713935,7.57132249036480,1.2955949610347566,0,1.0,1.0,1.0,1.0,15483.8666117168,1.0,1.0,17.6336874478735,1.0,1.0,1.0,1.0,21940.9811157264,1.0,1.0,18.9271390844087,1.0,1.0,1.0,0.056962567168669764,0.03173145549624756,0.05320209934277076,0.021470643846523196,-0.0037604678258990054,0.021470643846523196,0.0,0,0,0.0569625671686698,9.50655127836018e-6,105190.617577197,3423.95863957426,0.000492373788835937,2030.97732388271,7.62385006944125,1.2934516365351967,0,1.0,-0.18963472542660334,-0.2290719773680466,0.0,0.0,9,10.003537562970516,11,10000,4.495578552459344,19000,16.5000000000000,19.0000000000000,6467.814317842581,10000,25000,17.0000000000000,20.0000000000000,4.612088061896423,4.556616084272767,4.557363100253291,4.599207259592966,4992.157666835098,4499.619668165845,0.04795305528525328,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,105000.000000000,0.0500000000000000,3000.00000000000,10.009837378432252,9,11,10000,4.5222119311704345,19000,16.5000000000000,19.0000000000000,10000,6457.114504009587,25000,17.0000000000000,20.0000000000000,4.556833651528145,4.613796218696815,4.59308567049262,4.561354214996372,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,21,11,22,-121,11,12,21093.325643306776,11,92.08714790295241,500000,1,1,-111,121,111,1,7,11,11,11,3
4,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14199.9915380083,1.0,1.0,17.3367283720599,1.0,1.0,1.0,21221.5746582003,1.0,1.0,1.0,18.6639732513221,1.0,1.0,1.0,0.051536647113475276,0.033570270489854614,0.055328807555815096,0.02175853706596048,0.0037921604423398203,0.02175853706596048,0.0037921604423398203,0.00379216044233982,0.189608022116991,0.0515366471134753,9.28074245939675e-6,107750.000000000,3173.18498655826,0.000504164376929978,1983.48008260585,7.15912988617090,1.3272448792621683,0.189608022116991,1.0,1.0,1.0,1.0,17137.1715667207,1.0,1.0,17.9902580898284,1.0,1.0,1.0,1.0,24189.2879056248,1.0,1.0,19.3232744678380,1.0,1.0,1.0,0.06274000888021636,0.02575465599241422,0.055328807555815096,0.029574151563400874,-0.007411201324401262,0.029574151563400874,0.0,0,0,0.0627400088802164,9.50655127836018e-6,105190.617577197,3771.23444623360,0.000454188758218684,2201.72776605474,7.78351067326943,1.3330163780095712,0,1.0,-0.15007647498896753,-0.20301339504968505,0.0,0.0,9,10.177598485889048,11,10000,4.474996446207832,19000,16.5000000000000,19.0000000000000,7021.58312019202,10000,25000,17.0000000000000,20.0000000000000,4.6079023030473785,4.556365655933903,4.558981222487136,4.592551492976991,5290.344856403141,4500.597849685465,0.04706927791483594,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,105000.000000000,0.0500000000000000,3000.00000000000,10.206747416559004,9,11,10000,4.544180907086261,19000,16.5000000000000,19.0000000000000,10000,7052.11633890408,25000,17.0000000000000,20.0000000000000,4.556127402785175,4.618867411665391,4.5926148276741525,4.566860171681738,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,21,11,22,-121,11,12,20852.84389092112,11,95.36215753228777,500000,1,1,-111,122,111,1,7,11,11,11,4
5,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,13376.9457141732,1.0,1.0,17.1168290196891,1.0,1.0,1.0,19897.8067207681,1.0,1.0,1.0,18.4181317083617,1.0,1.0,1.0,0.048667987971532156,0.034379817982080674,0.05245941773703726,0.018079599754956585,0.0037914297655051027,0.018079599754956585,0.0037914297655051027,0.00379142976550510,0.189571488275255,0.0486679879715322,9.28074245939675e-6,107750.000000000,2996.55754510434,0.000533276216543124,1875.20082272248,7.13360699935703,1.301302688672661,0.189571488275255,1.0,1.0,1.0,1.0,15666.0539156801,1.0,1.0,17.6283554536962,1.0,1.0,1.0,1.0,22155.8421549671,1.0,1.0,18.9234572625155,1.0,1.0,1.0,0.05759591636308237,0.03010110338847305,0.05245941773703726,0.02235831434856421,-0.005136498626045108,0.02235831434856421,0.0,0,0,0.0575959163630824,9.50655127836018e-6,105190.617577197,3462.02857837556,0.000488407939911486,2047.46876183305,7.65142511949959,1.2951018088193114,0,1.0,-0.05591377267073169,-0.15601665289746117,0.0,0.0,9,9.983222020332047,11,10000,4.46410439740359,19000,16.5000000000000,19.0000000000000,6520.86100659489,10000,25000,17.0000000000000,20.0000000000000,4.60766742612529,4.558999438153758,4.562320396990428,4.5967002149725085,5011.025538759332,4499.154010433075,0.047100737737411635,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,105000.000000000,0.0500000000000000,3000.00000000000,9.976930334196592,9,11,10000,4.525108202033065,19000,16.5000000000000,19.0000000000000,10000,6489.788239286976,25000,17.0000000000000,20.0000000000000,4.558384646300788,4.615980562663871,4.59141055193616,4.561309448547687,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,21,11,22,-121,11,12,21168.09245242699,11,92.35782321247689,500000,1,1,-111,121,111,1,7,11,11,11,5
6,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14275.2133946473,1.0,1.0,17.3850766520601,1.0,1.0,1.0,21212.3756913371,1.0,1.0,1.0,18.6920336555851,1.0,1.0,1.0,0.05185137350861613,0.03532119999066019,0.0582305112038001,0.02290931121313991,0.006379137695183973,0.02290931121313991,0.006379137695183973,0.00637913769518397,0.318956884759199,0.0518513735086161,9.28074245939675e-6,107750.000000000,3192.56314031622,0.000501627317194549,1993.51184778512,7.16083699753662,1.3069570035250124,0.318956884759199,1.0,1.0,1.0,1.0,14552.5763090237,1.0,1.0,17.4927999240589,1.0,1.0,1.0,1.0,21529.9978584740,1.0,1.0,18.8073417454246,1.0,1.0,1.0,0.0532964532286071,0.0319354805481078,0.0582305112038001,0.026295030655692303,0.004934057975193001,0.026295030655692303,0.004934057975193001,0.00493405797519300,0.246702898759650,0.0532964532286071,9.50655127836018e-6,105190.617577197,3203.59247416651,0.000500548935461200,1997.80666615265,7.28427657969969,1.3145418213657691,0.246702898759650,1.0,-0.24474237680505811,-0.2555339535145155,0.0,0.0,9,10.224239654523483,11,10000,4.471395793047137,19000,16.5000000000000,19.0000000000000,6937.162296689768,10000,25000,17.0000000000000,20.0000000000000,4.609644903137923,4.557793529629307,4.561334111697667,4.596655311688327,5307.873386790421,4500.374358003606,0.04937176913963396,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,105000.000000000,0.0500000000000000,3000.00000000000,10.208523344359193,9,11,10000,4.542580376990645,19000,16.5000000000000,19.0000000000000,10000,6977.421549450374,25000,17.0000000000000,20.0000000000000,4.558856009875071,4.612152463103678,4.5937355125282275,4.56180003198012,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,21,11,22,-121,11,12,21031.335484270974,11,102.93475170654429,500000,1,1,-111,122,111,1,7,11,11,11,6
7,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,16195.0049104842,1.0,1.0,17.7142930822235,1.0,1.0,1.0,22763.5604315229,1.0,1.0,1.0,19.0259705266803,1.0,1.0,1.0,0.058680969013626516,0.03456033420013327,0.05351231510861626,0.01895198090848299,-0.0051686539050102565,0.01895198090848299,0.0,0,0,0.0586809690136265,9.28074245939675e-6,107750.000000000,3613.07109212472,0.000476463249266333,2098.79775940709,7.71632466153354,1.311677444456826,0,1.0,1.0,1.0,1.0,16750.7545676782,1.0,1.0,17.8744953818958,1.0,1.0,1.0,1.0,23253.0354657432,1.0,1.0,19.1729384207339,1.0,1.0,1.0,0.06157066144550161,0.026328301572160484,0.05351231510861626,0.027184013536455776,-0.008058346336885347,0.027184013536455776,0.0,0,0,0.0615706614455016,9.50655127836018e-6,105190.617577197,3700.94622976505,0.000469891564301958,2128.15056913298,7.87103826704447,1.2984430388381225,0,1.0,-0.16445397954839544,-0.021876577433004654,0.0,0.0,9,9.99796842068991,11,10000,4.482337739156009,19000,16.5000000000000,19.0000000000000,6568.555521038639,10000,25000,17.0000000000000,20.0000000000000,4.611737213520099,4.553056244506473,4.559776810810091,4.594337145010225,5007.752133573296,4501.785712943382,0.04810561090023387,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,105000.000000000,0.0500000000000000,3000.00000000000,10.003457114851345,9,11,10000,4.526073476280034,19000,16.5000000000000,19.0000000000000,10000,6502.2808980650025,25000,17.0000000000000,20.0000000000000,4.557661692752399,4.619232354197901,4.589932437746971,4.563604136174811,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,21,11,22,-121,11,12,21100.75369187793,11,95.35496376618131,500000,1,1,-111,121,111,1,7,11,11,11,7
8,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,13284.5127673753,1.0,1.0,17.1477664128158,1.0,1.0,1.0,20243.0525326600,1.0,1.0,1.0,18.4653375454782,1.0,1.0,1.0,0.04864049028557993,0.03291862670518242,0.05603016045017576,0.02311153374499334,0.007389670164595831,0.02311153374499334,0.007389670164595831,0.00738967016459583,0.369483508229792,0.0486404902855799,9.28074245939675e-6,107750.000000000,2994.86447329785,0.000523250848610610,1911.12924643181,6.95113257890758,1.3175711326624173,0.369483508229792,1.0,1.0,1.0,1.0,15479.2603215467,1.0,1.0,17.6291873200122,1.0,1.0,1.0,1.0,22627.8008217116,1.0,1.0,18.9827343171385,1.0,1.0,1.0,0.05702881336491483,0.027153528151592887,0.05603016045017576,0.028876632298582873,-0.0009986529147390719,0.028876632298582873,0.0,0,0,0.0570288133649148,9.50655127836018e-6,105190.617577197,3427.94062717149,0.000481066261189037,2078.71572104917,7.44654988885831,1.3535469971263465,0,1.0,-0.05425369074205884,-0.24173156751246228,0.0,0.0,9,10.196633833908226,11,10000,4.4357642510436435,19000,16.5000000000000,19.0000000000000,6958.539765284723,10000,25000,17.0000000000000,20.0000000000000,4.604375473131456,4.555734982845876,4.558895293449139,4.591813920154322,5281.338967425307,4498.676099805773,0.047726825572108715,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,105000.000000000,0.0500000000000000,3000.00000000000,10.18263743115389,9,11,10000,4.515615060205754,19000,16.5000000000000,19.0000000000000,10000,7148.540500164883,25000,17.0000000000000,20.0000000000000,4.562141397944156,4.619170211309071,4.590025098822806,4.562871570671213,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,21,11,22,-121,11,12,20920.127408348042,11,93.3458643953154,500000,1,1,-111,122,111,1,7,11,11,11,8
9,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15559.4017881523,1.0,1.0,17.6021316529675,1.0,1.0,1.0,22013.9208750752,1.0,1.0,1.0,18.8955045047767,1.0,1.0,1.0,0.056425912371719456,0.033042825832360734,0.05413288811495996,0.02109006228259923,-0.0022930242567594933,0.02109006228259923,0.0,0,0,0.0564259123717195,9.28074245939675e-6,107750.000000000,3474.22403317301,0.000488216585484778,2048.27125855842,7.59635801319746,1.2933728518092131,0,1.0,1.0,1.0,1.0,15358.1751921291,1.0,1.0,17.6222708208441,1.0,1.0,1.0,1.0,21870.9786453259,1.0,1.0,18.9273228413115,1.0,1.0,1.0,0.05629409182563272,0.03198491892002231,0.05413288811495996,0.022147969194937653,-0.002161203710672757,0.022147969194937653,0.0,0,0,0.0562940918256327,9.50655127836018e-6,105190.617577197,3383.77730576329,0.000495910250339777,2016.49391057120,7.61627650429089,1.3050520204673897,0,1.0,-0.14389663726312082,-0.1327208464380316,0.0,0.0,9,10.00577363977005,11,10000,4.478525748364558,19000,16.5000000000000,19.0000000000000,6454.519086922866,10000,25000,17.0000000000000,20.0000000000000,4.605241602975795,4.5488156906040755,4.560186448938922,4.593229274771283,4990.455055473037,4499.904642766779,0.048811747996354446,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,105000.000000000,0.0500000000000000,3000.00000000000,10.005994316553188,9,11,10000,4.538766533474552,19000,16.5000000000000,19.0000000000000,10000,6512.803453196786,25000,17.0000000000000,20.0000000000000,4.55512905759731,4.611423149422943,4.591542941623081,4.559558022703059,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,21,11,22,-121,11,12,20981.30255664966,11,78.96269712080223,500000,1,1,-111,121,111,1,7,11,11,11,9
