,MV1_AleakMV,MV2_AleakMV,HU_Ch1_T2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0_LTL,PF_M1_T1_s0,PF_M1_T1_s0_UTL,PF_M1_T1_Force_LTL,MV1_LmvPF,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_Fmax_LTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,HU_T1_DboreMax,MV1_DmvMin,PF_M1_KstiffMachine_REF,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_REF,PF_M1_T1_AleakPF_deltaD_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0_LTL,PF_M1_T2_s0,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,MV2_DmvMax,HU_T2_DboreMin,HU_T2_DboreMax,MV2_DmvMin,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_E_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,12860.5505168166,1.0,1.0,17.1388508245297,1.0,1.0,1.0,1.0,19906.9311893700,1.0,1.0,1.0,18.4717218685022,1.0,1.0,0.04835425847033736,0.030034073427417596,0.05670931186887692,0.026675238441459324,0.008355053398539557,0.026675238441459324,0.008355053398539557,0.00835505339853956,0.417752669926978,0.0483542584703374,9.73236009732360e-6,102750.000000000,2839.08574732981,0.000541382896496921,1847.12152243932,6.96248208933913,1.3328710439725455,0.417752669926978,1.0,1.0,1.0,15861.4734298776,1.0,1.0,1.0,1.0,17.7115754505868,1.0,1.0,1.0,22807.0070645260,1.0,1.0,19.0253705883686,1.0,1.0,1.0,0.059597082428928694,0.021615152321817988,0.05670931186887692,0.03509415954705893,-0.0028877705600517736,0.03509415954705893,0.0,0,0,0.0595970824289287,9.73236009732360e-6,102750.000000000,3499.20012546996,0.000474936428362080,2105.54495356087,7.53319153934611,1.3137951377817847,0,1.0,-0.2830997029146288,-0.24070279029427194,0.0,0.0,9,10.17636873519053,11,10000,4.529821097834775,19000,16.5000000000000,19.0000000000000,10000,7046.3806725534405,25000,17.0000000000000,20.0000000000000,4.561658069435395,4.610012327905732,4.55733415460254,4.587368228029957,4500.485580361627,5286.618465018272,0.048276500758832226,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.17838391124073,11,4.532885477005221,10000,19000,16.5000000000000,19.0000000000000,10000,6945.533634648408,25000,17.0000000000000,20.0000000000000,4.616461706151718,4.556864623722789,4.567699688478645,4.589314840800463,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19163.52549327204,11,103.57880450214402,500000,1,1,-111,122,111,1,28,11,11,11,0
1,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,15557.4899757445,1.0,1.0,17.6130665393035,1.0,1.0,1.0,1.0,22142.4453115388,1.0,1.0,1.0,18.9268309651642,1.0,1.0,0.058789362217789076,0.03253731038882712,0.05245278144801937,0.019915471059192245,-0.006336580769769708,0.019915471059192245,0.0,0,0,0.0587893622177891,9.73236009732360e-6,102750.000000000,3451.77541021590,0.000489215984384054,2044.08693076341,7.61097277302892,1.3137644258607175,0,1.0,1.0,1.0,16358.2079850102,1.0,1.0,1.0,1.0,17.8065710589937,1.0,1.0,1.0,22852.7304403406,1.0,1.0,19.1022932210541,1.0,1.0,1.0,0.06152577576348506,0.019014845077719222,0.05245278144801937,0.033437936370300146,-0.00907299431546569,0.033437936370300146,0.0,0,0,0.0615257757634851,9.73236009732360e-6,102750.000000000,3612.44197697034,0.000476331053221809,2099.38023825278,7.79192243832130,1.2957221620604167,0,1.0,-0.09392436952780808,-0.15978110455409353,0.0,0.0,9,10.00209376627455,11,10000,4.507097979115462,19000,16.5000000000000,19.0000000000000,10000,6584.955335794304,25000,17.0000000000000,20.0000000000000,4.552478921311093,4.611268283528882,4.560240491796798,4.592777802185625,4501.792264492216,5012.280136509365,0.04711060023437564,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.014648620672427,11,4.528296395982356,10000,19000,16.5000000000000,19.0000000000000,10000,6494.522455330394,25000,17.0000000000000,20.0000000000000,4.615989591284694,4.554463815521209,4.567688942197762,4.586703787275481,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,18520.62939460182,11,91.38203673337449,500000,1,1,-111,121,111,1,28,11,11,11,1
2,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,15764.6003817000,1.0,1.0,17.7045836567605,1.0,1.0,1.0,1.0,22758.5263097827,1.0,1.0,1.0,19.0223271352541,1.0,1.0,0.05908910882264262,0.0278048307142873,0.054504161023707115,0.026699330309419816,-0.004584947798935507,0.026699330309419816,0.0,0,0,0.0590891088226426,9.73236009732360e-6,102750.000000000,3469.37481801516,0.000476648927490094,2097.98017435124,7.51417986424722,1.31774347849362,0,1.0,1.0,1.0,16512.7974393498,1.0,1.0,1.0,1.0,17.8600571229637,1.0,1.0,1.0,23494.6379138000,1.0,1.0,19.1755235502170,1.0,1.0,1.0,0.06187010709988083,0.02679150866312696,0.054504161023707115,0.027712652360580153,-0.007365946076173718,0.027712652360580153,0.0,0,0,0.0618701070998808,9.73236009732360e-6,102750.000000000,3632.65914543586,0.000463692996378868,2156.59931853474,7.65686852324939,1.3154664272533463,0,1.0,-0.14747009131159824,-0.1499269335902085,0.0,0.0,9,10.190403792513253,11,10000,4.543931171645197,19000,16.5000000000000,19.0000000000000,10000,6993.925928082751,25000,17.0000000000000,20.0000000000000,4.559128541207741,4.618217650030384,4.564876141261593,4.59268097197588,4502.229207100889,5307.501833420467,0.04623460026415481,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.203188599714268,11,4.545650108708034,10000,19000,16.5000000000000,19.0000000000000,10000,6981.840474450207,25000,17.0000000000000,20.0000000000000,4.610719113634756,4.5488490065348754,4.556633572167533,4.58342508083066,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19002.267401757745,11,122.66249329467787,500000,1,1,-111,122,111,1,28,11,11,11,2
3,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,14150.0307859260,1.0,1.0,17.3089787426299,1.0,1.0,1.0,1.0,20651.4235753833,1.0,1.0,1.0,18.6079923378350,1.0,1.0,0.0535865172273331,0.03251723933141637,0.051813396307609214,0.019296156976192844,-0.0017731209197238834,0.019296156976192844,0.0,0,0,0.0535865172273331,9.73236009732360e-6,102750.000000000,3146.29408291913,0.000517639675650948,1931.84573563158,7.32461734647765,1.2990135952051551,0,1.0,1.0,1.0,12892.5534826482,1.0,1.0,1.0,1.0,17.1041719968109,1.0,1.0,1.0,19405.2816499671,1.0,1.0,18.4054504620871,1.0,1.0,1.0,0.04834857814498772,0.03131485038225179,0.051813396307609214,0.020498545925357423,0.003464818162621494,0.020498545925357423,0.003464818162621494,0.00346481816262149,0.173240908131075,0.0483485781449877,9.73236009732360e-6,102750.000000000,2838.75223108428,0.000552072878656177,1811.35505593780,7.11762911439431,1.301278465276191,0.173240908131075,1.0,-0.08855234630518487,-0.08956368710865965,0.0,0.0,9,9.98436139615222,11,10000,4.4973643318165495,19000,16.5000000000000,19.0000000000000,10000,6501.392789457382,25000,17.0000000000000,20.0000000000000,4.5578980718161315,4.611484589043465,4.56116735528243,4.593684594613847,4500.398389926796,5004.868935517651,0.04659081552857602,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,9.986542882416563,11,4.5416268956039945,10000,19000,16.5000000000000,19.0000000000000,10000,6512.728167318893,25000,17.0000000000000,20.0000000000000,4.610394248792267,4.562045670647279,4.557406929721873,4.588721780104125,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19267.840086900756,11,106.87502963356687,500000,1,1,-111,121,111,1,28,11,11,11,3
4,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,17474.3793668916,1.0,1.0,18.0201744865492,1.0,1.0,1.0,1.0,24554.3785793642,1.0,1.0,1.0,19.3552132684740,1.0,1.0,0.06584047282856798,0.024909049359954416,0.0548081381494275,0.02989908878947308,-0.011032334679140478,0.02989908878947308,0.0,0,0,0.0658404728285680,9.73236009732360e-6,102750.000000000,3865.77633322021,0.000447245073702468,2235.91059756480,7.81533008785031,1.3350387819248386,0,1.0,1.0,1.0,14021.4205864859,1.0,1.0,1.0,1.0,17.3680451718381,1.0,1.0,1.0,20987.6071311973,1.0,1.0,18.6816228884752,1.0,1.0,1.0,0.0528756874733034,0.047657446944320725,0.0548081381494275,0.0071506912051067725,0.0019324506761240964,0.0071506912051067725,0.0019324506761240964,0.00193245067612410,0.0966225338062048,0.0528756874733034,9.73236009732360e-6,102750.000000000,3104.55822164681,0.000510671841586216,1958.20469931114,7.16034467255564,1.3135777166371485,0.0966225338062048,1.0,-0.06933454609147184,-0.30530864154039516,0.0,0.0,9,10.2048443986989,11,10000,4.520276876012468,19000,16.5000000000000,19.0000000000000,10000,7079.999212472661,25000,17.0000000000000,20.0000000000000,4.548723617540459,4.614564090369027,4.559171544259449,4.584080593619404,4499.146255430341,5303.216137485404,0.04649816698570947,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.207700499282442,11,4.5163980139654925,10000,19000,16.5000000000000,19.0000000000000,10000,6966.186544711355,25000,17.0000000000000,20.0000000000000,4.613429222221545,4.560553534748242,4.552917631303543,4.600575078247863,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19156.266030484756,11,109.80407286166596,500000,1,1,-111,122,111,1,28,11,11,11,4
5,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,17109.0257671342,1.0,1.0,18.0048542750213,1.0,1.0,1.0,1.0,23612.9088767285,1.0,1.0,1.0,19.3086953022475,1.0,1.0,0.06402608097184626,0.030808994058279637,0.0532773571473005,0.022468363089020865,-0.010748723824545753,0.022468363089020865,0.0,0,0,0.0640260809718463,9.73236009732360e-6,102750.000000000,3759.24561134697,0.000466481983458878,2143.70551373750,7.98105227490179,1.3038410272262553,0,1.0,1.0,1.0,15944.6834434665,1.0,1.0,1.0,1.0,17.7525560455109,1.0,1.0,1.0,22432.4598441886,1.0,1.0,19.0531681420373,1.0,1.0,1.0,0.05977729938155463,0.048005115605057824,0.0532773571473005,0.005272241542242678,-0.006499942234254125,0.005272241542242678,0.0,0,0,0.0597772993815546,9.73236009732360e-6,102750.000000000,3509.78143511699,0.000485389192012537,2060.20244466871,7.73937701351988,1.3006120965263586,0,1.0,-0.10812284046180967,-0.2668464542896577,0.0,0.0,9,10.023802000119504,11,10000,4.551185938873477,19000,16.5000000000000,19.0000000000000,10000,6503.883109594311,25000,17.0000000000000,20.0000000000000,4.5489374249830075,4.612963505954854,4.560220349448253,4.591029343506532,4499.356748530162,4988.248547010703,0.04805571217340623,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.013179031991067,11,4.542927740152854,10000,19000,16.5000000000000,19.0000000000000,10000,6487.776400722152,25000,17.0000000000000,20.0000000000000,4.613226397113642,4.553449097732087,4.549176571499821,4.597181687104879,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19518.21129492221,11,108.04087726303233,500000,1,1,-111,121,111,1,28,11,11,11,5
6,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,12317.6361839694,1.0,1.0,17.0176071407659,1.0,1.0,1.0,1.0,19326.5425589197,1.0,1.0,1.0,18.3377570442129,1.0,1.0,0.04652400114181976,0.03279611719638531,0.055470747218135615,0.022674630021750304,0.008946746076315855,0.022674630021750304,0.008946746076315855,0.00894674607631585,0.447337303815793,0.0465240011418198,9.73236009732360e-6,102750.000000000,2731.62349561256,0.000554435855869151,1803.63515348835,6.82933915994388,1.3201499034470456,0.447337303815793,1.0,1.0,1.0,11605.3546412209,1.0,1.0,1.0,1.0,16.9024985464632,1.0,1.0,1.0,18725.6918706917,1.0,1.0,18.2436368072897,1.0,1.0,1.0,0.04370791930343376,0.01987449887696524,0.055470747218135615,0.035596248341170374,0.011762827914701852,0.035596248341170374,0.011762827914701852,0.0117628279147019,0.588141395735093,0.0437079193034338,9.73236009732360e-6,102750.000000000,2566.27926195875,0.000578022399254280,1730.03676205303,6.70815493391527,1.3411382608264657,0.588141395735093,1.0,-0.15863607467825433,-0.1579101520041716,0.0,0.0,9,10.188267980821992,11,10000,4.509273039916938,19000,16.5000000000000,19.0000000000000,10000,7008.90637495028,25000,17.0000000000000,20.0000000000000,4.5630559817468,4.6095799828886195,4.563252061222056,4.5960481784184415,4500.148048769331,5309.174629827501,0.04701796272720837,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.194343612547945,11,4.522249317622153,10000,19000,16.5000000000000,19.0000000000000,10000,7120.33722947085,25000,17.0000000000000,20.0000000000000,4.6114780623397005,4.567770143036267,4.567741634529114,4.58761613340608,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19203.446159243897,11,85.11035442698267,500000,1,1,-111,122,111,1,28,11,11,11,6
7,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,13410.1004621519,1.0,1.0,17.2419719342510,1.0,1.0,1.0,1.0,19944.2138414322,1.0,1.0,1.0,18.5482309837804,1.0,1.0,0.04998036553138707,0.030297933536431287,0.053501308211620476,0.023203374675189188,0.0035209426802334035,0.023203374675189188,0.0035209426802334035,0.00352094268023340,0.176047134011670,0.0499803655313871,9.73236009732360e-6,102750.000000000,2934.56146191430,0.000540680159720558,1849.52227675015,7.25057525974504,1.306259049529375,0.176047134011670,1.0,1.0,1.0,18784.2639150647,1.0,1.0,1.0,1.0,18.3093595448155,1.0,1.0,1.0,25300.4225632381,0.0,0.0,19.6120291968813,1.0,1.0,1.0,0.07017997437045498,0.014941175542348084,0.053501308211620476,0.03856013266927239,-0.016678666158834503,0.03856013266927239,0.0,0,0,0.0701799743704550,9.73236009732360e-6,102750.000000000,4120.56706660814,0.000442598784995987,2259.38261445762,8.31389238585160,1.3026696520658134,0,0.0,-0.21694277183323651,-0.13457026539190534,0.0,0.0,9,9.991396674506012,11,10000,4.569711909664399,19000,16.5000000000000,19.0000000000000,10000,6534.11337928027,25000,17.0000000000000,20.0000000000000,4.560981120099026,4.610961485630413,4.562561685444747,4.592859618981178,4501.107945512591,5002.15740639991,0.048142260213270546,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,9.995467158963859,11,4.558659915351659,10000,19000,16.5000000000000,19.0000000000000,10000,6516.158648173402,25000,17.0000000000000,20.0000000000000,4.618931035005063,4.548751060634608,4.572403546749672,4.58734472229202,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19015.98315099302,11,106.87222339334,500000,1,1,-111,121,111,1,28,11,11,11,7
8,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,14966.6794398036,1.0,1.0,17.5305472537772,1.0,1.0,1.0,1.0,21886.1328544042,1.0,1.0,1.0,18.8360766747135,1.0,1.0,0.05687587921522663,0.027298190631692698,0.056286563731156244,0.028988373099463546,-0.0005893154840703879,0.028988373099463546,0.0,0,0,0.0568758792152266,9.73236009732360e-6,102750.000000000,3339.42662249402,0.000488127828314975,2048.64369944245,7.30565273203773,1.3055294209362436,0,1.0,1.0,1.0,12930.3455028151,1.0,1.0,1.0,1.0,17.1889892525946,1.0,1.0,1.0,19881.9967675350,1.0,1.0,18.5005936101051,1.0,1.0,1.0,0.04835835590610049,0.027599787954449617,0.056286563731156244,0.028686775776706627,0.007928207825055753,0.028686775776706627,0.007928207825055753,0.00792820782505575,0.396410391252788,0.0483583559061005,9.73236009732360e-6,102750.000000000,2839.32632534390,0.000540871444013403,1848.86817573460,6.99365464369980,1.311604357510418,0.396410391252788,1.0,-0.2469379753625704,-0.09173602580193993,0.0,0.0,9,10.224894521739506,11,10000,4.481811140568171,19000,16.5000000000000,19.0000000000000,10000,6919.453414600587,25000,17.0000000000000,20.0000000000000,4.564480464008867,4.621356343224094,4.563425819641224,4.5907240102729165,4499.066848700267,5300.112968452592,0.047779550061936564,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.195334608894836,11,4.55401881333557,10000,19000,16.5000000000000,19.0000000000000,10000,6951.651264719896,25000,17.0000000000000,20.0000000000000,4.613034098717903,4.5646757428118026,4.5631918481417655,4.590791636096215,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19005.364398935253,11,109.56485108037616,500000,1,1,-111,122,111,1,28,11,11,11,8
9,0.03100171930596876,0.0,0.0,0.0310017193059688,0.03100171930596876,1.0,1.0,1.0,1.0,10681.3441984582,1.0,1.0,16.6521800028723,1.0,1.0,1.0,1.0,17245.2342698195,1.0,1.0,1.0,17.9601922177295,1.0,1.0,0.040192476713513337,0.022990984539099202,0.05226150564406202,0.029270521104962817,0.012069028930548682,0.029270521104962817,0.012069028930548682,0.0120690289305487,0.603451446527434,0.0401924767135133,9.73236009732360e-6,102750.000000000,2359.87256132200,0.000623025632654813,1605.07039772800,6.65475122684821,1.30801221485719,0.634453165833403,1.0,1.0,1.0,16041.7281631476,1.0,1.0,1.0,1.0,17.7571302275976,1.0,1.0,1.0,22537.8142117138,1.0,1.0,19.0516308679055,1.0,1.0,1.0,0.05994321453861229,0.013397170253435675,0.05226150564406202,0.038864335390626344,-0.0076817088945502696,0.038864335390626344,0.0,0,0,0.0599432145386123,9.73236009732360e-6,102750.000000000,3519.52302505281,0.000483403346573741,2068.66586068918,7.75462507889178,1.2945006403079213,0,1.0,0.03100171930596876,-0.23088489669179238,0.0,0.0,9,9.9974287760241,11,10000,4.526237718732778,19000,16.5000000000000,19.0000000000000,10000,6563.890071361294,25000,17.0000000000000,20.0000000000000,4.5717312648357105,4.611923741549224,4.5620691666774,4.585060151216499,4502.091928772491,5018.217717544744,0.04688638795463575,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.002505148705819,11,4.5579267556878404,10000,19000,16.5000000000000,19.0000000000000,10000,6496.086048566227,25000,17.0000000000000,20.0000000000000,4.620156266622119,4.5602130520835065,4.5715330616185055,4.584930231871941,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19048.42516275501,11,110.16288927713646,500000,1,1,-111,121,111,1,28,11,11,11,9
