,MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,PF_M1_T1_Force_LTL,MV1_LmvPF,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_Fmax_LTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,MV1_DmvMin,HU_T1_DboreMax,PF_M1_KstiffMachine_REF,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,HU_T2_DboreMax,MV2_DmvMin,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_REF,PF_M1_T2_AleakPF_deltaD_REF,MV2_Emv,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_E_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,17786.9494460449,1.0,1.0,1.0,18.0903123748903,1.0,1.0,1.0,24562.1726418990,1.0,1.0,1.0,19.3716754579812,1.0,1.0,0.06671468226685118,0.02438894272561143,0.0540918582144804,0.02970291548886897,-0.012622824052370779,0.02970291548886897,0.0,0,0,0.0667146822668512,9.73236009732360e-6,102750.000000000,3917.10491595369,0.000444415435434685,2250.14686769800,7.90479488311876,1.2813630830909293,0,1.0,1.0,1.0,14684.0850827257,1.0,1.0,1.0,17.4236389042773,1.0,1.0,1.0,1.0,21731.6759835350,1.0,1.0,1.0,18.7565134892136,1.0,1.0,0.05484983477450367,0.040759370223269364,0.0540918582144804,0.013332487991211034,-0.0007579765600232713,0.013332487991211034,0.0,0,0,0.0548498347745037,9.50655127836018e-6,105190.617577197,3296.96456796415,0.000492434147218216,2030.72838398606,7.23094491539176,1.3328745849362713,0,1.0,-0.12450391471746655,-0.09451332117873833,0.0,0.0,10.185517491771558,9,11,10000,4.540840704470715,19000,16.5000000000000,19.0000000000000,10000,6775.223195854097,25000,17.0000000000000,20.0000000000000,4.552488785063699,4.61920346733055,4.584356878999467,4.559967936273855,4499.60536300152,0.046031478835505735,5287.512403986831,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.192693988885559,9,11,4.453819499732444,10000,19000,16.5000000000000,19.0000000000000,10000,7047.590900809333,25000,17.0000000000000,20.0000000000000,4.555221752289219,4.6100715870637226,4.559450598370455,4.600209968593725,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18571.849495254555,11,96.20715185096321,500000,1,1,-111,122,111,1,20,11,11,11,0
1,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,17450.1163790762,1.0,1.0,1.0,17.9962220232549,1.0,1.0,1.0,23908.9494287971,1.0,1.0,1.0,19.2790831638202,1.0,1.0,0.06558199648613527,0.02557677966783256,0.0532052214358566,0.027628441768024037,-0.012376775050278677,0.027628441768024037,0.0,0,0,0.0655819964861353,9.73236009732360e-6,102750.000000000,3850.60007940023,0.000458320976989028,2181.87700368761,7.99775438743046,1.2828611405652817,0,1.0,1.0,1.0,16061.5087072646,1.0,1.0,1.0,17.6504504845125,1.0,1.0,1.0,1.0,22543.7479308976,1.0,1.0,1.0,18.9379605873175,1.0,1.0,0.05985947579249373,0.023405574600392498,0.0532052214358566,0.0297996468354641,-0.006654254356637135,0.0297996468354641,0.0,0,0,0.0598594757924937,9.50655127836018e-6,105190.617577197,3598.08870083411,0.000476546528202632,2098.43098379429,7.65405621214330,1.2875101028050457,0,1.0,-0.07930706594450831,-0.16399570010905146,0.0,0.0,9.99846763582449,9,11,10000,4.53179141413051,19000,16.5000000000000,19.0000000000000,10000,6458.833049720902,25000,17.0000000000000,20.0000000000000,4.553913292500129,4.619495288986264,4.587730707678082,4.562153928010249,4499.119995812441,0.04754528144279266,5034.70940500612,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,9.996394272369184,9,11,4.463900154418432,10000,19000,16.5000000000000,19.0000000000000,10000,6482.23922363296,25000,17.0000000000000,20.0000000000000,4.554356133191005,4.614215608983499,4.5679328408515865,4.591338415451979,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18788.53964492293,11,114.94019897468719,500000,1,1,-111,121,111,1,20,11,11,11,1
2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,19746.5276188420,0.0,0.0,1.0,18.4455535488489,1.0,1.0,1.0,26760.7006326564,0.0,0.0,1.0,19.7616251414768,1.0,1.0,0.07410197186258571,0.036460895666968085,0.05840381752648233,0.02194292185951424,-0.015698154336103387,0.02194292185951424,0.0,0,0,0.0741019718625857,9.73236009732360e-6,102750.000000000,4350.84434793182,0.000417470774097397,2395.37726242532,8.24359817077358,1.3160715926279014,0,1.0,1.0,1.0,12083.2914910799,1.0,1.0,1.0,16.9775653688423,1.0,1.0,1.0,1.0,19166.9109228976,1.0,1.0,1.0,18.3066672157516,1.0,1.0,0.044654936066714335,0.03965838687044254,0.05840381752648233,0.018745430656039785,0.013748881459767992,0.018745430656039785,0.013748881459767992,0.0137488814597680,0.687444072988400,0.0446549360667143,9.50655127836018e-6,105190.617577197,2684.16017298739,0.000560186337756712,1785.12029408739,6.76889480843488,1.329101846909319,0.687444072988400,0.0,-0.21736146604070455,-0.19080366332187085,0.0,0.0,10.201955378075315,9,11,10000,4.538550690334051,19000,16.5000000000000,19.0000000000000,10000,7014.173013814458,25000,17.0000000000000,20.0000000000000,4.545829432900809,4.619931404763395,4.595039156270654,4.558578260603686,4499.85619152654,0.049310897927011065,5329.628762679026,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.208670560407398,9,11,4.501702846455522,10000,19000,16.5000000000000,19.0000000000000,10000,7083.619431817722,25000,17.0000000000000,20.0000000000000,4.5633426915012905,4.607997627568005,4.558959689524266,4.598618076394708,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18598.355614724504,11,118.4655134210609,500000,1,1,-111,122,111,1,20,11,11,11,2
3,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14921.5986916284,1.0,1.0,1.0,17.5304097886083,1.0,1.0,1.0,21401.3437147801,1.0,1.0,1.0,18.8260946280248,1.0,1.0,0.055914116599519836,0.03515572561271796,0.053893111351785976,0.018737385739068017,-0.0020210052477338605,0.018737385739068017,0.0,0,0,0.0559141165995198,9.73236009732360e-6,102750.000000000,3282.95741748609,0.000504562634772197,1981.91449600997,7.52888115086138,1.2956848394165066,0,1.0,1.0,1.0,14291.8632241382,1.0,1.0,1.0,17.3456393058439,1.0,1.0,1.0,1.0,20758.8487661661,1.0,1.0,1.0,18.6387727692121,1.0,1.0,0.05292979643115192,0.022196041715307757,0.053893111351785976,0.03169706963647822,0.0009633149206340549,0.03169706963647822,0.0009633149206340549,0.000963314920634055,0.0481657460317027,0.0529297964311519,9.50655127836018e-6,105190.617577197,3181.55312847326,0.000514271129405348,1944.49958946033,7.34989264158433,1.2931334633682288,0.0481657460317027,1.0,-0.08000502197672121,-0.09004070043592824,0.0,0.0,10.001528637746919,9,11,10000,4.545169733896365,19000,16.5000000000000,19.0000000000000,10000,6479.745023151726,25000,17.0000000000000,20.0000000000000,4.556711741291039,4.612625857890559,4.59143813756342,4.556282411950702,4500.0953283403005,0.04849494053929395,5001.01940381566,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,9.99574666425959,9,11,4.492102645162026,10000,19000,16.5000000000000,19.0000000000000,10000,6466.985542027858,25000,17.0000000000000,20.0000000000000,4.554973400946281,4.607903197377433,4.569367316206158,4.591563357921466,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18927.67618296627,11,97.91877662233237,500000,1,1,-111,121,111,1,20,11,11,11,3
4,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,12843.5902044536,1.0,1.0,1.0,17.1705026225933,1.0,1.0,1.0,19841.1215590934,1.0,1.0,1.0,18.4882276975090,1.0,1.0,0.048206778760071956,0.02255678493171409,0.05750627968414638,0.03494949475243229,0.009299500924074423,0.03494949475243229,0.009299500924074423,0.00929950092407442,0.464975046203721,0.0482067787600720,9.73236009732360e-6,102750.000000000,2830.42658148423,0.000541616485422587,1846.32489393259,6.95630018674415,1.3177250749156104,0.464975046203721,1.0,1.0,1.0,19193.7387038671,1.0,0.0,0.0,18.3149640412504,1.0,1.0,1.0,1.0,26134.9597708507,0.0,0.0,1.0,19.6220851653926,1.0,1.0,0.07088898383556508,0.02932817427950596,0.05750627968414638,0.02817810540464042,-0.0133827041514187,0.02817810540464042,0.0,0,0,0.0708889838355651,9.50655127836018e-6,105190.617577197,4261.06056519031,0.000422996207877508,2364.08738749162,8.11887868672755,1.3071211241421699,0,0.0,-0.1194563760298995,-0.24463497890799218,0.0,0.0,10.214202435849197,9,11,10000,4.5376871064144275,19000,16.5000000000000,19.0000000000000,10000,6997.5313546397565,25000,17.0000000000000,20.0000000000000,4.560012382192019,4.608219160952091,4.586315608810698,4.563758823878984,4501.830014759921,0.04875108902919606,5310.312058141484,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.196085354522841,9,11,4.504451042227769,10000,19000,16.5000000000000,19.0000000000000,10000,6941.221066983617,25000,17.0000000000000,20.0000000000000,4.54384144366508,4.614730427500645,4.566770706952704,4.59609888123221,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,19202.17284348149,11,121.73675579345722,500000,1,1,-111,122,111,1,20,11,11,11,4
5,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,12772.5420908542,1.0,1.0,1.0,17.1233276328156,1.0,1.0,1.0,19319.3061758359,1.0,1.0,1.0,18.4396953027879,1.0,1.0,0.04774314524637191,0.02787972833624508,0.05517461956542064,0.027294891229175562,0.007431474319048732,0.027294891229175562,0.007431474319048732,0.00743147431904873,0.371573715952437,0.0477431452463719,9.73236009732360e-6,102750.000000000,2803.20467089412,0.000557806064676289,1792.73776913904,7.12460143961163,1.3163676699723106,0.371573715952437,1.0,1.0,1.0,14685.6087531140,1.0,1.0,1.0,17.4379838719617,1.0,1.0,1.0,1.0,21185.1042105241,1.0,1.0,1.0,18.7448471681195,1.0,1.0,0.054495235990938085,0.0314053213260479,0.05517461956542064,0.023769298239372745,0.0006793835744825574,0.023769298239372745,0.0006793835744825574,0.000679383574482557,0.0339691787241279,0.0544952359909381,9.50655127836018e-6,105190.617577197,3275.65001651536,0.000506354418683607,1974.90130055495,7.43612288319795,1.3068632961577682,0.0339691787241279,1.0,-0.11188156451863349,-0.09793982600996559,0.0,0.0,9.998726193203977,9,11,10000,4.556407251840154,19000,16.5000000000000,19.0000000000000,10000,6546.7640849816835,25000,17.0000000000000,20.0000000000000,4.563696587134646,4.611439732381018,4.59040722047155,4.562527492135305,4499.4720306260015,0.04991733833577252,4973.355267164373,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.001860988763735,9,11,4.483265513431315,10000,19000,16.5000000000000,19.0000000000000,10000,6499.49545741003,25000,17.0000000000000,20.0000000000000,4.5518213349994925,4.606316570990431,4.5613131187512685,4.5927184400773164,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18881.454632683057,11,103.68822588450534,500000,1,1,-111,121,111,1,20,11,11,11,5
6,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14342.1439811361,1.0,1.0,1.0,17.4513978846339,1.0,1.0,1.0,21290.7643228051,1.0,1.0,1.0,18.7615421203783,1.0,1.0,0.053812635224549155,0.03027144199480425,0.05629964466348291,0.02602820266867866,0.0024870094389337558,0.02602820266867866,0.0024870094389337558,0.00248700943893376,0.124350471946688,0.0538126352245492,9.73236009732360e-6,102750.000000000,3159.57043961282,0.000505046110931072,1980.01722685571,7.24344404008627,1.3101442357443986,0.124350471946688,1.0,1.0,1.0,12964.6874294116,1.0,1.0,1.0,17.1120952411577,1.0,1.0,1.0,1.0,19929.3129807892,1.0,1.0,1.0,18.4252572174334,1.0,1.0,0.04809292756854777,0.03654722394397414,0.05629964466348291,0.01975242071950877,0.008206717094935138,0.01975242071950877,0.008206717094935138,0.00820671709493514,0.410335854746757,0.0480929275685478,9.50655127836018e-6,105190.617577197,2890.81414401769,0.000534470701831671,1871.00994792217,6.92924558942587,1.3131619762756848,0.410335854746757,1.0,-0.09344761931484613,-0.17303205781696346,0.0,0.0,10.20795384454759,9,11,10000,4.539270212596886,19000,16.5000000000000,19.0000000000000,10000,6948.620341669016,25000,17.0000000000000,20.0000000000000,4.558067723436392,4.611880358660941,4.5859340748270245,4.55566263283222,4499.903360239935,0.04776715414771406,5303.706379871178,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.182849651731862,9,11,4.484787600835919,10000,19000,16.5000000000000,19.0000000000000,10000,6964.625551377594,25000,17.0000000000000,20.0000000000000,4.56410745306554,4.612200380634087,4.558909185650155,4.595456409594129,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18997.30665390036,11,95.00080398974582,500000,1,1,-111,122,111,1,20,11,11,11,6
7,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,20663.5947451285,0.0,0.0,1.0,18.6664151619189,1.0,1.0,1.0,27192.7680025844,0.0,0.0,1.0,19.9721353223742,1.0,1.0,0.07764424870260278,0.029149019977496415,0.05296502660670667,0.023816006629210254,-0.02467922209589611,0.023816006629210254,0.0,0,0,0.0776442487026028,9.73236009732360e-6,102750.000000000,4558.82660239568,0.000419337155544724,2384.71594223743,8.66501304375108,1.3057201604553041,0,1.0,1.0,1.0,13523.4064712873,1.0,1.0,1.0,17.1830955240034,1.0,1.0,1.0,1.0,20020.3367530780,1.0,1.0,1.0,18.4823676547160,1.0,1.0,0.05029571301661662,0.029877246871427232,0.05296502660670667,0.023087779735279437,0.0026693135900900528,0.023087779735279437,0.0026693135900900528,0.00266931359009005,0.133465679504503,0.0502957130166166,9.50655127836018e-6,105190.617577197,3023.22120783050,0.000530755481705420,1884.10677697912,7.17762211596626,1.29927213071264,0.133465679504503,0.0,-0.05552390799580931,-0.21978594812359425,0.0,0.0,10.001402118167775,9,11,10000,4.532656437134434,19000,16.5000000000000,19.0000000000000,10000,6529.173257455879,25000,17.0000000000000,20.0000000000000,4.540008550149639,4.617652798852242,4.588369735583933,4.559220715606436,4500.261520732243,0.04766711458343718,5000.438421031317,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.005473408037124,9,11,4.473177958748118,10000,19000,16.5000000000000,19.0000000000000,10000,6496.930281790709,25000,17.0000000000000,20.0000000000000,4.558231239759365,4.608526952775982,4.558582786103478,4.588460032974905,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18834.838283114572,11,105.99793480414782,500000,1,1,-111,121,111,1,20,11,11,11,7
8,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,16900.4787900462,1.0,1.0,1.0,17.9214705833764,1.0,1.0,1.0,23876.4659707079,1.0,1.0,1.0,19.2386169675323,1.0,1.0,0.06323777809608178,0.03494496309353412,0.05788112953594707,0.022936166442412947,-0.005356648560134708,0.022936166442412947,0.0,0,0,0.0632377780960818,9.73236009732360e-6,102750.000000000,3712.96097106994,0.000458138296325963,2182.74701770075,7.74275655996485,1.3171463841558648,0,1.0,1.0,1.0,14047.0226257114,1.0,1.0,1.0,17.3162038859527,1.0,1.0,1.0,1.0,21115.9891515010,1.0,1.0,1.0,18.6509058368069,1.0,1.0,0.052047995208056363,0.04430673257992357,0.05788112953594707,0.013574396956023499,0.005833134327890704,0.013574396956023499,0.005833134327890704,0.00583313432789070,0.291656716394535,0.0520479952080564,9.50655127836018e-6,105190.617577197,3128.54900548026,0.000508448462646447,1966.76767355152,7.14218705880281,1.3347019508541436,0.291656716394535,1.0,-0.15568003654965162,-0.18722424358836423,0.0,0.0,10.178714023411551,9,11,10000,4.551752340444371,19000,16.5000000000000,19.0000000000000,10000,6975.987180661701,25000,17.0000000000000,20.0000000000000,4.554391794554739,4.617629572650821,4.595969230019336,4.561024266925802,4498.052228280416,0.04915750835111023,5296.288449466826,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.17401682714991,9,11,4.489948088109003,10000,19000,16.5000000000000,19.0000000000000,10000,7068.9665257896395,25000,17.0000000000000,20.0000000000000,4.554222265718294,4.60627026092635,4.549979135638342,4.5942858682182655,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18746.778894435723,11,101.27266787020325,500000,1,1,-111,122,111,1,20,11,11,11,8
9,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,16041.3912938662,1.0,1.0,1.0,17.7686016245163,1.0,1.0,1.0,22505.8707872599,1.0,1.0,1.0,19.0624934903795,1.0,1.0,0.059942739625890695,0.03140306504609658,0.054475380428025126,0.023072315381928547,-0.005467359197865569,0.023072315381928547,0.0,0,0,0.0599427396258907,9.73236009732360e-6,102750.000000000,3519.49514089158,0.000484285728578446,2064.89669422091,7.76861687016194,1.2938918658631915,0,1.0,1.0,1.0,16548.0277452917,1.0,1.0,1.0,17.7703574156749,1.0,1.0,1.0,1.0,23058.6773722917,1.0,1.0,1.0,19.0734904215835,1.0,1.0,0.06195935083720361,0.017113519046239034,0.054475380428025126,0.03736186138178609,-0.007483970409178482,0.03736186138178609,0.0,0,0,0.0619593508372036,9.50655127836018e-6,105190.617577197,3724.30993099867,0.000468660185169500,2133.74216894130,7.75540174729841,1.3031330059085848,0,1.0,-0.11784110431186108,-0.13928805719888093,0.0,0.0,9.99998475435439,9,11,10000,4.557867151878632,19000,16.5000000000000,19.0000000000000,10000,6464.4794933937155,25000,17.0000000000000,20.0000000000000,4.555818508120602,4.615761247746493,4.592107776275716,4.5607047112296195,4499.487011802642,0.04906001705740476,4996.151273492303,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.014955668376537,9,11,4.443246682440931,10000,19000,16.5000000000000,19.0000000000000,10000,6510.649627000029,25000,17.0000000000000,20.0000000000000,4.546369071927713,4.608328422764917,4.569441441215803,4.586554960262042,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18392.947761068688,11,109.84311463089142,500000,1,1,-111,121,111,1,20,11,11,11,9
