MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,PF_M1_T1_Force_LTL,MV1_LmvPF,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,HU_T1_DboreMax,MV1_DmvMin,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,PF_M1_T2_Force_LTL,MV2_LmvPF,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,HU_T2_DboreMax,MV2_DmvMin,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14808.0520378912,1.0,1.0,1.0,17.5493737535304,1.0,1.0,21797.1441723550,1.0,1.0,1.0,18.8647065840806,1.0,1.0,1.0,0.055444343258493234,0.03223538169577722,0.05600924628031104,0.023773864584533816,0.000564903021817803,0.023773864584533816,0.000564903021817803,0.000564903021817803,0.0282451510908902,0.0554443432584932,9.73236009732360e-6,102750.000000000,3255.37501132010,0.000495382223741624,2018.64328608119,7.33564574781221,1.3153328305502177,0.0282451510908902,1.0,1.0,1.0,1.0,14791.7088435405,1.0,1.0,1.0,17.4293094194631,1.0,1.0,1.0,21701.0452140651,1.0,1.0,18.7296323785283,1.0,1.0,1.0,0.0548949880112124,0.025720833247284247,0.05600924628031104,0.03028841303302679,0.0011142582690986391,0.03028841303302679,0.0011142582690986391,0.00111425826909864,0.0557129134549320,0.0548949880112124,9.50655127836018e-6,105190.617577197,3299.67868045272,0.000491257764475317,2035.59123603479,7.26654181924747,1.3003229590652532,0.0557129134549320,1.0,-0.21898835166795078,-0.22336369085566868,0.0,0.0,10.21372800571814,9,11,10000,4.548800671627161,19000,16.5000000000000,19.0000000000000,6989.092134463863,10000,25000,17.0000000000000,20.0000000000000,4.559403957904103,4.6148483011625965,4.5592306644042795,4.591466046100057,0.047407489202509,5313.554084664831,4497.512011409568,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.16276760021562,9,11,10000,4.482772498778885,19000,16.5000000000000,19.0000000000000,10000,6909.336370524636,25000,17.0000000000000,20.0000000000000,4.553276566487514,4.6081715544987265,4.570431344658765,4.596152177906049,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,19161.501559043227,11,107.42127705772022,500000,1,1,-111,122,111,1,14,11,11,11,0
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14294.8030680308,1.0,1.0,1.0,17.3594428740588,1.0,1.0,20812.0785133606,1.0,1.0,1.0,18.6601043582824,1.0,1.0,1.0,0.05393490361537978,0.030121557856920944,0.05344751039970586,0.023325952542784918,-0.00048739321567391886,0.023325952542784918,0.0,0,0,0.0539349036153798,9.73236009732360e-6,102750.000000000,3166.74934084587,0.000515352583261469,1940.41910815967,7.36686368832366,1.300661484223606,0,1.0,1.0,1.0,1.0,13840.7027436425,1.0,1.0,1.0,17.2198150229908,1.0,1.0,1.0,20302.9147300295,1.0,1.0,18.5094874181640,1.0,1.0,1.0,0.05183578221729945,0.03827050994361958,0.05344751039970586,0.015177000456086283,0.0016117281824064092,0.015177000456086283,0.0016117281824064092,0.00161172818240641,0.0805864091203205,0.0518357822172995,9.50655127836018e-6,105190.617577197,3115.79311087704,0.000520516925171111,1921.16711607652,7.20432003432814,1.2896723951731641,0.0805864091203205,1.0,-0.11167648570992673,-0.15939582112022282,0.0,0.0,9.992579185735146,9,11,10000,4.514030486610142,19000,16.5000000000000,19.0000000000000,6517.2754453298085,10000,25000,17.0000000000000,20.0000000000000,4.561080199331333,4.615015102946713,4.560473840560437,4.590595398417358,0.0479883767748137,5010.739169554265,4498.941810210312,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.015494988662647,9,11,10000,4.442112249149478,19000,16.5000000000000,19.0000000000000,10000,6462.21198638704,25000,17.0000000000000,20.0000000000000,4.555322758383747,4.607158540601047,4.5581946465705245,4.596465156514144,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,18739.975709679315,11,110.3579970881865,500000,1,1,-111,121,111,1,14,11,11,11,1
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14370.9553948040,1.0,1.0,1.0,17.4557529382042,1.0,1.0,21222.9647007987,1.0,1.0,1.0,18.7511017766763,1.0,1.0,1.0,0.05379107002849892,0.02883069478484135,0.05667705088005752,0.02784635609521617,0.0028859808515585977,0.02784635609521617,0.0028859808515585977,0.00288598085155860,0.144299042577930,0.0537910700284989,9.73236009732360e-6,102750.000000000,3158.30425453044,0.000505672173777286,1977.56580618263,7.26699225374693,1.29534883847211,0.144299042577930,1.0,1.0,1.0,1.0,14193.1602853769,1.0,1.0,1.0,17.3211191718220,1.0,1.0,1.0,21130.7016800783,1.0,1.0,18.6326375580589,1.0,1.0,1.0,0.05285497620476587,0.03053068533876413,0.05667705088005752,0.02614636554129339,0.0038220746752916507,0.02614636554129339,0.0038220746752916507,0.00382207467529165,0.191103733764583,0.0528549762047659,9.50655127836018e-6,105190.617577197,3177.05576514708,0.000503803396878149,1984.90126544713,7.15056236420894,1.3115183862369166,0.191103733764583,1.0,-0.08500253796986373,-0.28391263828439167,0.0,0.0,10.188760684457268,9,11,10000,4.55021246739908,19000,16.5000000000000,19.0000000000000,6852.009305994714,10000,25000,17.0000000000000,20.0000000000000,4.560963540664816,4.614754610693315,4.562043420240232,4.590874115025073,0.04823125524790184,5289.701972541078,4501.450976390317,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.170556807613035,9,11,10000,4.467394132982712,19000,16.5000000000000,19.0000000000000,10000,6937.541394701309,25000,17.0000000000000,20.0000000000000,4.5563922166052,4.609247192809966,4.565913715762376,4.59644440110114,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,18390.986428039563,11,98.81852567597272,500000,1,1,-111,122,111,1,14,11,11,11,2
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15948.8421747169,1.0,1.0,1.0,17.7914066170565,1.0,1.0,22483.9181891860,1.0,1.0,1.0,19.1038883499327,1.0,1.0,1.0,0.0591887068448953,0.0330752566149064,0.052205328963719995,0.019130072348813594,-0.006983377881175305,0.019130072348813594,0.0,0,0,0.0591887068448953,9.73236009732360e-6,102750.000000000,3475.22264475028,0.000488587838469467,2046.71488167320,7.79241032423560,1.3124817328762644,0,1.0,1.0,1.0,1.0,14304.9360172640,1.0,1.0,1.0,17.3765016340448,1.0,1.0,1.0,20922.0300749355,1.0,1.0,18.7054555828878,1.0,1.0,1.0,0.05282090384023608,0.029126253274878167,0.052205328963719995,0.02307907568884183,-0.0006155748765160826,0.02307907568884183,0.0,0,0,0.0528209038402361,9.50655127836018e-6,105190.617577197,3175.00771196582,0.000515796355544472,1938.74964266548,7.37843386400162,1.3289539488430018,0,1.0,-0.20152040777245306,-0.1718994707344582,0.0,0.0,9.998996292820864,9,11,10000,4.5893008319364545,19000,16.5000000000000,19.0000000000000,6535.076014469111,10000,25000,17.0000000000000,20.0000000000000,4.553794085567069,4.612982792411964,4.5605313993399195,4.593606655954826,0.04718005382482918,4979.174834035738,4499.880401793784,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.998067770043145,9,11,10000,4.505480715323068,19000,16.5000000000000,19.0000000000000,10000,6617.094057671492,25000,17.0000000000000,20.0000000000000,4.560387288521505,4.613208192361741,4.5653797952498465,4.594506048524725,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,19139.413776978494,11,99.91923410835801,500000,1,1,-111,121,111,1,14,11,11,11,3
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,11411.8645523150,1.0,1.0,1.0,16.8435468198705,1.0,1.0,18349.6911833881,1.0,1.0,1.0,18.1488504961201,1.0,1.0,1.0,0.0431935242809125,0.027688810270884545,0.055884844177717524,0.02819603390683298,0.012691319896805026,0.02819603390683298,0.012691319896805026,0.0126913198968050,0.634565994840251,0.0431935242809125,9.73236009732360e-6,102750.000000000,2536.07692563643,0.000582452828903180,1716.87723087053,6.64687279155583,1.3053036762495405,0.634565994840251,1.0,1.0,1.0,1.0,11926.6337727467,1.0,1.0,1.0,16.9243464384303,1.0,1.0,1.0,18910.0733925343,1.0,1.0,18.2382318802701,1.0,1.0,1.0,0.04430446955380418,0.0388570869575382,0.055884844177717524,0.017027757220179324,0.011580374623913342,0.017027757220179324,0.011580374623913342,0.0115803746239133,0.579018731195667,0.0443044695538042,9.50655127836018e-6,105190.617577197,2663.09400788274,0.000563646102259851,1774.16289404053,6.72240063908936,1.313885441839817,0.579018731195667,1.0,-0.14101946579946975,-0.12298656535171563,0.0,0.0,10.19667402831472,9,11,10000,4.499810095252221,19000,16.5000000000000,19.0000000000000,6937.826631073044,10000,25000,17.0000000000000,20.0000000000000,4.567415466860722,4.610608991141635,4.56118524097096,4.588874051241844,0.04731285266668382,5315.10540980558,4499.838961030746,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.201945799340937,9,11,10000,4.478487705444844,19000,16.5000000000000,19.0000000000000,10000,6983.439619787606,25000,17.0000000000000,20.0000000000000,4.563305903136099,4.607610372689903,4.560670295500038,4.599527382457576,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,18969.874841159697,11,109.76841849555109,500000,1,1,-111,122,111,1,14,11,11,11,4
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,16673.3434192006,1.0,1.0,1.0,17.8741585464481,1.0,1.0,23169.9989497825,1.0,1.0,1.0,19.1717364739410,1.0,1.0,1.0,0.06244024517966462,0.030161981136285654,0.053904553459780874,0.02374257232349522,-0.008535691719883748,0.02374257232349522,0.0,0,0,0.0624402451796646,9.73236009732360e-6,102750.000000000,3666.13439554888,0.000472497010249348,2116.41550805216,7.87810491643294,1.2975779274928536,0,1.0,1.0,1.0,1.0,10621.4870824566,1.0,1.0,1.0,16.5826891179759,1.0,1.0,1.0,17128.9810633012,1.0,1.0,17.8824318106718,1.0,1.0,1.0,0.03952346760439429,0.024024766635761807,0.053904553459780874,0.029879786824019067,0.014381085855386583,0.029879786824019067,0.014381085855386583,0.0143810858553866,0.719054292769329,0.0395234676043943,9.50655127836018e-6,105190.617577197,2375.71312348490,0.000620656384564831,1611.19747555830,6.59229377129955,1.2997426926959477,0.719054292769329,1.0,-0.11563636135423984,-0.19687352719451537,0.0,0.0,9.996053630015206,9,11,10000,4.54793567836575,19000,16.5000000000000,19.0000000000000,6496.655530581913,10000,25000,17.0000000000000,20.0000000000000,4.554454386364357,4.616894631544022,4.562405728987293,4.5925677101235785,0.04846438805120521,5006.7555812502005,4501.462859687579,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.990395346676323,9,11,10000,4.4708626548629935,19000,16.5000000000000,19.0000000000000,10000,6507.493980844601,25000,17.0000000000000,20.0000000000000,4.56704588682617,4.606569354430564,4.5679527943422915,4.591977560978053,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,19061.431179493207,11,108.93460046987076,500000,1,1,-111,121,111,1,14,11,11,11,5
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14872.3702750243,1.0,1.0,1.0,17.5071989672104,1.0,1.0,21822.1750500586,1.0,1.0,1.0,18.8173678447476,1.0,1.0,1.0,0.05628999183697303,0.032913042680810634,0.05561438163849151,0.022701338957680874,-0.000675610198481523,0.022701338957680874,0.0,0,0,0.0562899918369730,9.73236009732360e-6,102750.000000000,3305.02666357085,0.000491088222831888,2036.29399669461,7.30364588765946,1.3101688775371727,0,1.0,1.0,1.0,1.0,14987.5278706947,1.0,1.0,1.0,17.5220116699140,1.0,1.0,1.0,22080.5664664024,1.0,1.0,18.8591828158791,1.0,1.0,1.0,0.05556128367389235,0.030971259112472893,0.05561438163849151,0.024643122526018614,5.309796459915944e-05,0.024643122526018614,5.309796459915944e-05,5.30979645991594e-5,0.00265489822995797,0.0555612836738923,9.50655127836018e-6,105190.617577197,3339.72899602204,0.000487944295702543,2049.41426471683,7.31307873118834,1.3371711459650621,0.00265489822995797,1.0,-0.101987858904851,-0.1103478382422573,0.0,0.0,10.203553079550977,9,11,10000,4.499924445074137,19000,16.5000000000000,19.0000000000000,6949.804775034385,10000,25000,17.0000000000000,20.0000000000000,4.559632844163517,4.6159228360004905,4.563249859710422,4.5961629023912325,0.04717583693117159,5304.510658273671,4499.640604493971,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.208932938725681,9,11,10000,4.487647916506501,19000,16.5000000000000,19.0000000000000,10000,7093.038595707691,25000,17.0000000000000,20.0000000000000,4.552528911844546,4.608090195518439,4.563579800851768,4.594551059964241,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,19165.275841932056,11,95.278486504743,500000,1,1,-111,122,111,1,14,11,11,11,6
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15408.8329437866,1.0,1.0,1.0,17.6263968270777,1.0,1.0,21927.0297549029,1.0,1.0,1.0,18.9293599021919,1.0,1.0,1.0,0.05770817022492292,0.02905652295289851,0.05358713494250601,0.0245306119896075,-0.004121035282416904,0.0245306119896075,0.0,0,0,0.0577081702249229,9.73236009732360e-6,102750.000000000,3388.29399463476,0.000495030022042526,2020.07950118648,7.62783491181226,1.3029630751142203,0,1.0,1.0,1.0,1.0,13033.4079109271,1.0,1.0,1.0,17.0714074354179,1.0,1.0,1.0,19658.0815355123,1.0,1.0,18.3956548258613,1.0,1.0,1.0,0.04860159611137149,0.03692526441468136,0.05358713494250601,0.016661870527824654,0.00498553883113452,0.016661870527824654,0.00498553883113452,0.00498553883113452,0.249276941556726,0.0486015961113715,9.50655127836018e-6,105190.617577197,2921.38966296724,0.000542199093689343,1844.34096559548,7.06670195698818,1.3242473904434644,0.249276941556726,1.0,-0.06664633285782902,-0.21630828855272338,0.0,0.0,9.9985619152654,9,11,10000,4.547667046657074,19000,16.5000000000000,19.0000000000000,6518.196811116301,10000,25000,17.0000000000000,20.0000000000000,4.560886790869258,4.618594961094181,4.561504193524528,4.590560716477427,0.048234279721715,5002.595189080783,4502.882565815786,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.00470547842969,9,11,10000,4.461372639242214,19000,16.5000000000000,19.0000000000000,10000,6624.673624585256,25000,17.0000000000000,20.0000000000000,4.557585681220636,4.606187277332007,4.555628061814321,4.592553326229003,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,19012.99896531715,11,111.0607315820867,500000,1,1,-111,121,111,1,14,11,11,11,7
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14542.4408856869,1.0,1.0,1.0,17.4364267335887,1.0,1.0,21497.8034448955,1.0,1.0,1.0,18.7449200036453,1.0,1.0,1.0,0.054785044630397906,0.025280455151192704,0.056608054531993794,0.03132759938080109,0.0018230099015958887,0.03132759938080109,0.0018230099015958887,0.00182300990159589,0.0911504950797944,0.0547850446303979,9.73236009732360e-6,102750.000000000,3216.66476329908,0.000499008268583119,2003.97480955455,7.25679824733900,1.3084932700566818,0.0911504950797944,1.0,1.0,1.0,1.0,14698.3807831165,1.0,1.0,1.0,17.4547190471834,1.0,1.0,1.0,21828.2113284019,1.0,1.0,18.7960345006531,1.0,1.0,1.0,0.05457747648157607,0.022735251512880694,0.056608054531993794,0.0338728030191131,0.0020305780504177237,0.0338728030191131,0.0020305780504177237,0.00203057805041772,0.101528902520886,0.0545774764815761,9.50655127836018e-6,105190.617577197,3280.59340394397,0.000492950157103166,2028.60266010772,7.24556911619944,1.3413154534696228,0.101528902520886,1.0,-0.019235050709404428,-0.19019694462290682,0.0,0.0,10.179628486249657,9,11,10000,4.520968753601761,19000,16.5000000000000,19.0000000000000,6955.362559208552,10000,25000,17.0000000000000,20.0000000000000,4.555335880432247,4.6101209250626445,4.561073477581745,4.586353932732938,0.04791528642625259,5315.550884650142,4499.291580624494,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.20914993098399,9,11,10000,4.480403077518218,19000,16.5000000000000,19.0000000000000,10000,7129.830545285359,25000,17.0000000000000,20.0000000000000,4.556722594665361,4.611300071146937,4.569090559437641,4.591825810950522,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,18993.31618303013,11,78.18653439650993,500000,1,1,-111,122,111,1,14,11,11,11,8
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,16861.0084029189,1.0,1.0,1.0,17.9462043759148,1.0,1.0,23372.3598345881,1.0,1.0,1.0,19.2447049991300,1.0,1.0,1.0,0.06290060740584824,0.03222766241063191,0.05013749712894426,0.017909834718312354,-0.01276311027690398,0.017909834718312354,0.0,0,0,0.0629006074058482,9.73236009732360e-6,102750.000000000,3693.16423482909,0.000470191582784759,2126.79264498398,7.92790422831557,1.2985006232152143,0,1.0,1.0,1.0,1.0,15974.3325103768,1.0,1.0,1.0,17.6665060263916,1.0,1.0,1.0,22451.8901175248,1.0,1.0,18.9582674492024,1.0,1.0,1.0,0.05929501716447305,0.03207078040419198,0.05013749712894426,0.018066716724752283,-0.00915752003552879,0.018066716724752283,0.0,0,0,0.0592950171644731,9.50655127836018e-6,105190.617577197,3564.15969987510,0.000479992104630692,2083.36760199296,7.66755348172625,1.2917614228108116,0,1.0,-0.1116311866793474,-0.045620302843413896,0.0,0.0,10.018300147599208,9,11,10000,4.56546401156709,19000,16.5000000000000,19.0000000000000,6511.35143166916,10000,25000,17.0000000000000,20.0000000000000,4.552663526805742,4.61556413421159,4.563669166687527,4.595896829098159,0.04498583025942646,5014.515445935188,4499.270079317232,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.998952544665322,9,11,10000,4.481935113888584,19000,16.5000000000000,19.0000000000000,10000,6477.55760714803,25000,17.0000000000000,20.0000000000000,4.544845600612823,4.604140617777296,4.563619031115997,4.595689811520189,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,19025.456778294993,11,100.5640569875125,500000,1,1,-111,121,111,1,14,11,11,11,9
