,MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_Fmax_LTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_KstiffMachine,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_REF,PF_M1_T2_AleakPF_deltaD_REF,MV2_Emv,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15771.5469832407,1.0,1.0,1.0,1.0,17.6873403406367,1.0,1.0,1.0,22319.5759271750,1.0,1.0,18.9975030642241,1.0,1.0,1.0,0.05923540654315573,0.028927366597431003,0.05415098990701027,0.025223623309579266,-0.005084416636145464,0.025223623309579266,0.0,0,0,0.0592354065431557,9.73236009732360e-6,102750.000000000,3477.96458417672,0.000487609545734033,2050.82121289203,7.69035686002098,1.3101627235874702,0,1.0,1.0,1.0,12552.5670876322,1.0,1.0,1.0,1.0,16.9692897626903,1.0,1.0,19143.2577965211,1.0,1.0,1.0,18.2879884678142,1.0,1.0,1.0,0.04673507279239697,0.037611779447508376,0.05415098990701027,0.016539210459501894,0.007415917114613299,0.016539210459501894,0.007415917114613299,0.00741591711461330,0.370795855730665,0.0467350727923970,9.50655127836018e-6,105190.617577197,2809.19495402714,0.000556058924033054,1798.37056250635,6.97996694860147,1.318698705123983,0.370795855730665,1.0,-0.30417828173506045,-0.11904025879105462,0.0,0.0,9.99698348061569,9,11,4.534706033234119,10000,19000,16.5000000000000,19.0000000000000,10000,6548.028943934265,25000,17.0000000000000,20.0000000000000,4.612823413498277,4.553588006955121,4.594790032329522,4.565862665732091,0.04875483026816732,4499.835113410407,4997.874558668971,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9.989322814088794,9,11,4.46838588743631,10000,19000,16.5000000000000,19.0000000000000,6590.690708888869,10000,25000,17.0000000000000,20.0000000000000,4.560688218460105,4.607423291252502,4.594779014696773,4.557167235249264,1.00000000000000,0.500000000000000,0.0100000000000000,215500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,21,-121,11,11,18546.540282131136,11,100.77701736828637,500000,1,1,-111,121,111,1,15,11,11,11,0
1,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,10933.0682335520,1.0,1.0,1.0,1.0,16.7800401699848,1.0,1.0,1.0,17957.0558454543,1.0,1.0,18.1073824815444,1.0,1.0,1.0,0.041242098792082516,0.031018733507501395,0.05604767784166084,0.025028944334159448,0.014805579049578327,0.025028944334159448,0.014805579049578327,0.0148055790495783,0.740278952478916,0.0412420987920825,9.73236009732360e-6,102750.000000000,2421.50037193513,0.000601939863733721,1661.29552177718,6.58104960269578,1.327342311559522,0.740278952478916,1.0,1.0,1.0,16416.0035030605,1.0,1.0,1.0,1.0,17.7410734637191,1.0,1.0,23437.6332515482,1.0,1.0,1.0,19.0679702033260,1.0,1.0,1.0,0.0611332003302536,0.03338405015235679,0.05604767784166084,0.02266362768930405,-0.005085522488592759,0.02266362768930405,0.0,0,0,0.0611332003302536,9.50655127836018e-6,105190.617577197,3674.65091269137,0.000461107451596419,2168.69191017811,7.56954154069411,1.3268967396069602,0,1.0,-0.14952007395229658,-0.13026602313403107,0.0,0.0,10.19899056728905,9,11,4.514997544606989,10000,19000,16.5000000000000,19.0000000000000,10000,7023.987611902291,25000,17.0000000000000,20.0000000000000,4.612157090703431,4.570914991911349,4.592116669378525,4.5610979358710235,0.04764966015838566,4498.865217515189,5291.768032053211,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.171531923024956,9,11,4.467364082493805,10000,19000,16.5000000000000,19.0000000000000,7021.629748487746,10000,25000,17.0000000000000,20.0000000000000,4.548824490586769,4.609957690917023,4.596985134492366,4.563601084340009,1.00000000000000,0.500000000000000,0.0100000000000000,215500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,21,-121,11,11,19017.503783710214,11,93.65262166180828,500000,1,1,-111,122,111,1,15,11,11,11,1
2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,19776.0811852504,1.0,0.0,0.0,1.0,18.4781348210197,1.0,1.0,1.0,26882.3862952359,0.0,0.0,19.8169890933215,1.0,1.0,1.0,0.07441175179511994,0.02738756554229127,0.056269222111001715,0.028881656568710445,-0.018142529684118225,0.028881656568710445,0.0,0,0,0.0744117517951199,9.73236009732360e-6,102750.000000000,4369.03285539919,0.000417287320763064,2396.43034964822,8.25230793298599,1.3388542723018286,0,1.0,1.0,1.0,12728.3947265253,1.0,1.0,1.0,1.0,17.0706006888480,1.0,1.0,19795.0509412802,1.0,1.0,1.0,18.4019849620505,1.0,1.0,1.0,0.04746973398101595,0.023729337730084232,0.056269222111001715,0.03253988438091748,0.008799488129985766,0.03253988438091748,0.008799488129985766,0.00879948812998577,0.439974406499288,0.0474697339810159,9.50655127836018e-6,105190.617577197,2853.35464782190,0.000538868385282193,1855.74071018533,6.85892951351708,1.331384273202435,0.439974406499288,0.0,-0.1164758348010038,-0.21189375669800437,0.0,0.0,10.225826888033662,9,11,4.5264207983264395,10000,19000,16.5000000000000,19.0000000000000,10000,7106.305109985488,25000,17.0000000000000,20.0000000000000,4.618643043168328,4.544231291373208,4.587796273196674,4.560408707654383,0.04771005608578701,4500.383845021566,5307.751005468246,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.211671175330956,9,11,4.46085267957893,10000,19000,16.5000000000000,19.0000000000000,7066.656214754835,10000,25000,17.0000000000000,20.0000000000000,4.558708299591354,4.60617803357237,4.59140588334319,4.567676545613105,1.00000000000000,0.500000000000000,0.0100000000000000,215500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,21,-121,11,11,18961.99327323908,11,104.14896324794786,500000,1,1,-111,122,111,1,15,11,11,11,2
3,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12048.1778268218,1.0,1.0,1.0,1.0,16.9632462582534,1.0,1.0,1.0,18548.4901676431,1.0,1.0,18.2594507650129,1.0,1.0,1.0,0.044993791841542397,0.02439099183942428,0.054090863541578646,0.029699871702154365,0.00909707170003625,0.029699871702154365,0.00909707170003625,0.00909707170003625,0.454853585001812,0.0449937918415424,9.73236009732360e-6,102750.000000000,2641.77834955342,0.000577939388495375,1730.28525119811,6.96311652571692,1.2962045067594927,0.454853585001812,1.0,1.0,1.0,11827.5337374953,1.0,1.0,1.0,1.0,16.8611564376505,1.0,1.0,18313.0787382952,1.0,1.0,1.0,18.1544162408811,1.0,1.0,1.0,0.04379461666479312,0.039706336104504025,0.054090863541578646,0.01438452743707462,0.010296246876785528,0.01438452743707462,0.010296246876785528,0.0102962468767855,0.514812343839276,0.0437946166647931,9.50655127836018e-6,105190.617577197,2632.44729915783,0.000579281147358861,1726.27748125300,6.85146731388193,1.2932598032306393,0.514812343839276,1.0,-0.20050648588510464,-0.13630223461990135,0.0,0.0,10.00012973253647,9,11,4.560631602139703,10000,19000,16.5000000000000,19.0000000000000,10000,6500.312340821335,25000,17.0000000000000,20.0000000000000,4.617541817871346,4.5725480260298035,4.5870636714122055,4.562672679572781,0.04854163181157836,4500.400402822018,5014.8817620393065,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.009689123768577,9,11,4.492980255019422,10000,19000,16.5000000000000,19.0000000000000,6485.545000799875,10000,25000,17.0000000000000,20.0000000000000,4.56114169205826,4.604936308723053,4.598185282888088,4.558478946783584,1.00000000000000,0.500000000000000,0.0100000000000000,215500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,21,-121,11,11,19041.18116535989,11,128.9437551217128,500000,1,1,-111,121,111,1,15,11,11,11,3
4,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16005.4093116702,1.0,1.0,1.0,1.0,17.8259363639350,1.0,1.0,1.0,23123.8787759008,1.0,1.0,19.1723285222909,1.0,1.0,1.0,0.05968549185317151,0.03282345510906648,0.05590919091156901,0.023085735802502533,-0.0037763009416025006,0.023085735802502533,0.0,0,0,0.0596854918531715,9.73236009732360e-6,102750.000000000,3504.39102166479,0.000474496964575033,2107.49504139740,7.59451813516849,1.3463921583558907,0,1.0,1.0,1.0,13498.6772939103,1.0,1.0,1.0,1.0,17.1999439356424,1.0,1.0,20571.7863600220,1.0,1.0,1.0,18.5377565974318,1.0,1.0,1.0,0.05035084321604444,0.03241466606788723,0.05590919091156901,0.02349452484368178,0.005558347695524574,0.02349452484368178,0.005558347695524574,0.00555834769552457,0.277917384776229,0.0503508432160444,9.50655127836018e-6,105190.617577197,3026.53502481620,0.000519551527129522,1924.73690824260,7.01325840227969,1.3378126617893773,0.277917384776229,1.0,-0.17259673655761473,-0.2471464377907986,0.0,0.0,10.231418228766518,9,11,4.567244126788891,10000,19000,16.5000000000000,19.0000000000000,10000,7118.46946423059,25000,17.0000000000000,20.0000000000000,4.621333073488514,4.561647581635342,4.591230999187653,4.5584075440785865,0.04758623297346175,4500.006819388737,5287.069907569212,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.18668553336275,9,11,4.460109393490354,10000,19000,16.5000000000000,19.0000000000000,7073.109066111684,10000,25000,17.0000000000000,20.0000000000000,4.559633306125826,4.60998414934187,4.59299307709847,4.5605784110305825,1.00000000000000,0.500000000000000,0.0100000000000000,215500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,21,-121,11,11,19193.723900115358,11,112.22357396634462,500000,1,1,-111,122,111,1,15,11,11,11,4
5,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14333.4399652241,1.0,1.0,1.0,1.0,17.3898004350476,1.0,1.0,1.0,20754.9940459991,1.0,1.0,18.6732992583603,1.0,1.0,1.0,0.053773584561476184,0.03297355964984572,0.053238546711378364,0.020264987061532645,-0.0005350378500978206,0.020264987061532645,0.0,0,0,0.0537735845614762,9.73236009732360e-6,102750.000000000,3157.27760782382,0.000516602115062512,1935.72571780701,7.40468540215630,1.2834988233126878,0,1.0,1.0,1.0,16412.5272061375,1.0,1.0,1.0,1.0,17.7471826798366,1.0,1.0,22942.7990152220,1.0,1.0,1.0,19.0524113016690,1.0,1.0,1.0,0.06112673979807237,0.03706780466693527,0.053238546711378364,0.016170742044443097,-0.007888193086694008,0.016170742044443097,0.0,0,0,0.0611267397980724,9.50655127836018e-6,105190.617577197,3674.26257705135,0.000472037007640711,2118.47796637408,7.74732023020692,1.305228621832369,0,1.0,-0.1142149631365505,-0.24743346436101327,0.0,0.0,9.985115032891283,9,11,4.5398098443118995,10000,19000,16.5000000000000,19.0000000000000,10000,6421.554080774979,25000,17.0000000000000,20.0000000000000,4.616094610550881,4.562321025989405,4.594408887316757,4.561435327666911,0.04788138999421403,4499.717276468575,5003.163200571592,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9.999862449629658,9,11,4.466890120658936,10000,19000,16.5000000000000,19.0000000000000,6530.271809084484,10000,25000,17.0000000000000,20.0000000000000,4.547464091505184,4.608590831303256,4.596755440125187,4.559687635458252,1.00000000000000,0.500000000000000,0.0100000000000000,215500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,21,-121,11,11,19593.762052441543,11,106.31285845797662,500000,1,1,-111,121,111,1,15,11,11,11,5
6,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13829.1543875317,1.0,1.0,1.0,1.0,17.3017868407214,1.0,1.0,1.0,20793.0964565332,1.0,1.0,18.6110303920919,1.0,1.0,1.0,0.052343908398495564,0.020499697604022593,0.0563714846734944,0.035871787069471806,0.004027576274998834,0.035871787069471806,0.004027576274998834,0.00402757627499883,0.201378813749942,0.0523439083984956,9.73236009732360e-6,102750.000000000,3073.33519311167,0.000513382635303561,1947.86486965751,7.09964772349081,1.3092435513704885,0.201378813749942,1.0,1.0,1.0,11777.8391490213,1.0,1.0,1.0,1.0,16.8509822222503,1.0,1.0,18732.3875114224,1.0,1.0,1.0,18.1584597265072,1.0,1.0,1.0,0.04385761531165944,0.028797135906263094,0.0563714846734944,0.027574348767231305,0.012513869361834962,0.027574348767231305,0.012513869361834962,0.0125138693618350,0.625693468091748,0.0438576153116594,9.50655127836018e-6,105190.617577197,2636.23408005520,0.000567332208488048,1762.63569217235,6.68194749563127,1.3074775042569033,0.625693468091748,1.0,-0.22225418594275698,-0.17121315456351247,0.0,0.0,10.202139117230594,9,11,4.499722132010606,10000,19000,16.5000000000000,19.0000000000000,10000,6963.942069001542,25000,17.0000000000000,20.0000000000000,4.61514580586217,4.562801897463674,4.583241568557862,4.56274187095384,0.04768986194404032,4499.883790885512,5319.057757979281,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.16903472661904,9,11,4.467675779676873,10000,19000,16.5000000000000,19.0000000000000,6954.54836240107,10000,25000,17.0000000000000,20.0000000000000,4.567848726894069,4.6117063422057285,4.591954209008249,4.563157073101986,1.00000000000000,0.500000000000000,0.0100000000000000,215500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,21,-121,11,11,18803.950358090653,11,107.13177159667794,500000,1,1,-111,122,111,1,15,11,11,11,6
7,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17081.9774668733,1.0,1.0,1.0,1.0,17.9347623638167,1.0,1.0,1.0,23537.5150286352,1.0,1.0,19.2249176022621,1.0,1.0,1.0,0.06450444092273333,0.037443141505035804,0.05229167222812428,0.014848530723088477,-0.01221276869460905,0.014848530723088477,0.0,0,0,0.0645044409227333,9.73236009732360e-6,102750.000000000,3787.33217417763,0.000463890589566563,2155.68071974547,7.92416859807060,1.2901552384453703,0,1.0,1.0,1.0,11247.4136681865,1.0,1.0,1.0,1.0,16.7242671539031,1.0,1.0,17864.1026291455,1.0,1.0,1.0,18.0466289003066,1.0,1.0,1.0,0.0418256831985806,0.04053248879736415,0.05229167222812428,0.011759183430760128,0.010465989029543682,0.011759183430760128,0.010465989029543682,0.0104659890295437,0.523299451477184,0.0418256831985806,9.50655127836018e-6,105190.617577197,2514.09682642680,0.000597609641852446,1673.33310905132,6.72156285401122,1.3223617464035258,0.523299451477184,1.0,-0.2319571921936064,-0.16526603686724434,0.0,0.0,10.010593765746112,9,11,4.510292913660903,10000,19000,16.5000000000000,19.0000000000000,10000,6455.537561761887,25000,17.0000000000000,20.0000000000000,4.612335432253265,4.547830991330532,4.593920454327393,4.5564773128223575,0.047039457704202,4501.116133659103,5003.690540016543,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.00270429989189,9,11,4.473739256960937,10000,19000,16.5000000000000,19.0000000000000,6616.688960959077,10000,25000,17.0000000000000,20.0000000000000,4.5648386438595026,4.606664327058083,4.597492082896736,4.5569595940993715,1.00000000000000,0.500000000000000,0.0100000000000000,215500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,21,-121,11,11,19011.516097853866,11,111.97324568624836,500000,1,1,-111,121,111,1,15,11,11,11,7
8,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15303.3063505226,1.0,1.0,1.0,1.0,17.6318932702892,1.0,1.0,1.0,22289.3581898555,1.0,1.0,18.9495075778989,1.0,1.0,1.0,0.05734512361814925,0.024809268884651736,0.05586060462985066,0.031051335745198923,-0.001484518988298593,0.031051335745198923,0.0,0,0,0.0573451236181493,9.73236009732360e-6,102750.000000000,3366.97797243705,0.000485608671534613,2059.27129933618,7.43141826696450,1.3176143076096756,0,1.0,1.0,1.0,14153.8531945670,1.0,1.0,1.0,1.0,17.4001588327624,1.0,1.0,21169.4449965012,1.0,1.0,1.0,18.7233445673046,1.0,1.0,1.0,0.05204440182073533,0.033038493810132685,0.05586060462985066,0.022822110819717974,0.003816202809115328,0.022822110819717974,0.003816202809115328,0.00381620280911533,0.190810140455766,0.0520444018207353,9.50655127836018e-6,105190.617577197,3128.33301083369,0.000508265494809655,1967.47567995836,7.19391519739982,1.3231857345422042,0.190810140455766,1.0,-0.16373060669210554,-0.18048898126435703,0.0,0.0,10.200475003324707,9,11,4.5451162662183835,10000,19000,16.5000000000000,19.0000000000000,10000,6986.051839332885,25000,17.0000000000000,20.0000000000000,4.608983682665358,4.551638559047209,4.58727363519257,4.5624643663079185,0.047397680415799,4498.782095951139,5302.046129118387,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.20624363536253,9,11,4.524407454561585,10000,19000,16.5000000000000,19.0000000000000,7015.591801934164,10000,25000,17.0000000000000,20.0000000000000,4.551586610152175,4.603631011972911,4.593769707689138,4.560731213879006,1.00000000000000,0.500000000000000,0.0100000000000000,215500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,21,-121,11,11,19146.85561654644,11,91.29605372062304,500000,1,1,-111,122,111,1,15,11,11,11,8
9,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16312.4028123888,1.0,1.0,1.0,1.0,17.8446378540874,1.0,1.0,1.0,22706.5493723242,1.0,1.0,19.1270137599518,1.0,1.0,1.0,0.060870125843467626,0.0311614823469748,0.053989765390211976,0.022828283043237176,-0.00688036045325565,0.022828283043237176,0.0,0,0,0.0608701258434676,9.73236009732360e-6,102750.000000000,3573.94596023789,0.000480357438322340,2081.78310612307,7.83578402784119,1.2823759058644542,0,1.0,1.0,1.0,13934.3424626074,1.0,1.0,1.0,1.0,17.2882570777449,1.0,1.0,20397.2952365383,1.0,1.0,1.0,18.5844323906412,1.0,1.0,1.0,0.05155606811436453,0.027197232285606,0.053989765390211976,0.026792533104605977,0.0024336972758474476,0.026792533104605977,0.0024336972758474476,0.00243369727584745,0.121684863792372,0.0515560681143645,9.50655127836018e-6,105190.617577197,3098.97979702974,0.000523241503256556,1911.16338015274,7.29102629702636,1.2961753128962485,0.121684863792372,1.0,-0.16784357700684116,-0.22713119873444293,0.0,0.0,10.008853826246172,9,11,4.564255585807175,10000,19000,16.5000000000000,19.0000000000000,10000,6394.146559935484,25000,17.0000000000000,20.0000000000000,4.615210902588305,4.554340776744837,4.591334260935864,4.560172778588889,0.04872003680635499,4499.491174772904,4986.171785273185,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9.997230780718576,9,11,4.4964289460560405,10000,19000,16.5000000000000,19.0000000000000,6462.952773930917,10000,25000,17.0000000000000,20.0000000000000,4.5553092771383,4.606865345252665,4.588707546486544,4.561510314200938,1.00000000000000,0.500000000000000,0.0100000000000000,215500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,21,-121,11,11,18632.189155871398,11,92.68816417349606,500000,1,1,-111,121,111,1,15,11,11,11,9
