,MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0_LTL,PF_M1_T1_s0,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T2_s0_LTL,PF_M1_T2_s0,PF_M1_T2_s0_UTL,PF_M1_T2_Force_LTL,MV2_LmvPF,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_REF,PF_M1_T2_AleakPF_deltaD_REF,MV2_Emv,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_E_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16983.4739036442,1.0,1.0,1.0,17.9478865874698,1.0,1.0,1.0,23890.6664228646,1.0,1.0,1.0,19.2546214821868,1.0,1.0,1.0,0.063712667460333,0.024385863823122023,0.054654264206617,0.03026840038349498,-0.009058403253715992,0.03026840038349498,0.0,0,0,0.0637126674603330,9.73236009732360e-6,102750.000000000,3740.84376088527,0.000456504034511564,2190.56114382417,7.75302435703545,1.306734894717,0,1.0,1.0,1.0,1.0,16521.3849997887,1.0,1.0,17.8572764339926,1.0,1.0,1.0,1.0,23511.3074024987,1.0,1.0,19.1796625539058,1.0,1.0,1.0,0.06197669540814754,0.03644328340985403,0.054654264206617,0.01821098079676297,-0.0073224312015305396,0.01821098079676297,0.0,0,0,0.0619766954081475,9.73236009732360e-6,102750.000000000,3638.91740182124,0.000463991670847532,2155.21110146954,7.66578503076730,1.3223861199132083,0,1.0,-0.26991850009426566,-0.1993041311354543,0.0,0.0,9,10.194862230434387,11,4.5400115560092456,10000,19000,16.5000000000000,19.0000000000000,6907.192519220362,10000,25000,17.0000000000000,20.0000000000000,4.616282350632351,4.552569683172018,4.583490771110672,4.55910490728755,0.0465266507014103,5285.840721898112,4499.7854879412835,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.191491403225259,11,10000,4.540192363673851,19000,16.5000000000000,19.0000000000000,10000,6989.922402710076,25000,17.0000000000000,20.0000000000000,4.554179583714277,4.616156279122425,4.592915075171203,4.556471791761349,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19173.922013041043,11,113.35106414102988,500000,1,1,-111,122,111,1,0,11,11,11,0
1,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15757.4693461158,1.0,1.0,1.0,17.6392357379003,1.0,1.0,1.0,22268.2837082096,1.0,1.0,1.0,18.9398227854872,1.0,1.0,1.0,0.059560198500030026,0.029874810769156213,0.05329348377779828,0.023418673008642067,-0.006266714722231746,0.023418673008642067,0.0,0,0,0.0595601985000300,9.73236009732360e-6,102750.000000000,3497.03451193034,0.000485714539748227,2058.82245262486,7.65363197104544,1.3005870475869505,0,1.0,1.0,1.0,1.0,16093.0418131824,1.0,1.0,17.7565295421239,1.0,1.0,1.0,1.0,22596.9969363360,1.0,1.0,19.0557464020775,1.0,1.0,1.0,0.060281011424767605,0.028569979650361788,0.05329348377779828,0.024723504127436492,-0.006987527646969326,0.024723504127436492,0.0,0,0,0.0602810114247676,9.73236009732360e-6,102750.000000000,3539.35652793993,0.000482295201089291,2073.41893044228,7.76159683742718,1.2992168599536165,0,1.0,-0.19349308593619513,-0.26547115222621875,0.0,0.0,9,9.98560376685484,11,4.505951912215425,10000,19000,16.5000000000000,19.0000000000000,6510.814362093772,10000,25000,17.0000000000000,20.0000000000000,4.613265305134847,4.553705106634817,4.588021680248709,4.558146869479553,0.047919443174227,5006.058129037681,4501.2542066396845,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,9.994932704696748,11,10000,4.5468835044287905,19000,16.5000000000000,19.0000000000000,10000,6503.9551231536125,25000,17.0000000000000,20.0000000000000,4.553806546082137,4.614087557506904,4.590504967016895,4.561934987366533,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19117.69789389808,11,108.55629700625731,500000,1,1,-111,121,111,1,0,11,11,11,1
2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16336.0973311078,1.0,1.0,1.0,17.8031252300575,1.0,1.0,1.0,23299.5264602789,1.0,1.0,1.0,19.1172967018454,1.0,1.0,1.0,0.06146652532671926,0.02762820489875839,0.05819515804038583,0.03056695314162744,-0.0032713672863334264,0.03056695314162744,0.0,0,0,0.0614665253267193,9.73236009732360e-6,102750.000000000,3608.96312989737,0.000465812653103003,2146.78582331012,7.60956083915223,1.3141714717879165,0,1.0,1.0,1.0,1.0,13899.0388581182,1.0,1.0,17.3268571831667,1.0,1.0,1.0,1.0,20940.9000453951,1.0,1.0,18.6558307260785,1.0,1.0,1.0,0.052472603729732725,0.031058417980982078,0.05819515804038583,0.027136740059403752,0.005722554310653105,0.027136740059403752,0.005722554310653105,0.00572255431065311,0.286127715532655,0.0524726037297327,9.73236009732360e-6,102750.000000000,3080.89144756002,0.000513306137968458,1948.15515738378,7.13446195773419,1.3289735429118112,0.286127715532655,1.0,-0.19474050455818576,-0.28312992535535597,0.0,0.0,9,10.193564390905273,11,4.526534836495374,10000,19000,16.5000000000000,19.0000000000000,6963.429129171083,10000,25000,17.0000000000000,20.0000000000000,4.616782537178881,4.555316011852161,4.588408903557161,4.5607806986584025,0.04942103883892689,5298.721878125547,4499.8303734098445,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.192395225432495,11,10000,4.511369223711494,19000,16.5000000000000,19.0000000000000,10000,7041.861187276834,25000,17.0000000000000,20.0000000000000,4.563075887052949,4.615548490782682,4.592339946207887,4.561281528226905,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19145.853691001877,11,105.21386987923687,500000,1,1,-111,122,111,1,0,11,11,11,2
3,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14540.2476600501,1.0,1.0,1.0,17.4135257926482,1.0,1.0,1.0,21039.0653234050,1.0,1.0,1.0,18.7069224953335,1.0,1.0,1.0,0.05477009819864076,0.03184466556610577,0.0527291012390642,0.020884435672958432,-0.0020409969595765604,0.020884435672958432,0.0,0,0,0.0547700981986408,9.73236009732360e-6,102750.000000000,3215.78719423448,0.000509986160027479,1960.83752536759,7.41532506999749,1.2933967026853335,0,1.0,1.0,1.0,1.0,15238.8449955957,1.0,1.0,17.5376225129240,1.0,1.0,1.0,1.0,21753.5724956745,1.0,1.0,18.8341855962381,1.0,1.0,1.0,0.05778663706214893,0.03135195293109394,0.0527291012390642,0.02137714830797026,-0.005057535823084727,0.02137714830797026,0.0,0,0,0.0577866370621489,9.73236009732360e-6,102750.000000000,3392.90111893474,0.000493753331452270,2025.30279048187,7.52423048406011,1.2965630833140946,0,1.0,-0.15455387692764436,-0.11145930911520475,0.0,0.0,9,9.998200722650688,11,4.521520480621052,10000,19000,16.5000000000000,19.0000000000000,6498.817663354856,10000,25000,17.0000000000000,20.0000000000000,4.612172451909201,4.55740235371056,4.594892104819487,4.563047439253381,0.047210790774834574,5024.6128274968505,4498.767082109168,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.01339202886389,11,10000,4.491390836753928,19000,16.5000000000000,19.0000000000000,10000,6514.727500078868,25000,17.0000000000000,20.0000000000000,4.557080501654263,4.614867138716412,4.588777448515382,4.557425495584288,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19138.404165689368,11,99.73173915908428,500000,1,1,-111,121,111,1,0,11,11,11,3
4,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16931.8227223670,1.0,1.0,1.0,17.9344966347771,1.0,1.0,1.0,23949.2220878633,1.0,1.0,1.0,19.2617818745336,1.0,1.0,1.0,0.06365232754513528,0.0397111203571745,0.05702232333679789,0.017311202979623387,-0.006630004208337391,0.017311202979623387,0.0,0,0,0.0636523275451353,9.73236009732360e-6,102750.000000000,3737.30094586437,0.000456714820166925,2189.55014342322,7.73301436974410,1.3272852397565649,0,1.0,1.0,1.0,1.0,16630.6671230529,1.0,1.0,17.8500560203024,1.0,1.0,1.0,1.0,23648.5336480102,1.0,1.0,19.1774296195530,1.0,1.0,1.0,0.06286975554694862,0.028731176730060426,0.05702232333679789,0.028291146606737462,-0.005847432210150737,0.028291146606737462,0.0,0,0,0.0628697555469486,9.73236009732360e-6,102750.000000000,3691.35278997084,0.000460045435380734,2173.69834171357,7.65086249729695,1.3273735992505697,0,1.0,-0.18021837940027832,-0.2002442618140206,0.0,0.0,9,10.201482265032979,11,4.5304948591585665,10000,19000,16.5000000000000,19.0000000000000,7017.399365496329,10000,25000,17.0000000000000,20.0000000000000,4.616468495059557,4.552816167514422,4.599536321970269,4.559825201613094,0.048550817360090225,5287.031871750022,4501.56541791876,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.199193523005453,11,10000,4.505304171478097,19000,16.5000000000000,19.0000000000000,10000,7017.866524957303,25000,17.0000000000000,20.0000000000000,4.5522588898333884,4.615128645380337,4.586994850246412,4.558263673516351,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19170.857794217558,11,87.66129792830972,500000,1,1,-111,122,111,1,0,11,11,11,4
5,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14375.8433846831,1.0,1.0,1.0,17.4161862100544,1.0,1.0,1.0,20872.9434292649,1.0,1.0,1.0,18.7135484163886,1.0,1.0,1.0,0.054062709594628444,0.030758225467735656,0.05390034885639385,0.023142123388658196,-0.0001623607382345918,0.023142123388658196,0.0,0,0,0.0540627095946284,9.73236009732360e-6,102750.000000000,3174.25337762747,0.000514717986110613,1942.81145595153,7.39950515560567,1.2973622063342383,0,1.0,1.0,1.0,1.0,13419.8581389749,1.0,1.0,17.1789659629632,1.0,1.0,1.0,1.0,19934.0285814749,1.0,1.0,18.4797368422368,1.0,1.0,1.0,0.050928804484548174,0.029168491382549178,0.05390034885639385,0.024731857473844675,0.002971544371845679,0.024731857473844675,0.002971544371845679,0.00297154437184568,0.148577218592284,0.0509288044845482,9.73236009732360e-6,102750.000000000,2990.24837759276,0.000534103654105937,1872.29574692566,7.16759526960980,1.3007708792735901,0.148577218592284,1.0,-0.1564688256219037,-0.1372349188357743,0.0,0.0,9,10.016681054448693,11,4.52888968662862,10000,19000,16.5000000000000,19.0000000000000,6497.100044581787,10000,25000,17.0000000000000,20.0000000000000,4.611346684002435,4.557283974407807,4.589960109859614,4.559201884391879,0.04843871765009276,5007.930717312684,4500.485565936372,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.011370693353388,11,10000,4.487874064086377,19000,16.5000000000000,19.0000000000000,10000,6514.170442500041,25000,17.0000000000000,20.0000000000000,4.563207218603929,4.614136023088477,4.58982608464846,4.560657593265911,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,18572.736112749168,11,111.04668556070085,500000,1,1,-111,121,111,1,0,11,11,11,5
6,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15649.2664258157,1.0,1.0,1.0,17.6200964375684,1.0,1.0,1.0,22813.8368066312,1.0,1.0,1.0,18.9732468850693,1.0,1.0,1.0,0.05964565205994532,0.03341594921457247,0.056869389097641505,0.023453439883069034,-0.0027762629623038146,0.023453439883069034,0.0,0,0,0.0596456520599453,9.73236009732360e-6,102750.000000000,3502.05185666250,0.000474413820221034,2107.86439470522,7.42422826872801,1.3531504475009246,0,1.0,1.0,1.0,1.0,15696.7394523303,1.0,1.0,17.6699862046204,1.0,1.0,1.0,1.0,22704.3732077941,1.0,1.0,18.9934965127219,1.0,1.0,1.0,0.059066930586391564,0.02114699375335949,0.056869389097641505,0.03572239534428202,-0.0021975414887500586,0.03572239534428202,0.0,0,0,0.0590669305863916,9.73236009732360e-6,102750.000000000,3468.07263871528,0.000477211529745080,2095.50678822489,7.49066504605651,1.3235103081015602,0,1.0,-0.20601920423176917,-0.1303479180905332,0.0,0.0,9,10.195868168840397,11,4.4685992858854116,10000,19000,16.5000000000000,19.0000000000000,7164.570380815443,10000,25000,17.0000000000000,20.0000000000000,4.615913711898904,4.556268059838959,4.5948731104680975,4.561457161253525,0.04832751229008734,5294.7330387743505,4499.455332019926,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.17932115856387,11,10000,4.5260699782069915,19000,16.5000000000000,19.0000000000000,10000,7007.63375546375,25000,17.0000000000000,20.0000000000000,4.553722426560183,4.612789357146575,4.585921815571602,4.564774821818243,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19434.115105136,11,102.31493097488904,500000,1,1,-111,122,111,1,0,11,11,11,6
7,0.0,0.00026431323481398983,0.000264313234813990,0.0,0.00026431323481398983,1.0,1.0,1.0,15289.6652844576,1.0,1.0,1.0,17.5751590550947,1.0,1.0,1.0,21850.2684871477,1.0,1.0,1.0,18.8877899371641,1.0,1.0,1.0,0.057652247701446946,0.028300371760193954,0.05402570649760261,0.025725334737408657,-0.0036265412038443343,0.025725334737408657,0.0,0,0,0.0576522477014469,9.73236009732360e-6,102750.000000000,3385.01054361353,0.000495497828283310,2018.17231664683,7.57599594362746,1.3126308820693526,0,1.0,1.0,1.0,1.0,13350.1837069283,1.0,1.0,17.1869922497946,1.0,1.0,1.0,1.0,19911.0361944203,1.0,1.0,18.4996730082121,1.0,1.0,1.0,0.05048237097800179,0.03850786491051128,0.05402570649760261,0.015517841587091331,0.0035433355196008223,0.015517841587091331,0.0035433355196008223,0.00354333551960082,0.177166775980041,0.0504823709780018,9.73236009732360e-6,102750.000000000,2964.03635313696,0.000537455551997436,1860.61897822719,7.17513035347435,1.3126807584175013,0.177431089214855,1.0,-0.08395788334536711,0.00026431323481398983,0.0,0.0,9,9.999163111467261,11,4.516873754885197,10000,19000,16.5000000000000,19.0000000000000,6560.603202690065,10000,25000,17.0000000000000,20.0000000000000,4.608453841761199,4.550801594059752,4.591699610000672,4.563399238240478,0.04864592470434718,4998.056416551258,4500.359030351984,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.011861896320221,11,10000,4.504055320643852,19000,16.5000000000000,19.0000000000000,10000,6560.852487491964,25000,17.0000000000000,20.0000000000000,4.565772964280911,4.616255335258913,4.594483476662967,4.555975611752456,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19070.83774757199,11,106.24146738041765,500000,1,1,-111,121,111,1,0,11,11,11,7
8,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17378.3158530258,1.0,1.0,1.0,17.9734478246545,1.0,1.0,1.0,24392.1618116523,1.0,1.0,1.0,19.2916034197439,1.0,1.0,1.0,0.06588641568203091,0.02348571102065744,0.056704781322630134,0.03321907030197269,-0.009181634359400774,0.03321907030197269,0.0,0,0,0.0658864156820309,9.73236009732360e-6,102750.000000000,3868.47383504496,0.000446436079728260,2239.96232698909,7.75830720170432,1.3181555950893349,0,1.0,1.0,1.0,1.0,12940.5825212172,1.0,1.0,17.1540331389657,1.0,1.0,1.0,1.0,19928.2585110587,1.0,1.0,18.4672704494248,1.0,1.0,1.0,0.04877191542006809,0.03852975027277861,0.056704781322630134,0.018175031049851527,0.007932865902562043,0.018175031049851527,0.007932865902562043,0.00793286590256204,0.396643295128102,0.0487719154200681,9.73236009732360e-6,102750.000000000,2863.60817680686,0.000537145991937234,1861.69126273002,6.95098203460484,1.3132373104590807,0.396643295128102,1.0,-0.18028435950496824,-0.18691620823543875,0.0,0.0,9,10.215140622950218,11,4.492292463139758,10000,19000,16.5000000000000,19.0000000000000,7013.845958626502,10000,25000,17.0000000000000,20.0000000000000,4.620216252467059,4.554329836785028,4.585246621421897,4.561760910401239,0.04793738631187772,5320.954510041096,4498.256512876665,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,10.203051104360865,11,10000,4.518978059228391,19000,16.5000000000000,19.0000000000000,10000,6987.675989841484,25000,17.0000000000000,20.0000000000000,4.5674659392799954,4.6162378547000635,4.5865888444857355,4.548059094212957,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,18883.892375760053,11,86.47821708257942,500000,1,1,-111,122,111,1,0,11,11,11,8
9,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17444.5477639497,1.0,1.0,1.0,18.0120269042297,1.0,1.0,1.0,23831.4366081679,1.0,1.0,1.0,19.2868028361245,1.0,1.0,1.0,0.06576504867670607,0.026743697800049482,0.05323931278337318,0.0264956149833237,-0.01252573589333289,0.0264956149833237,0.0,0,0,0.0657650486767061,9.73236009732360e-6,102750.000000000,3861.34785801803,0.000458569554820019,2180.69426870801,7.99953850215098,1.274775931894843,0,1.0,1.0,1.0,1.0,17011.8230307528,1.0,1.0,17.8805282481239,1.0,1.0,1.0,1.0,23508.3845747542,1.0,1.0,19.1771940424352,1.0,1.0,1.0,0.06458327136959685,0.019052711097145902,0.05323931278337318,0.03418660168622728,-0.011343958586223668,0.03418660168622728,0.0,0,0,0.0645832713695969,9.73236009732360e-6,102750.000000000,3791.96064755776,0.000463308445374564,2158.38931921810,7.88172128136529,1.2966657943113669,0,1.0,-0.2690867058418982,-0.21524377868460287,0.0,0.0,9,10.012488402078676,11,4.517735362206852,10000,19000,16.5000000000000,19.0000000000000,6386.888844218216,10000,25000,17.0000000000000,20.0000000000000,4.6202296737262785,4.554464625049572,4.588636474132333,4.561892776332283,0.04782983974083267,5010.205075588981,4501.134468230157,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,3000.00000000000,0.0500000000000000,9,9.998806966758577,11,10000,4.486286808305725,19000,16.5000000000000,19.0000000000000,10000,6496.561544001428,25000,17.0000000000000,20.0000000000000,4.546124223415794,4.610707494785391,4.586492162402082,4.567439451304936,1.00000000000000,0.500000000000000,0.0100000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19057.937729298843,11,91.77189970168548,500000,1,1,-111,121,111,1,0,11,11,11,9
