MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0_LTL,PF_M1_T1_s0,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_Fmax_LTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_REF,PF_M1_T1_AleakPF_deltaD_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_REF,PF_M1_T2_AleakPF_deltaD_REF,MV2_Emv,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0404851267568786,0.0404851267568786,0.0404851267568786,0.0,1.0,1.0,1.0,18456.4797737441,1.0,1.0,1.0,18.1817423098238,1.0,1.0,1.0,1.0,25324.7697039506,0.0,0.0,19.4762325248381,1.0,1.0,1.0,0.06959982046100777,0.01920376257262202,0.054905175294300355,0.03570141272167834,-0.014694645166707411,0.03570141272167834,0.0,0,0,0.0695998204610078,9.73236009732360e-6,102750.000000000,4086.50374421060,0.000433181399086731,2308.50170877208,7.99500373060643,1.2944902150142612,0,1.0,1.0,1.0,15952.1285222445,1.0,1.0,1.0,17.7088977573644,1.0,1.0,1.0,22982.0677467696,1.0,1.0,1.0,19.0338545705983,1.0,1.0,1.0,0.06051894281426318,0.0342766336086715,0.054905175294300355,0.020628541685628853,-0.0056137675199628215,0.020628541685628853,0.0,0,0,0.0605189428142632,9.73236009732360e-6,102750.000000000,3553.32649952317,0.000469899870233332,2128.11295202836,7.49590312254813,1.3249568132338598,0.0404851267568786,0.0,-0.03903774800612937,0.0404851267568786,0.0,0.0,9,10.186738579217408,11,4.516447537798453,10000,19000,16.5000000000000,19.0000000000000,10000,6868.289930206474,25000,17.0000000000000,20.0000000000000,4.6187688503244955,4.549169029863488,4.583613596797727,4.564409834225105,5305.787444774782,0.04657703881648587,4500.994058258702,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.212994634816312,9,11,4.489350619591306,10000,19000,16.5000000000000,19.0000000000000,7029.939224525019,10000,25000,17.0000000000000,20.0000000000000,4.558916955913241,4.619435898727504,4.589338808141417,4.555062174532745,1.00000000000000,0.500000000000000,0.0100000000000000,205500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,22,-121,11,11,18828.74674375095,11,82.66012977953719,500000,1,1,-111,122,111,1,9,11,11,11,0
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15845.8847174861,1.0,1.0,1.0,17.6955877247393,1.0,1.0,1.0,1.0,22327.4880019052,1.0,1.0,18.9928674761660,1.0,1.0,1.0,0.059520684267628354,0.026851561670319768,0.05406682793207331,0.027215266261753544,-0.005453856335555042,0.027215266261753544,0.0,0,0,0.0595206842676284,9.73236009732360e-6,102750.000000000,3494.71446199932,0.000486294382585284,2056.36757447969,7.70576472520751,1.2972797514267693,0,1.0,1.0,1.0,16322.1509470640,1.0,1.0,1.0,17.7533357684615,1.0,1.0,1.0,22781.8637747918,1.0,1.0,1.0,19.0462341893796,1.0,1.0,1.0,0.062186004914628334,0.03256038124387661,0.05406682793207331,0.0215064466881967,-0.008119176982555022,0.0215064466881967,0.0,0,0,0.0621860049146283,9.73236009732360e-6,102750.000000000,3651.20685998746,0.000474030016386453,2109.57105126598,7.73718948089888,1.2928984209181236,0,1.0,-0.09824120578805218,-0.3012683151852601,0.0,0.0,9,9.989822999531775,11,4.534243037532952,10000,19000,16.5000000000000,19.0000000000000,10000,6481.603284419063,25000,17.0000000000000,20.0000000000000,4.614718207396905,4.5551975231292765,4.58861713633619,4.56176557466587,4996.303439786592,0.04870743392936476,4501.043042329102,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.016146287562622,9,11,4.470344073334698,10000,19000,16.5000000000000,19.0000000000000,6459.712827727874,10000,25000,17.0000000000000,20.0000000000000,4.551508570065391,4.613694574980019,4.5933911257938504,4.560830744549974,1.00000000000000,0.500000000000000,0.0100000000000000,205500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,22,-121,11,11,18919.786159016185,11,112.6574423150517,500000,1,1,-111,121,111,1,9,11,11,11,1
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16886.7438713375,1.0,1.0,1.0,17.8815923655893,1.0,1.0,1.0,1.0,23978.8808184628,1.0,1.0,19.2177840863549,1.0,1.0,1.0,0.0637883891430775,0.023930728888411856,0.05873893497933916,0.0348082060909273,-0.005049454163738337,0.0348082060909273,0.0,0,0,0.0637883891430775,9.73236009732360e-6,102750.000000000,3745.28970540069,0.000455406712157628,2195.83939653018,7.69033650549378,1.3361917207656053,0,1.0,1.0,1.0,18460.6915996233,1.0,1.0,1.0,18.2206264986007,1.0,1.0,1.0,25182.5003282348,1.0,0.0,0.0,19.4870466535839,1.0,1.0,1.0,0.06962124599531183,0.026900994933403588,0.05873893497933916,0.03183794004593557,-0.010882311015972673,0.03183794004593557,0.0,0,0,0.0696212459953118,9.73236009732360e-6,102750.000000000,4087.76172915331,0.000433037323773595,2309.26976752431,7.99416848531054,1.2664201549832261,0,0.0,-0.2902991194032721,-0.20769977519415522,0.0,0.0,9,10.191255860095485,11,4.508795099878886,10000,19000,16.5000000000000,19.0000000000000,10000,7092.136947125331,25000,17.0000000000000,20.0000000000000,4.620396934506297,4.556608545363219,4.5895316054061155,4.565600876517704,5307.724061530414,0.0497955064313064,4499.584606607229,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.226458013290113,9,11,4.5160879774289056,10000,19000,16.5000000000000,19.0000000000000,6721.808728611545,10000,25000,17.0000000000000,20.0000000000000,4.5483299993739825,4.617951245369294,4.584193653246512,4.557292658313108,1.00000000000000,0.500000000000000,0.0100000000000000,205500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,22,-121,11,11,18842.90311937886,11,98.27000661969265,500000,1,1,-111,122,111,1,9,11,11,11,2
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,18742.2202766478,1.0,1.0,1.0,18.2735218670940,1.0,1.0,1.0,1.0,25270.0357492050,0.0,0.0,19.5779786498519,1.0,1.0,1.0,0.07042677507119155,0.036210222700140626,0.0529937310855293,0.016783508385388675,-0.01743304398566225,0.016783508385388675,0.0,0,0,0.0704267750711915,9.73236009732360e-6,102750.000000000,4135.05779346568,0.000441665111956032,2264.15891346100,8.27778481679026,1.3044567827578637,0,1.0,1.0,1.0,17433.2247294834,1.0,1.0,1.0,17.9802407172580,1.0,1.0,1.0,23886.7173905314,1.0,1.0,1.0,19.2698455336889,1.0,1.0,1.0,0.06606537585476246,0.020365531129418635,0.0529937310855293,0.032628199956110666,-0.013071644769233164,0.032628199956110666,0.0,0,0,0.0660653758547625,9.73236009732360e-6,102750.000000000,3878.98135375820,0.000457630164318811,2185.17064208063,7.97796949756023,1.2896048164309482,0,0.0,-0.13294300089095562,-0.08567575797647364,0.0,0.0,9,9.995737050303775,11,4.532517128603315,10000,19000,16.5000000000000,19.0000000000000,10000,6527.815472557172,25000,17.0000000000000,20.0000000000000,4.6120275147158685,4.541600739644677,4.592792956119777,4.556582733419637,5004.24050749781,0.04765274588298707,4499.886993355331,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.00227121969776,9,11,4.494279074735166,10000,19000,16.5000000000000,19.0000000000000,6453.492661048028,10000,25000,17.0000000000000,20.0000000000000,4.54739932901425,4.6134647048690125,4.592893776244829,4.572528245115411,1.00000000000000,0.500000000000000,0.0100000000000000,205500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,22,-121,11,11,18990.11460364689,11,93.53952567647785,500000,1,1,-111,121,111,1,9,11,11,11,3
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14252.3622835952,1.0,1.0,1.0,17.4054094584929,1.0,1.0,1.0,1.0,21137.6020454452,1.0,1.0,18.7082285539871,1.0,1.0,1.0,0.05369129459622268,0.03475017037125916,0.05376438315396729,0.01901421278270813,7.308855774460637e-05,0.01901421278270813,7.308855774460637e-05,7.30885577446064e-5,0.00365442788723032,0.0536912945962227,9.73236009732360e-6,102750.000000000,3152.44601129250,0.000506433129738814,1974.59435664436,7.21786843745254,1.302819095494274,0.00365442788723032,1.0,1.0,1.0,14652.2273513441,1.0,1.0,1.0,17.5089128729125,1.0,1.0,1.0,21710.5839911879,1.0,1.0,1.0,18.8444889938995,1.0,1.0,1.0,0.05514673834973749,0.03327791744878539,0.05376438315396729,0.0204864657051819,-0.0013823551957702004,0.0204864657051819,0.0,0,0,0.0551467383497375,9.73236009732360e-6,102750.000000000,3237.90135167744,0.000498061154451133,2007.78557223963,7.29770526989093,1.3355761209870272,0,1.0,-0.11092581580387308,-0.13290295072586458,0.0,0.0,9,10.187541021040323,11,4.521048808620746,10000,19000,16.5000000000000,19.0000000000000,10000,6885.239761849988,25000,17.0000000000000,20.0000000000000,4.611748091667975,4.558056797071752,4.5940626642357785,4.559312493864519,5284.877835811741,0.04577641634185971,4499.684622720965,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.211207603021581,9,11,4.525223519781825,10000,19000,16.5000000000000,19.0000000000000,7058.35663984376,10000,25000,17.0000000000000,20.0000000000000,4.558716395941747,4.613863134291485,4.5915544607464005,4.558276543297615,1.00000000000000,0.500000000000000,0.0100000000000000,205500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,22,-121,11,11,19079.630740865647,11,83.33913350971187,500000,1,1,-111,122,111,1,9,11,11,11,4
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13653.4031655352,1.0,1.0,1.0,17.3101939130661,1.0,1.0,1.0,1.0,20158.4735728257,1.0,1.0,18.6121615794910,1.0,1.0,1.0,0.05074405404338567,0.038653806485167586,0.05182927281448403,0.013175466329316446,0.0010852187710983646,0.013175466329316446,0.0010852187710983646,0.00108521877109836,0.0542609385549182,0.0507440540433857,9.73236009732360e-6,102750.000000000,2979.40088740450,0.000535784538989773,1866.42190512908,7.31528232068779,1.3019676664248998,0.0542609385549182,1.0,1.0,1.0,15711.2892360210,1.0,1.0,1.0,17.6582587717405,1.0,1.0,1.0,22249.3544569037,1.0,1.0,1.0,18.9668302376276,1.0,1.0,1.0,0.05925134727211656,0.023698887495985588,0.05182927281448403,0.028130385318498444,-0.00742207445763253,0.028130385318498444,0.0,0,0,0.0592513472721166,9.73236009732360e-6,102750.000000000,3478.90053269142,0.000487593728595613,2050.88773984079,7.66072609963558,1.3085714658870413,0,1.0,-0.07163784113158952,-0.14523719368016924,0.0,0.0,9,9.994911592378305,11,4.582600221156997,10000,19000,16.5000000000000,19.0000000000000,10000,6505.070407290495,25000,17.0000000000000,20.0000000000000,4.613470223467576,4.562726169424191,4.598904271489157,4.560250465003989,4996.337908415885,0.04667462741312866,4499.430488637535,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.99753267210494,9,11,4.516165118370343,10000,19000,16.5000000000000,19.0000000000000,6538.065220882769,10000,25000,17.0000000000000,20.0000000000000,4.555898154094007,4.6151495013661235,4.585856937985118,4.562158050489132,1.00000000000000,0.500000000000000,0.0100000000000000,205500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,22,-121,11,11,18779.945940650283,11,108.5141594673706,500000,1,1,-111,121,111,1,9,11,11,11,5
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16245.2443217486,1.0,1.0,1.0,17.8216683986894,1.0,1.0,1.0,1.0,23242.4421557995,1.0,1.0,19.1455672472632,1.0,1.0,1.0,0.060864563469881006,0.034218992822755645,0.05751424553704249,0.023295252714286847,-0.0033503179328385133,0.023295252714286847,0.0,0,0,0.0608645634698810,9.73236009732360e-6,102750.000000000,3573.61936944587,0.000469032493873334,2132.04844666915,7.61954745781139,1.3238988485737055,0,1.0,1.0,1.0,16629.4986578731,1.0,1.0,1.0,17.9126921473856,1.0,1.0,1.0,23657.3348444449,1.0,1.0,1.0,19.2423878993179,1.0,1.0,1.0,0.0620716176277023,0.03370529660164223,0.05751424553704249,0.02380894893540026,-0.00455737209065981,0.02380894893540026,0.0,0,0,0.0620716176277023,9.73236009732360e-6,102750.000000000,3644.49069214081,0.000463590909099042,2157.07422292519,7.70928440066470,1.3296957519322505,0,1.0,-0.11134699711306015,-0.2589763979760899,0.0,0.0,9,10.202120940878055,11,4.545879860805559,10000,19000,16.5000000000000,19.0000000000000,10000,6997.197834050868,25000,17.0000000000000,20.0000000000000,4.62139868244657,4.560534118976689,4.5919938965876845,4.557774903764929,5285.296411874107,0.048967403467430164,4499.880671798322,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.20340774672094,9,11,4.56291428970691,10000,19000,16.5000000000000,19.0000000000000,7027.836186571767,10000,25000,17.0000000000000,20.0000000000000,4.554104055721642,4.616175673349344,4.587833898616583,4.5541286020149405,1.00000000000000,0.500000000000000,0.0100000000000000,205500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,22,-121,11,11,18818.85648426815,11,88.41654888625652,500000,1,1,-111,122,111,1,9,11,11,11,6
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15333.2562076533,1.0,1.0,1.0,17.6234594404216,1.0,1.0,1.0,1.0,21820.6865827017,1.0,1.0,18.9215906428989,1.0,1.0,1.0,0.05722544535234686,0.033787257104829216,0.053715939297063454,0.01992868219223424,-0.0035095060552834054,0.01992868219223424,0.0,0,0,0.0572254453523469,9.73236009732360e-6,102750.000000000,3359.95114854494,0.000497722817482794,2009.15040435045,7.63171148085874,1.2981312024772642,0,1.0,1.0,1.0,13162.0999789962,1.0,1.0,1.0,17.1678022423994,1.0,1.0,1.0,19718.3575296100,1.0,1.0,1.0,18.4797057243485,1.0,1.0,1.0,0.04955744222151903,0.014297232248030589,0.053715939297063454,0.039418707049032865,0.004158497075544422,0.039418707049032865,0.004158497075544422,0.00415849707554442,0.207924853777221,0.0495574422215190,9.73236009732360e-6,102750.000000000,2909.72982186348,0.000543773962729325,1838.99941619266,7.15720726341833,1.3119034819491882,0.207924853777221,1.0,-0.19253444135972433,-0.1376687248580376,0.0,0.0,9,9.991747959562904,11,4.5635354592264,10000,19000,16.5000000000000,19.0000000000000,10000,6487.430375048439,25000,17.0000000000000,20.0000000000000,4.61241986046077,4.555194415108423,4.591932289401724,4.558145032296895,4997.515168473166,0.048371170930093,4500.259394201141,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.010594978981018,9,11,4.523478393113079,10000,19000,16.5000000000000,19.0000000000000,6556.25755061383,10000,25000,17.0000000000000,20.0000000000000,4.557201880690284,4.606759322911803,4.583682569846219,4.569385337598188,1.00000000000000,0.500000000000000,0.0100000000000000,205500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,22,-121,11,11,18983.9129326371,11,103.3590666437149,500000,1,1,-111,121,111,1,9,11,11,11,7
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16543.8956806555,1.0,1.0,1.0,17.8717400529655,1.0,1.0,1.0,1.0,23566.8368477858,1.0,1.0,19.1921046856560,1.0,1.0,1.0,0.06179510118617948,0.0270703278893496,0.057215357931487354,0.030145030042137755,-0.004579743254692126,0.030145030042137755,0.0,0,0,0.0617951011861795,9.73236009732360e-6,102750.000000000,3628.25522678854,0.000463621929477280,2156.92989571798,7.67011283653633,1.3203646326904273,0,1.0,1.0,1.0,14031.1660767639,1.0,1.0,1.0,17.3615715048935,1.0,1.0,1.0,21075.2559811303,1.0,1.0,1.0,18.6859122558523,1.0,1.0,1.0,0.05286661616142396,0.019169419306175328,0.057215357931487354,0.038045938625312026,0.004348741770063391,0.038045938625312026,0.004348741770063391,0.00434874177006339,0.217437088503170,0.0528666161614240,9.73236009732360e-6,102750.000000000,3104.02560604932,0.000510169651446952,1960.13227592779,7.15827510677694,1.3243407509588314,0.217437088503170,1.0,-0.19515527259383822,-0.11446479665730175,0.0,0.0,9,10.201627216429214,11,4.559738675081825,10000,19000,16.5000000000000,19.0000000000000,10000,7022.941167130357,25000,17.0000000000000,20.0000000000000,4.619342252740215,4.557547151554036,4.58753225626528,4.56046192837593,5318.940687482771,0.048400482063625246,4499.478857586937,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.203296398116546,9,11,4.520312606126406,10000,19000,16.5000000000000,19.0000000000000,7044.089904366416,10000,25000,17.0000000000000,20.0000000000000,4.563565374583967,4.616431990745391,4.591882580449905,4.57271316114373,1.00000000000000,0.500000000000000,0.0100000000000000,205500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,22,-121,11,11,19087.440258297727,11,93.72237512127302,500000,1,1,-111,122,111,1,9,11,11,11,8
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15406.1646099064,1.0,1.0,1.0,17.6259778543172,1.0,1.0,1.0,1.0,21845.3939930584,1.0,1.0,18.9122659313505,1.0,1.0,1.0,0.057723856859038136,0.032048862246404575,0.052174289431625075,0.0201254271852205,-0.005549567427413062,0.0201254271852205,0.0,0,0,0.0577238568590381,9.73236009732360e-6,102750.000000000,3389.21502415210,0.000494811648953993,2020.97101415043,7.62314971468446,1.2862880770332297,0,1.0,1.0,1.0,13401.3801541466,1.0,1.0,1.0,17.2467886439095,1.0,1.0,1.0,19953.3346446053,1.0,1.0,1.0,18.5555944715745,1.0,1.0,1.0,0.04987325618493976,0.021119266507549916,0.052174289431625075,0.031055022924075158,0.002301033246685312,0.031055022924075158,0.002301033246685312,0.00230103324668531,0.115051662334266,0.0498732561849398,9.73236009732360e-6,102750.000000000,2928.27261314432,0.000541256335954433,1847.55342999659,7.25358191896584,1.3088058276650536,0.115051662334266,1.0,-0.23516446596457785,-0.18150705798331593,0.0,0.0,9,10.002828139632767,11,4.545643902826942,10000,19000,16.5000000000000,19.0000000000000,10000,6439.2293831519955,25000,17.0000000000000,20.0000000000000,4.615601244308318,4.55787738744928,4.592900240780749,4.560851378534345,5006.055407124516,0.04690460581488225,4500.436098250121,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.99320672494364,9,11,4.576547994196641,10000,19000,16.5000000000000,19.0000000000000,6551.954490458719,10000,25000,17.0000000000000,20.0000000000000,4.563814310458066,4.613687566643006,4.5831116117768245,4.5619923452692746,1.00000000000000,0.500000000000000,0.0100000000000000,205500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,22,-121,11,11,19132.4016317239,11,95.28943552238421,500000,1,1,-111,121,111,1,9,11,11,11,9
