MV1_AleakMV,MV2_AleakMV,HU_Ch1_T1_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_KstiffMachine_REF,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_REF,PF_M1_T1_AleakPF_deltaD_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,15954.9920257925,1.0,1.0,1.0,17.7057030360134,1.0,1.0,1.0,22840.5275658841,1.0,1.0,1.0,1.0,19.0005450094622,1.0,1.0,0.05863087594764327,0.026767745947251953,0.05545442743813894,0.02868668149088699,-0.003176448509504326,0.02868668149088699,0.0,0,0,0.0586308759476433,9.50655127836018e-6,105190.617577197,3524.23888572836,0.000471801681233526,2119.53462604351,7.52759206183638,1.294841973448851,0,1.0,1.0,1.0,16596.5284670798,1.0,1.0,1.0,17.8436427924191,1.0,1.0,1.0,1.0,23563.5318837690,1.0,1.0,19.1538050013808,1.0,1.0,1.0,0.06100608692374099,0.031095270346254367,0.05545442743813894,0.024359157091884576,-0.005551659485602045,0.024359157091884576,0.0,0,0,0.0610060869237410,9.50655127836018e-6,105190.617577197,3667.01026255799,0.000460754189544517,2170.35465480750,7.64692002310187,1.3101622089616936,0,1.0,-0.11352888333917875,-0.0970577188161093,0.0,0.0,10.178110974177017,9,11,4.527216384338546,10000,19000,16.5000000000000,19.0000000000000,6885.535540091622,10000,25000,17.0000000000000,20.0000000000000,4.613770714564934,4.555139838617291,4.588281995150293,4.561514249203041,4500.6171570895,5317.664766266256,0.046933975444996376,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,3000.00000000000,0.0500000000000000,10.19672276931721,9,11,4.5259018324924405,10000,19000,16.5000000000000,19.0000000000000,10000,6967.003416689166,25000,17.0000000000000,20.0000000000000,4.557126617770507,4.618132704694248,4.593868951791948,4.562773681445694,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,12,20740.545704714776,11,98.89316662359393,500000,1,1,-111,122,111,1,25,11,11,11,0
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,16809.3445131775,1.0,1.0,1.0,17.9428823314839,1.0,1.0,1.0,23299.3122270119,1.0,1.0,1.0,1.0,19.2447570299650,1.0,1.0,0.061308950621503655,0.02999986736681226,0.05252004383544846,0.022520176468636202,-0.008788906786055192,0.022520176468636202,0.0,0,0,0.0613089506215037,9.50655127836018e-6,105190.617577197,3685.21507364906,0.000471952607001526,2118.85681986871,7.93321396498091,1.301874698481064,0,1.0,1.0,1.0,15162.1507394124,1.0,1.0,1.0,17.5868852923431,1.0,1.0,1.0,1.0,21692.3788693847,1.0,1.0,18.8968361507422,1.0,1.0,1.0,0.055624022319211264,0.023102743752713373,0.05252004383544846,0.02941730008273509,-0.003103978483762801,0.02941730008273509,0.0,0,0,0.0556240223192113,9.50655127836018e-6,105190.617577197,3343.50014850608,0.000499685792866004,2001.25761884161,7.57631131377714,1.3099508583991508,0,1.0,-0.16679296645994157,-0.16369366715585693,0.0,0.0,10.009668366502977,9,11,4.56129267281354,10000,19000,16.5000000000000,19.0000000000000,6489.967713834475,10000,25000,17.0000000000000,20.0000000000000,4.617944203154661,4.556635252533157,4.591253194148762,4.56125332678195,4501.345417803048,4985.093973641637,0.047423551072761784,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,3000.00000000000,0.0500000000000000,10.010573978565942,9,11,4.534813837584858,10000,19000,16.5000000000000,19.0000000000000,10000,6530.228129972295,25000,17.0000000000000,20.0000000000000,4.55940900967702,4.615033031996231,4.585393579084145,4.5622908353314315,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,12,20987.436775571095,11,104.60758289708615,500000,1,1,-111,121,111,1,25,11,11,11,1
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14413.6511479025,1.0,1.0,1.0,17.3985866321954,1.0,1.0,1.0,20889.2338932170,1.0,1.0,1.0,1.0,18.6944530682243,1.0,1.0,0.05298692770142566,0.032183641358723314,0.05179870525946963,0.019615063900746313,-0.00118822244195603,0.019615063900746313,0.0,0,0,0.0529869277014257,9.50655127836018e-6,105190.617577197,3184.98722767501,0.000514088803858451,1945.18922119016,7.40989667785819,1.295866436028859,0,1.0,1.0,1.0,17106.8802382892,1.0,1.0,1.0,17.9380457460491,1.0,1.0,1.0,1.0,23573.3071166648,1.0,1.0,19.2320799484203,1.0,1.0,1.0,0.06276987413462454,0.025265799268921363,0.05179870525946963,0.026532905990548264,-0.01097116887515491,0.026532905990548264,0.0,0,0,0.0627698741346245,9.50655127836018e-6,105190.617577197,3773.02961455091,0.000465154803293971,2149.82193652210,7.95734751221491,1.2940342023712201,0,1.0,-0.11180967408601987,-0.19011723238553996,0.0,0.0,9.988689954337223,9,11,4.525497315235472,10000,19000,16.5000000000000,19.0000000000000,6475.582745314462,10000,25000,17.0000000000000,20.0000000000000,4.609832928455274,4.556846000753849,4.588648800502176,4.556465159143452,4501.497657457776,4997.1066193817605,0.04666135188720392,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,3000.00000000000,0.0500000000000000,9.980698233834216,9,11,4.533990449562197,10000,19000,16.5000000000000,19.0000000000000,10000,6466.426878375621,25000,17.0000000000000,20.0000000000000,4.557345619640178,4.620115493774803,4.587071477868061,4.561805678599139,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,12,20856.50905878384,11,92.09111670724732,500000,1,1,-111,121,111,1,25,11,11,11,2
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14257.9039120508,1.0,1.0,1.0,17.4274799087264,1.0,1.0,1.0,21177.8185482800,1.0,1.0,1.0,1.0,18.7298985639578,1.0,1.0,0.05242069777756875,0.02745247488262592,0.05477873545325893,0.02732626057063301,0.0023580376756901847,0.02732626057063301,0.0023580376756901847,0.00235803767569018,0.117901883784509,0.0524206977775687,9.50655127836018e-6,105190.617577197,3150.95175602861,0.000505577537546542,1977.93597566218,7.20847595042985,1.3024186552314747,0.117901883784509,1.0,1.0,1.0,14464.6137197440,1.0,1.0,1.0,17.4523770854117,1.0,1.0,1.0,1.0,21511.1615237541,1.0,1.0,18.7786297629916,1.0,1.0,1.0,0.053091316223269125,0.026685376799239435,0.05477873545325893,0.028093358654019497,0.0016874192299898075,0.028093358654019497,0.0016874192299898075,0.00168741922998981,0.0843709614994904,0.0530913162232691,9.50655127836018e-6,105190.617577197,3191.26190943540,0.000501568775771500,1993.74452379303,7.25499859541962,1.3262526775798806,0.0843709614994904,1.0,-0.0891574786094094,-0.12472017932364045,0.0,0.0,10.219003958296529,9,11,4.524951511800089,10000,19000,16.5000000000000,19.0000000000000,6919.914636229185,10000,25000,17.0000000000000,20.0000000000000,4.610337484130092,4.557916786352523,4.5893466401672764,4.5618941652846505,4500.5124743663855,5313.126166024803,0.046400626398424044,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,3000.00000000000,0.0500000000000000,10.19737848999212,9,11,4.532568660998137,10000,19000,16.5000000000000,19.0000000000000,10000,7046.54780401012,25000,17.0000000000000,20.0000000000000,4.560665810714772,4.613757126938041,4.588724769639951,4.5620393928407115,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,12,21127.225598660225,11,111.33774279193042,500000,1,1,-111,122,111,1,25,11,11,11,3
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,15274.6233142381,1.0,1.0,1.0,17.5570783273303,1.0,1.0,1.0,21719.5794643701,1.0,1.0,1.0,1.0,18.8480046460001,1.0,1.0,0.05654020978394936,0.028264471041605788,0.053144642057196954,0.024880171015591167,-0.0033955677267524034,0.024880171015591167,0.0,0,0,0.0565402097839494,9.50655127836018e-6,105190.617577197,3398.57119149595,0.000494541546908521,2022.07480089631,7.55393584226828,1.2909263186697786,0,1.0,1.0,1.0,13667.9633666240,1.0,1.0,1.0,17.2544078760225,1.0,1.0,1.0,1.0,20010.2780046144,1.0,1.0,18.5247750743003,1.0,1.0,1.0,0.05055808463511724,0.024882129741794934,0.053144642057196954,0.02826251231540202,0.0025865574220797147,0.02826251231540202,0.0025865574220797147,0.00258655742207971,0.129327871103986,0.0505580846351172,9.50655127836018e-6,105190.617577197,3038.99208359325,0.000529356716105053,1889.08531728451,7.23522820360024,1.2703671982778,0.129327871103986,1.0,-0.13504023485075273,-0.0922511192276231,0.0,0.0,10.003142485062048,9,11,4.4944249961451215,10000,19000,16.5000000000000,19.0000000000000,6444.956150131996,10000,25000,17.0000000000000,20.0000000000000,4.610680996142652,4.554140786358703,4.585751134191454,4.557486663149848,4500.868831170108,4992.505038376732,0.04791123116356485,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,3000.00000000000,0.0500000000000000,10.01917967242228,9,11,4.497531744295711,10000,19000,16.5000000000000,19.0000000000000,10000,6342.314637990449,25000,17.0000000000000,20.0000000000000,4.56408706001216,4.614645144647278,4.588676892666766,4.563794762924971,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,12,21043.528466748256,11,98.89746950847636,500000,1,1,-111,121,111,1,25,11,11,11,4
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,16040.1767769249,1.0,1.0,1.0,17.7604255976204,1.0,1.0,1.0,22886.8518539045,1.0,1.0,1.0,1.0,19.0533027969944,1.0,1.0,0.058845637931691286,0.027642481945179043,0.05828052515390555,0.030638043208726505,-0.0005651127777857382,0.030638043208726505,0.0,0,0,0.0588456379316913,9.50655127836018e-6,105190.617577197,3537.14799757643,0.000471546498677376,2120.68163543757,7.56368919732512,1.2928771993740666,0,1.0,1.0,1.0,16418.0590416609,1.0,1.0,1.0,17.7945694500690,1.0,1.0,1.0,1.0,23540.4558057075,1.0,1.0,19.1395119626898,1.0,1.0,1.0,0.06055476252963743,0.03890565628404108,0.05828052515390555,0.01937486886986447,-0.0022742373757318815,0.01937486886986447,0.0,0,0,0.0605547625296374,9.50655127836018e-6,105190.617577197,3639.88163870462,0.000463567062823527,2157.18518461844,7.61087140720599,1.3449425126208636,0,1.0,-0.0641412134832603,-0.12497939829518927,0.0,0.0,10.19673640029524,9,11,4.534776828087292,10000,19000,16.5000000000000,19.0000000000000,6846.675076979532,10000,25000,17.0000000000000,20.0000000000000,4.6184104953750404,4.559564857443349,4.5884245098194425,4.5607820278742635,4498.611625197964,5295.6886240195745,0.04950847124788067,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,3000.00000000000,0.0500000000000000,10.183698042862995,9,11,4.51060245121153,10000,19000,16.5000000000000,19.0000000000000,10000,7122.39676404661,25000,17.0000000000000,20.0000000000000,4.55688920083264,4.617443963362278,4.598344850127982,4.559439193843941,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,12,20915.275518246053,11,87.59611142531544,500000,1,1,-111,122,111,1,25,11,11,11,5
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,16063.2914969357,1.0,1.0,1.0,17.7286574289515,1.0,1.0,1.0,23155.9329270684,1.0,1.0,1.0,1.0,19.0637085529560,1.0,1.0,0.05935837188878246,0.03031041744496754,0.05787744527163542,0.02756702782666788,-0.0014809266171470353,0.02756702782666788,0.0,0,0,0.0593583718887825,9.50655127836018e-6,105190.617577197,3567.96788420455,0.000468502036103019,2134.46244186676,7.52568477283068,1.3350511240045457,0,1.0,1.0,1.0,14501.4353485524,1.0,1.0,1.0,17.5169600750579,1.0,1.0,1.0,1.0,21456.2715664103,1.0,1.0,18.8260720612457,1.0,1.0,1.0,0.05263733723967068,0.023633444216240918,0.05787744527163542,0.034244001055394505,0.005240108031964744,0.034244001055394505,0.005240108031964744,0.00524010803196474,0.262005401598237,0.0526373372396707,9.50655127836018e-6,105190.617577197,3163.97372106295,0.000504288705910098,1982.99106896571,7.31291006576046,1.309111986187756,0.262005401598237,1.0,-0.20397175675239523,-0.12202832550362462,0.0,0.0,10.202972656120815,9,11,4.502084104525746,10000,19000,16.5000000000000,19.0000000000000,7092.641430132754,10000,25000,17.0000000000000,20.0000000000000,4.615399353856762,4.556040981967979,4.591837884034165,4.561527466589197,4498.5261668449175,5312.636574439231,0.04900828399918715,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,3000.00000000000,0.0500000000000000,10.204050009297454,9,11,4.583298291011288,10000,19000,16.5000000000000,19.0000000000000,10000,6954.836217857857,25000,17.0000000000000,20.0000000000000,4.561292914268407,4.613930251508077,4.586974470045805,4.563341025829564,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,12,20976.377252881546,11,94.74631220304009,500000,1,1,-111,122,111,1,25,11,11,11,6
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,15383.4258917895,1.0,1.0,1.0,17.6345018515525,1.0,1.0,1.0,21865.4064445119,1.0,1.0,1.0,1.0,18.9355734758029,1.0,1.0,0.05621910695918597,0.033076616576754425,0.052932647478762834,0.01985603090200841,-0.0032864594804231373,0.01985603090200841,0.0,0,0,0.0562191069591860,9.50655127836018e-6,105190.617577197,3379.27004610016,0.000496643205686364,2013.51793108293,7.64007394933695,1.3010716242504619,0,1.0,1.0,1.0,15790.7990007250,1.0,1.0,1.0,17.6880765488069,1.0,1.0,1.0,1.0,22272.2623224939,1.0,1.0,18.9890443537831,1.0,1.0,1.0,0.05798418368486491,0.026049798610990216,0.052932647478762834,0.02688284886777262,-0.005051536206102075,0.02688284886777262,0.0,0,0,0.0579841836848649,9.50655127836018e-6,105190.617577197,3485.36690944033,0.000487635148342013,2050.71353736509,7.70014861315743,1.300967804976203,0,1.0,-0.18229000496096545,-0.1136940757884427,0.0,0.0,9.994427902215511,9,11,4.55229256079807,10000,19000,16.5000000000000,19.0000000000000,6481.980552722385,10000,25000,17.0000000000000,20.0000000000000,4.61304682964065,4.556827722681464,4.591406191275833,4.558329574699078,4501.661702558421,4982.032066418025,0.0478288515195154,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,3000.00000000000,0.0500000000000000,9.987927935649449,9,11,4.530598760765932,10000,19000,16.5000000000000,19.0000000000000,10000,6481.463321768915,25000,17.0000000000000,20.0000000000000,4.559487450861417,4.617471634546282,4.584563954934788,4.558514156323798,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,12,21025.964846359533,11,100.19492777540972,500000,1,1,-111,121,111,1,25,11,11,11,7
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,16502.0158178115,1.0,1.0,1.0,17.8374163124224,1.0,1.0,1.0,23469.8897944185,1.0,1.0,1.0,1.0,19.1504854851277,1.0,1.0,0.060602459853290824,0.033473412693338034,0.05556893382554362,0.022095521132205587,-0.005033526027747204,0.022095521132205587,0.0,0,0,0.0606024598532908,9.50655127836018e-6,105190.617577197,3642.74867352283,0.000462964149199030,2159.99446551119,7.63984171316205,1.3130691727053085,0,1.0,1.0,1.0,14750.9083632482,1.0,1.0,1.0,17.5074064929779,1.0,1.0,1.0,1.0,21660.9587321338,1.0,1.0,18.8095790281998,1.0,1.0,1.0,0.05419108770696113,0.030878516057367023,0.05556893382554362,0.024690417768176598,0.001377846118582493,0.024690417768176598,0.001377846118582493,0.00137784611858249,0.0688923059291247,0.0541910877069611,9.50655127836018e-6,105190.617577197,3257.36799032874,0.000495442495582300,2018.39771298723,7.30822685159350,1.3021725352218385,0.0688923059291247,1.0,-0.16581307723399807,-0.13481668944970301,0.0,0.0,10.19757459926035,9,11,4.53010001424357,10000,19000,16.5000000000000,19.0000000000000,6967.8739766069975,10000,25000,17.0000000000000,20.0000000000000,4.614526489258834,4.553924029405543,4.593946374291723,4.560472961598385,4498.731799773637,5306.555146863381,0.04710960741230681,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,3000.00000000000,0.0500000000000000,10.199179641384418,9,11,4.528474647950195,10000,19000,16.5000000000000,19.0000000000000,10000,6910.050368885584,25000,17.0000000000000,20.0000000000000,4.558631975411755,4.612823063118716,4.591893345575557,4.56101482951819,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,12,20937.639400847293,11,100.46243859825866,500000,1,1,-111,122,111,1,25,11,11,11,8
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,15200.9851220940,1.0,1.0,1.0,17.5218722714802,1.0,1.0,1.0,21795.6515291674,1.0,1.0,1.0,1.0,18.8362570637424,1.0,1.0,0.05632895656152748,0.027148899464717324,0.05524006909834827,0.028091169633630945,-0.001088887463179207,0.028091169633630945,0.0,0,0,0.0563289565615275,9.50655127836018e-6,105190.617577197,3385.87298753496,0.000494655083408086,2021.61068094191,7.51924456345450,1.3143847922622054,0,1.0,1.0,1.0,16950.9874673813,1.0,1.0,1.0,17.8748826467263,1.0,1.0,1.0,1.0,23490.2708996568,1.0,1.0,19.1782290429073,1.0,1.0,1.0,0.06266082053632971,0.032734730444686555,0.05524006909834827,0.022505338653661715,-0.007420751437981439,0.022505338653661715,0.0,0,0,0.0626608205363297,9.50655127836018e-6,105190.617577197,3766.47452006311,0.000464810547060729,2151.41417578321,7.87899775793307,1.3033463961810021,0,1.0,-0.2909457208910131,-0.09836326808786983,0.0,0.0,10.002627708025706,9,11,4.489531999001791,10000,19000,16.5000000000000,19.0000000000000,6594.6664070733905,10000,25000,17.0000000000000,20.0000000000000,4.614707957904832,4.5583790013433045,4.586336511406928,4.55918761194221,4500.973967853303,5017.302730445642,0.04955533408126628,1.00000000000000,0.500000000000000,0.0100000000000000,205500,215500,105000.000000000,3000.00000000000,0.0500000000000000,9.995884888793274,9,11,4.500491740243421,10000,19000,16.5000000000000,19.0000000000000,10000,6539.28343227543,25000,17.0000000000000,20.0000000000000,4.557322488458286,4.619983308994616,4.589917253878228,4.557182523433541,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,22,-121,11,12,20970.31782601268,11,103.88063992206983,500000,1,1,-111,121,111,1,25,11,11,11,9
