MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_Fmax_LTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_KstiffMachine,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_REF,PF_M1_T2_AleakPF_deltaD_REF,MV2_Emv,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12482.4644132242,1.0,1.0,1.0,1.0,17.0410486089702,1.0,1.0,1.0,19631.7006765231,1.0,1.0,18.3942271395986,1.0,1.0,1.0,0.047377042552485094,0.03231458330855297,0.057915091021273304,0.025600507712720336,0.010538048468788211,0.025600507712720336,0.010538048468788211,0.0105380484687882,0.526902423439411,0.0473770425524851,9.73236009732360e-6,102750.000000000,2781.70921272448,0.000548767162446193,1822.26647006790,6.84996657638064,1.353178530628412,0.526902423439411,1.0,1.0,1.0,13346.0048445413,1.0,1.0,1.0,1.0,17.2596459269529,1.0,1.0,20208.9982243592,1.0,1.0,1.0,18.5586455620733,1.0,1.0,1.0,0.05002657095625196,0.03487338754910674,0.057915091021273304,0.023041703472166566,0.007888520065021346,0.023041703472166566,0.007888520065021346,0.00788852006502135,0.394426003251067,0.0500265709562520,9.73236009732360e-6,102750.000000000,2937.27438043137,0.000529727637182852,1887.76255911077,7.06974761212974,1.2989996351203723,0.394426003251067,1.0,-0.18890666482734925,-0.02621166226327057,0.0,0.0,10.1910820325896,9,11,4.487336187450936,10000,19000,16.5000000000000,19.0000000000000,10000,7149.236263298899,25000,17.0000000000000,20.0000000000000,4.6142559628457125,4.566878920293227,4.593773450928349,4.5614588676197965,0.049323712033927755,4499.544602581856,5283.2912298562815,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.189898314823166,9,11,4.543669782249384,10000,19000,16.5000000000000,19.0000000000000,6862.993379817973,10000,25000,17.0000000000000,20.0000000000000,4.558862845158432,4.608889416114684,4.5887458389851465,4.55387245143604,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,19235.519014099402,11,100.31644878083216,500000,1,1,-111,122,111,1,24,11,11,11,0
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15969.8034639169,1.0,1.0,1.0,1.0,17.7462944456018,1.0,1.0,1.0,22450.9531290339,1.0,1.0,19.0398927636113,1.0,1.0,1.0,0.059741388309785926,0.034601795896982424,0.05584898063765793,0.02124718474067551,-0.0038924076721279927,0.02124718474067551,0.0,0,0,0.0597413883097859,9.73236009732360e-6,102750.000000000,3507.67294218886,0.000484683251849137,2063.20312530886,7.74029627428287,1.2935983180095034,0,1.0,1.0,1.0,14512.8372204848,1.0,1.0,1.0,1.0,17.4024465780054,1.0,1.0,21010.0158398047,1.0,1.0,1.0,18.6992441784366,1.0,1.0,1.0,0.05470488159155362,0.02406223700531651,0.05584898063765793,0.03178674363234142,0.0011440990461043105,0.03178674363234142,0.0011440990461043105,0.00114409904610431,0.0572049523052155,0.0547048815915536,9.73236009732360e-6,102750.000000000,3211.95804773265,0.000510930528123525,1957.21325103172,7.41505158563305,1.2967976004312518,0.0572049523052155,1.0,-0.12998300001778473,-0.08748604431931709,0.0,0.0,10.005998171318955,9,11,4.552819982683854,10000,19000,16.5000000000000,19.0000000000000,10000,6481.149665116984,25000,17.0000000000000,20.0000000000000,4.61804488217626,4.558303493866474,4.594456035407537,4.559854239510555,0.05015408156088203,4499.286405453132,5010.171685357254,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9.98739499237234,9,11,4.518376954122905,10000,19000,16.5000000000000,19.0000000000000,6497.178619319888,10000,25000,17.0000000000000,20.0000000000000,4.559556048927945,4.614260930519499,4.590127672688171,4.566065435682854,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,19015.770833613205,11,108.60084815824985,500000,1,1,-111,121,111,1,24,11,11,11,1
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15716.2747254699,1.0,1.0,1.0,1.0,17.6592322287574,1.0,1.0,1.0,22685.4479662298,1.0,1.0,18.9745083191278,1.0,1.0,1.0,0.05934722258127856,0.028997393922836956,0.05837585886708507,0.029378464944248117,-0.000971363714193485,0.029378464944248117,0.0,0,0,0.0593472225812786,9.73236009732360e-6,102750.000000000,3484.52978298650,0.000475710475051102,2102.11894092216,7.47639651568691,1.3152760903704004,0,1.0,1.0,1.0,15761.6690827136,1.0,1.0,1.0,1.0,17.7448535633251,1.0,1.0,22651.4519834286,1.0,1.0,1.0,19.0451464968044,1.0,1.0,1.0,0.0589101247900361,0.038073607325153525,0.05837585886708507,0.02030225154193155,-0.0005342659229510272,0.02030225154193155,0.0,0,0,0.0589101247900361,9.73236009732360e-6,102750.000000000,3458.86589838641,0.000477839812481230,2092.75153279381,7.53155299887507,1.300292933479317,0,1.0,-0.1986408317966064,-0.17926918122634897,0.0,0.0,10.182835713070467,9,11,4.510300012990531,10000,19000,16.5000000000000,19.0000000000000,10000,6969.173240759925,25000,17.0000000000000,20.0000000000000,4.6068992632518455,4.547552040670567,4.591642795252192,4.562645401329355,0.04958502377232911,4500.715670077259,5298.639039957996,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.21330056445,9,11,4.55688932319307,10000,19000,16.5000000000000,19.0000000000000,6889.782900715014,10000,25000,17.0000000000000,20.0000000000000,4.55779538978162,4.616705514571656,4.5908880531655685,4.552814445840415,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18771.038637590933,11,109.30530508173476,500000,1,1,-111,122,111,1,24,11,11,11,2
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13204.0414372469,1.0,1.0,1.0,1.0,17.1833371157097,1.0,1.0,1.0,19633.7510438213,1.0,1.0,18.4710142875013,1.0,1.0,1.0,0.04966529238274564,0.029729441317039473,0.05451612160645745,0.024786680289417974,0.004850829223711807,0.024786680289417974,0.004850829223711807,0.00485082922371181,0.242541461185590,0.0496652923827456,9.73236009732360e-6,102750.000000000,2916.06216704407,0.000543198097204953,1840.94901131933,7.17241018412785,1.2876771717916105,0.242541461185590,1.0,1.0,1.0,16232.7200548269,1.0,1.0,1.0,1.0,17.8314816557327,1.0,1.0,22726.6549087449,1.0,1.0,1.0,19.1320212101073,1.0,1.0,1.0,0.060449112557530604,0.025142782795343877,0.05451612160645745,0.02937333881111357,-0.005932990951073157,0.02937333881111357,0.0,0,0,0.0604491125575306,9.73236009732360e-6,102750.000000000,3549.22646587787,0.000482021413710605,2074.59662902109,7.82451866919616,1.3005395543745542,0,1.0,-0.07913356901068712,-0.17350671856989178,0.0,0.0,10.010926931581864,9,11,4.528038389055149,10000,19000,16.5000000000000,19.0000000000000,10000,6429.709606574379,25000,17.0000000000000,20.0000000000000,4.617657409543618,4.567992117160872,4.590923804515212,4.561194363198172,0.049111844682567796,4498.271429011495,4993.262090395218,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.006962986536548,9,11,4.573593770611056,10000,19000,16.5000000000000,19.0000000000000,6493.934853917952,10000,25000,17.0000000000000,20.0000000000000,4.553695979867863,4.614145092425393,4.592447596299231,4.567304813503887,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18580.309196526316,11,100.46580527331184,500000,1,1,-111,121,111,1,24,11,11,11,3
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16293.2264438024,1.0,1.0,1.0,1.0,17.8473006047486,1.0,1.0,1.0,23233.6071035773,1.0,1.0,19.1677237035495,1.0,1.0,1.0,0.060757183452614605,0.02348327764667779,0.05762826586999825,0.03414498822332046,-0.003128917582616353,0.03414498822332046,0.0,0,0,0.0607571834526146,9.73236009732360e-6,102750.000000000,3567.31462843209,0.000470575164080656,2125.05902633782,7.66718770719560,1.320423098800846,0,1.0,1.0,1.0,12818.3557499250,1.0,1.0,1.0,1.0,17.1600998903110,1.0,1.0,19916.3408274405,1.0,1.0,1.0,18.5105075856145,1.0,1.0,1.0,0.04814300161175833,0.030815196539002443,0.05762826586999825,0.02681306933099581,0.009485264258239923,0.02681306933099581,0.009485264258239923,0.00948526425823992,0.474263212911996,0.0481430016117583,9.73236009732360e-6,102750.000000000,2826.68195177610,0.000544023930890738,1838.15443258661,6.97349228263010,1.3504076953034339,0.474263212911996,1.0,-0.1813265961391055,-0.11611599743116319,0.0,0.0,10.180112897553016,9,11,4.567364569960466,10000,19000,16.5000000000000,19.0000000000000,10000,6940.38065977489,25000,17.0000000000000,20.0000000000000,4.613578885516275,4.55282170206366,4.5879863317686675,4.56450305412199,0.04931587386728955,4498.0197690707955,5256.17937619984,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.186607607680942,9,11,4.534771144617389,10000,19000,16.5000000000000,19.0000000000000,7097.985077515466,10000,25000,17.0000000000000,20.0000000000000,4.563741366103018,4.611884367714777,4.592247082934483,4.56143188639548,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,19110.49418323219,11,102.91746648367229,500000,1,1,-111,122,111,1,24,11,11,11,4
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15569.1036424193,1.0,1.0,1.0,1.0,17.6438099784433,1.0,1.0,1.0,22025.0608166898,1.0,1.0,18.9353840605720,1.0,1.0,1.0,0.05857034419823126,0.03817272177386677,0.053166878094686607,0.014994156320819838,-0.005403466103544655,0.014994156320819838,0.0,0,0,0.0585703441982313,9.73236009732360e-6,102750.000000000,3438.91592363901,0.000490848583737057,2037.28814370113,7.64207247293698,1.2915740821287027,0,1.0,1.0,1.0,14105.9143596777,1.0,1.0,1.0,1.0,17.3435688662014,1.0,1.0,20658.6535449001,1.0,1.0,1.0,18.6545050868307,1.0,1.0,1.0,0.053171155161446215,0.025485516944461217,0.053166878094686607,0.02768136115022539,-4.277066759608705e-06,0.02768136115022539,0.0,0,0,0.0531711551614462,9.73236009732360e-6,102750.000000000,3121.90639590777,0.000520376369389337,1921.68603115761,7.34038450140599,1.3109362206292379,0,1.0,-0.031078413733426194,-0.13801356595195313,0.0,0.0,10.001737505506284,9,11,4.527328957186114,10000,19000,16.5000000000000,19.0000000000000,10000,6455.95717427051,25000,17.0000000000000,20.0000000000000,4.613740349072052,4.555170004873821,4.595545777737665,4.557373055963798,0.04786308025210745,4499.878669342348,4998.518678564802,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.003184364795452,9,11,4.518365566042552,10000,19000,16.5000000000000,19.0000000000000,6552.739185222394,10000,25000,17.0000000000000,20.0000000000000,4.561386781193636,4.614557936355082,4.584461442207029,4.558975925262568,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,19409.9984206983,11,102.27140101491362,500000,1,1,-111,121,111,1,24,11,11,11,5
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15468.6922740921,1.0,1.0,1.0,1.0,17.6244753911780,1.0,1.0,1.0,22518.6089706663,1.0,1.0,18.9535703032117,1.0,1.0,1.0,0.058338880342826194,0.026622108579769765,0.056010148947376034,0.02938804036760627,-0.0023287313954501593,0.02938804036760627,0.0,0,0,0.0583388803428262,9.73236009732360e-6,102750.000000000,3425.32568870022,0.000480469370232825,2081.29812627894,7.43223283525837,1.3290949120336348,0,1.0,1.0,1.0,16956.7780457945,1.0,1.0,1.0,1.0,17.9377017327538,1.0,1.0,24017.0354823691,1.0,1.0,1.0,19.2687461465352,1.0,1.0,1.0,0.06362334725195051,0.017798212099712885,0.056010148947376034,0.03821193684766315,-0.007613198304574478,0.03821193684766315,0.0,0,0,0.0636233472519505,9.73236009732360e-6,102750.000000000,3735.59938865024,0.000456220986435459,2191.92020913635,7.73603800681947,1.3310444137813542,0,1.0,-0.1935267890638132,-0.18880606537792632,0.0,0.0,10.192242555919666,9,11,4.515977071938466,10000,19000,16.5000000000000,19.0000000000000,10000,7049.916696574212,25000,17.0000000000000,20.0000000000000,4.617717861831498,4.559378981488671,4.585489282468754,4.558867173888984,0.047519147091446404,4500.180145552285,5304.298912548846,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.201663725934335,9,11,4.539238896256845,10000,19000,16.5000000000000,19.0000000000000,7060.257436574652,10000,25000,17.0000000000000,20.0000000000000,4.549888748720251,4.613512095972202,4.5896685566432325,4.57187034454352,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18884.44632670992,11,103.99138850211268,500000,1,1,-111,122,111,1,24,11,11,11,6
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,18626.4282263043,1.0,1.0,1.0,1.0,18.2549575990158,1.0,1.0,1.0,25058.7955583205,0.0,0.0,19.5410554668555,1.0,1.0,1.0,0.06996804809719137,0.024748171410486464,0.05433622082850762,0.029588049418021158,-0.01563182726868375,0.029588049418021158,0.0,0,0,0.0699680480971914,9.73236009732360e-6,102750.000000000,4108.12396684938,0.000443361720980090,2255.49467326456,8.25824527412638,1.2860978678396915,0,1.0,1.0,1.0,14807.8248063817,1.0,1.0,1.0,1.0,17.4879665864570,1.0,1.0,21288.6331079013,1.0,1.0,1.0,18.7837498196339,1.0,1.0,1.0,0.055739071338572366,0.022667408540193,0.05433622082850762,0.03166881228831462,-0.0014028505100647445,0.03166881228831462,0.0,0,0,0.0557390713385724,9.73236009732360e-6,102750.000000000,3272.67976002189,0.000505501599641275,1978.23310689747,7.48537912683372,1.2957832331769814,0,0.0,-0.11300059850660718,-0.16510025905747264,0.0,0.0,9.996712324889424,9,11,4.534047262597413,10000,19000,16.5000000000000,19.0000000000000,10000,6432.367332016289,25000,17.0000000000000,20.0000000000000,4.622030844357526,4.552062796260334,4.586724215260616,4.561976043850129,0.048878360308590295,4499.083139024841,5001.460225434465,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.002587459623237,9,11,4.524678823534715,10000,19000,16.5000000000000,19.0000000000000,6480.808301519546,10000,25000,17.0000000000000,20.0000000000000,4.552299848181066,4.608038919519639,4.585320256157426,4.562652847617233,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18876.52787334431,11,102.25891406364373,500000,1,1,-111,121,111,1,24,11,11,11,7
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,19356.0828373560,1.0,0.0,0.0,1.0,18.4004820832188,1.0,1.0,1.0,26384.6204413412,0.0,0.0,19.7313738543145,1.0,1.0,1.0,0.07276233835132562,0.027456705670513948,0.055256488701573125,0.027799783031059178,-0.017505849649752492,0.027799783031059178,0.0,0,0,0.0727623383513256,9.73236009732360e-6,102750.000000000,4272.18872319926,0.000423427487993980,2361.67945717832,8.19589753322504,1.3308917710956771,0,1.0,1.0,1.0,14723.4665791988,1.0,1.0,1.0,1.0,17.5603463896753,1.0,1.0,21612.5352326076,1.0,1.0,1.0,18.8648289574482,1.0,1.0,1.0,0.054957251169186705,0.02221993389170418,0.055256488701573125,0.033036554809868945,0.0002992375323864205,0.033036554809868945,0.0002992375323864205,0.000299237532386420,0.0149618766193210,0.0549572511691867,9.73236009732360e-6,102750.000000000,3226.77574721939,0.000499262310213173,2002.95511906962,7.35087193867722,1.3044825677729004,0.0149618766193210,0.0,-0.1264988849680023,-0.13929705136629553,0.0,0.0,10.20458454999379,9,11,4.5307181146391535,10000,19000,16.5000000000000,19.0000000000000,10000,7028.537603985168,25000,17.0000000000000,20.0000000000000,4.6174664889105195,4.544704150559194,4.589894355352576,4.562437649682062,0.04708771561237142,4500.352899339856,5281.073755680987,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.209474450998066,9,11,4.562903570812571,10000,19000,16.5000000000000,19.0000000000000,6889.068653408809,10000,25000,17.0000000000000,20.0000000000000,4.557074370124228,4.612031621293415,4.586146622183458,4.563926688291754,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,19203.875161333202,11,98.5082581614623,500000,1,1,-111,122,111,1,24,11,11,11,8
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16710.8548523003,1.0,1.0,1.0,1.0,17.8507053050186,1.0,1.0,1.0,23286.2642317389,1.0,1.0,19.1624591916196,1.0,1.0,1.0,0.06288399448083482,0.02493689155765555,0.05190921002336114,0.026972318465705587,-0.010974784457473678,0.026972318465705587,0.0,0,0,0.0628839944808348,9.73236009732360e-6,102750.000000000,3692.18881880330,0.000470335926514725,2126.13994301941,7.85971539980976,1.3117538866010634,0,1.0,1.0,1.0,17296.0252164111,1.0,1.0,1.0,1.0,18.0082720254942,1.0,1.0,23822.9540914598,1.0,1.0,1.0,19.3103543484878,1.0,1.0,1.0,0.06478278362920431,0.032320525459571314,0.05190921002336114,0.019588684563789822,-0.012873573605843174,0.019588684563789822,0.0,0,0,0.0647827836292043,9.73236009732360e-6,102750.000000000,3803.67486737185,0.000462397521857224,2162.64134804073,7.99763919804856,1.3020823229936644,0,1.0,-0.11840403422045132,-0.1158039016660986,0.0,0.0,9.990989905208817,9,11,4.5260022367210855,10000,19000,16.5000000000000,19.0000000000000,10000,6575.409379438606,25000,17.0000000000000,20.0000000000000,4.620297517897158,4.557413523416323,4.587047453694672,4.562110562137017,0.04661012207050101,4500.971446584461,5012.685265584694,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.010632827445615,9,11,4.54718813239729,10000,19000,16.5000000000000,19.0000000000000,6526.928875048632,10000,25000,17.0000000000000,20.0000000000000,4.551315266351956,4.616098049981161,4.5938794325293095,4.561558907069738,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18895.343613138968,11,99.2124061039059,500000,1,1,-111,121,111,1,24,11,11,11,9
