MV1_AleakMV,MV2_AleakMV,HU_Ch1_T2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,HU_T1_DboreMax,MV1_DmvMin,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,MV2_DmvMax,HU_T2_DboreMin,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14336.2468689150,1.0,1.0,1.0,17.3948843278307,1.0,1.0,1.0,21448.8053003306,1.0,1.0,1.0,1.0,18.7340519621481,1.0,1.0,0.05316787595478534,0.02650156000449755,0.057732698356208735,0.031231138351711187,0.004564822401423398,0.031231138351711187,0.004564822401423398,0.00456482240142340,0.228241120071170,0.0531678759547853,9.50655127836018e-6,105190.617577197,3195.86383254382,0.000501186572994012,1995.26494500073,7.18513443782764,1.3391676343173997,0.228241120071170,1.0,1.0,1.0,14515.1651413745,1.0,1.0,1.0,1.0,17.4317272077077,1.0,1.0,21305.7386530875,1.0,1.0,1.0,1.0,18.7102708362806,1.0,1.0,0.05357182200265331,0.030251774323872382,0.057732698356208735,0.027480924032336353,0.004160876353555422,0.027480924032336353,0.004160876353555422,0.00416087635355542,0.208043817677771,0.0535718220026533,9.50655127836018e-6,105190.617577197,3220.14459496845,0.000498827188725520,2004.70227485986,7.24055902135853,1.278543628572929,0.208043817677771,1.0,-0.15586616854436688,-0.11274737692473633,0.0,0.0,10.209749890003028,9,11,4.485875375204502,10000,19000,16.5000000000000,19.0000000000000,7112.558431415598,10000,25000,17.0000000000000,20.0000000000000,4.555746690504152,4.608914566458937,4.563646342955458,4.590147902959956,5311.178562824966,0.04892026491695542,4500.469746131477,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.191168186349149,9,11,4.507612845725887,10000,19000,16.5000000000000,19.0000000000000,6790.573511712986,10000,25000,17.0000000000000,20.0000000000000,4.607359295633091,4.553787473630438,4.596587988347722,4.56633621402385,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,21,11,21,-121,11,11,18889.285393256247,11,92.26743967084167,500000,1,1,-111,122,111,1,6,11,11,11,0
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,13408.6694204952,1.0,1.0,1.0,17.1930641218842,1.0,1.0,1.0,19904.4530121892,1.0,1.0,1.0,1.0,18.4975268318364,1.0,1.0,0.04959868087118302,0.028412887005536014,0.052703810785487186,0.024290923779951172,0.0031051299143041652,0.024290923779951172,0.0031051299143041652,0.00310512991430417,0.155256495715208,0.0495986808711830,9.50655127836018e-6,105190.617577197,2981.32335534518,0.000536238352421562,1864.84236997255,7.19024279821175,1.3044627099522712,0.155256495715208,1.0,1.0,1.0,12914.5372513587,1.0,1.0,1.0,1.0,17.0739791193158,1.0,1.0,19412.6756489719,1.0,1.0,1.0,1.0,18.3789147139428,1.0,1.0,0.04785369086403701,0.0311274630798275,0.052703810785487186,0.021576347705659686,0.004850119921450173,0.021576347705659686,0.004850119921450173,0.00485011992145017,0.242505996072509,0.0478536908640370,9.50655127836018e-6,105190.617577197,2876.43388304933,0.000548469534244846,1823.25532698336,7.08323023124040,1.3049355946270182,0.242505996072509,1.0,-0.10939022195118017,-0.05517211173548593,0.0,0.0,10.002821323672404,9,11,4.49755622665184,10000,19000,16.5000000000000,19.0000000000000,6495.783591693908,10000,25000,17.0000000000000,20.0000000000000,4.562602007193656,4.612200688064839,4.562739668427216,4.591152555432752,4979.662156790654,0.047622935214973766,4499.601162627879,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.990748888075371,9,11,4.489773718583737,10000,19000,16.5000000000000,19.0000000000000,6498.138397613273,10000,25000,17.0000000000000,20.0000000000000,4.602965637845537,4.5551119469815,4.5945750067539874,4.56344754367416,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,21,11,21,-121,11,11,19114.736080462124,11,113.32033033935772,500000,1,1,-111,121,111,1,6,11,11,11,1
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,13316.2628185130,1.0,1.0,1.0,17.1608311636692,1.0,1.0,1.0,20618.6327932516,1.0,1.0,1.0,1.0,18.5347983251000,1.0,1.0,0.04961228788115335,0.03526959441181887,0.057015749234566086,0.021746154822747214,0.007403461353412737,0.021746154822747214,0.007403461353412737,0.00740346135341274,0.370173067670637,0.0496122878811533,9.50655127836018e-6,105190.617577197,2982.14125807784,0.000523483115942549,1910.28128614896,6.97083875294508,1.3739671614307702,0.370173067670637,1.0,1.0,1.0,13774.8868129607,1.0,1.0,1.0,1.0,17.2933999192987,1.0,1.0,20620.4723455243,1.0,1.0,1.0,1.0,18.5814214458778,1.0,1.0,0.051074539055602663,0.0348134148777266,0.057015749234566086,0.022202334356839486,0.005941210178963423,0.022202334356839486,0.005941210178963423,0.00594121017896342,0.297060508948171,0.0510745390556027,9.50655127836018e-6,105190.617577197,3070.03560327401,0.000513882716307820,1945.96931997415,7.07867625227701,1.2880215265790498,0.297060508948171,1.0,-0.13048683562432725,-0.15398676364454345,0.0,0.0,10.18999241072416,9,11,4.465336034113981,10000,19000,16.5000000000000,19.0000000000000,7302.369974738678,10000,25000,17.0000000000000,20.0000000000000,4.556616986951156,4.60622927483231,4.560539138408495,4.595808732820314,5314.806772480945,0.04826656859456225,4499.239054027452,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.214723667021692,9,11,4.48688178022124,10000,19000,16.5000000000000,19.0000000000000,6845.585532563579,10000,25000,17.0000000000000,20.0000000000000,4.6111499378984675,4.560075398842865,4.593434487370657,4.55862107249293,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,21,11,21,-121,11,11,18938.620096006147,11,94.31945210545115,500000,1,1,-111,122,111,1,6,11,11,11,2
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14064.4380859118,1.0,1.0,1.0,17.3183686914194,1.0,1.0,1.0,20621.9123210784,1.0,1.0,1.0,1.0,18.6344415400086,1.0,1.0,0.052090234783079836,0.02511921301118658,0.05205253363341048,0.0269333206222239,-3.7701149669354395e-05,0.0269333206222239,0.0,0,0,0.0520902347830798,9.50655127836018e-6,105190.617577197,3131.08798089907,0.000520075937781958,1922.79612909000,7.31457582690689,1.3160728485891617,0,1.0,1.0,1.0,14802.8626634527,1.0,1.0,1.0,1.0,17.4567667095452,1.0,1.0,21232.1236636997,1.0,1.0,1.0,1.0,18.7471074010177,1.0,1.0,0.05498137481496812,0.040390015019283965,0.05205253363341048,0.011662518614126517,-0.0029288411815576385,0.011662518614126517,0.0,0,0,0.0549813748149681,9.50655127836018e-6,105190.617577197,3304.87129830277,0.000503281778771856,1986.95848365556,7.45001105217797,1.2903406914725517,0,1.0,-0.29943372578199545,-0.283367175692583,0.0,0.0,10.003792864512533,9,11,4.491869334784187,10000,19000,16.5000000000000,19.0000000000000,6557.47423516653,10000,25000,17.0000000000000,20.0000000000000,4.5510350796941506,4.60312531447723,4.566080241880835,4.591199454892021,4982.607339856743,0.047018011564546346,4500.689460706821,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.006755657367194,9,11,4.479104124585659,10000,19000,16.5000000000000,19.0000000000000,6429.261000246962,10000,25000,17.0000000000000,20.0000000000000,4.608651888118332,4.553670513303364,4.594579019059033,4.554189004039749,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,21,11,21,-121,11,11,19362.33556675926,11,98.77041233977619,500000,1,1,-111,121,111,1,6,11,11,11,3
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,12783.9310307459,1.0,1.0,1.0,17.0911402822472,1.0,1.0,1.0,19798.5980465557,1.0,1.0,1.0,1.0,18.4123983193720,1.0,1.0,0.047410643716791157,0.028457057519815088,0.05655838321710254,0.028101325697287453,0.009147739500311385,0.028101325697287453,0.009147739500311385,0.00914773950031138,0.457386975015569,0.0474106437167912,9.50655127836018e-6,105190.617577197,2849.80279560098,0.000539257960522275,1854.40007048110,6.89383657509748,1.3212580371247595,0.457386975015569,1.0,1.0,1.0,13550.0838859574,1.0,1.0,1.0,1.0,17.2430732191168,1.0,1.0,20455.0310304255,1.0,1.0,1.0,1.0,18.5436648067129,1.0,1.0,0.05045421771449998,0.023261864663914444,0.05655838321710254,0.0332965185531881,0.0061041655026025585,0.0332965185531881,0.0061041655026025585,0.00610416550260256,0.305208275130128,0.0504542177145000,9.50655127836018e-6,105190.617577197,3032.74875472149,0.000518090362475786,1930.16522295710,7.02016787205298,1.3005915875961245,0.305208275130128,1.0,-0.23790877509087094,-0.12017803743333741,0.0,0.0,10.197303707149764,9,11,4.485900235089771,10000,19000,16.5000000000000,19.0000000000000,7014.667015809726,10000,25000,17.0000000000000,20.0000000000000,4.5615001833853,4.6089108271020915,4.561448677277721,4.5899057347975365,5309.081813477262,0.04795265122363853,4501.26990975326,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.222905347063795,9,11,4.467921671672319,10000,19000,16.5000000000000,19.0000000000000,6904.947144468103,10000,25000,17.0000000000000,20.0000000000000,4.607288366839169,4.556834149124669,4.595871518026676,4.572609653362761,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,21,11,21,-121,11,11,18964.10014683808,11,111.35887726814812,500000,1,1,-111,122,111,1,6,11,11,11,4
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14524.6977114140,1.0,1.0,1.0,17.4120147296295,1.0,1.0,1.0,21027.4047647890,1.0,1.0,1.0,1.0,18.7132796355002,1.0,1.0,0.05385557197802804,0.026194605776694857,0.05468101309568828,0.02848640731899342,0.0008254411176602389,0.02848640731899342,0.0008254411176602389,0.000825441117660239,0.0412720558830119,0.0538555719780280,9.50655127836018e-6,105190.617577197,3237.20050076684,0.000509020146477332,1964.55878400981,7.39336375660294,1.301264905870693,0.0412720558830119,1.0,1.0,1.0,14877.4613555452,1.0,1.0,1.0,1.0,17.4571368582522,1.0,1.0,21353.6733591903,1.0,1.0,1.0,1.0,18.7530998063213,1.0,1.0,0.05525003210490276,0.030173580617134377,0.05468101309568828,0.0245074324785539,-0.0005690190092144803,0.0245074324785539,0.0,0,0,0.0552500321049028,9.50655127836018e-6,105190.617577197,3321.01999901411,0.000501223569574854,1995.11766944283,7.45693428683833,1.2959629480691501,0,1.0,-0.2806442082241842,-0.20629981875762315,0.0,0.0,10.018650973026535,9,11,4.486808187498242,10000,19000,16.5000000000000,19.0000000000000,6502.707053374987,10000,25000,17.0000000000000,20.0000000000000,4.558628485784495,4.612484057762523,4.5617125575973505,4.587907163374045,4997.220031092702,0.049243263431010494,4500.271821650362,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.000202571413842,9,11,4.479786740206867,10000,19000,16.5000000000000,19.0000000000000,6476.212003645108,10000,25000,17.0000000000000,20.0000000000000,4.608421435943461,4.553171403838558,4.597128920220768,4.566955339603633,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,21,11,21,-121,11,11,18666.085554451984,11,88.24078518079465,500000,1,1,-111,121,111,1,6,11,11,11,5
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,16491.1951653194,1.0,1.0,1.0,17.8219048667757,1.0,1.0,1.0,23265.5723171359,1.0,1.0,1.0,1.0,19.0994214426784,1.0,1.0,0.06099713605797508,0.03500846888070264,0.0573659461434392,0.022357477262736562,-0.0036311899145358775,0.022357477262736562,0.0,0,0,0.0609971360579751,9.50655127836018e-6,105190.617577197,3666.47223564498,0.000461322404387594,2167.68140998376,7.60775780489022,1.2775165759026135,0,1.0,1.0,1.0,14258.7632454679,1.0,1.0,1.0,1.0,17.3726362544560,1.0,1.0,21427.2249239409,1.0,1.0,1.0,1.0,18.7244695540704,1.0,1.0,0.052808411397605504,0.027852194040400846,0.0573659461434392,0.029513752103038353,0.004557534745833695,0.029513752103038353,0.004557534745833695,0.00455753474583370,0.227876737291685,0.0528084113976055,9.50655127836018e-6,105190.617577197,3174.25680467704,0.000503615041388053,1985.64363217552,7.18092764200878,1.3518332996143199,0.227876737291685,1.0,-0.18228309993204217,-0.0759109132653563,0.0,0.0,10.214147061885523,9,11,4.497837186654266,10000,19000,16.5000000000000,19.0000000000000,6774.377151816464,10000,25000,17.0000000000000,20.0000000000000,4.545087028262595,4.60608416432057,4.563199241443863,4.598207710324566,5302.770452923565,0.04867843519050731,4499.717779906235,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.191708612447256,9,11,4.492000528898184,10000,19000,16.5000000000000,19.0000000000000,7168.461678472984,10000,25000,17.0000000000000,20.0000000000000,4.609888099911267,4.557079688513661,4.592186805168943,4.564334611128542,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,21,11,21,-121,11,11,19152.528261204563,11,102.56287982960289,500000,1,1,-111,122,111,1,6,11,11,11,6
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,12492.3698839832,1.0,1.0,1.0,16.9688748284258,1.0,1.0,1.0,18987.9940697629,1.0,1.0,1.0,1.0,18.2665964434570,1.0,1.0,0.04648460330112325,0.035908670585369507,0.05147268071928698,0.01556401013391747,0.004988077418163726,0.01556401013391747,0.004988077418163726,0.00498807741816373,0.249403870908186,0.0464846033011233,9.50655127836018e-6,105190.617577197,2794.13950232924,0.000557675911696188,1793.15616656002,6.96669376429633,1.2977216150312267,0.249403870908186,1.0,1.0,1.0,16304.0916812649,1.0,1.0,1.0,1.0,17.7268798433304,1.0,1.0,22804.1067504380,1.0,1.0,1.0,1.0,19.0254786864964,1.0,1.0,0.06066040294139441,0.0269593811797062,0.05147268071928698,0.024513299539580778,-0.009187722222107432,0.024513299539580778,0.0,0,0,0.0606604029413944,9.50655127836018e-6,105190.617577197,3646.23157022109,0.000474039731384450,2109.52781759340,7.72878724105425,1.2985988431660072,0,1.0,-0.20778879092475339,-0.27160867045388026,0.0,0.0,10.002181064129458,9,11,4.470918461146754,10000,19000,16.5000000000000,19.0000000000000,6495.624185779723,10000,25000,17.0000000000000,20.0000000000000,4.5625860684687884,4.609070671769912,4.56173146649726,4.59764013708263,5005.406483595806,0.04626037861821318,4498.5416697451665,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.998092602276104,9,11,4.471491008530839,10000,19000,16.5000000000000,19.0000000000000,6500.015069173145,10000,25000,17.0000000000000,20.0000000000000,4.60965735751951,4.548996954578116,4.593388265515131,4.566428884335425,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,21,11,21,-121,11,11,19029.02962075938,11,114.2284314045362,500000,1,1,-111,121,111,1,6,11,11,11,7
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,15450.2792269465,1.0,1.0,1.0,17.5793557703205,1.0,1.0,1.0,22455.7856807139,1.0,1.0,1.0,1.0,18.9033369134942,1.0,1.0,0.057949819208703346,0.028913540237455848,0.05719908098907715,0.028285540751621305,-0.000750738219626193,0.028285540751621305,0.0,0,0,0.0579498192087033,9.50655127836018e-6,105190.617577197,3483.30129774310,0.000476075475721220,2100.50727457673,7.35549903299426,1.323981143173725,0,1.0,1.0,1.0,14800.9813270259,1.0,1.0,1.0,1.0,17.4564804514772,1.0,1.0,21848.7282920025,1.0,1.0,1.0,1.0,18.7884446920455,1.0,1.0,0.055225587879267124,0.033288934191736175,0.05719908098907715,0.023910146797340978,0.001973493109810029,0.023910146797340978,0.001973493109810029,0.00197349310981003,0.0986746554905014,0.0552255878792671,9.50655127836018e-6,105190.617577197,3319.55068290508,0.000490237084541583,2039.82936324593,7.25598993411557,1.3319642405683545,0.0986746554905014,1.0,-0.1082946066532302,-0.23151968122471347,0.0,0.0,10.22385673732622,9,11,4.435527652160632,10000,19000,16.5000000000000,19.0000000000000,7005.506453767352,10000,25000,17.0000000000000,20.0000000000000,4.549662101062808,4.607611920271512,4.565326312309969,4.594239852547425,5291.243376000356,0.048652932351462314,4500.675562896344,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.200490517361601,9,11,4.4587303345743505,10000,19000,16.5000000000000,19.0000000000000,7047.746964976651,10000,25000,17.0000000000000,20.0000000000000,4.610031710572425,4.554806122693158,4.592647874322904,4.559358940131168,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,21,11,21,-121,11,11,19206.077799993553,11,113.18123811863136,500000,1,1,-111,122,111,1,6,11,11,11,8
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14637.2346025418,1.0,1.0,1.0,17.3732768759874,1.0,1.0,1.0,21202.0448574784,1.0,1.0,1.0,1.0,18.6786651235681,1.0,1.0,0.05460480816712998,0.03140181733613456,0.05451975017106453,0.023117932834929966,-8.505799606545184e-05,0.023117932834929966,0.0,0,0,0.0546048081671300,9.50655127836018e-6,105190.617577197,3282.23628216273,0.000503516629350226,1986.03172509014,7.37009103008033,1.3053882475807015,0,1.0,1.0,1.0,13397.3131878648,1.0,1.0,1.0,1.0,17.1403246345528,1.0,1.0,19814.4518366494,1.0,1.0,1.0,1.0,18.4163489292261,1.0,1.0,0.049732294395873566,0.02716381053305028,0.05451975017106453,0.02735593963801425,0.004787455775190963,0.02735593963801425,0.004787455775190963,0.00478745577519096,0.239372788759548,0.0497322943958736,9.50655127836018e-6,105190.617577197,2989.35472059024,0.000533366656982945,1874.88285386384,7.14568014756496,1.27602429467327,0.239372788759548,1.0,-0.15350131832238595,-0.06964899471049285,0.0,0.0,10.003185845907025,9,11,4.4595310465878475,10000,19000,16.5000000000000,19.0000000000000,6564.810254936623,10000,25000,17.0000000000000,20.0000000000000,4.555404715007469,4.6100095231745986,4.565511163509636,4.5969129808457705,5029.009773225168,0.048783613767938876,4499.897186660498,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.994644486987882,9,11,4.481673953106344,10000,19000,16.5000000000000,19.0000000000000,6417.138648784627,10000,25000,17.0000000000000,20.0000000000000,4.609986515598231,4.560254221202357,4.589376262498591,4.562212451965541,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,21,11,21,-121,11,11,19046.842647507536,11,100.23480919179774,500000,1,1,-111,121,111,1,6,11,11,11,9
