MV1_AleakMV,MV2_AleakMV,HU_Ch1_T2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,HU_T1_DboreMax,MV1_DmvMin,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,MV2_DmvMax,HU_T2_DboreMin,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14735.0021257987,1.0,1.0,1.0,17.4984692682714,1.0,1.0,1.0,21760.8106322535,1.0,1.0,1.0,1.0,18.8222039053271,1.0,1.0,0.05556763325401892,0.036039175860445916,0.05551631775484475,0.019477141894398836,-5.131549917417044e-05,0.019477141894398836,0.0,0,0,0.0555676332540189,9.73236009732360e-6,102750.000000000,3262.61389534311,0.000494913002499985,2020.55713822154,7.29254414392272,1.3237346370557006,0,1.0,1.0,1.0,14212.1840905363,1.0,1.0,1.0,1.0,17.3655679165726,1.0,1.0,21288.7974298453,1.0,1.0,1.0,1.0,18.6988747070562,1.0,1.0,0.052653749648894355,0.026405716648902455,0.05551631775484475,0.029110601105942296,0.002862568105950397,0.029110601105942296,0.002862568105950397,0.00286256810595040,0.143128405297520,0.0526537496488944,9.50655127836018e-6,105190.617577197,3164.96025332704,0.000504370026761090,1982.67134631630,7.16819967007736,1.333306790483601,0.143128405297520,1.0,-0.1485495132132119,-0.2199921901205384,0.0,0.0,10.20592512434872,9,11,4.516318080674742,10000,19000,16.5000000000000,19.0000000000000,7025.808506454791,10000,25000,17.0000000000000,20.0000000000000,4.556251268024237,4.611818901278256,4.560840646812895,4.5968798226733405,5307.565662920065,0.04707148441586295,4500.2083079710155,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.197368246495238,9,11,4.490477905874591,10000,19000,16.5000000000000,19.0000000000000,7076.613339308918,10000,25000,17.0000000000000,20.0000000000000,4.607728074795774,4.5550743251468795,4.59164699435151,4.565241277702608,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18912.325148862816,11,99.8952681567239,500000,1,1,-111,122,111,1,21,11,11,11,0
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,18160.5024241646,1.0,1.0,1.0,18.2280525570076,1.0,1.0,1.0,24642.3257065775,1.0,1.0,1.0,1.0,19.5167488171987,1.0,1.0,0.06724084391856433,0.025252231964964622,0.05442939377889522,0.029177161813930597,-0.012811450139669112,0.029177161813930597,0.0,0,0,0.0672408439185643,9.73236009732360e-6,102750.000000000,3947.99812150428,0.000452109865392968,2211.85175672027,8.21054230645773,1.2886962601911363,0,1.0,1.0,1.0,14594.9233833108,1.0,1.0,1.0,1.0,17.3435039707787,1.0,1.0,21080.9021851522,1.0,1.0,1.0,1.0,18.6330264186200,1.0,1.0,0.05461776718566913,0.03509916364669596,0.05442939377889522,0.019330230132199255,-0.0001883734067739118,0.019330230132199255,0.0,0,0,0.0546177671856691,9.50655127836018e-6,105190.617577197,3283.01523482749,0.000503414976617171,1986.43275716540,7.34730301373879,1.2895224478413376,0,1.0,-0.051170472203808715,-0.20830359164483503,0.0,0.0,10.017510250549869,9,11,4.599926814870173,10000,19000,16.5000000000000,19.0000000000000,6481.823282412919,10000,25000,17.0000000000000,20.0000000000000,4.545090091310934,4.612330935229498,4.5632603450846,4.588512577049564,5029.75253567629,0.04868734722446259,4499.137160196446,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.996200957039918,9,11,4.445585030639576,10000,19000,16.5000000000000,19.0000000000000,6485.978801841464,10000,25000,17.0000000000000,20.0000000000000,4.604974052958687,4.5503562857730175,4.592259142070485,4.557159978423789,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18979.308707995162,11,90.11629235219291,500000,1,1,-111,121,111,1,21,11,11,11,1
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,15433.9690137249,1.0,1.0,1.0,17.6802053821438,1.0,1.0,1.0,22401.7721464558,1.0,1.0,1.0,1.0,19.0000798478561,1.0,1.0,0.057875981811325694,0.030617698820283756,0.05463693738480463,0.024019238564520873,-0.003239044426521065,0.024019238564520873,0.0,0,0,0.0578759818113257,9.73236009732360e-6,102750.000000000,3398.14693206498,0.000483702798711003,2067.38518500379,7.46545400715765,1.3198744657123738,0,1.0,1.0,1.0,10962.3733728747,1.0,1.0,1.0,1.0,16.7522083156959,1.0,1.0,18119.0774512697,1.0,1.0,1.0,1.0,18.1078652985061,1.0,1.0,0.04034312841522869,0.03092058978059775,0.05463693738480463,0.023716347604206878,0.014293808969575938,0.023716347604206878,0.014293808969575938,0.0142938089695759,0.714690448478797,0.0403431284152287,9.50655127836018e-6,105190.617577197,2424.98205313947,0.000601798950149438,1661.68452063880,6.59714478694212,1.3556569828101703,0.714690448478797,1.0,-0.1347330365476737,-0.16815478329460062,0.0,0.0,10.214751374986113,9,11,4.541878065391966,10000,19000,16.5000000000000,19.0000000000000,6967.80313273086,10000,25000,17.0000000000000,20.0000000000000,4.557120294392377,4.614996276203703,4.5573670570848615,4.587984755905145,5279.140792355687,0.046590824688289456,4501.707726206601,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.15506352875381,9,11,4.520599795236574,10000,19000,16.5000000000000,19.0000000000000,7156.704078395003,10000,25000,17.0000000000000,20.0000000000000,4.605563908184853,4.565220779769624,4.593865189583357,4.562944599802759,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,19174.979659812743,11,97.25243353109563,500000,1,1,-111,122,111,1,21,11,11,11,2
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,17046.8226148905,1.0,1.0,1.0,17.9167671519702,1.0,1.0,1.0,23579.3791270237,1.0,1.0,1.0,1.0,19.2203105519530,1.0,1.0,0.06447963536381884,0.031201820056880436,0.05401473239721061,0.02281291234033017,-0.010464902966608236,0.02281291234033017,0.0,0,0,0.0644796353638188,9.73236009732360e-6,102750.000000000,3785.87573350422,0.000463685353938717,2156.63486350307,7.90436197771602,1.3035433999828554,0,1.0,1.0,1.0,13417.7660468743,1.0,1.0,1.0,1.0,17.1419108010725,1.0,1.0,19995.8220580832,1.0,1.0,1.0,1.0,18.4545334293196,1.0,1.0,0.04987200328853891,0.032692078634192434,0.05401473239721061,0.021322653763018173,0.004142729108671694,0.021322653763018173,0.004142729108671694,0.00414272910867169,0.207136455433585,0.0498720032885389,9.50655127836018e-6,105190.617577197,2997.75247184767,0.000533128921110133,1875.71891226179,7.15339913627829,1.3126226282470737,0.207136455433585,1.0,-0.1359378091907482,-0.23281001852192537,0.0,0.0,10.012405174254134,9,11,4.502742249046794,10000,19000,16.5000000000000,19.0000000000000,6532.556512133215,10000,25000,17.0000000000000,20.0000000000000,4.550700733578541,4.61518036894236,4.5603720373178644,4.591573857374745,5011.383980172147,0.04846976926584441,4496.932863339274,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.988511664794206,9,11,4.47594195080566,10000,19000,16.5000000000000,19.0000000000000,6578.056011208844,10000,25000,17.0000000000000,20.0000000000000,4.607784949716832,4.557912946428293,4.593501219418968,4.560809140784776,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18939.97930000826,11,96.24946989269158,500000,1,1,-111,121,111,1,21,11,11,11,3
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14167.9656815830,1.0,1.0,1.0,17.4255522660637,1.0,1.0,1.0,21235.4631049322,1.0,1.0,1.0,1.0,18.7627341848275,1.0,1.0,0.053225946550777614,0.03120941712784031,0.05787509201829265,0.026665674890452337,0.004649145467515034,0.026665674890452337,0.004649145467515034,0.00464914546751503,0.232457273375752,0.0532259465507776,9.73236009732360e-6,102750.000000000,3125.12343319566,0.000509188974844528,1963.90740845348,7.21417192103772,1.3371819187638248,0.232457273375752,1.0,1.0,1.0,13940.3111784866,1.0,1.0,1.0,1.0,17.3138280271333,1.0,1.0,20817.6119185598,1.0,1.0,1.0,1.0,18.6150244264620,1.0,1.0,0.05185530913877212,0.03993273052459223,0.05787509201829265,0.017942361493700418,0.006019782879520527,0.017942361493700418,0.006019782879520527,0.00601978287952053,0.300989143976026,0.0518553091387721,9.50655127836018e-6,105190.617577197,3116.96685312224,0.000510026328161063,1960.68309572483,7.10992572378616,1.3011963993287237,0.300989143976026,1.0,-0.11791180498427412,-0.2135421335566288,0.0,0.0,10.211380345026,9,11,4.5335699483381,10000,19000,16.5000000000000,19.0000000000000,7067.497423349148,10000,25000,17.0000000000000,20.0000000000000,4.554028878213546,4.607254824764324,4.5639513804805425,4.595160797608383,5285.3671771772,0.04929145010871713,4501.477292472158,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.203902303347103,9,11,4.472396350485011,10000,19000,16.5000000000000,19.0000000000000,6877.300740073192,10000,25000,17.0000000000000,20.0000000000000,4.606300277968349,4.554444968829577,4.59477013580435,4.554837405279757,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18770.511374587084,11,89.53050485307455,500000,1,1,-111,122,111,1,21,11,11,11,4
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,16357.9322567685,1.0,1.0,1.0,17.7984584290809,1.0,1.0,1.0,22895.0216221672,1.0,1.0,1.0,1.0,19.1095359423919,1.0,1.0,0.06152412970974286,0.028466919891771525,0.056116797266714785,0.02764987737494326,-0.005407332443028073,0.02764987737494326,0.0,0,0,0.0615241297097429,9.73236009732360e-6,102750.000000000,3612.34533010062,0.000477388288630408,2094.73090106363,7.80908528559088,1.3110775133109616,0,1.0,1.0,1.0,15859.0616650764,1.0,1.0,1.0,1.0,17.6670890146517,1.0,1.0,22329.7845002030,1.0,1.0,1.0,1.0,18.9648560681215,1.0,1.0,0.058943911581947006,0.02955877125384987,0.056116797266714785,0.026558026012864916,-0.002827114315232221,0.026558026012864916,0.0,0,0,0.0589439115819470,9.50655127836018e-6,105190.617577197,3543.05512098326,0.000482802119725136,2071.24194187323,7.65678858875051,1.2977670534698158,0,1.0,-0.2082496932247063,-0.25188416314824735,0.0,0.0,9.989373143490036,9,11,4.528341219335446,10000,19000,16.5000000000000,19.0000000000000,6537.0893653987005,10000,25000,17.0000000000000,20.0000000000000,4.554720662961842,4.616244792671585,4.560075885010249,4.588542804902021,4986.043387236581,0.05063366429359032,4498.860578637451,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.01030042590115,9,11,4.476097922144429,10000,19000,16.5000000000000,19.0000000000000,6470.722835126678,10000,25000,17.0000000000000,20.0000000000000,4.608593000527539,4.549649088945592,4.597113254722048,4.567554483468198,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18509.846529587565,11,106.11574569276742,500000,1,1,-111,121,111,1,21,11,11,11,5
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,19287.7299728372,1.0,0.0,0.0,18.3707644647137,1.0,1.0,1.0,26211.8046029242,1.0,0.0,0.0,1.0,19.6796510429784,1.0,1.0,0.07273670487961148,0.020164066913630485,0.05781977178514685,0.037655704871516364,-0.01491693309446463,0.037655704871516364,0.0,0,0,0.0727367048796115,9.73236009732360e-6,102750.000000000,4270.68367221719,0.000423188699163256,2363.01206052344,8.16234935701710,1.3088865782647292,0,1.0,1.0,1.0,13924.9491313377,1.0,1.0,1.0,1.0,17.3298113184773,1.0,1.0,20985.1700469314,1.0,1.0,1.0,1.0,18.6644341944137,1.0,1.0,0.05178434825618705,0.024620259817281998,0.05781977178514685,0.03319951196786485,0.006035423528959798,0.03319951196786485,0.006035423528959798,0.00603542352895980,0.301771176447990,0.0517843482561871,9.50655127836018e-6,105190.617577197,3112.70147080055,0.000510298497572948,1959.63735883241,7.10588062050135,1.3346228759363241,0.301771176447990,0.0,-0.14452118369880929,-0.08925178390002872,0.0,0.0,10.208415107696583,9,11,4.516309671520027,10000,19000,16.5000000000000,19.0000000000000,6924.074630087049,10000,25000,17.0000000000000,20.0000000000000,4.547457372225853,4.620194077105465,4.564587554420162,4.584751621333792,5290.049378660997,0.04917440287616724,4499.066865011725,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.22393069797598,9,11,4.473589665428574,10000,19000,16.5000000000000,19.0000000000000,7060.2209155937035,10000,25000,17.0000000000000,20.0000000000000,4.610274123216909,4.558489774960722,4.595168741238174,4.570548481420892,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,19040.064653288806,11,101.57961017773134,500000,1,1,-111,122,111,1,21,11,11,11,6
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,17726.3371768395,1.0,1.0,1.0,18.0354037020264,1.0,1.0,1.0,24238.9976315680,1.0,1.0,1.0,1.0,19.3345089170275,1.0,1.0,0.06682282467326228,0.026424222350556192,0.053029185948960667,0.026604963598404474,-0.013793638724301616,0.026604963598404474,0.0,0,0,0.0668228246732623,9.73236009732360e-6,102750.000000000,3923.45442010154,0.000454351248474481,2200.94035915512,8.05398342717661,1.2991052150011437,0,1.0,1.0,1.0,13936.8167353727,1.0,1.0,1.0,1.0,17.2769088336339,1.0,1.0,20420.1049564055,1.0,1.0,1.0,1.0,18.5701550571775,1.0,1.0,0.05150823425534057,0.026205280972879663,0.053029185948960667,0.026823904976081003,0.0015209516936200984,0.026823904976081003,0.0015209516936200984,0.00152095169362010,0.0760475846810049,0.0515082342553406,9.50655127836018e-6,105190.617577197,3096.10455521727,0.000522460321625308,1914.02094782839,7.28143375399580,1.2932462235435678,0.0760475846810049,1.0,-0.21859822524583145,-0.15356227818318788,0.0,0.0,9.981420274849771,9,11,4.518043356390182,10000,19000,16.5000000000000,19.0000000000000,6512.660454728537,10000,25000,17.0000000000000,20.0000000000000,4.550486126174147,4.617308950847409,4.565010150437538,4.591434372788094,5013.189370287304,0.04761051655565442,4500.927767218957,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.995475079638101,9,11,4.501403775879494,10000,19000,16.5000000000000,19.0000000000000,6483.2882210328125,10000,25000,17.0000000000000,20.0000000000000,4.608139492512868,4.556631258257528,4.593623229033896,4.567417948061016,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18762.215861388082,11,94.99997334698205,500000,1,1,-111,121,111,1,21,11,11,11,7
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14977.5542347648,1.0,1.0,1.0,17.5864848952485,1.0,1.0,1.0,22157.3429469320,1.0,1.0,1.0,1.0,18.9426132171023,1.0,1.0,0.05588275362988249,0.033263697191451946,0.05489120065842668,0.021627503466974736,-0.0009915529714558044,0.021627503466974736,0.0,0,0,0.0558827536298825,9.73236009732360e-6,102750.000000000,3281.11596312596,0.000493655723698121,2025.70324214759,7.39375537499068,1.3561283218538716,0,1.0,1.0,1.0,13967.6068820923,1.0,1.0,1.0,1.0,17.3010759412295,1.0,1.0,20735.7340548995,1.0,1.0,1.0,1.0,18.5794490679203,1.0,1.0,0.05204799411049876,0.0403503467620423,0.05489120065842668,0.014540853896384383,0.002843206547927919,0.014540853896384383,0.002843206547927919,0.00284320654792792,0.142160327396396,0.0520479941104988,9.50655127836018e-6,105190.617577197,3128.54893950725,0.000508518369945422,1966.49729705404,7.10278468372004,1.278373126690812,0.142160327396396,1.0,-0.20072672017643822,-0.203401791211135,0.0,0.0,10.192729520257773,9,11,4.56477442525241,10000,19000,16.5000000000000,19.0000000000000,7179.788712167221,10000,25000,17.0000000000000,20.0000000000000,4.561629405955659,4.617512159585542,4.555467188206709,4.588730885398161,5294.328417499766,0.04665346163921359,4499.78766666503,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.198291257509426,9,11,4.464563972680648,10000,19000,16.5000000000000,19.0000000000000,6768.127172807195,10000,25000,17.0000000000000,20.0000000000000,4.603126975263003,4.5510789811525045,4.594434554878841,4.554084208116799,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,19202.45651162058,11,99.6421327024629,500000,1,1,-111,122,111,1,21,11,11,11,8
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,15053.9444659455,1.0,1.0,1.0,17.5612122298313,1.0,1.0,1.0,21489.4854690991,1.0,1.0,1.0,1.0,18.8458569833663,1.0,1.0,0.056239534932482904,0.03553386278526016,0.052492145291010574,0.016958282505750412,-0.0037473896414723304,0.016958282505750412,0.0,0,0,0.0562395349324829,9.73236009732360e-6,102750.000000000,3302.06412246435,0.000502458090707917,1990.21573837351,7.56397619398200,1.2846447535349121,0,1.0,1.0,1.0,15290.1635700789,1.0,1.0,1.0,1.0,17.5593501048856,1.0,1.0,21721.1613275448,1.0,1.0,1.0,1.0,18.8430879483824,1.0,1.0,0.05628098399948911,0.03670830843120321,0.052492145291010574,0.015783836859807367,-0.0037888387084785355,0.015783836859807367,0.0,0,0,0.0562809839994891,9.50655127836018e-6,105190.617577197,3382.98940843349,0.000495213762764779,2019.32998472619,7.57189943482772,1.2837378434967597,0,1.0,-0.10925812008158542,-0.17117382082671517,0.0,0.0,9.99723603584935,9,11,4.558949768277262,10000,19000,16.5000000000000,19.0000000000000,6435.541003153573,10000,25000,17.0000000000000,20.0000000000000,4.55939629316813,4.615635828100613,4.560150211613926,4.595684074399186,5009.588047937081,0.04714654309656522,4499.430486003606,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.98745067005789,9,11,4.519719610106341,10000,19000,16.5000000000000,19.0000000000000,6430.997757465891,10000,25000,17.0000000000000,20.0000000000000,4.610409473115398,4.554128489115909,4.593220361212672,4.556512052781469,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18883.08432303193,11,91.61046002884878,500000,1,1,-111,121,111,1,21,11,11,11,9
