,batch_size_planned,percentage_batch_until_standstill,batch_size_run,batch_size_remain,subbatch_ID,time_initial_standstill,time_typeChange_standstill,time_unforeseen_standstill,time_standstill_sum,N_unforeseen_standstills,batch_ID_num,batch_size,cycle_time_mean,cycle_time_std,line_ID_num,partType_ID_num,time_initial,time_typeChange_standstill_mean,time_typeChange_standstill_std,time_unforeseen_standstills_mean,time_unforeseen_standstills_std,interventions,index_orig,partTypeChange,batch_ID_counter,batch_ID_unique,batch_ID_unique_noCounter,T1_MV_Supplier,T2_MV_Supplier,T3_MV_Supplier,T4_MV_Supplier,T5_MV_Supplier,T6_MV_Supplier,T7_MV_Supplier,T8_MV_Supplier,HU_Block_Supplier,subbatch_ID_unique
0,396.736427426291,1.00000000000000,396.736427426291,0,1,0,1155.5940256201873,0.0,1155.59402562019,0.14673980938585673,9,396.7364274262912,13.409772040305954,0.16507662518892496,7,91121,0,1171.5123841084035,149.7925822126424,706.333701541917,175.0093143322519,,8,1,0,7_0_91121_9,7_91121_9,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,HU_Block_Supplier_A,7_0_91121_9_1
1,425.941117503822,1.00000000000000,425.941117503822,0,1,1155.59402562019,0.0,0.0,1155.59402562019,0.6086381092994353,21,425.9411175038221,13.47963870508191,0.15009769413676236,7,91121,0,1204.5549603599336,127.4831803567181,938.7667060642892,191.46838362802814,,20,0,1,7_1_91121_21,7_91121_21,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,HU_Block_Supplier_B,7_1_91121_21_1
2,444.887605300022,1.00000000000000,444.887605300022,0,1,1155.59402562019,0.0,0.0,1155.59402562019,0,16,444.88760530002213,13.545333796600046,0.1920877625034696,7,91121,0,1185.9359092101502,139.9767001896827,926.0680266381294,224.72866556366793,,15,0,2,7_2_91121_16,7_91121_16,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,MV_Supplier_A,HU_Block_Supplier_A,7_2_91121_16_1
3,383.145998774486,1.00000000000000,383.145998774486,0,1,1155.59402562019,0.0,0.0,1155.59402562019,0.6321134903852146,15,383.14599877448575,13.38735695353931,0.14208454133894288,7,91121,0,1223.5395709029524,125.3996068449339,865.7985397187613,290.8190613188123,,14,0,3,7_3_91121_15,7_91121_15,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,MV_Supplier_D,HU_Block_Supplier_A,7_3_91121_15_1
4,370.077892248986,1.00000000000000,370.077892248986,0,1,1155.59402562019,0.0,0.0,1155.59402562019,0.8213891007991088,19,370.0778922489855,13.459626290352093,0.14559834661054177,7,91121,0,1249.9895794053175,90.15594151743622,981.832649957961,282.9017358572304,,18,0,4,7_4_91121_19,7_91121_19,MV_Supplier_D,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,MV_Supplier_D,MV_Supplier_A,HU_Block_Supplier_A,7_4_91121_19_1
5,495.353297533395,1.00000000000000,495.353297533395,0,1,1155.59402562019,1126.2862652957442,0.0,2281.88029091593,0,5,495.3532975333948,13.469779333103151,0.09182996132337919,7,912,0,1210.224863224294,107.73901337957733,874.9426454883799,167.57747014732456,,28,1,5,7_5_912_5,7_912_5,MV_Supplier_C,MV_Supplier_C,MV_Supplier_C,MV_Supplier_A,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_A,HU_Block_Supplier_B,7_5_912_5_1
6,393.932178300110,1.00000000000000,393.932178300110,0,1,2281.88029091593,0.0,0.0,2281.88029091593,0.45153215114769735,4,393.9321783001105,13.555084945287915,0.13702011714709678,7,912,0,1212.3668294716588,133.2888694775698,888.1949703551345,144.95972989340532,,27,0,6,7_6_912_4,7_912_4,MV_Supplier_A,MV_Supplier_A,MV_Supplier_C,MV_Supplier_A,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_A,HU_Block_Supplier_B,7_6_912_4_1
7,531.298211328447,1.00000000000000,531.298211328447,0,1,2281.88029091593,0.0,0.0,2281.88029091593,0.4956469647018705,6,531.2982113284472,13.538721862307813,0.15847542728236885,7,912,0,1306.2552537697488,109.25530508744335,973.0925834348111,259.5950539805491,,29,0,7,7_7_912_6,7_912_6,MV_Supplier_A,MV_Supplier_C,MV_Supplier_C,MV_Supplier_A,MV_Supplier_A,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,HU_Block_Supplier_B,7_7_912_6_1
8,384.422916088490,1.00000000000000,384.422916088490,0,1,2281.88029091593,1158.5632246884973,0.0,3440.44351560443,0.3636407386627284,5,384.42291608849047,13.404532861655138,0.13953422173639968,7,91121,0,1135.0970776313873,140.40750598867822,1060.1225433760726,244.46078280917888,,4,1,8,7_8_91121_5,7_91121_5,MV_Supplier_D,MV_Supplier_D,MV_Supplier_A,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,HU_Block_Supplier_B,7_8_91121_5_1
9,335.266344781175,0.1777362850774019,59.5889946328855,275.677350148290,1,3440.44351560443,0.0,226.23313093520255,3666.67664653963,1.7253874130409026,20,335.26634478117546,13.414189249810272,0.16137984192586496,7,91121,0,1218.8038760873087,131.36389426526313,773.6594218426201,300.68517788469836,,19,0,9,7_9_91121_20,7_91121_20,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,MV_Supplier_A,MV_Supplier_A,MV_Supplier_D,MV_Supplier_D,MV_Supplier_D,HU_Block_Supplier_A,7_9_91121_20_1
