MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,PSec_HUgeneration_pSection_ID_num,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,PF_M1_T1_Force,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,PF_M1_T1_smax_MpGood,PSec_C2_pSection_ID_num,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,PF_M1_T2_smax_MpGood,Sec_C2_Machine1_ProcessResult,product_type_ID_num,line_ID_num,batch_ID_num
92.0,24.0,92.0,24.0,-721.0,921.0,13.0,-711.0,14.496687088378543,12.0,17.0,16000.0,15000.0,28000.0,1.0,19.242254411081326,19.5,25.0,0.0,15000.0,20495.3936484265,28000.0,1.0,19.80508810082435,20.0,26.0,0.0,721.0,15.240766093454257,12.0,17.0,1.0,19564.207044829735,15000.0,28000.0,1.0,19.5,21.71214077942724,25.0,1.0,24117.097676172263,15000.0,28000.0,1.0,22.28217322451287,20.0,26.0,1.0,0.0,92122.0,7.0,20.0
11.0,21.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.00684417186783,9.0,11.0,16000.0,10000.0,19000.0,1.0,19.22093571567284,16.5,19.0,0.0,10000.0,22615.48175676301,25000.0,1.0,20.54362460115773,17.0,20.0,0.0,121.0,10.002058994746035,9.0,11.0,1.0,13332.521607613928,10000.0,19000.0,1.0,16.5,17.228227896733635,19.0,1.0,19812.2914302095,10000.0,25000.0,1.0,18.523782754259425,17.0,20.0,1.0,0.0,211.0,1.0,59.0
81.0,23.0,81.0,23.0,-721.0,912.0,12.0,-711.0,15.068963338805432,12.0,17.0,16000.0,12500.0,23000.0,1.0,21.101494285476786,20.0,24.0,1.0,12500.0,20003.195587963168,26000.0,1.0,21.589281209246227,20.0,25.0,1.0,722.0,15.519180413932165,12.0,17.0,1.0,17584.463758907925,12500.0,23000.0,1.0,20.0,22.257898733053537,24.0,1.0,21462.191329930032,12500.0,26000.0,1.0,22.730397456016814,20.0,25.0,1.0,1.0,912.0,7.0,10.0
11.0,21.0,11.0,22.0,-121.0,21.0,13.0,-111.0,9.993194365798477,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.50145069619531,16.5,19.0,1.0,10000.0,22493.196996467163,25000.0,1.0,19.79519278367286,17.0,20.0,1.0,121.0,9.994065064324726,9.0,11.0,1.0,16021.573883586138,10000.0,19000.0,1.0,16.5,17.711665681736143,19.0,1.0,22716.51395910309,10000.0,25000.0,1.0,19.045604225961583,17.0,20.0,1.0,1.0,211.0,1.0,52.0
11.0,22.0,11.0,21.0,-121.0,21.0,13.0,-111.0,10.212317636747242,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.695449296328498,16.5,19.0,1.0,10000.0,22873.406644272683,25000.0,1.0,19.995337593491566,17.0,20.0,1.0,122.0,10.215098676119391,9.0,11.0,1.0,12358.643636219505,10000.0,19000.0,1.0,16.5,17.023786339255448,19.0,1.0,19534.753730119704,10000.0,25000.0,1.0,18.38092145623378,17.0,20.0,1.0,1.0,211.0,1.0,58.0
11.0,22.0,11.0,22.0,-121.0,11.0,12.0,-111.0,10.005746220681816,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.862200188738488,16.5,19.0,1.0,10000.0,22490.381069181018,25000.0,1.0,19.163906542465323,17.0,20.0,1.0,121.0,9.992094700413332,9.0,11.0,1.0,15191.703787935448,10000.0,19000.0,1.0,16.5,17.60954833220733,19.0,1.0,21640.433115196403,10000.0,25000.0,1.0,18.902901041283222,17.0,20.0,1.0,1.0,111.0,1.0,42.0
92.0,24.0,92.0,24.0,-721.0,921.0,13.0,-711.0,15.232808814706335,12.0,17.0,16000.0,15000.0,28000.0,1.0,20.034104409882364,19.5,25.0,1.0,15000.0,20481.24313452465,28000.0,1.0,20.591647074093192,20.0,26.0,1.0,721.0,15.632324376057364,12.0,17.0,1.0,21820.49436517696,15000.0,28000.0,1.0,19.5,22.420117833002493,25.0,1.0,26301.019712192523,15000.0,28000.0,1.0,22.977571192270887,20.0,26.0,1.0,1.0,92122.0,7.0,22.0
11.0,22.0,11.0,21.0,-121.0,11.0,11.0,-111.0,10.006091446634565,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.005644446902167,16.5,19.0,1.0,10000.0,22375.971662878594,25000.0,1.0,19.2821141840193,17.0,20.0,1.0,121.0,10.004669568799514,9.0,11.0,1.0,13365.576635541098,10000.0,19000.0,1.0,16.5,17.186916225364218,19.0,1.0,19862.086194210042,10000.0,25000.0,1.0,18.48751765319258,17.0,20.0,1.0,1.0,111.0,1.0,39.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.178034348377182,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.602370617065667,16.5,19.0,1.0,10000.0,23059.30621344724,25000.0,1.0,19.930724243364146,17.0,20.0,1.0,122.0,10.210636344330961,9.0,11.0,1.0,13207.34963271556,10000.0,19000.0,1.0,16.5,17.24739103134153,19.0,1.0,20118.141082988153,10000.0,25000.0,1.0,18.54779855100334,17.0,20.0,1.0,1.0,211.0,1.0,41.0
91.0,24.0,91.0,21.0,-721.0,911.0,11.0,-711.0,15.104858570342818,12.0,17.0,16000.0,18000.0,36000.0,0.0,19.99465113948656,20.0,25.0,0.0,18000.0,20436.36453620364,36000.0,1.0,20.548794555762804,20.0,26.0,1.0,721.0,14.801051174412287,12.0,17.0,1.0,23203.08477417324,18000.0,36000.0,1.0,20.0,22.74131518821704,25.0,1.0,27748.694999534946,18000.0,36000.0,1.0,23.30910441265658,20.0,26.0,1.0,0.0,91121.0,7.0,2.0
