MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0_LTL,PF_M1_T1_s0,PF_M1_T1_s0_UTL,PF_M1_T1_Force_LTL,MV1_LmvPF,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,HU_T1_DboreMax,MV1_DmvMin,PF_M1_KstiffMachine,PF_M1_KstiffMachine_REF,PF_M1_LeakTolMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,PF_M1_T2_Force_LTL,MV2_LmvPF,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,17350.0222691335,1.0,1.0,17.9888834778565,1.0,1.0,1.0,24343.1867243558,1.0,1.0,1.0,19.3046580129430,1.0,1.0,1.0,0.06380143345832856,0.02954782121468913,0.05794099216762669,0.028393170952937558,-0.005860441290701873,0.028393170952937558,0.0,0,0,0.0638014334583286,9.50655127836018e-6,105190.617577197,3835.03553588116,0.000448905298653984,2227.64133771297,7.78851692837863,1.315774535086436,0,1.0,1.0,1.0,1.0,15039.3704686967,1.0,1.0,17.5363889262157,1.0,1.0,1.0,1.0,22017.5866918910,1.0,1.0,18.8493509286965,1.0,1.0,1.0,0.055707625352298784,0.020923869654446925,0.05794099216762669,0.03701712251317976,0.002233366815327903,0.03701712251317976,0.002233366815327903,0.00223336681532790,0.111668340766395,0.0557076253522988,9.50655127836018e-6,105190.617577197,3348.52543689568,0.000486790435898528,2054.27207737592,7.32102170609632,1.312962002480774,0.111668340766395,1.0,-0.21733845353954956,-0.29078674849761665,0.0,0.0,9,10.200366549477897,11,10000,4.524083833592696,19000,16.5000000000000,19.0000000000000,6993.164455222309,10000,25000,17.0000000000000,20.0000000000000,4.616902638409248,4.553101204950919,4.556265609757845,4.585813430972534,5314.865327411822,4499.661901348841,0.049053900507763495,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.215367220119393,9,11,10000,4.491341264123495,19000,16.5000000000000,19.0000000000000,10000,6978.21622319426,25000,17.0000000000000,20.0000000000000,4.558053303979514,4.6137609293318125,4.582830866738956,4.561906997084509,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,12,20960.13854188484,11,96.1159521763714,500000,1,1,-111,122,111,1,10,11,11,11,0
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,17192.9952108974,1.0,1.0,17.9594154713241,1.0,1.0,1.0,23701.6235525403,1.0,1.0,1.0,19.2588219482018,1.0,1.0,1.0,0.06327301343359615,0.03207009133581806,0.054299271210237365,0.022229179874419303,-0.008973742223358783,0.022229179874419303,0.0,0,0,0.0632730134335961,9.50655127836018e-6,105190.617577197,3803.27277660015,0.000462575117506072,2161.81104896304,7.95305177996217,1.2994064768776958,0,1.0,1.0,1.0,1.0,16204.1318408669,1.0,1.0,17.7536976976496,1.0,1.0,1.0,1.0,22758.5827910664,1.0,1.0,19.0622523684663,1.0,1.0,1.0,0.059461227648056614,0.03248747342088354,0.054299271210237365,0.021811797789353826,-0.005161956437819248,0.021811797789353826,0.0,0,0,0.0594612276480566,9.50655127836018e-6,105190.617577197,3574.15043325565,0.000479430442856205,2085.80830629466,7.76875410456713,1.3085546708166418,0,1.0,-0.10578067858183236,-0.14713071083260604,0.0,0.0,9,10.006363691361923,11,10000,4.520579043574843,19000,16.5000000000000,19.0000000000000,6508.628341642932,10000,25000,17.0000000000000,20.0000000000000,4.613874962767843,4.550601949334247,4.562709090665285,4.594779182001103,5008.924041445689,4499.3366997732,0.04877508656662434,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.984943593082503,9,11,10000,4.533701684768405,19000,16.5000000000000,19.0000000000000,10000,6554.450950199526,25000,17.0000000000000,20.0000000000000,4.558824408739044,4.6182856363871005,4.592406810945606,4.559919337524723,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,12,20974.387306876786,11,106.61479479946406,500000,1,1,-111,121,111,1,10,11,11,11,1
0.0204806025236991,0.0,0.0204806025236991,0.0204806025236991,0.0,1.0,1.0,1.0,1.0,15172.5357821277,1.0,1.0,17.6049288736026,1.0,1.0,1.0,22145.1906736358,1.0,1.0,1.0,18.9211031239125,1.0,1.0,1.0,0.055684672143510916,0.0254232139217887,0.0575517311581109,0.0321285172363222,0.0018670590145999852,0.0321285172363222,0.0018670590145999852,0.00186705901459999,0.0933529507299993,0.0556846721435109,9.50655127836018e-6,105190.617577197,3347.14574420552,0.000487524295096858,2051.17982848696,7.39697981201368,1.3161742503098746,0.113833553253698,1.0,1.0,1.0,1.0,15467.8938643420,1.0,1.0,17.6702203064260,1.0,1.0,1.0,1.0,22414.3562554899,1.0,1.0,18.9814504005913,1.0,1.0,1.0,0.05644697627865192,0.031250992958498536,0.0575517311581109,0.026300738199612365,0.0011047548794589843,0.026300738199612365,0.0011047548794589843,0.00110475487945898,0.0552377439729492,0.0564469762786519,9.50655127836018e-6,105190.617577197,3392.96702578102,0.000483489579105509,2068.29690486830,7.47856549411942,1.3112300941653667,0.0552377439729492,1.0,0.0204806025236991,-0.1773487657898433,0.0,0.0,9,10.20794906158895,11,10000,4.532977331027183,19000,16.5000000000000,19.0000000000000,6972.654891508061,10000,25000,17.0000000000000,20.0000000000000,4.6140891210970585,4.558404448953548,4.562374349815631,4.5877975637374195,5297.668519093462,4500.574679267478,0.04889242561415034,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.191654812306542,9,11,10000,4.558810547468109,19000,16.5000000000000,19.0000000000000,10000,6946.462391147819,25000,17.0000000000000,20.0000000000000,4.554925309269414,4.611372285548066,4.594261187169979,4.563010194211481,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,12,20933.29028960645,11,90.63082255995745,500000,1,1,-111,122,111,1,10,11,11,11,2
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,16899.5426892434,1.0,1.0,17.8879667947574,1.0,1.0,1.0,23420.7620742804,1.0,1.0,1.0,19.1930307466480,1.0,1.0,1.0,0.062277090182109696,0.03274839563044729,0.0524850201291939,0.019736624498746608,-0.009792070052915797,0.019736624498746608,0.0,0,0,0.0622770901821097,9.50655127836018e-6,105190.617577197,3743.40890123824,0.000467261947110997,2140.12719457005,7.89651322226130,1.3050639518906038,0,1.0,1.0,1.0,1.0,15127.6116141529,1.0,1.0,17.5658466795642,1.0,1.0,1.0,1.0,21596.1358578493,1.0,1.0,18.8603649765177,1.0,1.0,1.0,0.055694749052866754,0.02943038504593698,0.0524850201291939,0.02305463508325692,-0.0032097289236728554,0.02305463508325692,0.0,0,0,0.0556947490528668,9.50655127836018e-6,105190.617577197,3347.75145638747,0.000498833712410505,2004.67605761391,7.54616266139215,1.294518296953549,0,1.0,-0.20298659340885683,-0.11838372721524987,0.0,0.0,9,9.991453572496088,11,10000,4.514479485170161,19000,16.5000000000000,19.0000000000000,6521.219385037036,10000,25000,17.0000000000000,20.0000000000000,4.614639666425038,4.5523625762429285,4.5586967674798045,4.591445163110252,4996.858104608557,4499.713456491507,0.04726320947992223,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.019684018172018,9,11,10000,4.51873796822329,19000,16.5000000000000,19.0000000000000,10000,6468.524243696408,25000,17.0000000000000,20.0000000000000,4.558627947579816,4.614322696632683,4.595333519047326,4.565903134001389,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,12,20923.274791653996,11,104.29761673163237,500000,1,1,-111,121,111,1,10,11,11,11,3
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14754.1604590873,1.0,1.0,17.5073600045824,1.0,1.0,1.0,21577.1659973897,1.0,1.0,1.0,18.7923894370040,1.0,1.0,1.0,0.0542687014316412,0.03395386199500017,0.05868594971692255,0.024732087721922383,0.004417248285281353,0.024732087721922383,0.004417248285281353,0.00441724828528135,0.220862414264068,0.0542687014316412,9.50655127836018e-6,105190.617577197,3262.03326783249,0.000494895004378637,2020.63062094463,7.30176030500310,1.2850294324215417,0.220862414264068,1.0,1.0,1.0,1.0,17163.8160573679,1.0,1.0,17.9414582161740,1.0,1.0,1.0,1.0,24125.3968978871,1.0,1.0,19.2525866076181,1.0,1.0,1.0,0.06331506358849914,0.027000819686972655,0.05868594971692255,0.031685130029949896,-0.004629113871576593,0.031685130029949896,0.0,0,0,0.0633150635884991,9.50655127836018e-6,105190.617577197,3805.80036617928,0.000451094557970568,2216.83011317828,7.74250401748652,1.3111283914441656,0,1.0,-0.1480204436450854,-0.17923226228494638,0.0,0.0,9,10.20559969957932,11,10000,4.522995091613796,19000,16.5000000000000,19.0000000000000,6823.005538302395,10000,25000,17.0000000000000,20.0000000000000,4.6104047457851545,4.556136044353513,4.559448461593439,4.593402323588439,5309.610321877961,4501.176045273826,0.04975050428305755,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.198954198687463,9,11,10000,4.50990971830691,19000,16.5000000000000,19.0000000000000,10000,6961.580840519189,25000,17.0000000000000,20.0000000000000,4.553900467896492,4.617215531484991,4.590770190283344,4.563769370596371,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,12,20766.66917658689,11,100.76931267607505,500000,1,1,-111,122,111,1,10,11,11,11,4
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,16904.3714895365,1.0,1.0,17.9243182527363,1.0,1.0,1.0,23415.5078676368,1.0,1.0,1.0,19.2283054168765,1.0,1.0,1.0,0.06201408737937886,0.03312595590863765,0.05491277895567045,0.021786823047032798,-0.007101308423708409,0.021786823047032798,0.0,0,0,0.0620140873793789,9.50655127836018e-6,105190.617577197,3727.60008567036,0.000468539410420126,2134.29218067980,7.92036425123021,1.3039871641402578,0,1.0,1.0,1.0,1.0,13403.9421838850,1.0,1.0,17.1931367339033,1.0,1.0,1.0,1.0,19951.4872261820,1.0,1.0,18.5044154717442,1.0,1.0,1.0,0.049440101199157205,0.02837313599921565,0.05491277895567045,0.0265396429564548,0.005472677756513243,0.0265396429564548,0.005472677756513243,0.00547267775651324,0.273633887825662,0.0494401011991572,9.50655127836018e-6,105190.617577197,2971.79130183913,0.000536767673379539,1863.00339903837,7.19480286015781,1.311278737840916,0.273633887825662,1.0,-0.12147323866397405,-0.18251386101850745,0.0,0.0,9,10.003954001506079,11,10000,4.5349208877101015,19000,16.5000000000000,19.0000000000000,6511.136378100326,10000,25000,17.0000000000000,20.0000000000000,4.6150209467736145,4.553006859394236,4.5595596482505645,4.592685604159202,4993.251894770939,4499.3351024004105,0.04948097935622709,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.998333873745446,9,11,10000,4.510391485293676,19000,16.5000000000000,19.0000000000000,10000,6547.545042296999,25000,17.0000000000000,20.0000000000000,4.558811000979201,4.608251102178358,4.585102531612104,4.556729395612888,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,12,20917.254180623717,11,90.27879618850254,500000,1,1,-111,121,111,1,10,11,11,11,5
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,18294.2633663398,1.0,1.0,18.1993116096965,1.0,1.0,1.0,25132.7577002289,1.0,0.0,0.0,19.4884612498477,1.0,1.0,1.0,0.06723700179817893,0.03432791468823382,0.05784104936253939,0.023513134674305575,-0.009395952435639537,0.023513134674305575,0.0,0,0,0.0672370017981789,9.50655127836018e-6,105190.617577197,4041.54385325118,0.000435943865520189,2293.87331510389,7.97527188876657,1.2891496401511227,0,1.0,1.0,1.0,1.0,16768.1601764098,1.0,1.0,17.9023712812968,1.0,1.0,1.0,1.0,23792.8391877757,1.0,1.0,19.2266192776433,1.0,1.0,1.0,0.06182848867726953,0.03144588795458514,0.05784104936253939,0.026395161407954254,-0.00398743931473014,0.026395161407954254,0.0,0,0,0.0618284886772695,9.50655127836018e-6,105190.617577197,3716.44394732956,0.000457588086600060,2185.37158043194,7.67291033092668,1.3242479963464988,0,0.0,-0.06609832141878526,-0.08262858341529528,0.0,0.0,9,10.224039720929966,11,10000,4.5265532258478895,19000,16.5000000000000,19.0000000000000,6838.4943338890525,10000,25000,17.0000000000000,20.0000000000000,4.621205318929515,4.553968317131336,4.561469794297608,4.595797708985842,5304.6551935486705,4500.41046450472,0.04907170293475136,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.229460950370111,9,11,10000,4.511882975783479,19000,16.5000000000000,19.0000000000000,10000,7024.679011365876,25000,17.0000000000000,20.0000000000000,4.5569342069133745,4.618762695590644,4.59413422416812,4.562688336213535,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,12,20838.04247473757,11,95.50711988530783,500000,1,1,-111,122,111,1,10,11,11,11,6
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14378.4333343793,1.0,1.0,17.3590525417714,1.0,1.0,1.0,20928.5765499889,1.0,1.0,1.0,18.6694754664098,1.0,1.0,1.0,0.053240398287542234,0.032917454274220326,0.05428374039207553,0.021366286117855203,0.0010433421045332944,0.021366286117855203,0.0010433421045332944,0.00104334210453329,0.0521671052266647,0.0532403982875422,9.50655127836018e-6,105190.617577197,3200.22307195572,0.000512538411483040,1951.07328074491,7.36949938081754,1.3104229246384713,0.0521671052266647,1.0,1.0,1.0,1.0,16644.7792517778,1.0,1.0,17.8639420710015,1.0,1.0,1.0,1.0,23144.5325281127,1.0,1.0,19.1642839745962,1.0,1.0,1.0,0.061045389079199985,0.023686501188732834,0.05428374039207553,0.030597239203342695,-0.006761648687124457,0.030597239203342695,0.0,0,0,0.0610453890792000,9.50655127836018e-6,105190.617577197,3669.37267284648,0.000472586342305988,2116.01544623675,7.86609534508825,1.3003419035946449,0,1.0,-0.20631849929285365,-0.07689445059782603,0.0,0.0,9,9.98955316095383,11,10000,4.492947213705417,19000,16.5000000000000,19.0000000000000,6550.143215609607,10000,25000,17.0000000000000,20.0000000000000,4.608024889932496,4.554784491644954,4.558139733371269,4.5910571876454895,4998.495594402629,4501.703211495214,0.04888856733786589,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.997846725913272,9,11,10000,4.536137573310521,19000,16.5000000000000,19.0000000000000,10000,6499.75327633496,25000,17.0000000000000,20.0000000000000,4.5542524632536585,4.6152978523328585,4.585562850247239,4.561876349058506,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,12,20930.70419586795,11,112.64750638508687,500000,1,1,-111,121,111,1,10,11,11,11,7
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15298.6886236230,1.0,1.0,17.5633223595231,1.0,1.0,1.0,22258.0521687225,1.0,1.0,1.0,18.8803166254606,1.0,1.0,1.0,0.05667750090036794,0.0240131207015315,0.05615728010255206,0.03214415940102056,-0.0005202207978158777,0.03214415940102056,0.0,0,0,0.0566775009003679,9.50655127836018e-6,105190.617577197,3406.82361282392,0.000482769170532785,2071.38330497865,7.38573521706583,1.3169942659375438,0,1.0,1.0,1.0,1.0,14831.5434951619,1.0,1.0,17.5226748598794,1.0,1.0,1.0,1.0,21825.5369680302,1.0,1.0,18.8462225147879,1.0,1.0,1.0,0.05438347768806828,0.028566002663208856,0.05615728010255206,0.027591277439343205,0.0017738024144837786,0.027591277439343205,0.0017738024144837786,0.00177380241448378,0.0886901207241889,0.0543834776880683,9.50655127836018e-6,105190.617577197,3268.93234514493,0.000495150896362859,2019.58636719739,7.34385205607417,1.3235476549084926,0.0886901207241889,1.0,-0.07172840728732813,-0.18426295434941664,0.0,0.0,9,10.177587142457245,11,10000,4.490601910247397,19000,16.5000000000000,19.0000000000000,6959.363545099458,10000,25000,17.0000000000000,20.0000000000000,4.612791047779954,4.556113546879586,4.561892380423204,4.585905501124736,5284.277786999487,4499.779290719319,0.04782022751534284,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.178822803805204,9,11,10000,4.537121582583376,19000,16.5000000000000,19.0000000000000,10000,6993.99347286821,25000,17.0000000000000,20.0000000000000,4.560236752333625,4.614620230021694,4.592376747348638,4.563810744685429,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,12,21216.16092965616,11,87.3386031739203,500000,1,1,-111,122,111,1,10,11,11,11,8
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,16331.7782815676,1.0,1.0,17.7894645933278,1.0,1.0,1.0,22880.9066056960,1.0,1.0,1.0,19.1013084911391,1.0,1.0,1.0,0.06012962490565599,0.029206733953960118,0.05272516845934381,0.02351843450538369,-0.007404456446312178,0.02351843450538369,0.0,0,0,0.0601296249056560,9.50655127836018e-6,105190.617577197,3614.32707343495,0.000476984844003315,2096.50267209130,7.79001071593022,1.311843897811265,0,1.0,1.0,1.0,1.0,16784.0472645356,1.0,1.0,17.8950909882619,1.0,1.0,1.0,1.0,23246.6938375733,1.0,1.0,19.1896118849307,1.0,1.0,1.0,0.06163867572476178,0.02379254270500386,0.05272516845934381,0.028932625754339948,-0.008913507265417973,0.028932625754339948,0.0,0,0,0.0616386757247618,9.50655127836018e-6,105190.617577197,3705.03449493045,0.000470211188350227,2126.70396786725,7.89204680958366,1.2945208966688813,0,1.0,-0.17064850634529272,-0.13203483687403805,0.0,0.0,9,9.999453877397588,11,10000,4.5186221251543515,19000,16.5000000000000,19.0000000000000,6549.1283241284655,10000,25000,17.0000000000000,20.0000000000000,4.619184913138718,4.559055288233062,4.557796527860099,4.5870032618140595,4992.307648078635,4499.408074549768,0.04751951710934133,1.00000000000000,0.0100000000000000,0.500000000000000,215500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.003044178678202,9,11,10000,4.530065047302804,19000,16.5000000000000,19.0000000000000,10000,6462.6465730376685,25000,17.0000000000000,20.0000000000000,4.556135196102413,4.617773871827175,4.585740600447116,4.5619480577421125,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,12,21038.887365023795,11,101.75523833583416,500000,1,1,-111,121,111,1,10,11,11,11,9
