MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,HU_T1_DboreMax,MV1_DmvMin,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T2_s0_LTL,PF_M1_T2_s0,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_REF,PF_M1_T2_AleakPF_deltaD_REF,MV2_Emv,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17499.6999908732,1.0,1.0,1.0,17.9570380189093,1.0,1.0,1.0,24511.2282722978,1.0,1.0,1.0,1.0,19.2748413932505,1.0,1.0,0.06644511378479656,0.030607497730530397,0.05576099034599727,0.02515349261546687,-0.010684123438799292,0.02515349261546687,0.0,0,0,0.0664451137847966,9.73236009732360e-6,102750.000000000,3901.27739507877,0.000444274393700887,2250.86121140095,7.77466860339262,1.3178033743412476,0,1.0,1.0,1.0,15181.6350087230,1.0,1.0,1.0,17.5214812934823,1.0,1.0,1.0,22078.0244248320,1.0,1.0,1.0,1.0,18.8176445375780,1.0,1.0,0.0566827050837686,0.03312764408642188,0.05576099034599727,0.022633346259575388,-0.0009217147377713342,0.022633346259575388,0.0,0,0,0.0566827050837686,9.50655127836018e-6,105190.617577197,3407.13643069014,0.000481449695501266,2077.06019828061,7.30919355216106,1.2961632440956627,0,1.0,-0.22491622233522934,-0.1808982162772422,0.0,0.0,10.182369415516638,9,11,4.485633349976105,10000,19000,16.5000000000000,19.0000000000000,7011.528281424536,10000,25000,17.0000000000000,20.0000000000000,4.618589305189761,4.552144191404964,4.5620689224765325,4.592676420207063,0.04719205670070044,5320.617944941525,4502.985011249337,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.212287741321273,11,4.455834193187224,10000,19000,16.5000000000000,19.0000000000000,6896.389416109005,10000,25000,17.0000000000000,20.0000000000000,4.5528230445163915,4.60950574960016,4.600729816484243,4.567602172397821,1.00000000000000,0.500000000000000,0.0100000000000000,215500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,21,-121,11,11,18872.38254772873,11,110.76409840031666,500000,1,1,-111,122,111,1,12,11,11,11,0
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14541.5145023764,1.0,1.0,1.0,17.3981040892108,1.0,1.0,1.0,20954.0779432017,1.0,1.0,1.0,1.0,18.6758532353158,1.0,1.0,0.05500593181234148,0.036465688694584664,0.05386763518121791,0.01740194648663325,-0.001138296631123567,0.01740194648663325,0.0,0,0,0.0550059318123415,9.73236009732360e-6,102750.000000000,3229.63399641034,0.000508889763655051,1965.06212429505,7.40002787830080,1.2777491461049941,0,1.0,1.0,1.0,13942.2880509501,1.0,1.0,1.0,17.2716316511421,1.0,1.0,1.0,20402.4773872908,1.0,1.0,1.0,1.0,18.5588705976816,1.0,1.0,0.05165206881989537,0.03616936095475243,0.05386763518121791,0.017698274226465485,0.0022155663613225435,0.017698274226465485,0.0022155663613225435,0.00221556636132254,0.110778318066127,0.0516520688198954,9.50655127836018e-6,105190.617577197,3104.75029617410,0.000521344248628282,1918.11840761861,7.26873168808167,1.2872389465395264,0.110778318066127,1.0,-0.18818954345654207,-0.1873155962002878,0.0,0.0,9.998076210909977,9,11,4.502527072274732,10000,19000,16.5000000000000,19.0000000000000,6412.5634408253645,10000,25000,17.0000000000000,20.0000000000000,4.613972143040866,4.558966211228524,4.555673553773351,4.592139242467936,0.04829505245110176,5018.640364873651,4499.46426716907,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.002899963060388,11,4.490631039839438,10000,19000,16.5000000000000,19.0000000000000,6460.189336340703,10000,25000,17.0000000000000,20.0000000000000,4.554713350322548,4.606365419142444,4.600153490167312,4.563984129212559,1.00000000000000,0.500000000000000,0.0100000000000000,215500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,21,-121,11,11,19106.994247605373,11,121.48519112269275,500000,1,1,-111,121,111,1,12,11,11,11,1
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16987.3291256267,1.0,1.0,1.0,17.9554241410270,1.0,1.0,1.0,23995.3028017990,1.0,1.0,1.0,1.0,19.2751625313146,1.0,1.0,0.06352688613387691,0.03403650552288173,0.05681306821325123,0.022776562690369498,-0.006713817920625684,0.022776562690369498,0.0,0,0,0.0635268861338769,9.73236009732360e-6,102750.000000000,3729.93574300335,0.000456420674950696,2190.96122257832,7.75336822512815,1.3197383902876019,0,1.0,1.0,1.0,14786.0015811077,1.0,1.0,1.0,17.4826806200019,1.0,1.0,1.0,21834.0962810141,1.0,1.0,1.0,1.0,18.8099745830879,1.0,1.0,0.054670298074872115,0.025526831726592647,0.05681306821325123,0.031286236486658583,0.002142770138379116,0.031286236486658583,0.002142770138379116,0.00214277013837912,0.107138506918956,0.0546702980748721,9.50655127836018e-6,105190.617577197,3286.17281007157,0.000492624901609286,2029.94204461294,7.28395257408793,1.3272939630859926,0.107138506918956,1.0,-0.11772371317420863,-0.13139047649597896,0.0,0.0,10.202055915898804,9,11,4.554322191070373,10000,19000,16.5000000000000,19.0000000000000,7007.973676172285,10000,25000,17.0000000000000,20.0000000000000,4.615199913895726,4.551673027761849,4.560585991723695,4.594622497246577,0.048153137423223795,5310.123375773803,4500.709232744255,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.19872804591397,11,4.499459534139859,10000,19000,16.5000000000000,19.0000000000000,7048.09469990638,10000,25000,17.0000000000000,20.0000000000000,4.555001038552813,4.609671336627685,4.585622879144381,4.5600960474177885,1.00000000000000,0.500000000000000,0.0100000000000000,215500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,21,-121,11,11,18854.85038228142,11,110.88879891960732,500000,1,1,-111,122,111,1,12,11,11,11,2
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16279.3358781644,1.0,1.0,1.0,17.7741987086576,1.0,1.0,1.0,22669.4006890219,1.0,1.0,1.0,1.0,19.0515693295816,1.0,1.0,0.061349284036967155,0.033470558838246234,0.053769411302003835,0.0202988524637576,-0.007579872734963321,0.0202988524637576,0.0,0,0,0.0613492840369672,9.73236009732360e-6,102750.000000000,3602.07939131336,0.000477516901671806,2094.16671221262,7.77365802981574,1.2773706209240479,0,1.0,1.0,1.0,12718.5814653556,1.0,1.0,1.0,16.9861021954761,1.0,1.0,1.0,19221.7543041037,1.0,1.0,1.0,1.0,18.2860830521481,1.0,1.0,0.047418749677637706,0.026965169617342077,0.053769411302003835,0.026804241684661757,0.006350661624366129,0.026804241684661757,0.006350661624366129,0.00635066162436613,0.317533081218306,0.0474187496776377,9.50655127836018e-6,105190.617577197,2850.29003618813,0.000550740966999968,1815.73563602371,7.00464385509778,1.2999808566720157,0.317533081218306,1.0,-0.14253609872372092,-0.13907733043209522,0.0,0.0,10.000540678841816,9,11,4.519427283424979,10000,19000,16.5000000000000,19.0000000000000,6390.064810857463,10000,25000,17.0000000000000,20.0000000000000,4.614589375710808,4.553240091673841,4.558087430759247,4.591557989597494,0.048380897671654016,5002.514310400297,4501.186215208609,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,9.981458340378342,11,4.46220605758595,10000,19000,16.5000000000000,19.0000000000000,6503.172838748196,10000,25000,17.0000000000000,20.0000000000000,4.560520745145846,4.6079394948234835,4.589993117357696,4.563027947740354,1.00000000000000,0.500000000000000,0.0100000000000000,215500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,21,-121,11,11,18697.277164939045,11,93.6200541135045,500000,1,1,-111,121,111,1,12,11,11,11,3
0.04515506907463532,0.0,0.0451550690746353,0.0,0.04515506907463532,1.0,1.0,1.0,13333.1142707333,1.0,1.0,1.0,17.2406233927551,1.0,1.0,1.0,20566.0934705253,1.0,1.0,1.0,1.0,18.6066573718562,1.0,1.0,0.05006821024017327,0.0264481069778828,0.058824252872724914,0.03237614589484211,0.008756042632551642,0.03237614589484211,0.008756042632551642,0.00875604263255164,0.437802131627582,0.0500682102401733,9.73236009732360e-6,102750.000000000,2939.71920124446,0.000529030414087783,1890.25049103144,7.05362296372575,1.3660339791011242,0.482957200702217,1.0,1.0,1.0,13215.3540566588,1.0,1.0,1.0,17.1832621765566,1.0,1.0,1.0,20343.3652561280,1.0,1.0,1.0,1.0,18.5294717028011,1.0,1.0,0.04897025826215451,0.01869913685979885,0.058824252872724914,0.040125116012926065,0.009853994610570405,0.040125116012926065,0.009853994610570405,0.00985399461057040,0.492699730528520,0.0489702582621545,9.50655127836018e-6,105190.617577197,2943.54954829193,0.000528587763622356,1891.83342638714,6.98547444628691,1.3462095262445037,0.492699730528520,1.0,0.04515506907463532,-0.09355793040109522,0.0,0.0,10.187000429029306,9,11,4.535506066391995,10000,19000,16.5000000000000,19.0000000000000,7232.979199791973,10000,25000,17.0000000000000,20.0000000000000,4.6094327608274925,4.559364550587319,4.560833741652978,4.587281848630861,0.04997768940188178,5294.875025401204,4498.580203200191,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.197787730269695,11,4.489597963223472,10000,19000,16.5000000000000,19.0000000000000,7128.011199469209,10000,25000,17.0000000000000,20.0000000000000,4.561669227834673,4.610639486096828,4.594661333034474,4.575962196174675,1.00000000000000,0.500000000000000,0.0100000000000000,215500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,21,-121,11,11,18930.557693087554,11,93.76626757096848,500000,1,1,-111,122,111,1,12,11,11,11,4
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17550.2719389721,1.0,1.0,1.0,18.0401693842873,1.0,1.0,1.0,23989.9824725481,1.0,1.0,1.0,1.0,19.3252562763202,1.0,1.0,0.06608030482956195,0.03336632195506617,0.05265379828561619,0.019287476330550023,-0.013426506543945761,0.019287476330550023,0.0,0,0,0.0660803048295620,9.73236009732360e-6,102750.000000000,3879.85789785000,0.000457298022106182,2186.75776333843,8.02570464511758,1.2850868920328482,0,1.0,1.0,1.0,13691.8715566750,1.0,1.0,1.0,17.2330235930821,1.0,1.0,1.0,20201.9496361484,1.0,1.0,1.0,1.0,18.5321527949961,1.0,1.0,0.05075492318974639,0.034412314869626925,0.05265379828561619,0.018241483415989267,0.0018988750958697995,0.018241483415989267,0.0018988750958697995,0.00189887509586980,0.0949437547934900,0.0507549231897464,9.50655127836018e-6,105190.617577197,3050.82383737864,0.000527336939269997,1896.32078758662,7.22022963957491,1.299129201913998,0.0949437547934900,1.0,-0.12671620041014545,-0.20115455641961658,0.0,0.0,10.014464739169746,9,11,4.523431631013478,10000,19000,16.5000000000000,19.0000000000000,6439.710533575956,10000,25000,17.0000000000000,20.0000000000000,4.618086087808483,4.552005782978921,4.55759389781505,4.590960219770116,0.047276665030098634,5011.109033560471,4499.362456699684,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.012793953507199,11,4.487925978852788,10000,19000,16.5000000000000,19.0000000000000,6510.07807947344,10000,25000,17.0000000000000,20.0000000000000,4.556453293008681,4.607208216198427,4.595964186082385,4.5615518712127585,1.00000000000000,0.500000000000000,0.0100000000000000,215500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,21,-121,11,11,18933.596172799764,11,95.4741661051933,500000,1,1,-111,121,111,1,12,11,11,11,5
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15634.7616369710,1.0,1.0,1.0,17.6996393062420,1.0,1.0,1.0,22569.7766539522,1.0,1.0,1.0,1.0,19.0044473085840,1.0,1.0,0.058739667130031314,0.020238543457395508,0.0579023970826835,0.03766385362528799,-0.0008372700473478142,0.03766385362528799,0.0,0,0,0.0587396671300313,9.73236009732360e-6,102750.000000000,3448.85759863470,0.000478098910729034,2091.61739874107,7.47496250814392,1.304808002342041,0,1.0,1.0,1.0,14859.1790456532,1.0,1.0,1.0,17.4666941101297,1.0,1.0,1.0,21907.8977674292,1.0,1.0,1.0,1.0,18.7928952173964,1.0,1.0,0.05508157832206173,0.027920313578291278,0.0579023970826835,0.029982083504392222,0.0028208187606217697,0.029982083504392222,0.0028208187606217697,0.00282081876062177,0.141040938031088,0.0550815783220617,9.50655127836018e-6,105190.617577197,3310.89442332825,0.000490181015183620,2040.06268913822,7.28368746939348,1.3262011072666606,0.141040938031088,1.0,-0.23888994643576955,-0.23047290139205517,0.0,0.0,10.22467679809807,9,11,4.533316087959194,10000,19000,16.5000000000000,19.0000000000000,6935.015016981214,10000,25000,17.0000000000000,20.0000000000000,4.613051261189644,4.554311594059612,4.563418600393165,4.5836571438505604,0.04902816752187426,5314.9697154932655,4500.387526491942,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.183006640736235,11,4.487965228053446,10000,19000,16.5000000000000,19.0000000000000,7048.7187217759365,10000,25000,17.0000000000000,20.0000000000000,4.54950140412944,4.604582982451502,4.594594812512718,4.566674498934427,1.00000000000000,0.500000000000000,0.0100000000000000,215500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,21,-121,11,11,18985.31504815875,11,105.60924011416871,500000,1,1,-111,122,111,1,12,11,11,11,6
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17528.4263406535,1.0,1.0,1.0,18.0860918940631,1.0,1.0,1.0,24066.4592958592,1.0,1.0,1.0,1.0,19.3916440100939,1.0,1.0,0.06495545973099492,0.026906945350392952,0.054706954101204276,0.027800008750811324,-0.010248505629790648,0.027800008750811324,0.0,0,0,0.0649554597309949,9.73236009732360e-6,102750.000000000,3813.81342134842,0.000461890516969411,2165.01522170507,8.09621390414471,1.305552116030814,0,1.0,1.0,1.0,13450.9446900456,1.0,1.0,1.0,17.1603894868129,1.0,1.0,1.0,19907.6960974023,1.0,1.0,1.0,1.0,18.4497108347342,1.0,1.0,0.04993010751610516,0.041067310033614746,0.054706954101204276,0.01363964406758953,0.004776846585099116,0.01363964406758953,0.004776846585099116,0.00477684658509912,0.238842329254956,0.0499301075161052,9.50655127836018e-6,105190.617577197,3001.24505446569,0.000532880816915242,1876.59222898815,7.16775039471324,1.289321347921271,0.238842329254956,1.0,-0.15315303402397104,-0.13491439684086967,0.0,0.0,9.989877989918417,9,11,4.596036670943427,10000,19000,16.5000000000000,19.0000000000000,6538.032955205639,10000,25000,17.0000000000000,20.0000000000000,4.6171172777968925,4.552161818065898,4.559345391001762,4.586252336352155,0.049151719734788483,5007.868222896226,4499.342714368558,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,9.992639092099658,11,4.481788206541594,10000,19000,16.5000000000000,19.0000000000000,6456.751407356663,10000,25000,17.0000000000000,20.0000000000000,4.55804650338082,4.607976610896925,4.5990520292369865,4.557984719203372,1.00000000000000,0.500000000000000,0.0100000000000000,215500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,21,-121,11,11,18875.68007049245,11,104.96001038529792,500000,1,1,-111,121,111,1,12,11,11,11,7
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,19084.4314736251,1.0,0.0,0.0,18.3253952317833,1.0,1.0,1.0,26007.4184881880,1.0,0.0,0.0,1.0,19.6332162427609,1.0,1.0,0.07186216092253161,0.030280549941174684,0.0589126239724397,0.02863207403126502,-0.012949536950091912,0.02863207403126502,0.0,0,0,0.0718621609225316,9.73236009732360e-6,102750.000000000,4219.33544845150,0.000425914079964682,2347.89138711480,8.12832807273804,1.3078210109776351,0,1.0,1.0,1.0,13507.2079928102,1.0,1.0,1.0,17.2063743218303,1.0,1.0,1.0,20535.8226894077,1.0,1.0,1.0,1.0,18.5341494511119,1.0,1.0,0.050347545765323076,0.03302606606031411,0.0589126239724397,0.025886557912125595,0.008565078207116626,0.025886557912125595,0.008565078207116626,0.00856507820711663,0.428253910355831,0.0503475457653231,9.50655127836018e-6,105190.617577197,3026.33681860030,0.000519342419210524,1925.51188389376,7.01486607576575,1.3277751292816475,0.428253910355831,0.0,-0.1283440327439034,-0.1417390932153542,0.0,0.0,10.197067159045222,9,11,4.523089407510624,10000,19000,16.5000000000000,19.0000000000000,6922.987014562962,10000,25000,17.0000000000000,20.0000000000000,4.618016169576495,4.546154008653963,4.557573764350827,4.587854314292001,0.05008351885543991,5293.52790362943,4500.198543138201,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,10.191508246064526,11,4.463220322930646,10000,19000,16.5000000000000,19.0000000000000,7028.614696597574,10000,25000,17.0000000000000,20.0000000000000,4.55978087755161,4.610128423316933,4.5960235369759515,4.562997470915637,1.00000000000000,0.500000000000000,0.0100000000000000,215500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,21,-121,11,11,19043.894438622247,11,112.58191385380955,500000,1,1,-111,122,111,1,12,11,11,11,8
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13239.8253710375,1.0,1.0,1.0,17.1863471328666,1.0,1.0,1.0,19804.9179373448,1.0,1.0,1.0,1.0,18.4974878549475,1.0,1.0,0.04984327445764336,0.028456496406908727,0.05424925940838863,0.025792763001479903,0.004405984950745269,0.025792763001479903,0.004405984950745269,0.00440598495074527,0.220299247537263,0.0498432744576434,9.73236009732360e-6,102750.000000000,2926.51225744163,0.000541417650677843,1847.00295372348,7.16827514777204,1.3111407220808386,0.220299247537263,1.0,1.0,1.0,12810.1121784710,1.0,1.0,1.0,16.9968316618470,1.0,1.0,1.0,19354.7514641501,1.0,1.0,1.0,1.0,18.3038875779848,1.0,1.0,0.047882243442195715,0.029603914837459833,0.05424925940838863,0.024645344570928797,0.006367015966192914,0.024645344570928797,0.006367015966192914,0.00636701596619291,0.318350798309646,0.0478822434421957,9.50655127836018e-6,105190.617577197,2878.15014780929,0.000547159363185585,1827.62110507980,7.00917282190808,1.3070559161377633,0.318350798309646,1.0,-0.1684474198028849,-0.24869210232045183,0.0,0.0,10.018071985094606,9,11,4.524097015951623,10000,19000,16.5000000000000,19.0000000000000,6565.092566307233,10000,25000,17.0000000000000,20.0000000000000,4.608599300809593,4.55875602635195,4.559867500606666,4.588323997013575,0.0487572346678675,5007.160906335163,4500.251653061364,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9,9.987658839938948,11,4.450814419192611,10000,19000,16.5000000000000,19.0000000000000,6544.6392856791,10000,25000,17.0000000000000,20.0000000000000,4.558843810226481,4.606726053668677,4.599849423761088,4.5702455089236285,1.00000000000000,0.500000000000000,0.0100000000000000,215500,0.0500000000000000,105000.000000000,3000.00000000000,11,22,11,21,-121,11,11,19131.299775243904,11,102.43082225470603,500000,1,1,-111,121,111,1,12,11,11,11,9
