,batch_size_planned,percentage_batch_until_standstill,batch_size_run,batch_size_remain,subbatch_ID,time_initial_standstill,time_typeChange_standstill,time_unforeseen_standstill,time_standstill_sum,N_unforeseen_standstills,batch_ID_num,batch_size,cycle_time_mean,cycle_time_std,line_ID_num,partType_ID_num,time_initial,time_typeChange_standstill_mean,time_typeChange_standstill_std,time_unforeseen_standstills_mean,time_unforeseen_standstills_std,interventions,index_orig,partTypeChange,batch_ID_counter,batch_ID_unique,batch_ID_unique_noCounter,T1_MV_Supplier,T2_MV_Supplier,T3_MV_Supplier,T4_MV_Supplier,T5_MV_Supplier,T6_MV_Supplier,T7_MV_Supplier,T8_MV_Supplier,HU_Block_Supplier,subbatch_ID_unique
0,500.556941982084,0.38064789638418506,190.535946985981,310.020994996103,1,0,1296.496418430333,833.2738659091258,2129.77028433946,1.4758034764590742,8,500.5569419820844,12.892817360780763,0.10804159912022765,1,111,0,1257.3470241570446,130.73793852727758,969.8552558934504,286.9159184226851,,7,1,0,1_0_111_8,1_111_8,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,HU_Block_Supplier_A,1_0_111_8_1
1,310.020994996103,1.00000000000000,310.020994996103,0,2,2129.77028433946,0.0,0.0,2129.77028433946,1.4758034764590742,8,500.5569419820844,12.892817360780763,0.10804159912022765,1,111,0,1257.3470241570446,130.73793852727758,969.8552558934504,286.9159184226851,,7,1,0,1_0_111_8,1_111_8,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,HU_Block_Supplier_A,1_0_111_8_2
2,456.844229854117,0.9750671050504198,445.453780662842,11.3904491912746,1,2129.77028433946,0.0,1040.1005307713076,3169.87081511077,2.7704648956490834,20,456.844229854117,12.964189249810273,0.10568992096293249,1,111,0,1218.8038760873087,131.36389426526313,836.82971092131,270.27407115387933,,19,0,1,1_1_111_20,1_111_20,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,HU_Block_Supplier_B,1_1_111_20_1
3,11.3904491912746,0.9949485144532041,11.3329105018134,0.0575386894612375,2,3169.87081511077,0.0,817.8998577947491,3987.77067290552,2.7704648956490834,20,456.844229854117,12.964189249810273,0.10568992096293249,1,111,0,1218.8038760873087,131.36389426526313,836.82971092131,270.27407115387933,,19,0,1,1_1_111_20,1_111_20,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,HU_Block_Supplier_B,1_1_111_20_2
4,1,1.00000000000000,1,0,3,3987.77067290552,0.0,0.0,3987.77067290552,2.7704648956490834,20,456.844229854117,12.964189249810273,0.10568992096293249,1,111,0,1218.8038760873087,131.36389426526313,836.82971092131,270.27407115387933,,19,0,1,1_1_111_20,1_111_20,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,HU_Block_Supplier_B,1_1_111_20_3
5,488.763999182991,0.8262018719989308,403.817731090671,84.9462680923199,1,3987.77067290552,0.0,749.3584605404101,4737.12913344593,1.4585361884622574,15,488.7639991829905,12.937356953539311,0.09604227066947145,1,111,0,1223.5395709029524,125.3996068449339,882.8992698593806,266.3276245275249,,14,0,2,1_2_111_15,1_111_15,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,HU_Block_Supplier_A,1_2_111_15_1
6,84.9462680923199,1.00000000000000,84.9462680923199,0,2,4737.12913344593,0.0,0.0,4737.12913344593,1.4585361884622574,15,488.7639991829905,12.937356953539311,0.09604227066947145,1,111,0,1223.5395709029524,125.3996068449339,882.8992698593806,266.3276245275249,,14,0,2,1_2_111_15,1_111_15,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,HU_Block_Supplier_A,1_2_111_15_2
7,480.051928165990,0.4849795573029272,232.815371604359,247.236556561632,1,4737.12913344593,0.0,882.5103193649118,5619.63945281084,1.6856669209589306,19,480.0519281659903,13.009626290352093,0.0977991733052709,1,111,0,1249.9895794053175,90.15594151743622,940.9163249789806,263.16069434289216,,18,0,3,1_3_111_19,1_111_19,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_B,HU_Block_Supplier_A,1_3_111_19_1
8,247.236556561632,1.00000000000000,247.236556561632,0,2,5619.63945281084,0.0,0.0,5619.63945281084,1.6856669209589306,19,480.0519281659903,13.009626290352093,0.0977991733052709,1,111,0,1249.9895794053175,90.15594151743622,940.9163249789806,263.16069434289216,,18,0,3,1_3_111_19,1_111_19,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_B,HU_Block_Supplier_A,1_3_111_19_2
9,484.724471949534,0.6448896376816884,312.593789090983,172.130682858551,1,5619.63945281084,0.0,1070.1531665437426,6689.79261935458,1.6010967298412486,28,484.7244719495341,13.059923075450484,0.10450900479317013,1,111,0,1193.7794771406548,102.81553323716722,971.2874059336197,278.1786574317741,,27,0,4,1_4_111_28,1_111_28,MV_Supplier_B,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_A,MV_Supplier_B,MV_Supplier_B,MV_Supplier_A,HU_Block_Supplier_A,1_4_111_28_1
