,MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_Fmax_LTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_KstiffMachine,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_REF,PF_M1_T2_AleakPF_deltaD_REF,MV2_Emv,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16997.5884933518,1.0,1.0,1.0,1.0,17.9146422525899,1.0,1.0,1.0,23689.1658096435,1.0,1.0,19.1719774151603,1.0,1.0,1.0,0.06411902774425116,0.02782038920765828,0.055858471222936815,0.028038082015278534,-0.008260556521314341,0.028038082015278534,0.0,0,0,0.0641190277442512,9.73236009732360e-6,102750.000000000,3764.70291469818,0.000453523383934777,2204.95797002567,7.70880385223576,1.2573351625703924,0,1.0,1.0,1.0,15396.4587333229,1.0,1.0,1.0,1.0,17.6469145863394,1.0,1.0,22389.4019594766,1.0,1.0,1.0,18.9608758532435,1.0,1.0,1.0,0.057902251813303884,0.028985184289488153,0.055858471222936815,0.026873286933448662,-0.0020437805903670697,0.026873286933448662,0.0,0,0,0.0579022518133039,9.73236009732360e-6,102750.000000000,3399.68935646684,0.000482042696339070,2074.50503367154,7.42175048188420,1.3139612669041156,0,1.0,-0.03612001439867349,-0.07671734353500388,0.0,0.0,10.205838400354185,9,11,4.514988002636212,10000,19000,16.5000000000000,19.0000000000000,10000,6691.577316291683,25000,17.0000000000000,20.0000000000000,4.612521902762498,4.548402875018247,4.5899471935869665,4.562126804379308,0.0472398380913829,4500.873366831651,5322.0314801440645,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.225164104455216,9,11,4.52878399140674,10000,19000,16.5000000000000,19.0000000000000,6992.943226153681,10000,25000,17.0000000000000,20.0000000000000,4.556120284038503,4.614022535851807,4.593425406419499,4.564440222130011,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18551.317668295633,11,88.82681082006361,500000,1,1,-111,122,111,1,4,11,11,11,0
1,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12593.5938716198,1.0,1.0,1.0,1.0,17.0449488727072,1.0,1.0,1.0,19128.9096954482,1.0,1.0,18.3537228877679,1.0,1.0,1.0,0.047361873244488706,0.027704786928816283,0.05254373892584041,0.024838951997024128,0.005181865681351705,0.024838951997024128,0.005181865681351705,0.00518186568135170,0.259093284067585,0.0473618732444887,9.73236009732360e-6,102750.000000000,2780.81855764069,0.000559868131259658,1786.13488456662,7.05075186674686,1.3087740150606952,0.259093284067585,1.0,1.0,1.0,13894.3417058631,1.0,1.0,1.0,1.0,17.3105917855038,1.0,1.0,20462.9423477742,1.0,1.0,1.0,18.6260314776606,1.0,1.0,1.0,0.05219094461305129,0.031487539079398275,0.05254373892584041,0.021056199846442136,0.00035279431278911755,0.021056199846442136,0.00035279431278911755,0.000352794312789118,0.0176397156394559,0.0521909446130513,9.73236009732360e-6,102750.000000000,3064.35403370915,0.000526594836024274,1898.99317575895,7.31668859226420,1.3154396921568066,0.0176397156394559,1.0,-0.035609041498733354,-0.09805476741482178,0.0,0.0,9.994197005960348,9,11,4.5287362733599155,10000,19000,16.5000000000000,19.0000000000000,10000,6535.315823828373,25000,17.0000000000000,20.0000000000000,4.612130942652631,4.564769069408142,4.586043399921691,4.558338612992875,0.04734084388785033,4499.009791382063,4993.463920144604,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9.993903193239554,9,11,4.534182915230948,10000,19000,16.5000000000000,19.0000000000000,6568.600641911139,10000,25000,17.0000000000000,20.0000000000000,4.561232461251625,4.613423405864676,4.594994628144479,4.563507089065081,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18768.365673957953,11,101.81610874233165,500000,1,1,-111,121,111,1,4,11,11,11,1
2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15757.1177151462,1.0,1.0,1.0,1.0,17.6559312448925,1.0,1.0,1.0,22663.8694448443,1.0,1.0,18.9558409809832,1.0,1.0,1.0,0.05950585650940532,0.03356830555045853,0.05765848294799806,0.024090177397539526,-0.0018473735614072603,0.024090177397539526,0.0,0,0,0.0595058565094053,9.73236009732360e-6,102750.000000000,3493.84386076651,0.000474426264303806,2107.80910594704,7.47559049379215,1.2999097360906122,0,1.0,1.0,1.0,19407.6395381643,1.0,0.0,0.0,1.0,18.3643449387880,1.0,1.0,26338.8972282958,1.0,0.0,0.0,19.6688669061860,1.0,1.0,1.0,0.07289463849137423,0.03666399857258362,0.05765848294799806,0.020994484375414436,-0.015236155543376172,0.020994484375414436,0.0,0,0,0.0728946384913742,9.73236009732360e-6,102750.000000000,4279.95663142212,0.000421855778458567,2370.47837451447,8.18722488541556,1.3045219673979587,0,0.0,-0.13324341828360015,-0.11638421122622161,0.0,0.0,10.180340751100397,9,11,4.509966198572272,10000,19000,16.5000000000000,19.0000000000000,10000,6906.751729698055,25000,17.0000000000000,20.0000000000000,4.610625399061264,4.5511195425518585,4.592584835749881,4.559016530199423,0.048848574436873744,4501.4178750143265,5313.254865272129,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.177120053372459,9,11,4.534541167001408,10000,19000,16.5000000000000,19.0000000000000,6931.257690131573,10000,25000,17.0000000000000,20.0000000000000,4.556414224667789,4.629308863159163,4.593287967190403,4.55662396861782,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18788.22320957057,11,97.55382171334614,500000,1,1,-111,122,111,1,4,11,11,11,2
3,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16422.8797892813,1.0,1.0,1.0,1.0,17.8639774901654,1.0,1.0,1.0,23015.4450045765,1.0,1.0,19.1826539719789,1.0,1.0,1.0,0.061134134226282555,0.03105118975359833,0.05371735173694627,0.022666161983347942,-0.0074167824893362835,0.022666161983347942,0.0,0,0,0.0611341342262826,9.73236009732360e-6,102750.000000000,3589.44702385745,0.000478619235965590,2089.34352164629,7.86030617710053,1.3186764818135062,0,1.0,1.0,1.0,17337.9948868435,1.0,1.0,1.0,1.0,18.0055294921177,1.0,1.0,23827.1536470012,1.0,1.0,1.0,19.3035221193155,1.0,1.0,1.0,0.06513274988151707,0.023399979405113847,0.05371735173694627,0.030317372331832425,-0.0114153981445708,0.030317372331832425,0.0,0,0,0.0651327498815171,9.73236009732360e-6,102750.000000000,3824.22288590050,0.000461515826242694,2166.77293201672,8.00175903559316,1.2979926271978348,0,1.0,-0.18939920613511863,-0.057332700543169884,0.0,0.0,10.003671313064853,9,11,4.575323073477823,10000,19000,16.5000000000000,19.0000000000000,10000,6592.565215295208,25000,17.0000000000000,20.0000000000000,4.613368261369345,4.552234127143063,4.5890823671440115,4.558031177390413,0.048359759788091226,4500.7585484876645,4999.380292449594,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.00377045652453,9,11,4.533730225496735,10000,19000,16.5000000000000,19.0000000000000,6489.1587601577285,10000,25000,17.0000000000000,20.0000000000000,4.55404932275608,4.619182072637597,4.585298588761087,4.561898609355973,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18896.171465993753,11,101.01241362452122,500000,1,1,-111,121,111,1,4,11,11,11,3
4,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,18366.9727610645,1.0,1.0,1.0,1.0,18.1758938459806,1.0,1.0,1.0,25399.7003161615,0.0,0.0,19.5032731583400,1.0,1.0,1.0,0.06886285923803026,0.03336054198038596,0.05577074516987612,0.022410203189490156,-0.013092114068154144,0.022410203189490156,0.0,0,0,0.0688628592380303,9.73236009732360e-6,102750.000000000,4043.23359240435,0.000436069966378725,2293.20998257308,8.00928519439635,1.3273793123594548,0,1.0,1.0,1.0,17759.9864095967,1.0,1.0,1.0,1.0,18.0842342436227,1.0,1.0,24598.0937293088,1.0,1.0,1.0,19.3748803152597,1.0,1.0,1.0,0.06662498334960265,0.025390451615610488,0.05577074516987612,0.03038029355426563,-0.010854238179726534,0.03038029355426563,0.0,0,0,0.0666249833496027,9.73236009732360e-6,102750.000000000,3911.83830809810,0.000444377460655350,2250.33915654777,7.89213766197010,1.2906460716370687,0,0.0,-0.17366366141233855,-0.1610807983070091,0.0,0.0,10.166608651584209,9,11,4.54264448029143,10000,19000,16.5000000000000,19.0000000000000,10000,7032.727555096947,25000,17.0000000000000,20.0000000000000,4.61913967629881,4.55027681706078,4.593623628626309,4.560263086645923,0.047378029105491486,4500.899251322438,5298.204883573236,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.192096581652558,9,11,4.540061477702393,10000,19000,16.5000000000000,19.0000000000000,6838.1073197121295,10000,25000,17.0000000000000,20.0000000000000,4.551481161369693,4.618106144719295,4.591068219006345,4.565677767390735,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,19134.950105664917,11,114.05997214910717,500000,1,1,-111,122,111,1,4,11,11,11,4
5,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16706.1929677214,1.0,1.0,1.0,1.0,17.8556728737051,1.0,1.0,1.0,23214.4610089933,1.0,1.0,19.1646034176400,1.0,1.0,1.0,0.06334477884264444,0.027908318000766208,0.05333985882350379,0.025431540822737582,-0.010004920019140655,0.025431540822737582,0.0,0,0,0.0633447788426444,9.73236009732360e-6,102750.000000000,3719.24344347527,0.000469989992559028,2127.70487847016,7.85174350858907,1.3089305439349106,0,1.0,1.0,1.0,14532.8790064943,1.0,1.0,1.0,1.0,17.4587279555150,1.0,1.0,21021.0880645971,1.0,1.0,1.0,18.7636242747401,1.0,1.0,1.0,0.05441425549229528,0.033883039613685106,0.05333985882350379,0.019456819209818683,-0.0010743966687914927,0.019456819209818683,0.0,0,0,0.0544142554922953,9.73236009732360e-6,102750.000000000,3194.89414390477,0.000514117521944772,1945.08056488186,7.47160774154204,1.304896319225094,0,1.0,-0.26223345583983415,-0.07718374666543278,0.0,0.0,10.003929365116015,9,11,4.491825614972676,10000,19000,16.5000000000000,19.0000000000000,10000,6508.26804127189,25000,17.0000000000000,20.0000000000000,4.616036825775363,4.552692046932719,4.592275430717564,4.5643671127167975,0.048284121589558235,4500.9200833701,4972.20274324619,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9.987120213972936,9,11,4.548782636263603,10000,19000,16.5000000000000,19.0000000000000,6488.209058102869,10000,25000,17.0000000000000,20.0000000000000,4.5681521973986365,4.622566452890932,4.591452327423559,4.557569287809874,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18516.536088763223,11,108.92909633846584,500000,1,1,-111,121,111,1,4,11,11,11,5
6,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16188.3525497716,1.0,1.0,1.0,1.0,17.7650008041189,1.0,1.0,1.0,23173.4429415543,1.0,1.0,19.0785297756578,1.0,1.0,1.0,0.06087888718460288,0.03201095607143323,0.05637480261052503,0.0243638465390918,-0.004504084574077853,0.0243638465390918,0.0,0,0,0.0608788871846029,9.73236009732360e-6,102750.000000000,3574.46037612454,0.000467810034761012,2137.61981508341,7.57307376903218,1.3135289715389449,0,1.0,1.0,1.0,14819.1548457846,1.0,1.0,1.0,1.0,17.5424390245473,1.0,1.0,21726.9468995514,1.0,1.0,1.0,18.8414322348089,1.0,1.0,1.0,0.05569787937575743,0.01981696502142949,0.05637480261052503,0.03655783758909554,0.0006769232347675971,0.03655783758909554,0.0006769232347675971,0.000676923234767597,0.0338461617383799,0.0556978793757574,9.73236009732360e-6,102750.000000000,3270.26120334804,0.000493833498408760,2024.97401092113,7.31819508095496,1.2989932102615922,0.0338461617383799,1.0,-0.14002807570171766,-0.19413694572691856,0.0,0.0,10.19192703508669,9,11,4.528894111654178,10000,19000,16.5000000000000,19.0000000000000,10000,6985.090391782678,25000,17.0000000000000,20.0000000000000,4.6203094912338845,4.559430604049282,4.591930632097173,4.55991967602574,0.047712675390637234,4500.7108205376735,5317.804588351691,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.224243943592365,9,11,4.531489665294321,10000,19000,16.5000000000000,19.0000000000000,6907.792053766788,10000,25000,17.0000000000000,20.0000000000000,4.553741495541709,4.609439374917466,4.588051655112671,4.568234690091241,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18739.75240760094,11,104.73971620478686,500000,1,1,-111,122,111,1,4,11,11,11,6
7,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13506.6103730913,1.0,1.0,1.0,1.0,17.1991452093275,1.0,1.0,1.0,20000.8627748403,1.0,1.0,18.5033652545602,1.0,1.0,1.0,0.051047082940254285,0.027405743654524528,0.05421162643325105,0.026805882778726524,0.0031645434929967672,0.026805882778726524,0.0031645434929967672,0.00316454349299677,0.158227174649838,0.0510470829402543,9.73236009732360e-6,102750.000000000,2997.19301263493,0.000534472330928538,1871.00424499562,7.21890952904967,1.3042200452326806,0.158227174649838,1.0,1.0,1.0,16814.8030622914,1.0,1.0,1.0,1.0,17.8762253852911,1.0,1.0,23304.2304174008,1.0,1.0,1.0,19.1794764317604,1.0,1.0,1.0,0.0637010632700461,0.03122249906080299,0.05421162643325105,0.022989127372448064,-0.009489436836795047,0.022989127372448064,0.0,0,0,0.0637010632700461,9.73236009732360e-6,102750.000000000,3740.16242914128,0.000468194885297417,2135.86271743391,7.87260479104819,1.3032510464692508,0,1.0,-0.0841034482127106,-0.25857269068063937,0.0,0.0,9.98023568027786,9,11,4.506419945646806,10000,19000,16.5000000000000,19.0000000000000,10000,6494.252401749054,25000,17.0000000000000,20.0000000000000,4.6125491108963095,4.561502027956055,4.585223002594757,4.557817258940233,0.04900382326549197,4501.070556115563,4979.414651298693,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.003620594242934,9,11,4.495741396491178,10000,19000,16.5000000000000,19.0000000000000,6489.427355109341,10000,25000,17.0000000000000,20.0000000000000,4.55028158827813,4.613982651548176,4.591111935905303,4.5598894368445,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18694.15583002562,11,99.3323795870039,500000,1,1,-111,121,111,1,4,11,11,11,7
8,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12210.9737963545,1.0,1.0,1.0,1.0,17.0696512033434,1.0,1.0,1.0,19175.3822134962,1.0,1.0,18.3801132921756,1.0,1.0,1.0,0.045592262439074105,0.03161578268387544,0.05628444941135257,0.024668666727477133,0.010692186972278465,0.024668666727477133,0.010692186972278465,0.0106921869722785,0.534609348613923,0.0455922624390741,9.73236009732360e-6,102750.000000000,2676.91712320849,0.000561729649284359,1780.21580536829,6.85926602804670,1.3104620888322052,0.534609348613923,1.0,1.0,1.0,16644.5698414571,1.0,1.0,1.0,1.0,17.8432837077906,1.0,1.0,23623.7887579936,1.0,1.0,1.0,19.1565326231285,1.0,1.0,1.0,0.06283134889740793,0.029997242829107762,0.05628444941135257,0.02628720658224481,-0.0065468994860553645,0.02628720658224481,0.0,0,0,0.0628313488974079,9.73236009732360e-6,102750.000000000,3689.09777097638,0.000459234588213435,2177.53633037597,7.64376217713130,1.3132489153379194,0,1.0,-0.14646206062267372,-0.13081106347353444,0.0,0.0,10.210385175296658,9,11,4.561580816412676,10000,19000,16.5000000000000,19.0000000000000,10000,6964.408417141699,25000,17.0000000000000,20.0000000000000,4.605782314198773,4.560190051759699,4.59202076148653,4.560404978802654,0.04766113434554195,4500.240487861868,5314.467680135567,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.199521530659302,9,11,4.5118267052737515,10000,19000,16.5000000000000,19.0000000000000,6979.2189165364625,10000,25000,17.0000000000000,20.0000000000000,4.552403568781033,4.615234917678441,4.595496702616993,4.565499459787885,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,19206.078557295885,11,92.05664001863487,500000,1,1,-111,122,111,1,4,11,11,11,8
9,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16551.9245364661,1.0,1.0,1.0,1.0,17.8507469470961,1.0,1.0,1.0,23082.6340172606,1.0,1.0,19.1513149365844,1.0,1.0,1.0,0.062064078610635676,0.028198398011591408,0.05334254037986993,0.02514414236827852,-0.008721538230765748,0.02514414236827852,0.0,0,0,0.0620640786106357,9.73236009732360e-6,102750.000000000,3644.04804413875,0.000473566600379265,2111.63540502884,7.83843863246840,1.3005679894882731,0,1.0,1.0,1.0,16860.0427400465,1.0,1.0,1.0,1.0,17.8883650026814,1.0,1.0,23371.6321374518,1.0,1.0,1.0,19.1851252943253,1.0,1.0,1.0,0.0634201194500843,0.032431704889631874,0.05334254037986993,0.020910835490238054,-0.010077579070214372,0.020910835490238054,0.0,0,0,0.0634201194500843,9.73236009732360e-6,102750.000000000,3723.66701342638,0.000467698985254590,2138.12736723312,7.88542488086875,1.296760291643884,0,1.0,-0.10304254909420024,-0.117012929310763,0.0,0.0,10.012308314627706,9,11,4.542180656231734,10000,19000,16.5000000000000,19.0000000000000,10000,6530.709480794519,25000,17.0000000000000,20.0000000000000,4.6139280072296485,4.551863928619013,4.5928276622233115,4.56462926421172,0.047797904261879846,4499.4814357385685,5021.428740041587,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.002940121812657,9,11,4.527806240261126,10000,19000,16.5000000000000,19.0000000000000,6511.58939740531,10000,25000,17.0000000000000,20.0000000000000,4.552703970788976,4.61612409023906,4.591852276915884,4.559420572026252,1.00000000000000,0.500000000000000,0.0100000000000000,205500,105000.000000000,0.0500000000000000,3000.00000000000,11,22,11,22,-121,11,11,18832.019947142664,11,109.05673545934644,500000,1,1,-111,121,111,1,4,11,11,11,9
