MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,HU_T1_DboreMax,MV1_DmvMin,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_REF,PF_M1_T1_AleakPF_deltaD_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0_LTL,PF_M1_T2_s0,PF_M1_T2_s0_UTL,PF_M1_T2_Force_LTL,MV2_LmvPF,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,HU_T2_DboreMax,MV2_DmvMin,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_E_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17630.1510619571,1.0,1.0,1.0,17.9561095382519,1.0,1.0,1.0,24673.4189513333,1.0,1.0,1.0,1.0,19.2836244491472,1.0,1.0,0.06710859113522716,0.024426545798287513,0.05412506905516066,0.029698523256873145,-0.0129835220800665,0.029698523256873145,0.0,0,0,0.0671085911352272,9.73236009732360e-6,102750.000000000,3940.23299379691,0.000442272067118570,2261.05167915094,7.79732335378444,1.327514910895245,0,1.0,1.0,1.0,1.0,14834.1831880896,1.0,1.0,17.4746618048667,1.0,1.0,1.0,21702.1960600171,1.0,1.0,1.0,18.7691446555696,1.0,1.0,1.0,0.056367212928913446,0.036268777495227944,0.05412506905516066,0.017856291559932715,-0.0022421438737527874,0.017856291559932715,0.0,0,0,0.0563672129289134,9.73236009732360e-6,102750.000000000,3309.56064482620,0.000490634879007052,2038.17552071268,7.27816767365678,1.294482850702963,0,1.0,-0.2436988077824482,-0.13225000701894948,0.0,0.0,10.158786184467473,9,11,4.474393034552068,10000,19000,16.5000000000000,19.0000000000000,7043.2678893761295,10000,25000,17.0000000000000,20.0000000000000,4.554245648077549,4.621354239212776,4.56557664554331,4.590003191341598,5305.603599304443,0.04591209274641592,4500.52755182135,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.196494131209898,11,10000,4.482221291602464,19000,16.5000000000000,19.0000000000000,6868.012871927517,10000,25000,17.0000000000000,20.0000000000000,4.554263631793145,4.610630844722058,4.554671186362508,4.5909399638577355,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,18891.585403044108,11,113.36187457163456,500000,1,1,-111,122,111,1,22,11,11,11,0
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16231.5640332959,1.0,1.0,1.0,17.7643165100941,1.0,1.0,1.0,22722.9457285355,1.0,1.0,1.0,1.0,19.0613084498251,1.0,1.0,0.06112555228180305,0.032209240028740815,0.053834524779042964,0.02162528475030215,-0.007291027502760089,0.02162528475030215,0.0,0,0,0.0611255522818031,9.73236009732360e-6,102750.000000000,3588.94314111729,0.000478435696633266,2090.14504360139,7.76575964571737,1.296991939731,0,1.0,1.0,1.0,1.0,16410.4015894775,1.0,1.0,17.8530271747537,1.0,1.0,1.0,23005.4699642424,1.0,1.0,1.0,19.1707359347112,1.0,1.0,1.0,0.06129204613878869,0.027260795314594688,0.053834524779042964,0.026573729464448276,-0.007457521359745728,0.026573729464448276,0.0,0,0,0.0612920461387887,9.73236009732360e-6,102750.000000000,3598.71870900602,0.000477678815784530,2093.45687301963,7.83890119781017,1.3177087599574677,0,1.0,-0.17062344560831783,-0.17105820565644192,0.0,0.0,9.998556864376686,9,11,4.522658452661566,10000,19000,16.5000000000000,19.0000000000000,6491.3816952396555,10000,25000,17.0000000000000,20.0000000000000,4.553385853836457,4.61451140611826,4.556633957065383,4.588843197094124,5004.951454506331,0.04840191567954256,4499.886258409466,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.014125976943518,11,10000,4.560067878717339,19000,16.5000000000000,19.0000000000000,6595.068374764862,10000,25000,17.0000000000000,20.0000000000000,4.555445845224996,4.616737891363785,4.561897003268507,4.589157798583102,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19065.77788362564,11,86.99826750999509,500000,1,1,-111,121,111,1,22,11,11,11,1
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13974.4648950131,1.0,1.0,1.0,17.4120968801776,1.0,1.0,1.0,20826.8051428776,1.0,1.0,1.0,1.0,18.7112457359748,1.0,1.0,0.052329124185750864,0.0254251711280693,0.05560564945212291,0.030180478324053607,0.003276525266372045,0.030180478324053607,0.003276525266372045,0.00327652526637204,0.163826263318602,0.0523291241857509,9.73236009732360e-6,102750.000000000,3072.46714862052,0.000515063334687451,1941.50880610987,7.19773448929818,1.2991488557972286,0.163826263318602,1.0,1.0,1.0,1.0,14061.4525361302,1.0,1.0,17.3392744040092,1.0,1.0,1.0,20979.6066676216,1.0,1.0,1.0,18.6509010452807,1.0,1.0,1.0,0.05366049030497777,0.033170000689300316,0.05560564945212291,0.022435648762822592,0.0019451591471451382,0.022435648762822592,0.0019451591471451382,0.00194515914714514,0.0972579573572569,0.0536604903049778,9.73236009732360e-6,102750.000000000,3150.63735933512,0.000506988091386342,1972.43291704453,7.12898898341228,1.3116266412715023,0.0972579573572569,1.0,-0.06952258621170725,-0.16448188109215517,0.0,0.0,10.214362390879435,9,11,4.54828781531071,10000,19000,16.5000000000000,19.0000000000000,6852.340247864423,10000,25000,17.0000000000000,20.0000000000000,4.5636194408195525,4.615948565005303,4.561392352294047,4.586817523422116,5274.484303539992,0.04745678823525284,4501.522545092873,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.210285420596902,11,10000,4.463050149033194,19000,16.5000000000000,19.0000000000000,6918.154131491418,10000,25000,17.0000000000000,20.0000000000000,4.561993419863827,4.615653910168804,4.556410772506124,4.589580773195424,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,18777.25979789722,11,124.7442026403554,500000,1,1,-111,122,111,1,22,11,11,11,2
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15309.3251023738,1.0,1.0,1.0,17.5996270677140,1.0,1.0,1.0,21853.9206513388,1.0,1.0,1.0,1.0,18.9140703516504,1.0,1.0,0.05745409395194567,0.024407888403169764,0.05492564161499138,0.030517753211821617,-0.0025284523369542913,0.030517753211821617,0.0,0,0,0.0574540939519457,9.73236009732360e-6,102750.000000000,3373.37608774995,0.000497283012433858,2010.92732909916,7.61306730523771,1.314443283936391,0,1.0,1.0,1.0,1.0,17261.2698509709,1.0,1.0,18.0167115320586,1.0,1.0,1.0,23717.2493460846,1.0,1.0,1.0,19.3133568060244,1.0,1.0,1.0,0.06474040711376272,0.03241984718585034,0.05492564161499138,0.022505794429141045,-0.00981476549877134,0.022505794429141045,0.0,0,0,0.0647404071137627,9.73236009732360e-6,102750.000000000,3801.18676053664,0.000463919816586362,2155.54491152857,8.00784514331012,1.2966452739658179,0,1.0,-0.1801627089598551,-0.2509991731591881,0.0,0.0,9.986559762476327,9,11,4.538279961717851,10000,19000,16.5000000000000,19.0000000000000,6544.595548965009,10000,25000,17.0000000000000,20.0000000000000,4.55630591505386,4.613760009005806,4.565222794619888,4.589630683023057,4978.986639397456,0.04965220267113402,4500.951585584309,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.00886638874848,11,10000,4.541021248988566,19000,16.5000000000000,19.0000000000000,6455.979495113661,10000,25000,17.0000000000000,20.0000000000000,4.552220598946113,4.616961006059876,4.560581310437473,4.593001157623323,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,18619.458816120678,11,97.06850268364234,500000,1,1,-111,121,111,1,22,11,11,11,3
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,18315.5819111007,1.0,1.0,1.0,18.1830914499450,1.0,1.0,1.0,25182.1685392320,1.0,0.0,0.0,1.0,19.4820315997054,1.0,1.0,0.06924255781625632,0.03373249084431151,0.056351177531973384,0.02261868668766187,-0.012891380284282938,0.02261868668766187,0.0,0,0,0.0692425578162563,9.73236009732360e-6,102750.000000000,4065.52732321162,0.000435138798224815,2298.11729976638,7.96982030158450,1.2989401497603459,0,1.0,1.0,1.0,1.0,18771.3834985139,1.0,1.0,18.2695771108098,1.0,1.0,1.0,25784.6955997229,1.0,0.0,0.0,19.5962730609837,1.0,1.0,1.0,0.07066151245756558,0.028338977160972334,0.056351177531973384,0.02801220037100105,-0.014310334925592194,0.02801220037100105,0.0,0,0,0.0706615124575656,9.73236009732360e-6,102750.000000000,4148.84023143707,0.000430199460751056,2324.50314617821,8.07543905861196,1.326695950173956,0,0.0,-0.20480183272171426,-0.15529911927375506,0.0,0.0,10.213271148360528,9,11,4.5050937934988475,10000,19000,16.5000000000000,19.0000000000000,6866.586628131293,10000,25000,17.0000000000000,20.0000000000000,4.546269463372021,4.615512021188278,4.557719960405235,4.5914524512495465,5286.299472226012,0.04798289161255599,4501.271237205501,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.194138052197806,11,10000,4.5244893636243875,19000,16.5000000000000,19.0000000000000,7013.3121012089705,10000,25000,17.0000000000000,20.0000000000000,4.543735406533859,4.6143969189914245,4.5599426158199075,4.58828159298088,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,18773.033800710444,11,105.87380549888798,500000,1,1,-111,122,111,1,22,11,11,11,4
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17762.7051060289,1.0,1.0,1.0,18.1192199753196,1.0,1.0,1.0,24287.6191796324,1.0,1.0,1.0,1.0,19.4279912802697,1.0,1.0,0.0664608075447477,0.026724231460202752,0.053432529915504116,0.026708298455301364,-0.013028277629243586,0.026708298455301364,0.0,0,0,0.0664608075447477,9.73236009732360e-6,102750.000000000,3902.19884298447,0.000456846391433029,2188.91955535254,8.11482772977834,1.3087713049500804,0,1.0,1.0,1.0,1.0,12298.4488240650,1.0,1.0,17.0714504401998,1.0,1.0,1.0,18690.1347503297,1.0,1.0,1.0,18.3534987608651,1.0,1.0,1.0,0.04574795056590908,0.028842867789409254,0.053432529915504116,0.024589662126094862,0.007684579349595037,0.024589662126094862,0.007684579349595037,0.00768457934959504,0.384228967479752,0.0457479505659091,9.73236009732360e-6,102750.000000000,2686.05824036980,0.000572873365836951,1745.58647623464,7.04545377241559,1.282048320665276,0.384228967479752,1.0,-0.014428000366050325,-0.1728739600003556,0.0,0.0,10.00439224554128,9,11,4.5519733413799175,10000,19000,16.5000000000000,19.0000000000000,6524.914073603503,10000,25000,17.0000000000000,20.0000000000000,4.548426351233879,4.614887158778627,4.5643747769733745,4.591099008433577,4985.526538459963,0.048232688641656814,4500.354926568477,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.025996667784211,11,10000,4.578623292386897,19000,16.5000000000000,19.0000000000000,6391.685926264762,10000,25000,17.0000000000000,20.0000000000000,4.567212933628608,4.612960884194517,4.560043618543263,4.588886486332672,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19224.030152571322,11,116.22453420044928,500000,1,1,-111,121,111,1,22,11,11,11,5
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,11861.1812372157,1.0,1.0,1.0,17.0287943068016,1.0,1.0,1.0,18846.4785073613,1.0,1.0,1.0,1.0,18.3494017488207,1.0,1.0,0.044089897682039414,0.03121528201072188,0.05716245018001565,0.025947168169293773,0.013072552497976238,0.025947168169293773,0.013072552497976238,0.0130725524979762,0.653627624898812,0.0440898976820394,9.73236009732360e-6,102750.000000000,2588.70684961689,0.000575348552713854,1738.07684973415,6.82431345830876,1.3206074420191072,0.653627624898812,1.0,1.0,1.0,1.0,16271.1981569317,1.0,1.0,17.8294873169758,1.0,1.0,1.0,23291.9769731926,1.0,1.0,1.0,19.1568027331930,1.0,1.0,1.0,0.06089380540686751,0.020412205314362275,0.05716245018001565,0.03675024486565338,-0.0037313552268518554,0.03675024486565338,0.0,0,0,0.0608938054068675,9.73236009732360e-6,102750.000000000,3575.33628888894,0.000468749265649037,2133.33667545140,7.62711218729170,1.3273154162172123,0,1.0,-0.20472878970716812,-0.09611449983686163,0.0,0.0,10.204480848492805,9,11,4.581894330356901,10000,19000,16.5000000000000,19.0000000000000,6985.297270145603,10000,25000,17.0000000000000,20.0000000000000,4.567988290153535,4.612078187835574,4.558819137176684,4.590034419187406,5289.457750946504,0.048616240001094616,4498.644594236933,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.202375129684055,11,10000,4.550956005872137,19000,16.5000000000000,19.0000000000000,7020.7788162609195,10000,25000,17.0000000000000,20.0000000000000,4.547879032687569,4.608772838094437,4.569178286932876,4.589590492247238,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,18939.213187036483,11,91.07021557288213,500000,1,1,-111,122,111,1,22,11,11,11,6
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,18791.6286710224,1.0,1.0,1.0,18.2936114723481,1.0,1.0,1.0,25183.9192925109,1.0,0.0,0.0,1.0,19.5722262911328,1.0,1.0,0.07036649126632089,0.025741314033516538,0.053765071081766494,0.028023757048249956,-0.01660142018455439,0.028023757048249956,0.0,0,0,0.0703664912663209,9.73236009732360e-6,102750.000000000,4131.51827292256,0.000442066284115110,2262.10420458034,8.30714545906985,1.2786148187847775,0,1.0,1.0,1.0,1.0,15332.5503481414,1.0,1.0,17.5741074349292,1.0,1.0,1.0,21859.2222422447,1.0,1.0,1.0,18.8796018023306,1.0,1.0,1.0,0.05799071698402791,0.026052216664624872,0.053765071081766494,0.027712854417141622,-0.0042256459022614185,0.027712854417141622,0.0,0,0,0.0579907169840279,9.73236009732360e-6,102750.000000000,3404.88352577650,0.000493720315682180,2025.43822532052,7.56999159809726,1.3054943674014878,0,0.0,-0.1894666983975539,-0.1038052859015865,0.0,0.0,9.986466013278209,9,11,4.548359084886629,10000,19000,16.5000000000000,19.0000000000000,6392.290621488501,10000,25000,17.0000000000000,20.0000000000000,4.550165800546884,4.620532291813205,4.559801253125159,4.585542567158676,4999.387249057436,0.0483699262530965,4497.715481112575,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.004115836831891,11,10000,4.503105681021704,19000,16.5000000000000,19.0000000000000,6526.671894103301,10000,25000,17.0000000000000,20.0000000000000,4.555687505551133,4.613678222535161,4.5614242829133955,4.58747649957802,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19023.17180516017,11,115.11792893963754,500000,1,1,-111,121,111,1,22,11,11,11,7
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17987.0275222489,1.0,1.0,1.0,18.1672659951776,1.0,1.0,1.0,24983.9660105297,1.0,1.0,1.0,1.0,19.4910746693233,1.0,1.0,0.06772869560171557,0.03137085534036199,0.05406826783741693,0.02269741249705494,-0.013660427764298641,0.02269741249705494,0.0,0,0,0.0677286956017156,9.73236009732360e-6,102750.000000000,3976.64198461502,0.000440666723397297,2269.28866398296,7.92628448188642,1.3238086741456239,0,1.0,1.0,1.0,1.0,14625.3705563674,1.0,1.0,17.5042504393659,1.0,1.0,1.0,21659.0966285134,1.0,1.0,1.0,18.8350192608250,1.0,1.0,1.0,0.05471098940181918,0.014335225111270944,0.05406826783741693,0.03973304272614599,-0.000642721564402246,0.03973304272614599,0.0,0,0,0.0547109894018192,9.73236009732360e-6,102750.000000000,3212.31666344967,0.000500500085017690,1998.00165861042,7.31999920687710,1.3307688214590752,0,1.0,-0.27071543392331177,-0.1775051675651326,0.0,0.0,10.240981513291226,9,11,4.523169948875904,10000,19000,16.5000000000000,19.0000000000000,6996.938488280831,10000,25000,17.0000000000000,20.0000000000000,4.547055941125505,4.6147846367272205,4.558439989414901,4.589810844755263,5285.460523815197,0.046029934888110205,4499.67075876114,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.184251232488831,11,10000,4.5529043642482545,19000,16.5000000000000,19.0000000000000,7033.726072146016,10000,25000,17.0000000000000,20.0000000000000,4.56261693156647,4.61732792096829,4.571750654503805,4.586085879615076,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19308.091599505256,11,101.89188551553237,500000,1,1,-111,122,111,1,22,11,11,11,8
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16572.9937710392,1.0,1.0,1.0,17.8645072953266,1.0,1.0,1.0,23066.1804845333,1.0,1.0,1.0,1.0,19.1623093264738,1.0,1.0,0.06191545232060314,0.029213301918524337,0.05046394880360055,0.021250646885076212,-0.011451503517002588,0.021250646885076212,0.0,0,0,0.0619154523206031,9.73236009732360e-6,102750.000000000,3635.32155768113,0.000474950185476569,2105.48396564282,7.87134646545709,1.2978020311472307,0,1.0,1.0,1.0,1.0,16923.5252431008,1.0,1.0,17.9241691549254,1.0,1.0,1.0,23420.5525801515,1.0,1.0,1.0,19.2227388167096,1.0,1.0,1.0,0.06356512939215975,0.02488945962734146,0.05046394880360055,0.02557448917625909,-0.013101180588559198,0.02557448917625909,0.0,0,0,0.0635651293921597,9.73236009732360e-6,102750.000000000,3732.18116859681,0.000467811188943159,2137.61454115520,7.91701446508454,1.2985696617841778,0,1.0,-0.07882573570999721,-0.16586340845315264,0.0,0.0,9.993160829869474,9,11,4.5588797326667985,10000,19000,16.5000000000000,19.0000000000000,6493.186713494079,10000,25000,17.0000000000000,20.0000000000000,4.558240976959712,4.620156429280315,4.5609355634992435,4.590148865417768,5003.218177855858,0.04539436416261514,4500.597225051084,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9,10.007154689840858,11,10000,4.53448653176275,19000,16.5000000000000,19.0000000000000,6497.027337050731,10000,25000,17.0000000000000,20.0000000000000,4.552254647577372,4.6158197769695315,4.562586978205908,4.587476437833249,1.00000000000000,0.0100000000000000,0.500000000000000,205500,0.0500000000000000,3000.00000000000,105000.000000000,11,22,11,22,-121,11,11,19230.47705485731,11,104.02153275244966,500000,1,1,-111,121,111,1,22,11,11,11,9
