MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0_LTL,PF_M1_T1_s0,PF_M1_T1_s0_UTL,PF_M1_T1_Force_LTL,MV1_LmvPF,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,HU_T1_DboreMax,MV1_DmvMin,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_REF,PF_M1_T1_AleakPF_deltaD_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,PF_M1_T2_Force_LTL,MV2_LmvPF,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_REF,PF_M1_T2_AleakPF_deltaD_REF,MV2_Emv,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_E_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,20067.2776291877,0.0,0.0,1.0,18.4775868373388,1.0,1.0,26989.5088359015,1.0,0.0,0.0,1.0,19.7785478167919,1.0,1.0,0.07553374078082342,0.03667882568618008,0.058746793633576586,0.022067967947396502,-0.016786947147246836,0.022067967947396502,0.0,0,0,0.0755337407808234,9.73236009732360e-6,102750.000000000,4434.90963727406,0.000413423281823609,2418.82845975438,8.29627977472429,1.300960979453091,0,1.0,1.0,1.0,1.0,16959.1013512653,1.0,1.0,17.9234274651553,1.0,1.0,1.0,23869.0631096508,1.0,1.0,1.0,1.0,19.2220825300792,1.0,1.0,0.06254069282664787,0.03746670240261629,0.058746793633576586,0.021280091230960294,-0.0037938991930712845,0.021280091230960294,0.0,0,0,0.0625406928266479,9.50655127836018e-6,105190.617577197,3759.25377265193,0.000453949784889955,2202.88682423854,7.69858041033380,1.2986550649238287,0,0.0,-0.09519193917736972,-0.16678868969937088,0.0,0.0,9,10.181307062614504,11,10000,4.524844759074323,19000,16.5000000000000,19.0000000000000,6922.231206713754,10000,25000,17.0000000000000,20.0000000000000,4.546136059451337,4.62166980023216,4.558901138809509,4.595579964495689,5320.859976618038,0.04968079734259066,4499.727556800256,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.224847054821536,9,11,10000,4.511294628375574,19000,16.5000000000000,19.0000000000000,6909.9617583855,10000,25000,17.0000000000000,20.0000000000000,4.550878563423448,4.613419256250096,4.593525650870226,4.5560589484676095,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,19023.231010154082,11,113.22377936772156,500000,1,1,-111,122,111,1,2,11,11,11,0
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,19021.0788899202,0.0,0.0,1.0,18.3495383877938,1.0,1.0,25463.3994383698,1.0,0.0,0.0,1.0,19.6390281556468,1.0,1.0,0.07152576924888532,0.027313199296823854,0.053355108839138216,0.026041909542314362,-0.018170660409747103,0.026041909542314362,0.0,0,0,0.0715257692488853,9.73236009732360e-6,102750.000000000,4199.58445161312,0.000438278003913540,2281.65682756297,8.33652048815621,1.2894897678530322,0,1.0,1.0,1.0,1.0,16492.1211123696,1.0,1.0,17.7766979351646,1.0,1.0,1.0,23039.1011953257,1.0,1.0,1.0,1.0,19.0871362723785,1.0,1.0,0.061199638510716525,0.03008597566290927,0.053355108839138216,0.023269133176228946,-0.00784452967157831,0.023269133176228946,0.0,0,0,0.0611996385107165,9.50655127836018e-6,105190.617577197,3678.64444025342,0.000471998471095596,2118.65093053970,7.78425595016183,1.310438337213948,0,0.0,-0.23170272514709073,-0.1709469563774909,0.0,0.0,9,10.013017899637605,11,10000,4.529276434151461,19000,16.5000000000000,19.0000000000000,6442.320548449615,10000,25000,17.0000000000000,20.0000000000000,4.551756954422648,4.623282723671533,4.561931267002524,4.5892444662993475,4996.023007748186,0.04804829767882,4499.108068737204,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9.992441985002735,9,11,10000,4.483206077734822,19000,16.5000000000000,19.0000000000000,6546.98008295616,10000,25000,17.0000000000000,20.0000000000000,4.549172455780451,4.610372094291168,4.593996990947123,4.563911015284214,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18753.57187239251,11,93.85105119748843,500000,1,1,-111,121,111,1,2,11,11,11,1
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,18220.3347527439,1.0,1.0,1.0,18.1612278235190,1.0,1.0,25310.4949177260,1.0,0.0,0.0,1.0,19.5044437384324,1.0,1.0,0.06886105770549644,0.0343065829143514,0.058143711711963864,0.02383712879761246,-0.010717345993532579,0.02383712879761246,0.0,0,0,0.0688610577054964,9.73236009732360e-6,102750.000000000,4043.12781670843,0.000436781158578779,2289.47604620550,7.95829892299668,1.3432159149134781,0,1.0,1.0,1.0,1.0,14141.1255497309,1.0,1.0,17.4071468141355,1.0,1.0,1.0,21136.5815013052,1.0,1.0,1.0,1.0,18.7324212152187,1.0,1.0,0.051902804526915425,0.025712971891280745,0.058143711711963864,0.03243073982068312,0.006240907185048439,0.03243073982068312,0.006240907185048439,0.00624090718504844,0.312045359252422,0.0519028045269154,9.50655127836018e-6,105190.617577197,3119.82174981416,0.000509979027426135,1960.86494977451,7.21167745456265,1.325274401083206,0.312045359252422,0.0,-0.13092428502499545,-0.12916797956681647,0.0,0.0,9,10.202928900522288,11,10000,4.506494867030278,19000,16.5000000000000,19.0000000000000,7090.160164982138,10000,25000,17.0000000000000,20.0000000000000,4.550159896266431,4.619020953971927,4.56012262771932,4.594429210633671,5278.496246404915,0.04956438717166111,4499.634164000921,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.195469359572886,9,11,10000,4.532670993326235,19000,16.5000000000000,19.0000000000000,6995.455951574225,10000,25000,17.0000000000000,20.0000000000000,4.554722291063054,4.606625095589969,4.596182555760519,4.570469583869238,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18748.48173285053,11,97.92535621411106,500000,1,1,-111,122,111,1,2,11,11,11,2
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,16836.2406727175,1.0,1.0,1.0,17.9148896939854,1.0,1.0,23274.8809674854,1.0,1.0,1.0,1.0,19.2017913570715,1.0,1.0,0.06300310539490095,0.031106530511102015,0.05343510337791736,0.022328572866815347,-0.009568002016983587,0.022328572866815347,0.0,0,0,0.0630031053949009,9.73236009732360e-6,102750.000000000,3699.18233104347,0.000470201661495932,2126.74705746154,7.91642833765718,1.2869016630860621,0,1.0,1.0,1.0,1.0,16131.7490111932,1.0,1.0,17.6987139579524,1.0,1.0,1.0,22562.7520559029,1.0,1.0,1.0,1.0,18.9840891512636,1.0,1.0,0.05996977980267193,0.027119649742231466,0.05343510337791736,0.026315453635685895,-0.006534676424754568,0.026315453635685895,0.0,0,0,0.0599697798026719,9.50655127836018e-6,105190.617577197,3604.71895623519,0.000477285788013110,2095.18075986066,7.69945453883706,1.285375193311183,0,1.0,-0.13901778358137193,-0.18820160994412208,0.0,0.0,9,9.998461356328253,11,10000,4.551341125153017,19000,16.5000000000000,19.0000000000000,6438.640294767877,10000,25000,17.0000000000000,20.0000000000000,4.549768449025107,4.612771554420008,4.561320841441777,4.592427371952879,5003.210796485924,0.04805927377246108,4499.863614169014,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9.999259419115337,9,11,10000,4.475175237528471,19000,16.5000000000000,19.0000000000000,6431.003044709692,10000,25000,17.0000000000000,20.0000000000000,4.553669020741932,4.613638800544604,4.594460741291642,4.567341091549411,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18803.664489844527,11,84.23860270324282,500000,1,1,-111,121,111,1,2,11,11,11,3
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,13210.0136618825,1.0,1.0,1.0,17.2058996713626,1.0,1.0,20151.0996080708,1.0,1.0,1.0,1.0,18.5145947772150,1.0,1.0,0.05002039609998388,0.0292906681879197,0.05681976027022008,0.02752909208230038,0.006799364170236202,0.02752909208230038,0.006799364170236202,0.00679936417023620,0.339968208511810,0.0500203960999839,9.73236009732360e-6,102750.000000000,2936.91182815620,0.000529036987782147,1890.22700320491,6.98858583624331,1.3086951058523968,0.339968208511810,1.0,1.0,1.0,1.0,17120.0450425256,1.0,1.0,17.8979823494895,1.0,1.0,1.0,24092.9496368805,1.0,1.0,1.0,1.0,19.2126766476085,1.0,1.0,0.06368871311987956,0.0430005312243944,0.05681976027022008,0.013819229045825679,-0.006868952849659479,0.013819229045825679,0.0,0,0,0.0636887131198796,9.50655127836018e-6,105190.617577197,3828.26003758690,0.000449758554644778,2223.41518504258,7.69988671377982,1.3146942981190255,0,1.0,-0.18943058375781996,-0.235817032168274,0.0,0.0,9,10.217313835119265,11,10000,4.4979265414909495,19000,16.5000000000000,19.0000000000000,6941.085946188308,10000,25000,17.0000000000000,20.0000000000000,4.559092843905413,4.609113240005397,4.561459770765364,4.590750438953283,5303.822040097985,0.04820666288497327,4499.8352663395435,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.198095635709675,9,11,10000,4.472017280549489,19000,16.5000000000000,19.0000000000000,6972.904594354839,10000,25000,17.0000000000000,20.0000000000000,4.5443798344911706,4.60806854761105,4.596091671755964,4.55309114053157,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18703.053058332254,11,99.60859815045661,500000,1,1,-111,122,111,1,2,11,11,11,4
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14915.7292939538,1.0,1.0,1.0,17.4682867324698,1.0,1.0,21319.1676955080,1.0,1.0,1.0,1.0,18.7469516119540,1.0,1.0,0.056343569555587614,0.024565797568464554,0.0519088046758338,0.027343007107369248,-0.004434764879753812,0.027343007107369248,0.0,0,0,0.0563435695555876,9.73236009732360e-6,102750.000000000,3308.17244104950,0.000501965810296549,1992.16755302363,7.48718614120351,1.2786648794841802,0,1.0,1.0,1.0,1.0,14155.5871685438,1.0,1.0,17.2860758130586,1.0,1.0,1.0,20627.4312019844,1.0,1.0,1.0,1.0,18.5784002100655,1.0,1.0,0.052596398808424816,0.0259767413234524,0.0519088046758338,0.0259320633523814,-0.0006875941325910143,0.0259320633523814,0.0,0,0,0.0525963988084248,9.50655127836018e-6,105190.617577197,3161.51295599701,0.000515988362014958,1938.02820686683,7.30411823645686,1.2923243970069698,0,1.0,-0.19142230992069437,-0.05607150416586655,0.0,0.0,9,9.981100591266333,11,10000,4.508752055627995,19000,16.5000000000000,19.0000000000000,6403.43840155417,10000,25000,17.0000000000000,20.0000000000000,4.559883677010454,4.616227246566042,4.562590208803287,4.587156006371751,5007.909816164927,0.04663352253465218,4498.97617026724,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,9.981957576601703,9,11,10000,4.477472452451079,19000,16.5000000000000,19.0000000000000,6471.844033440624,10000,25000,17.0000000000000,20.0000000000000,4.554241858221175,4.6068382570296,4.591520580259036,4.565543838935584,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,19144.19632423581,11,104.11574700461827,500000,1,1,-111,121,111,1,2,11,11,11,5
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14556.3923595534,1.0,1.0,1.0,17.4539777064185,1.0,1.0,21550.2251932803,1.0,1.0,1.0,1.0,18.7736767553922,1.0,1.0,0.05495425436925583,0.029979986440843653,0.05439511479295422,0.024415128352110564,-0.0005591395763016108,0.024415128352110564,0.0,0,0,0.0549542543692558,9.73236009732360e-6,102750.000000000,3226.59979225202,0.000498618458773039,2005.54147646423,7.25808592361616,1.319699048973718,0,1.0,1.0,1.0,1.0,12505.8051799018,1.0,1.0,17.0047366724817,1.0,1.0,1.0,19403.5125229472,1.0,1.0,1.0,1.0,18.3062973527454,1.0,1.0,0.046542440883747815,0.040117669292067504,0.05439511479295422,0.014277445500886714,0.007852673909206402,0.014277445500886714,0.007852673909206402,0.00785267390920640,0.392633695460320,0.0465424408837478,9.50655127836018e-6,105190.617577197,2797.61605720664,0.000546141870653650,1831.02606435055,6.82994383498166,1.3015606802636788,0.392633695460320,1.0,-0.18928771098509856,-0.1281436377518923,0.0,0.0,9,10.195891782802335,11,10000,4.511372124459753,19000,16.5000000000000,19.0000000000000,6993.832833726929,10000,25000,17.0000000000000,20.0000000000000,4.555902616579832,4.610856870949088,4.558192145252495,4.588172131693339,5299.566472496725,0.04619799818993564,4500.943940200305,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.174792837500084,9,11,10000,4.470164927630764,19000,16.5000000000000,19.0000000000000,6897.707343045421,10000,25000,17.0000000000000,20.0000000000000,4.563057653011897,4.6096000938956445,4.597480501147733,4.557362831855666,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,19051.51234431831,11,104.00185152059055,500000,1,1,-111,122,111,1,2,11,11,11,6
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14834.4615936854,1.0,1.0,1.0,17.4830485941301,1.0,1.0,21309.8873079918,1.0,1.0,1.0,1.0,18.7745150586411,1.0,1.0,0.05577234952194754,0.02740738974950574,0.054571448987301645,0.027164059237795905,-0.0012009005346458948,0.027164059237795905,0.0,0,0,0.0557723495219475,9.73236009732360e-6,102750.000000000,3274.63366478864,0.000504818837908699,1980.90864465889,7.48871566272550,1.2914664645110063,0,1.0,1.0,1.0,1.0,11575.1285928285,1.0,1.0,16.8163953897940,1.0,1.0,1.0,18051.6752665742,1.0,1.0,1.0,1.0,18.1080854197643,1.0,1.0,0.04277484425497846,0.03407783576168466,0.054571448987301645,0.020493613225616984,0.011796604732323183,0.020493613225616984,0.011796604732323183,0.0117966047323232,0.589830236616159,0.0427748442549785,9.50655127836018e-6,105190.617577197,2571.14987654263,0.000588372209256615,1699.60440732485,6.81048398259193,1.2916900299702971,0.589830236616159,1.0,-0.06284503759165144,-0.06961445771234168,0.0,0.0,9,9.994332931404635,11,10000,4.530113323269375,19000,16.5000000000000,19.0000000000000,6475.42571430637,10000,25000,17.0000000000000,20.0000000000000,4.551988801742257,4.607761151264205,4.564191469644121,4.591598859393627,5014.00995863891,0.048965701150295714,4498.955365038021,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.00591140720211,9,11,10000,4.501926822093053,19000,16.5000000000000,19.0000000000000,6476.546673745662,10000,25000,17.0000000000000,20.0000000000000,4.566693870950527,4.609468715205505,4.598342713713886,4.564264877952201,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18618.165512298387,11,105.09562658365967,500000,1,1,-111,121,111,1,2,11,11,11,7
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15132.6823681272,1.0,1.0,1.0,17.6150886886973,1.0,1.0,22251.8478869130,1.0,1.0,1.0,1.0,18.9585055545233,1.0,1.0,0.05643068889459002,0.028654142235454927,0.05659256360427115,0.027938421368816226,0.00016187470968113266,0.027938421368816226,0.00016187470968113266,0.000161874709681133,0.00809373548405663,0.0564306888945900,9.73236009732360e-6,102750.000000000,3313.28759081093,0.000490519292598085,2038.65579823252,7.42287265032528,1.343416865826005,0.00809373548405663,1.0,1.0,1.0,1.0,12654.1188837046,1.0,1.0,17.0383723552507,1.0,1.0,1.0,19792.7642657247,1.0,1.0,1.0,1.0,18.3854651542664,1.0,1.0,0.047239369469346926,0.027283152518227993,0.05659256360427115,0.02930941108604316,0.009353194134924227,0.02930941108604316,0.009353194134924227,0.00935319413492423,0.467659706746211,0.0472393694693469,9.50655127836018e-6,105190.617577197,2839.50768482171,0.000540877986190042,1848.84581279417,6.84433433882749,1.3470927990156447,0.467659706746211,1.0,-0.36093744833858704,-0.09461752114407869,0.0,0.0,9,10.19221603837202,11,10000,4.56727101205951,19000,16.5000000000000,19.0000000000000,7119.165518785803,10000,25000,17.0000000000000,20.0000000000000,4.554044143619954,4.610474832514544,4.559684981956447,4.588339124191902,5299.297410866252,0.04805522406691015,4499.865499239461,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.194038016423233,9,11,10000,4.456448190418996,19000,16.5000000000000,19.0000000000000,7138.645382020179,10000,25000,17.0000000000000,20.0000000000000,4.561637759408102,4.608877128877449,4.590701246625471,4.563418094107243,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18946.45315852546,11,89.50194786147051,500000,1,1,-111,122,111,1,2,11,11,11,8
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15599.7871890092,1.0,1.0,1.0,17.6337757789685,1.0,1.0,22083.5774194040,1.0,1.0,1.0,1.0,18.9241623065739,1.0,1.0,0.0586975347170311,0.03608805608708909,0.05351574076143328,0.017427684674344184,-0.00518179395559782,0.017427684674344184,0.0,0,0,0.0586975347170311,9.73236009732360e-6,102750.000000000,3446.38382409997,0.000489176523509250,2044.25182309693,7.63104966460365,1.2903865276053654,0,1.0,1.0,1.0,1.0,12397.9276561864,1.0,1.0,16.9479431274825,1.0,1.0,1.0,18919.6770731019,1.0,1.0,1.0,1.0,18.2458841904976,1.0,1.0,0.046113544176511034,0.030106408282924768,0.05351574076143328,0.02340933247850851,0.007402196584922242,0.02340933247850851,0.007402196584922242,0.00740219658492224,0.370109829246112,0.0461135441765110,9.50655127836018e-6,105190.617577197,2771.83553748603,0.000559789081067372,1786.38711225532,6.94022452979632,1.2979410630151489,0.370109829246112,1.0,-0.15036653309354928,-0.13011812529641612,0.0,0.0,9,10.002726114364851,11,10000,4.526421891816743,19000,16.5000000000000,19.0000000000000,6483.790230394841,10000,25000,17.0000000000000,20.0000000000000,4.555829012554177,4.6145265472712085,4.556256039137464,4.592344095224553,5024.688410554885,0.04792423410971246,4499.691871766628,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,0.0500000000000000,3000.00000000000,105000.000000000,10.00771859768617,9,11,10000,4.472822246673007,19000,16.5000000000000,19.0000000000000,6521.749416915506,10000,25000,17.0000000000000,20.0000000000000,4.562000629285967,4.608114173462478,4.593669121648307,4.563562713365382,1.00000000000000,0.500000000000000,0.0100000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18633.882243230633,11,98.7900217183759,500000,1,1,-111,121,111,1,2,11,11,11,9
