,MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,PF_M1_T1_Force_LTL,MV1_LmvPF,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,HU_T1_DboreMax,MV1_DmvMin,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,PF_M1_T2_Force_LTL,MV2_LmvPF,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,HU_T2_DboreMax,MV2_DmvMin,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,13395.1782310840,1.0,1.0,1.0,17.2366681840698,1.0,1.0,20384.3865114550,1.0,1.0,1.0,18.5520708841820,1.0,1.0,1.0,0.05056638380824374,0.016489581219174987,0.05535930785031742,0.03886972663114243,0.004792924042073675,0.03886972663114243,0.004792924042073675,0.00479292404207367,0.239646202103684,0.0505663838082437,9.73236009732360e-6,102750.000000000,2968.96910645545,0.000525022068677973,1904.68184036157,7.03276418519385,1.315402700112256,0.239646202103684,1.0,1.0,1.0,1.0,15971.6373916091,1.0,1.0,1.0,17.6849493812600,1.0,1.0,1.0,22911.2567274962,1.0,1.0,18.9910192029041,1.0,1.0,1.0,0.05941432343428499,0.04417548714319963,0.05535930785031742,0.011183820707117785,-0.004055015583967571,0.011183820707117785,0.0,0,0,0.0594143234342850,9.50655127836018e-6,105190.617577197,3571.33107141930,0.000468212466178524,2135.78251805605,7.47811973203444,1.3060698216440156,0,1.0,-0.1914821155710195,-0.19149090949911743,0.0,0.0,10.203903998875909,9,11,10000,4.511727050968202,19000,16.5000000000000,19.0000000000000,6989.208280371019,10000,25000,17.0000000000000,20.0000000000000,4.559249423091914,4.609815806900158,4.567647693263983,4.584137274483158,0.04689636877224633,5313.36014421634,4501.0912603289835,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.2068296492256,9,11,10000,4.472180560191462,19000,16.5000000000000,19.0000000000000,10000,6939.619335887056,25000,17.0000000000000,20.0000000000000,4.549408244870804,4.608822568305089,4.554326910400431,4.598502397543631,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,18789.66665981348,11,95.20824072484139,500000,1,1,-111,122,111,1,20,11,11,11,0
1,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15166.5498632630,1.0,1.0,1.0,17.5432198153539,1.0,1.0,21658.3546082304,1.0,1.0,1.0,18.8411538322015,1.0,1.0,1.0,0.057200332065843185,0.03597369563263619,0.053620684870268484,0.01764698923763229,-0.0035796471955747006,0.01764698923763229,0.0,0,0,0.0572003320658432,9.73236009732360e-6,102750.000000000,3358.47663986594,0.000497688278857420,2009.28983558901,7.54821409765259,1.2979340168476343,0,1.0,1.0,1.0,1.0,10036.4034203741,1.0,1.0,0.0,16.4887543017166,1.0,0.0,1.0,16532.3135659240,1.0,1.0,17.7875091286899,1.0,1.0,1.0,0.037181911128459255,0.03634181611859422,0.053620684870268484,0.017278868751674267,0.01643877374180923,0.017278868751674267,0.01643877374180923,0.0164387737418092,0.821938687090461,0.0371819111284593,9.50655127836018e-6,105190.617577197,2234.96468245891,0.000647368598651530,1544.71502337772,6.49725241774898,1.2987548269733435,0.821938687090461,0.0,-0.1582007787846672,-0.13197462860017276,0.0,0.0,9.995005717701282,9,11,10000,4.515901549896862,19000,16.5000000000000,19.0000000000000,6491.804744967413,10000,25000,17.0000000000000,20.0000000000000,4.558040368536191,4.615240700602034,4.560968863338592,4.596942558971228,0.048259094602864226,5001.644660438461,4501.524801893151,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.99150188396758,9,11,10000,4.490631775591199,19000,16.5000000000000,19.0000000000000,10000,6495.910145549901,25000,17.0000000000000,20.0000000000000,4.573284256274253,4.610466167402712,4.557642325649626,4.59398414176822,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,19039.314639038785,11,105.1958815476962,500000,1,1,-111,121,111,1,20,11,11,11,1
2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14342.2144324045,1.0,1.0,1.0,17.4401398522139,1.0,1.0,21244.0032751991,1.0,1.0,1.0,18.7384420088164,1.0,1.0,1.0,0.05374337551700936,0.02812739254732577,0.05638136227605343,0.02825396972872766,0.0026379867590440656,0.02825396972872766,0.0026379867590440656,0.00263798675904407,0.131899337952203,0.0537433755170094,9.73236009732360e-6,102750.000000000,3155.50390535584,0.000505017560172770,1980.12916552425,7.24307014012763,1.2983021566024542,0.131899337952203,1.0,1.0,1.0,1.0,13845.6308707871,1.0,1.0,1.0,17.2915282679975,1.0,1.0,1.0,20932.5244010467,1.0,1.0,18.6246506459088,1.0,1.0,1.0,0.05138478054990969,0.0404960665806966,0.05638136227605343,0.01588529569535683,0.004996581726143735,0.01588529569535683,0.004996581726143735,0.00499658172614374,0.249829086307187,0.0513847805499097,9.50655127836018e-6,105190.617577197,3088.68388577928,0.000511873459223622,1953.60783408606,7.08721096896316,1.333122377911303,0.249829086307187,1.0,-0.19961186027864802,-0.08473657739121215,0.0,0.0,10.197069712086293,9,11,10000,4.5451423489166,19000,16.5000000000000,19.0000000000000,6901.788842794555,10000,25000,17.0000000000000,20.0000000000000,4.560080645234446,4.613824020751455,4.559612018350563,4.587739410897889,0.04773241990439849,5316.011228738884,4500.5312029226025,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.204317299034312,9,11,10000,4.482695990526655,19000,16.5000000000000,19.0000000000000,10000,7086.893530259568,25000,17.0000000000000,20.0000000000000,4.555301260255038,4.606686040804948,4.550885592213897,4.591381658794593,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,19013.51160994135,11,105.65820150549042,500000,1,1,-111,122,111,1,20,11,11,11,2
3,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,14020.9524772523,1.0,1.0,1.0,17.3779227028606,1.0,1.0,20536.4803535689,1.0,1.0,1.0,18.6845795840340,1.0,1.0,1.0,0.05252258786295183,0.033396181547408865,0.0545310390241975,0.021134857476788636,0.002008451161245671,0.021134857476788636,0.002008451161245671,0.00200845116124567,0.100422558062284,0.0525225878629518,9.73236009732360e-6,102750.000000000,3083.82623023903,0.000524817539302164,1905.42412383868,7.35844177778414,1.306656881173355,0.100422558062284,1.0,1.0,1.0,1.0,13613.1664379829,1.0,1.0,1.0,17.1976538290422,1.0,1.0,1.0,20144.5726563442,1.0,1.0,18.5074950331573,1.0,1.0,1.0,0.05063757384283196,0.041667900730018914,0.0545310390241975,0.012863138294178587,0.0038934651813655394,0.012863138294178587,0.0038934651813655394,0.00389346518136554,0.194673259068277,0.0506375738428320,9.50655127836018e-6,105190.617577197,3043.77009436481,0.000529084978163129,1890.05555113620,7.20252186757123,1.3098412041151277,0.194673259068277,1.0,-0.1500060559488205,-0.08912687859791082,0.0,0.0,10.019480925076488,9,11,10000,4.546609124654058,19000,16.5000000000000,19.0000000000000,6515.527876316605,10000,25000,17.0000000000000,20.0000000000000,4.560921985102598,4.61344457296555,4.559788515114648,4.593184696662057,0.049212180335474434,4986.410717453059,4500.045255788223,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.995131961470994,9,11,10000,4.47246868716731,19000,16.5000000000000,19.0000000000000,10000,6531.406218361292,25000,17.0000000000000,20.0000000000000,4.557436884482307,4.608074458325139,4.55265216022928,4.594320060959299,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,19072.997461622734,11,101.4791480916904,500000,1,1,-111,121,111,1,20,11,11,11,3
4,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15201.0001378801,1.0,1.0,1.0,17.5686175729202,1.0,1.0,22319.3620415735,1.0,1.0,1.0,18.9127720315698,1.0,1.0,1.0,0.05775801659738011,0.026685814978157474,0.05764866623293706,0.030962851254779586,-0.00010935036444305324,0.030962851254779586,0.0,0,0,0.0577580165973801,9.73236009732360e-6,102750.000000000,3391.22068878903,0.000483708251601135,2067.36187916967,7.35284919928260,1.3441544586496361,0,1.0,1.0,1.0,1.0,16116.3045828045,1.0,1.0,1.0,17.7400276958001,1.0,1.0,1.0,23115.6490115140,1.0,1.0,19.0617081819514,1.0,1.0,1.0,0.05958214300088649,0.02773345908078184,0.05764866623293706,0.029915207152155218,-0.0019334767679494297,0.029915207152155218,0.0,0,0,0.0595821430008865,9.50655127836018e-6,105190.617577197,3581.41852504921,0.000468048154765509,2136.53229869264,7.54320662162058,1.3216804861512883,0,1.0,-0.21247223819787933,-0.059899689487408675,0.0,0.0,10.2157683736376,9,11,10000,4.482456770841479,19000,16.5000000000000,19.0000000000000,7118.3619036934115,10000,25000,17.0000000000000,20.0000000000000,4.556305956360647,4.614063972958027,4.562305597047599,4.588991412025757,0.04897233265900659,5295.791609280273,4498.755744573908,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.196821074179562,9,11,10000,4.499978003152558,19000,16.5000000000000,19.0000000000000,10000,6999.344428709465,25000,17.0000000000000,20.0000000000000,4.553818193396431,4.6134003363973175,4.566988369674727,4.5947218287555085,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,19110.303850780227,11,88.65003296101261,500000,1,1,-111,122,111,1,20,11,11,11,4
5,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,11573.0956185654,1.0,1.0,1.0,16.8778100601719,1.0,1.0,18082.3559225700,1.0,1.0,1.0,18.1807105961332,1.0,1.0,1.0,0.0432236178041947,0.03179978368791314,0.05309605705332331,0.021296273365410172,0.00987243924912861,0.021296273365410172,0.00987243924912861,0.00987243924912861,0.493621962456431,0.0432236178041947,9.73236009732360e-6,102750.000000000,2537.84384536058,0.000594196350373917,1682.94537549872,6.87669117907995,1.3029005359612689,0.493621962456431,1.0,1.0,1.0,1.0,12508.7297689107,1.0,1.0,1.0,17.0057730019496,1.0,1.0,1.0,19119.3963854053,1.0,1.0,18.3289711343693,1.0,1.0,1.0,0.046089096251621164,0.037092502876920896,0.05309605705332331,0.016003554176402417,0.007006960801702149,0.016003554176402417,0.007006960801702149,0.00700696080170215,0.350348040085107,0.0460890962516212,9.50655127836018e-6,105190.617577197,2770.36599901881,0.000561124210800820,1782.13661209312,7.01895111970076,1.3231981324196225,0.350348040085107,1.0,-0.16219169433284453,-0.23144186897977864,0.0,0.0,10.001118881091996,9,11,10000,4.56020792600072,19000,16.5000000000000,19.0000000000000,6509.260304004535,10000,25000,17.0000000000000,20.0000000000000,4.563727640144354,4.606951257948548,4.560269037911451,4.592068821599364,0.04781600307742193,4995.976380654459,4499.159358522438,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.98682188224888,9,11,10000,4.515190329848481,19000,16.5000000000000,19.0000000000000,10000,6610.6666164945245,25000,17.0000000000000,20.0000000000000,4.561137818870355,4.607226915121976,4.558865323943626,4.5959578268205465,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,18626.98590069091,11,99.32649828506341,500000,1,1,-111,121,111,1,20,11,11,11,5
6,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,13564.0816929905,1.0,1.0,1.0,17.3137724582694,1.0,1.0,20504.8850386453,1.0,1.0,1.0,18.6278850234082,1.0,1.0,1.0,0.050863485877322034,0.03734776345739821,0.055942828021450126,0.018595064564051918,0.005079342144128092,0.018595064564051918,0.005079342144128092,0.00507934214412809,0.253967107206405,0.0508634858773220,9.73236009732360e-6,102750.000000000,2986.41324222562,0.000524181320553145,1907.73680936350,7.11003825392250,1.3141125651387746,0.253967107206405,1.0,1.0,1.0,1.0,13242.9712875556,1.0,1.0,1.0,17.1868290924415,1.0,1.0,1.0,20332.8714117920,1.0,1.0,18.5291703712318,1.0,1.0,1.0,0.049206429802302054,0.031594682259240336,0.055942828021450126,0.02434814576220979,0.006736398219148072,0.02434814576220979,0.006736398219148072,0.00673639821914807,0.336819910957404,0.0492064298023021,9.50655127836018e-6,105190.617577197,2957.74556552752,0.000527426821823644,1895.99762208220,6.98469825769722,1.3423412787902587,0.336819910957404,1.0,-0.11187023999109569,-0.10061490159263224,0.0,0.0,10.20373420434694,9,11,10000,4.541930601299465,19000,16.5000000000000,19.0000000000000,6940.803345654804,10000,25000,17.0000000000000,20.0000000000000,4.560976347177018,4.61183983305434,4.557990759203871,4.595338522661269,0.047657480045278505,5281.741861224676,4499.495578934843,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.202130834744311,9,11,10000,4.47738691316192,19000,16.5000000000000,19.0000000000000,10000,7089.900124236372,25000,17.0000000000000,20.0000000000000,4.56212107555675,4.611327505359052,4.56325018048681,4.594844862746051,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,18972.318278873347,11,116.28878319131015,500000,1,1,-111,122,111,1,20,11,11,11,6
7,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15916.3583751482,1.0,1.0,1.0,17.7252205544455,1.0,1.0,22466.5191674952,1.0,1.0,1.0,19.0366063942961,1.0,1.0,1.0,0.05982282517794513,0.02728193456509409,0.05380493904747308,0.026523004482378987,-0.00601788613047205,0.026523004482378987,0.0,0,0,0.0598228251779451,9.73236009732360e-6,102750.000000000,3512.45444973364,0.000484907864755332,2062.24743437512,7.71796735437375,1.3113858398505744,0,1.0,1.0,1.0,1.0,11290.8824910944,1.0,1.0,1.0,16.7465872158039,1.0,1.0,1.0,17765.5511602473,1.0,1.0,18.0428590295236,1.0,1.0,1.0,0.041953229323724806,0.030093903980008996,0.05380493904747308,0.02371103506746408,0.011851709723748272,0.02371103506746408,0.011851709723748272,0.0118517097237483,0.592585486187414,0.0419532293237248,9.50655127836018e-6,105190.617577197,2521.76348681165,0.000596754557894896,1675.73081222469,6.73788558921627,1.296271813719679,0.592585486187414,1.0,-0.10424358176032755,-0.14353923300149868,0.0,0.0,10.007253200071782,9,11,10000,4.531406343605446,19000,16.5000000000000,19.0000000000000,6550.160792347068,10000,25000,17.0000000000000,20.0000000000000,4.555447158466019,4.615269983643964,4.559463292359868,4.586745226924962,0.04847921934991489,4994.838737234973,4500.439681684547,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.008701626587607,9,11,10000,4.477375673866174,19000,16.5000000000000,19.0000000000000,10000,6474.66866915289,25000,17.0000000000000,20.0000000000000,4.568251605269441,4.610204834593166,4.567554385914969,4.597648289894978,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,18911.767960967383,11,88.2306303092722,500000,1,1,-111,121,111,1,20,11,11,11,7
8,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,15030.1304670084,1.0,1.0,1.0,17.5233463476610,1.0,1.0,21835.6353309234,1.0,1.0,1.0,18.8111288813931,1.0,1.0,1.0,0.05710829656357941,0.03521528566850307,0.05808729067241098,0.02287200500390791,0.0009789941088315726,0.02287200500390791,0.0009789941088315726,0.000978994108831573,0.0489497054415786,0.0571082965635794,9.73236009732360e-6,102750.000000000,3353.07284109016,0.000487460500965414,2051.44826713037,7.32659492702343,1.2877825337320463,0.0489497054415786,1.0,1.0,1.0,1.0,11161.1927576934,1.0,1.0,1.0,16.8093635290662,1.0,1.0,1.0,18050.8620858165,1.0,1.0,18.1130722180410,1.0,1.0,1.0,0.04130787292420468,0.032093450398357426,0.05808729067241098,0.025993840274053555,0.0167794177482063,0.025993840274053555,0.0167794177482063,0.0167794177482063,0.838970887410315,0.0413078729242047,9.50655127836018e-6,105190.617577197,2482.97180782713,0.000591969793508231,1689.27538358610,6.60708897207732,1.303708688974809,0.838970887410315,1.0,-0.09815951219783306,-0.06236213492492208,0.0,0.0,10.196751420637579,9,11,10000,4.482494469795566,19000,16.5000000000000,19.0000000000000,6805.504863915045,10000,25000,17.0000000000000,20.0000000000000,4.555305953925883,4.612414250489462,4.55952350487784,4.5947387905463435,0.04948031832506259,5284.669333254904,4501.6236396156155,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.202274556988854,9,11,10000,4.4950944358327884,19000,16.5000000000000,19.0000000000000,10000,6889.669328123129,25000,17.0000000000000,20.0000000000000,4.561957200094466,4.603265073018671,4.567401437476194,4.599494887874552,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,18825.90052191727,11,112.12535644622784,500000,1,1,-111,122,111,1,20,11,11,11,8
9,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,11497.6600953160,1.0,1.0,1.0,16.8359722702971,1.0,1.0,18024.7106644974,1.0,1.0,1.0,18.1433187727228,1.0,1.0,1.0,0.04311991463965725,0.0304787776973674,0.05214462036092188,0.02166584266355448,0.009024705721264625,0.02166584266355448,0.009024705721264625,0.00902470572126463,0.451235286063231,0.0431199146396573,9.73236009732360e-6,102750.000000000,2531.75498812845,0.000595279600016914,1679.88286507985,6.84432250267016,1.3073465024257245,0.451235286063231,1.0,1.0,1.0,1.0,18006.6422080724,1.0,1.0,1.0,18.1035935077605,1.0,1.0,1.0,24450.2026152340,1.0,1.0,19.3942172086472,1.0,1.0,1.0,0.06687737316838227,0.02376851432462246,0.05214462036092188,0.02837610603629942,-0.014732752807460392,0.02837610603629942,0.0,0,0,0.0668773731683823,9.50655127836018e-6,105190.617577197,4019.92696315589,0.000449057409784236,2226.88675926867,8.08601610886849,1.2906237008867152,0,1.0,-0.15650757626951617,-0.09430497425557015,0.0,0.0,9.991649767626916,9,11,10000,4.541379457818493,19000,16.5000000000000,19.0000000000000,6527.050569181329,10000,25000,17.0000000000000,20.0000000000000,4.5660185621693,4.609138476808957,4.563890805412137,4.594369583109504,0.04700380634345545,4992.594202891636,4500.386222775982,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.017577398892046,9,11,10000,4.479345613268578,19000,16.5000000000000,19.0000000000000,10000,6443.5604071615635,25000,17.0000000000000,20.0000000000000,4.541551486743362,4.6084288599117444,4.566590955828771,4.590359470153394,1.00000000000000,0.0100000000000000,0.500000000000000,215500,105000.000000000,3000.00000000000,0.0500000000000000,11,22,11,21,-121,11,11,18709.089088103592,11,105.44138575939546,500000,1,1,-111,121,111,1,20,11,11,11,9
