MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,HU_T1_DboreMax,MV1_DmvMin,PF_M1_KstiffMachine_REF,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,HU_T2_DboreMin,MV2_DmvMax,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_E_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,18633.5779557041,1.0,1.0,1.0,1.0,18.2565716512496,1.0,1.0,25142.9108320509,1.0,0.0,0.0,19.5510290906292,1.0,1.0,1.0,0.06962328045127997,0.03189978628468104,0.052875928399264055,0.020976142114583013,-0.016747352052015912,0.020976142114583013,0.0,0,0,0.0696232804512800,9.73236009732360e-6,102750.000000000,4087.88118078230,0.000443487272678764,2254.85614042489,8.26375466782234,1.2944574393795654,0,1.0,1.0,1.0,11438.6929762877,1.0,1.0,1.0,16.7740757724375,1.0,1.0,1.0,17868.2775086385,1.0,1.0,1.0,1.0,18.0526743151951,1.0,1.0,0.04241608756869919,0.027368495518282465,0.052875928399264055,0.02550743288098159,0.010459840830564865,0.02550743288098159,0.010459840830564865,0.0104598408305649,0.522992041528243,0.0424160875686992,9.50655127836018e-6,105190.617577197,2549.58539803425,0.000591082400753601,1691.81149485258,6.76121010590746,1.2785985427576194,0.522992041528243,0.0,-0.09117966318002974,-0.18145090318186802,0.0,0.0,9.992816983427266,9,11,4.558248425444247,10000,19000,16.5000000000000,19.0000000000000,6509.332876346852,10000,25000,17.0000000000000,20.0000000000000,4.548646917326854,4.618270197778134,4.561572733167468,4.593472519452149,4501.20676467877,0.047330191679289216,5028.618692528648,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.012865666530049,9,11,4.486491405664214,10000,19000,16.5000000000000,19.0000000000000,6429.584532350856,10000,25000,17.0000000000000,20.0000000000000,4.562085483046525,4.604501570615224,4.593220797089867,4.565852301571584,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,19136.697665642983,11,93.81686503117515,500000,1,1,-111,121,111,1,3,11,11,11,0
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14613.3373583364,1.0,1.0,1.0,1.0,17.4525635144170,1.0,1.0,21636.9934574532,1.0,1.0,1.0,18.7747083115339,1.0,1.0,1.0,0.055160784229531856,0.0363109257462364,0.05841630905749968,0.02210538331126328,0.003255524827967822,0.02210538331126328,0.003255524827967822,0.00325552482796782,0.162776241398391,0.0551607842295319,9.73236009732360e-6,102750.000000000,3238.72604547680,0.000497005055980549,2012.05196600482,7.26290255184266,1.3221447971169253,0.162776241398391,1.0,1.0,1.0,11710.5319163886,1.0,1.0,1.0,16.8769578982762,1.0,1.0,1.0,18792.5252397289,1.0,1.0,1.0,1.0,18.2100841922656,1.0,1.0,0.04348878300090053,0.03164413055343651,0.05841630905749968,0.026772178504063167,0.014927526056599145,0.026772178504063167,0.014927526056599145,0.0149275260565991,0.746376302829957,0.0434887830009005,9.50655127836018e-6,105190.617577197,2614.06396659739,0.000570787785539976,1751.96460984879,6.68422858005066,1.3331262939893553,0.746376302829957,1.0,-0.22950274861850042,-0.1710899091223759,0.0,0.0,10.189660962574354,9,11,4.512063432702316,10000,19000,16.5000000000000,19.0000000000000,7023.656099116722,10000,25000,17.0000000000000,20.0000000000000,4.561021256316495,4.616182040546027,4.557681823162052,4.593992748908288,4500.4048475952395,0.04948817956315542,5312.319886923532,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.192729318225567,9,11,4.479818422971361,10000,19000,16.5000000000000,19.0000000000000,7081.99332334032,10000,25000,17.0000000000000,20.0000000000000,4.563986394336776,4.607475177337677,4.5898063710593995,4.558162240505963,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18995.764358513832,11,96.55000810246688,500000,1,1,-111,122,111,1,3,11,11,11,1
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14742.2000075597,1.0,1.0,1.0,1.0,17.5276143961892,1.0,1.0,21745.6669638513,1.0,1.0,1.0,18.8510060845443,1.0,1.0,1.0,0.05523526790394673,0.02807169392408504,0.0569630975739587,0.028891403649873658,0.0017278296700119697,0.028891403649873658,0.0017278296700119697,0.00172782967001197,0.0863914835005985,0.0552352679039467,9.73236009732360e-6,102750.000000000,3243.09930121744,0.000497309384727768,2010.82068971493,7.33143441529323,1.3233916883551524,0.0863914835005985,1.0,1.0,1.0,12480.3539151987,1.0,1.0,1.0,17.0345773980492,1.0,1.0,1.0,19555.0301408779,1.0,1.0,1.0,1.0,18.3714249584503,1.0,1.0,0.04649060219651702,0.03614669594492881,0.0569630975739587,0.02081640162902989,0.01047249537744168,0.02081640162902989,0.01047249537744168,0.0104724953774417,0.523624768872084,0.0464906021965170,9.50655127836018e-6,105190.617577197,2794.50008947853,0.000546808123314377,1828.79506971967,6.82435890266906,1.3368475604010401,0.523624768872084,1.0,-0.1931639727218119,-0.24397249468301296,0.0,0.0,10.196179980895925,9,11,4.54571341741697,10000,19000,16.5000000000000,19.0000000000000,7003.466956291521,10000,25000,17.0000000000000,20.0000000000000,4.56409162938547,4.619326897289417,4.565253883219426,4.593325577143511,4500.7207374461495,0.04844522562435279,5292.059046400806,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.210218495380152,9,11,4.466041694608663,10000,19000,16.5000000000000,19.0000000000000,7074.676225679173,10000,25000,17.0000000000000,20.0000000000000,4.5600703286819755,4.6065609308784925,4.594272391705566,4.558125695760637,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,19055.788156190236,11,82.63323856450928,500000,1,1,-111,122,111,1,3,11,11,11,2
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14573.4761209461,1.0,1.0,1.0,1.0,17.3995290710272,1.0,1.0,21115.1077165005,1.0,1.0,1.0,18.7111201950916,1.0,1.0,1.0,0.05523942710815444,0.02814959660146865,0.051521922814457236,0.023372326212988584,-0.003717504293697202,0.023372326212988584,0.0,0,0,0.0552394271081544,9.73236009732360e-6,102750.000000000,3243.34350592164,0.000508822882850762,1965.32041640372,7.41531813301653,1.3115911240643785,0,1.0,1.0,1.0,12582.5926674225,1.0,1.0,1.0,17.0216943407512,1.0,1.0,1.0,19039.8304423030,1.0,1.0,1.0,1.0,18.3163645813166,1.0,1.0,0.046608043464422266,0.034192120122751746,0.051521922814457236,0.01732980269170549,0.004913879350034969,0.01732980269170549,0.004913879350034969,0.00491387935003497,0.245693967501748,0.0466080434644223,9.50655127836018e-6,105190.617577197,2801.55935776424,0.000557443151315888,1793.90489889314,7.01408010825216,1.2946702405653956,0.245693967501748,1.0,-0.12682438198492238,-0.1656447822471012,0.0,0.0,9.984210938010694,9,11,4.49334956175259,10000,19000,16.5000000000000,19.0000000000000,6541.63159555437,10000,25000,17.0000000000000,20.0000000000000,4.558080281357814,4.613319708465968,4.5606717162595185,4.588821312860987,4499.519205490414,0.04648047516837769,4987.554029248889,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.007614232499037,9,11,4.49128184007633,10000,19000,16.5000000000000,19.0000000000000,6457.237774880567,10000,25000,17.0000000000000,20.0000000000000,4.560177406883782,4.606785450348204,4.59786767175254,4.563675551629788,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18563.39389733453,11,112.4865701536396,500000,1,1,-111,121,111,1,3,11,11,11,3
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,18344.8929811619,1.0,1.0,1.0,1.0,18.2013696892259,1.0,1.0,25339.0128683029,1.0,0.0,0.0,19.5228330363944,1.0,1.0,1.0,0.06867079272465837,0.031259881377231125,0.055913358598164195,0.02465347722093307,-0.012757434126494174,0.02465347722093307,0.0,0,0,0.0686707927246584,9.73236009732360e-6,102750.000000000,4031.95654426209,0.000436957736221385,2288.55085310436,8.01594290827208,1.3214633471685462,0,1.0,1.0,1.0,13577.4923098894,1.0,1.0,1.0,17.2691858907149,1.0,1.0,1.0,20566.1958810953,1.0,1.0,1.0,1.0,18.5896258835372,1.0,1.0,0.050383471093173426,0.015033081576045326,0.055913358598164195,0.04088027702211887,0.005529887504990769,0.04088027702211887,0.005529887504990769,0.00552988750499077,0.276494375249538,0.0503834710931734,9.50655127836018e-6,105190.617577197,3028.49625141359,0.000519136065738447,1926.27726331737,7.04856594035001,1.320439992822251,0.276494375249538,0.0,-0.13412267184392287,-0.20358336164675916,0.0,0.0,10.185426780953781,9,11,4.54987368533738,10000,19000,16.5000000000000,19.0000000000000,6994.119887141009,10000,25000,17.0000000000000,20.0000000000000,4.544146649423479,4.612817442148137,4.55875841676785,4.590018298145081,4501.0385260314315,0.0475499823324974,5292.708195143715,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.220619950364895,9,11,4.483245539284378,10000,19000,16.5000000000000,19.0000000000000,6988.703571205836,10000,25000,17.0000000000000,20.0000000000000,4.556473408914779,4.606856880007952,4.595340699070546,4.5803076174945,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18689.989102476942,11,114.99417017607001,500000,1,1,-111,122,111,1,3,11,11,11,4
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15910.3031572079,1.0,1.0,1.0,1.0,17.7142191972904,1.0,1.0,22372.1636070852,1.0,1.0,1.0,19.0049608536398,1.0,1.0,1.0,0.059677219572455975,0.02336871616305558,0.05397464910616338,0.030605932943107803,-0.005702570466292592,0.030605932943107803,0.0,0,0,0.0596772195724560,9.73236009732360e-6,102750.000000000,3503.90532061134,0.000485143522915802,2061.24569898371,7.71878052434624,1.2907416563493825,0,1.0,1.0,1.0,14640.1461594852,1.0,1.0,1.0,17.3973562095905,1.0,1.0,1.0,21152.1796966921,1.0,1.0,1.0,1.0,18.6981198239110,1.0,1.0,0.05432002732688446,0.048077244945987196,0.05397464910616338,0.005897404160176187,-0.0003453782207210737,0.005897404160176187,0.0,0,0,0.0543200273268845,9.50655127836018e-6,105190.617577197,3265.11841218583,0.000506015289741469,1976.22486962976,7.40813780074938,1.3007636143204937,0,1.0,-0.14036081710186515,-0.16477966940743435,0.0,0.0,9.995438672944152,9,11,4.5407343239605416,10000,19000,16.5000000000000,19.0000000000000,6461.860449877345,10000,25000,17.0000000000000,20.0000000000000,4.560488864410055,4.620166083982511,4.5643729709220615,4.587741687085117,4499.90258275059,0.0485148497989045,5006.315879006717,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.989218408841143,9,11,4.483802518415988,10000,19000,16.5000000000000,19.0000000000000,6512.0335372068575,10000,25000,17.0000000000000,20.0000000000000,4.557684409238939,4.612004436565823,4.595843172711716,4.547765927765729,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,19064.967011694585,11,88.49750555571543,500000,1,1,-111,121,111,1,3,11,11,11,5
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16233.1585993000,1.0,1.0,1.0,1.0,17.7930827032431,1.0,1.0,23391.6937607712,1.0,1.0,1.0,19.1407179097402,1.0,1.0,1.0,0.06088631313530701,0.03242595927488967,0.056372522109493554,0.023946562834603884,-0.004513791025813459,0.023946562834603884,0.0,0,0,0.0608863131353070,9.73236009732360e-6,102750.000000000,3574.89638551588,0.000467984109277701,2136.82469164055,7.59686026785704,1.3476352064971069,0,1.0,1.0,1.0,14355.2126634980,1.0,1.0,1.0,17.3707197228071,1.0,1.0,1.0,21426.7000409619,1.0,1.0,1.0,1.0,18.7019676858627,1.0,1.0,0.05365959280393984,0.027397726792055543,0.056372522109493554,0.02897479531743801,0.002712929305553717,0.02897479531743801,0.002712929305553717,0.00271292930555372,0.135646465277686,0.0536595928039398,9.50655127836018e-6,105190.617577197,3225.42040342135,0.000498292825840891,2006.85209206546,7.15309948364138,1.331247963055573,0.135646465277686,1.0,-0.03268150904891519,-0.25319048478915884,0.0,0.0,10.196222435386039,9,11,4.5408752726570025,10000,19000,16.5000000000000,19.0000000000000,7158.535161471211,10000,25000,17.0000000000000,20.0000000000000,4.553885426189418,4.614771739324725,4.558690967718464,4.591116926993354,4498.357596785671,0.04773859444926221,5311.92352868126,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.217620239165713,9,11,4.4506485567806395,10000,19000,16.5000000000000,19.0000000000000,7071.487377463898,10000,25000,17.0000000000000,20.0000000000000,4.558196773249838,4.611856366053778,4.595343219133762,4.567945492341707,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,19212.77185482312,11,83.13044823705579,500000,1,1,-111,122,111,1,3,11,11,11,6
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13750.3166474807,1.0,1.0,1.0,1.0,17.2957220222583,1.0,1.0,20224.5307595304,1.0,1.0,1.0,18.5889544072766,1.0,1.0,1.0,0.05157022477692497,0.0272128102335083,0.05262608823663695,0.025413278003128648,0.001055863459711981,0.025413278003128648,0.001055863459711981,0.00105586345971198,0.0527931729855990,0.0515702247769250,9.73236009732360e-6,102750.000000000,3027.90891190231,0.000530012179250028,1886.74909586985,7.28783529170920,1.2932323850183571,0.0527931729855990,1.0,1.0,1.0,13971.6527254021,1.0,1.0,1.0,17.2780755091580,1.0,1.0,1.0,20504.6243262115,1.0,1.0,1.0,1.0,18.5830447762151,1.0,1.0,0.05171843263236564,0.03277354059645976,0.05262608823663695,0.019852547640177187,0.0009076556042713069,0.019852547640177187,0.0009076556042713069,0.000907655604271307,0.0453827802135653,0.0517184326323656,9.50655127836018e-6,105190.617577197,3108.73935355612,0.000521425053265992,1917.82115902643,7.28516976655674,1.3049692670570587,0.0453827802135653,1.0,-0.0582989039755174,-0.022513646531012843,0.0,0.0,10.007886730549068,9,11,4.541192303847074,10000,19000,16.5000000000000,19.0000000000000,6474.214112049624,10000,25000,17.0000000000000,20.0000000000000,4.560385951171731,4.611956175948656,4.56263193909238,4.589844749325889,4499.4433264016725,0.047298720116632845,5006.2264037392815,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.992905742601264,9,11,4.494314619660801,10000,19000,16.5000000000000,19.0000000000000,6532.971600809346,10000,25000,17.0000000000000,20.0000000000000,4.557507563499484,4.609225996131849,4.593744128300263,4.560970587703803,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18975.089470443356,11,98.45009655801437,500000,1,1,-111,121,111,1,3,11,11,11,7
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16312.8818837179,1.0,1.0,1.0,1.0,17.8088477141888,1.0,1.0,23357.8893837148,1.0,1.0,1.0,19.1363944650844,1.0,1.0,1.0,0.061450351280059934,0.03192823261431865,0.057761305693844425,0.025833073079525773,-0.0036890455862155086,0.025833073079525773,0.0,0,0,0.0614503512800599,9.73236009732360e-6,102750.000000000,3608.01348230066,0.000465598773980255,2147.77197854565,7.59525780514378,1.3275467508955392,0,1.0,1.0,1.0,13463.6088966489,1.0,1.0,1.0,17.1835403381209,1.0,1.0,1.0,20582.4451025811,1.0,1.0,1.0,1.0,18.5249992188030,1.0,1.0,0.05024563907978763,0.03699411105336914,0.057761305693844425,0.020767194640475287,0.007515666614056796,0.020767194640475287,0.007515666614056796,0.00751566661405680,0.375783330702840,0.0502456390797876,9.50655127836018e-6,105190.617577197,3020.21131735075,0.000519540606831230,1924.77736456285,6.99489153630332,1.341458880682097,0.375783330702840,1.0,-0.19303127173211024,-0.16063244059607673,0.0,0.0,10.213589909045066,9,11,4.52129183101499,10000,19000,16.5000000000000,19.0000000000000,7045.0074999968465,10000,25000,17.0000000000000,20.0000000000000,4.550821972924841,4.612272324204901,4.558719258640165,4.590647491254484,4499.369541851303,0.048973036238749344,5306.786744229091,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.188648801817575,9,11,4.457836714703408,10000,19000,16.5000000000000,19.0000000000000,7118.836205932146,10000,25000,17.0000000000000,20.0000000000000,4.5583108992674335,4.608556538347221,4.597928483265358,4.560934372211989,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,19013.570581520213,11,116.83305018485265,500000,1,1,-111,122,111,1,3,11,11,11,8
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,17985.7184309079,1.0,1.0,1.0,1.0,18.1433567453802,1.0,1.0,24497.5011001930,1.0,1.0,1.0,19.4512723618351,1.0,1.0,1.0,0.06758205614080559,0.027571215822856487,0.052981819363711984,0.025410603540855496,-0.014600236777093607,0.025410603540855496,0.0,0,0,0.0675820561408056,9.73236009732360e-6,102750.000000000,3968.03215341016,0.000452867782883522,2208.15001153924,8.14515242937258,1.3079156164549384,0,1.0,1.0,1.0,15446.4633963103,1.0,1.0,1.0,17.5973156053910,1.0,1.0,1.0,21879.5307747953,1.0,1.0,1.0,1.0,18.8894209647597,1.0,1.0,0.05714561496941428,0.03501894266739125,0.052981819363711984,0.017962876696320733,-0.004163795605702299,0.017962876696320733,0.0,0,0,0.0571456149694143,9.50655127836018e-6,105190.617577197,3434.96144597795,0.000491977778645824,2032.61212884963,7.59931674965075,1.2921053593686969,0,1.0,-0.13350570005763787,-0.13548011840198346,0.0,0.0,9.99820431600762,9,11,4.532654407916242,10000,19000,16.5000000000000,19.0000000000000,6511.782669285051,10000,25000,17.0000000000000,20.0000000000000,4.546904442018534,4.61448649815934,4.561594276300796,4.589165492123652,4500.348561652878,0.04789088332365926,4978.748313239826,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.997998855740233,9,11,4.4968374868942895,10000,19000,16.5000000000000,19.0000000000000,6433.067378485039,10000,25000,17.0000000000000,20.0000000000000,4.55262501937758,4.609770634346995,4.595909921712758,4.560890979045367,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,21,-121,11,11,18932.03967159769,11,111.34743635237143,500000,1,1,-111,121,111,1,3,11,11,11,9
