MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,HU_Ch1_T2_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_KstiffMachine,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_REF,PF_M1_T1_AleakPF_deltaD_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_Fmax_LTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,MV2_DmvMax,HU_T2_DboreMin,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF_E_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16852.4456590332,1.0,1.0,1.0,1.0,17.9182632634330,1.0,1.0,23747.0097047108,1.0,1.0,1.0,19.2218526439471,1.0,1.0,1.0,0.06322935539580055,0.027752152273786912,0.0580193243119628,0.030267172038175888,-0.005210031083837746,0.030267172038175888,0.0,0,0,0.0632293553958005,9.73236009732360e-6,102750.000000000,3712.46643823915,0.000458437658559848,2181.32167226714,7.72579572893424,1.3035893805141041,0,1.0,1.0,1.0,14761.2416734987,1.0,1.0,1.0,17.5124224959296,1.0,1.0,1.0,1.0,21726.9863133026,1.0,1.0,18.8294703440113,1.0,1.0,1.0,0.05590534540275893,0.036005227729035916,0.0580193243119628,0.022014096582926884,0.0021139789092038674,0.022014096582926884,0.0021139789092038674,0.00211397890920387,0.105698945460193,0.0559053454027589,9.73236009732360e-6,102750.000000000,3282.44242293342,0.000493726147074916,2025.41430289748,7.28801097749822,1.3170478480817402,0.105698945460193,1.0,-0.07962153330502147,-0.2381251737342595,0.0,0.0,10.192467534498793,9,11,4.539420339386666,10000,19000,16.5000000000000,19.0000000000000,6894.564045677594,10000,25000,17.0000000000000,20.0000000000000,4.620292902134843,4.557063546739043,4.587581214317915,4.559829062044128,0.04937135313015635,4500.57869304461,5288.907802362231,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.224411518431356,9,11,4.49702988554086,10000,19000,16.5000000000000,19.0000000000000,10000,6965.744639803903,25000,17.0000000000000,20.0000000000000,4.6153506798960695,4.559445334493311,4.593917739425785,4.557912511696749,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,11,19216.413254520587,11,106.97841078613955,500000,1,1,-111,122,111,1,0,11,11,11,0
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15190.5038970396,1.0,1.0,1.0,1.0,17.5593739169074,1.0,1.0,21610.7186956622,1.0,1.0,1.0,18.8401172844207,1.0,1.0,1.0,0.056971894512336085,0.03249681913077751,0.051553650778947455,0.019056831648169945,-0.005418243733388631,0.019056831648169945,0.0,0,0,0.0569718945123361,9.73236009732360e-6,102750.000000000,3345.06409208145,0.000498433996193902,2006.28369580749,7.57146356160049,1.2807433675132753,0,1.0,1.0,1.0,19054.3854408905,1.0,0.0,0.0,18.3149083001954,1.0,1.0,1.0,1.0,25571.0296481471,0.0,0.0,19.6148879907001,1.0,1.0,1.0,0.07197981602620995,0.03591912752531101,0.051553650778947455,0.015634523253636443,-0.0204261652472625,0.015634523253636443,0.0,0,0,0.0719798160262100,9.73236009732360e-6,102750.000000000,4226.24348382461,0.000436102812530536,2293.03726384471,8.30967108181325,1.2999796905047851,0,0.0,-0.2881804886678227,-0.1032793729940817,0.0,0.0,9.98791035530695,9,11,4.541169759048588,10000,19000,16.5000000000000,19.0000000000000,6420.214798622586,10000,25000,17.0000000000000,20.0000000000000,4.6123364698584135,4.555364575346077,4.590057056532911,4.557560237402133,0.04627573281561316,4499.676817978467,5012.881551038787,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.005237218382108,9,11,4.508586765958624,10000,19000,16.5000000000000,19.0000000000000,10000,6516.644207256549,25000,17.0000000000000,20.0000000000000,4.616253598173126,4.544273782146916,4.590914533465441,4.55499540594013,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,11,18843.29505612413,11,114.80049368184284,500000,1,1,-111,121,111,1,0,11,11,11,1
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14635.8914955890,1.0,1.0,1.0,1.0,17.5047737917979,1.0,1.0,21578.4250622148,1.0,1.0,1.0,18.8138436734519,1.0,1.0,1.0,0.0546593331340679,0.031209945333672273,0.05458029599160165,0.023370350657929376,-7.903714246625115e-05,0.023370350657929376,0.0,0,0,0.0546593331340679,9.73236009732360e-6,102750.000000000,3209.28370258599,0.000500153958804282,1999.38435435101,7.32019907214877,1.3090698816540576,0,1.0,1.0,1.0,14953.4918291003,1.0,1.0,1.0,17.4883778308309,1.0,1.0,1.0,1.0,21948.4168707763,1.0,1.0,18.8073265415011,1.0,1.0,1.0,0.056736266895415,0.023223580212619055,0.05458029599160165,0.031356715778982594,-0.0021559709038133507,0.031356715778982594,0.0,0,0,0.0567362668954150,9.73236009732360e-6,102750.000000000,3331.22938485937,0.000488747422727294,2046.04659482362,7.30848059224643,1.3189487106702096,0,1.0,-0.2545034692691769,-0.10051396425135681,0.0,0.0,10.1845747196491,9,11,4.5604854079418615,10000,19000,16.5000000000000,19.0000000000000,6942.533566625799,10000,25000,17.0000000000000,20.0000000000000,4.616198601344949,4.561539268210881,4.596027593611261,4.564817648277589,0.046309584086326926,4499.7682935916955,5303.4094389626125,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.179897238584495,9,11,4.4888808609412525,10000,19000,16.5000000000000,19.0000000000000,10000,6994.925041675957,25000,17.0000000000000,20.0000000000000,4.621579380433776,4.564843113538361,4.586223903030218,4.563000322817599,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,11,18908.750210624457,11,109.56270949519302,500000,1,1,-111,122,111,1,0,11,11,11,2
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,18007.6796920619,1.0,1.0,1.0,1.0,18.1397652881644,1.0,1.0,24478.8581349465,1.0,1.0,1.0,19.4344072990375,1.0,1.0,1.0,0.06739873295986243,0.031889938150848174,0.05267322034523577,0.020783282194387596,-0.014725512614626658,0.020783282194387596,0.0,0,0,0.0673987329598624,9.73236009732360e-6,102750.000000000,3957.26846378621,0.000452762349637580,2208.66421600750,8.15319936889889,1.2946420108730208,0,1.0,1.0,1.0,17281.6158962122,1.0,1.0,1.0,18.0061528822049,1.0,1.0,1.0,1.0,23744.6097915342,1.0,1.0,19.2991574696614,1.0,1.0,1.0,0.06460286018930805,0.02881317768742253,0.05267322034523577,0.02386004265781324,-0.011929639844072283,0.02386004265781324,0.0,0,0,0.0646028601893081,9.73236009732360e-6,102750.000000000,3793.11079111509,0.000463698642816348,2156.57305772202,8.01346183674700,1.2930045874565617,0,1.0,-0.20361259366782442,-0.20229293790272423,0.0,0.0,9.986565919265546,9,11,4.550532736622233,10000,19000,16.5000000000000,19.0000000000000,6471.178442884588,10000,25000,17.0000000000000,20.0000000000000,4.614344543056397,4.546945810096535,4.593391091620577,4.561501153469729,0.04742896496857748,4500.77659173089,4998.430754244452,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,9.992691045457873,9,11,4.556053552849627,10000,19000,16.5000000000000,19.0000000000000,10000,6462.993895322038,25000,17.0000000000000,20.0000000000000,4.623394495434823,4.558791635245515,4.591598521345218,4.562785343657795,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,11,19180.420612400434,11,116.1514002861487,500000,1,1,-111,121,111,1,0,11,11,11,3
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12080.5045268742,1.0,1.0,1.0,1.0,17.0515386807348,1.0,1.0,19022.6248574586,1.0,1.0,1.0,18.3601643124392,1.0,1.0,1.0,0.04514767584433432,0.030789148159999336,0.056540611804959846,0.02575146364496051,0.011392935960625523,0.02575146364496051,0.011392935960625523,0.0113929359606255,0.569646798031276,0.0451476758443343,9.73236009732360e-6,102750.000000000,2650.81353886020,0.000565747857094644,1767.57187404195,6.83451954870121,1.308625631704438,0.569646798031276,1.0,1.0,1.0,13118.6206936296,1.0,1.0,1.0,17.1731358475673,1.0,1.0,1.0,1.0,20044.0557997993,1.0,1.0,18.4786162280660,1.0,1.0,1.0,0.0497687600899841,0.029342880181651765,0.056540611804959846,0.02719773162330808,0.006771851714975748,0.02719773162330808,0.006771851714975748,0.00677185171497575,0.338592585748787,0.0497687600899841,9.73236009732360e-6,102750.000000000,2922.13719956907,0.000530720458462610,1884.23111273456,6.96232038892018,1.3054803804987314,0.338592585748787,1.0,-0.2187053359692956,-0.10285997723915445,0.0,0.0,10.217019132033554,9,11,4.557281887155503,10000,19000,16.5000000000000,19.0000000000000,6942.120330584447,10000,25000,17.0000000000000,20.0000000000000,4.615374217094877,4.570226541250543,4.590050519989514,4.559261371829515,0.047948065841658366,4498.702811882517,5304.894052504981,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.210815458647135,9,11,4.489392454113458,10000,19000,16.5000000000000,19.0000000000000,10000,6925.43510616966,25000,17.0000000000000,20.0000000000000,4.616459598474657,4.566690838384673,4.584700174966189,4.555357294784537,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,11,18861.210630572386,11,98.46199933398597,500000,1,1,-111,122,111,1,0,11,11,11,4
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16246.0223667702,1.0,1.0,1.0,1.0,17.7578902686251,1.0,1.0,22671.3986656572,1.0,1.0,1.0,19.0401236672972,1.0,1.0,1.0,0.06124019433058692,0.02803412078971057,0.05229457747529782,0.024260456685587246,-0.0089456168552891,0.024260456685587246,0.0,0,0,0.0612401943305869,9.73236009732360e-6,102750.000000000,3595.67426712446,0.000477669667898788,2093.49696496091,7.76023210861143,1.2822333986720362,0,1.0,1.0,1.0,15194.5123557096,1.0,1.0,1.0,17.5520913336154,1.0,1.0,1.0,1.0,21507.9213740682,1.0,1.0,18.8119807978665,1.0,1.0,1.0,0.05715633843384982,0.03335682212495339,0.05229457747529782,0.018937755350344428,-0.004861760958552001,0.018937755350344428,0.0,0,0,0.0571563384338498,9.73236009732360e-6,102750.000000000,3355.89358518747,0.000497540939896465,2009.88485532084,7.55989195872822,1.2598894642511174,0,1.0,-0.20536803532282924,-0.23638162113008807,0.0,0.0,9.997658160013717,9,11,4.518213041517396,10000,19000,16.5000000000000,19.0000000000000,6425.37629888699,10000,25000,17.0000000000000,20.0000000000000,4.609216024247471,4.547975829916884,4.591924320818889,4.563890200029179,0.04698117560934198,4501.92964474901,5011.081684146993,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,9.992199374887203,9,11,4.527709824523775,10000,19000,16.5000000000000,19.0000000000000,10000,6313.409018358542,25000,17.0000000000000,20.0000000000000,4.6101699956703,4.55301365723645,4.590025363482787,4.556668541357833,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,11,18718.291846315715,11,93.81539530385622,500000,1,1,-111,121,111,1,0,11,11,11,5
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15236.6243781582,1.0,1.0,1.0,1.0,17.6022436909585,1.0,1.0,22101.2984442403,1.0,1.0,1.0,18.8970684508701,1.0,1.0,1.0,0.057428477512992515,0.02642187920545158,0.05553810909235452,0.02911622988690294,-0.001890368420637993,0.02911622988690294,0.0,0,0,0.0574284775129925,9.73236009732360e-6,102750.000000000,3371.87203683428,0.000485192607242536,2061.03717384161,7.39269750761377,1.2948247599116103,0,1.0,1.0,1.0,13635.7431155411,1.0,1.0,1.0,17.3366823537568,1.0,1.0,1.0,1.0,20489.5420200319,1.0,1.0,18.6294558249457,1.0,1.0,1.0,0.051131829642411475,0.03228341984634131,0.05553810909235452,0.023254689246013212,0.004406279449943047,0.023254689246013212,0.004406279449943047,0.00440627944994305,0.220313972497152,0.0511318296424115,9.73236009732360e-6,102750.000000000,3002.16885471873,0.000521713971208102,1916.75909633848,7.11395769118246,1.292773471188966,0.220313972497152,1.0,-0.21707360454543936,-0.09590822438223981,0.0,0.0,10.209546183344758,9,11,4.518743360279857,10000,19000,16.5000000000000,19.0000000000000,6864.674066082066,10000,25000,17.0000000000000,20.0000000000000,4.615900461652245,4.558471984139253,4.5902603197085305,4.563838440503079,0.04714719052216858,4500.633573247483,5301.624033317586,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.22272466257431,9,11,4.541964085100923,10000,19000,16.5000000000000,19.0000000000000,10000,6853.798904490822,25000,17.0000000000000,20.0000000000000,4.60970945885812,4.5585776292157085,4.592622800067488,4.560339380221147,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,11,19238.301094904073,11,100.46658949392072,500000,1,1,-111,122,111,1,0,11,11,11,6
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14150.0396355586,1.0,1.0,1.0,1.0,17.3171925835553,1.0,1.0,20727.8311102664,1.0,1.0,1.0,18.6338476584331,1.0,1.0,1.0,0.053622864682039584,0.035930458487186456,0.053431253700356444,0.017500795213169988,-0.00019161098168313934,0.017500795213169988,0.0,0,0,0.0536228646820396,9.73236009732360e-6,102750.000000000,3148.42819775975,0.000517785544273858,1931.30150321674,7.32668597419439,1.3166550748778296,0,1.0,1.0,1.0,15241.1083521302,1.0,1.0,1.0,17.5996459487691,1.0,1.0,1.0,1.0,21736.9556878546,1.0,1.0,18.8998985324971,1.0,1.0,1.0,0.05717219691852993,0.024584402806174133,0.053431253700356444,0.028846850894182312,-0.003740943218173483,0.028846850894182312,0.0,0,0,0.0571721969185299,9.73236009732360e-6,102750.000000000,3356.82470478797,0.000498067311947078,2007.76075043097,7.59109786803966,1.3002525837280514,0,1.0,-0.07788527689255678,-0.27355962663702593,0.0,0.0,9.990506609360924,9,11,4.494318671655591,10000,19000,16.5000000000000,19.0000000000000,6577.791474707748,10000,25000,17.0000000000000,20.0000000000000,4.616871326221389,4.56324846153935,4.592074744602051,4.556144286114865,0.04811926811140632,4499.1630555738775,4995.83497623179,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.008548080729412,9,11,4.540334897556971,10000,19000,16.5000000000000,19.0000000000000,10000,6495.847335724354,25000,17.0000000000000,20.0000000000000,4.61630283369219,4.55913063677366,4.593149708613237,4.568565305807063,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,11,19072.801055139316,11,107.94583995817528,500000,1,1,-111,121,111,1,0,11,11,11,7
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13718.4006709070,1.0,1.0,1.0,1.0,17.2794931157986,1.0,1.0,20544.9281891247,1.0,1.0,1.0,18.5686796208180,1.0,1.0,1.0,0.05186340811706103,0.014933322771820023,0.05553096357256129,0.04059764080074127,0.0036675554555002654,0.04059764080074127,0.0036675554555002654,0.00366755545550027,0.183377772775013,0.0518634081170610,9.73236009732360e-6,102750.000000000,3045.12296230173,0.000517243492629735,1933.32543424735,7.09575347631402,1.289186505019371,0.183377772775013,1.0,1.0,1.0,13488.4892421303,1.0,1.0,1.0,17.3089713023044,1.0,1.0,1.0,1.0,20411.6817298858,1.0,1.0,18.6164129412705,1.0,1.0,1.0,0.05075604585078075,0.02201045061044571,0.05553096357256129,0.033520512962115584,0.004774917721780542,0.033520512962115584,0.004774917721780542,0.00477491772178054,0.238745886089027,0.0507560458507808,9.73236009732360e-6,102750.000000000,2980.10497781013,0.000524408177702139,1906.91152907229,7.07347406342044,1.307441638966117,0.238745886089027,1.0,-0.20505385705352175,-0.0891826662751615,0.0,0.0,10.183739639484566,9,11,4.505039973997501,10000,19000,16.5000000000000,19.0000000000000,6826.527518217736,10000,25000,17.0000000000000,20.0000000000000,4.615392149632465,4.5635287415154036,4.577798656998554,4.562865334226734,0.04720305352048683,4501.103285911814,5295.221049583638,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.235497238883996,9,11,4.526179226089548,10000,19000,16.5000000000000,19.0000000000000,10000,6923.192487755514,25000,17.0000000000000,20.0000000000000,4.611282664415121,4.5605266185643405,4.588605813288531,4.566595362678085,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,11,18902.064451798862,11,105.1276244035354,500000,1,1,-111,122,111,1,0,11,11,11,8
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,18193.2252835070,1.0,1.0,1.0,1.0,18.1847334175614,1.0,1.0,24683.3321942172,1.0,1.0,1.0,19.4893721557820,1.0,1.0,1.0,0.06826662998021238,0.03477087362851883,0.052060442733844144,0.017289569105325316,-0.016206187246368235,0.017289569105325316,0.0,0,0,0.0682666299802124,9.73236009732360e-6,102750.000000000,4008.22641740961,0.000450506510783681,2219.72374663453,8.19616644237417,1.3046387382205589,0,1.0,1.0,1.0,14556.4383973334,1.0,1.0,1.0,17.4914570061015,1.0,1.0,1.0,1.0,21016.8188452012,1.0,1.0,18.7901201424548,1.0,1.0,1.0,0.05435708893857605,0.030672282089715175,0.052060442733844144,0.02138816064412897,-0.0022966462047319045,0.02138816064412897,0.0,0,0,0.0543570889385760,9.73236009732360e-6,102750.000000000,3191.53765053639,0.000514348199151242,1944.20822635359,7.48707787572440,1.2986631363532957,0,1.0,-0.2540831122821164,-0.13142660000880196,0.0,0.0,9.98856697518722,9,11,4.53897145243224,10000,19000,16.5000000000000,19.0000000000000,6490.106910710215,10000,25000,17.0000000000000,20.0000000000000,4.6211687256601115,4.552902095679899,4.596585241488732,4.561814367860213,0.04709548868602599,4500.212605003157,4974.63912466856,1.00000000000000,0.500000000000000,0.0100000000000000,205500,205500,3000.00000000000,105000.000000000,0.0500000000000000,10.004379130377098,9,11,4.560948355062297,10000,19000,16.5000000000000,19.0000000000000,10000,6460.380447867885,25000,17.0000000000000,20.0000000000000,4.612547823559751,4.558190734621175,4.5948206020706035,4.564148319980888,1.00000000000000,0.0100000000000000,0.500000000000000,205500,3000.00000000000,0.0500000000000000,105000.000000000,11,22,11,22,-121,11,11,19158.61693066316,11,105.41259416455199,500000,1,1,-111,121,111,1,0,11,11,11,9
