,partType_ID_num,line_ID_num,batch_ID_num,PSec_MVgeneration_*_Section_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV1_*_T1_MV_Type_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV1_*_T1_MV_Supplier_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV2_*_T2_MV_Type_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV2_*_T2_MV_Supplier_ID_num,PSec_HUgeneration_*_Section_ID_num,PSec_HUgeneration__Section__HUgeneration_machine__HU_*_HU_Block_Type_ID_num,PSec_HUgeneration__Section__HUgeneration_machine__HU_*_HU_Block_Supplier_ID_num,PSec_C2_*_Section_ID_num,PSec_C2__Section__Sec_C2_Machine1_*_ProcessResult,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_MpGood
0,111,1,0,-121,11,22,11,22,-111,11,11,122,1.0,10.192467534498793,16852.4456590332,17.9182632634330,23747.0097047108,19.2218526439471,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,10000,25000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.224411518431356,14761.2416734987,17.5124224959296,21726.9863133026,18.8294703440113,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,10000,19000,1.0,9,11,1.0
1,111,1,0,-121,11,22,11,22,-111,11,11,121,0.0,9.98791035530695,15190.5038970396,17.5593739169074,21610.7186956622,18.8401172844207,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,10000,25000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.005237218382108,19054.3854408905,18.3149083001954,25571.0296481471,19.6148879907001,16.5000000000000,19.0000000000000,1.0,10000,25000,0.0,17.0000000000000,20.0000000000000,1.0,10000,19000,0.0,9,11,1.0
2,111,1,0,-121,11,22,11,22,-111,11,11,122,1.0,10.1845747196491,14635.8914955890,17.5047737917979,21578.4250622148,18.8138436734519,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,10000,25000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.179897238584495,14953.4918291003,17.4883778308309,21948.4168707763,18.8073265415011,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,10000,19000,1.0,9,11,1.0
3,111,1,0,-121,11,22,11,22,-111,11,11,121,1.0,9.986565919265546,18007.6796920619,18.1397652881644,24478.8581349465,19.4344072990375,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,10000,25000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.992691045457873,17281.6158962122,18.0061528822049,23744.6097915342,19.2991574696614,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,10000,19000,1.0,9,11,1.0
4,111,1,0,-121,11,22,11,22,-111,11,11,122,1.0,10.217019132033554,12080.5045268742,17.0515386807348,19022.6248574586,18.3601643124392,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,10000,25000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.210815458647135,13118.6206936296,17.1731358475673,20044.0557997993,18.4786162280660,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,10000,19000,1.0,9,11,1.0
5,111,1,0,-121,11,22,11,22,-111,11,11,121,1.0,9.997658160013717,16246.0223667702,17.7578902686251,22671.3986656572,19.0401236672972,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,10000,25000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.992199374887203,15194.5123557096,17.5520913336154,21507.9213740682,18.8119807978665,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,10000,19000,1.0,9,11,1.0
6,111,1,0,-121,11,22,11,22,-111,11,11,122,1.0,10.209546183344758,15236.6243781582,17.6022436909585,22101.2984442403,18.8970684508701,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,10000,25000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.22272466257431,13635.7431155411,17.3366823537568,20489.5420200319,18.6294558249457,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,10000,19000,1.0,9,11,1.0
7,111,1,0,-121,11,22,11,22,-111,11,11,121,1.0,9.990506609360924,14150.0396355586,17.3171925835553,20727.8311102664,18.6338476584331,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,10000,25000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.008548080729412,15241.1083521302,17.5996459487691,21736.9556878546,18.8998985324971,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,10000,19000,1.0,9,11,1.0
8,111,1,0,-121,11,22,11,22,-111,11,11,122,1.0,10.183739639484566,13718.4006709070,17.2794931157986,20544.9281891247,18.5686796208180,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,10000,25000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.235497238883996,13488.4892421303,17.3089713023044,20411.6817298858,18.6164129412705,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,10000,19000,1.0,9,11,1.0
9,111,1,0,-121,11,22,11,22,-111,11,11,121,1.0,9.98856697518722,18193.2252835070,18.1847334175614,24683.3321942172,19.4893721557820,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,10000,25000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.004379130377098,14556.4383973334,17.4914570061015,21016.8188452012,18.7901201424548,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,17.0000000000000,20.0000000000000,1.0,10000,19000,1.0,9,11,1.0
